Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Кохомская городская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274					
18	1.Политическая партия «Аграрная партия России»	278	18	16	10	12	13	30	15	23	19	18	18	17	21	18	19	11					
		2.44%	2.25%	1.99%	1.47%	3.40%	2.68%	3.56%	2.07%	3.08%	2.66%	2.34%	2.32%	2.22%	2.69%	2.43%	2.49%	1.71%					
19	2.Всероссийская политическая партия «Гражданская Сила»	122	5	6	15	3	6	10	10	10	7	9	7	8	10	2	10	4					
		1.07%	0.62%	0.75%	2.21%	0.85%	1.24%	1.19%	1.38%	1.34%	0.98%	1.17%	0.90%	1.04%	1.28%	0.27%	1.31%	0.62%					
20	3.Политическая партия «Демократическая партия России»	14	1	2	0	1	2	0	1	0	0	0	1	1	0	1	4	0					
		0.12%	0.12%	0.25%	0.00%	0.28%	0.41%	0.00%	0.14%	0.00%	0.00%	0.00%	0.13%	0.13%	0.00%	0.13%	0.52%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	929	31	60	56	24	37	56	75	70	73	82	60	55	79	51	79	41					
		8.16%	3.87%	7.48%	8.25%	6.80%	7.63%	6.65%	10.34%	9.37%	10.22%	10.66%	7.73%	7.17%	10.10%	6.87%	10.34%	6.39%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	116	4	6	11	20	3	4	5	7	6	7	8	6	2	13	4	10					
		1.02%	0.50%	0.75%	1.62%	5.67%	0.62%	0.48%	0.69%	0.94%	0.84%	0.91%	1.03%	0.78%	0.26%	1.75%	0.52%	1.56%					
23	6.Политическая партия «Партия социальной справедливости»	22	1	1	1	1	0	2	2	3	1	0	2	0	0	2	2	4					
		0.19%	0.12%	0.12%	0.15%	0.28%	0.00%	0.24%	0.28%	0.40%	0.14%	0.00%	0.26%	0.00%	0.00%	0.27%	0.26%	0.62%					
24	7.Политическая партия «Либерально-демократическая партия России»	1167	96	80	97	34	58	90	67	76	84	72	108	48	63	68	67	59					
		10.25%	11.99%	9.98%	14.29%	9.63%	11.96%	10.69%	9.24%	10.17%	11.76%	9.36%	13.92%	6.26%	8.06%	9.16%	8.77%	9.19%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	825	59	67	48	34	37	55	33	68	52	60	43	59	47	48	59	56					
		7.24%	7.37%	8.35%	7.07%	9.63%	7.63%	6.53%	4.55%	9.10%	7.28%	7.80%	5.54%	7.69%	6.01%	6.47%	7.72%	8.72%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	92	6	1	5	1	1	10	9	8	6	4	6	6	10	9	6	4					
		0.81%	0.75%	0.12%	0.74%	0.28%	0.21%	1.19%	1.24%	1.07%	0.84%	0.52%	0.77%	0.78%	1.28%	1.21%	0.79%	0.62%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7635	574	549	423	219	318	563	488	471	454	507	502	557	535	521	506	448					
		67.03%	71.66%	68.45%	62.30%	62.04%	65.57%	66.86%	67.31%	63.05%	63.59%	65.93%	64.69%	72.62%	68.41%	70.22%	66.23%	69.78%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	127	5	9	6	3	8	15	16	4	6	8	16	6	9	7	5	4					
		1.12%	0.62%	1.12%	0.88%	0.85%	1.65%	1.78%	2.21%	0.54%	0.84%	1.04%	2.06%	0.78%	1.15%	0.94%	0.65%	0.62%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
