Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Осинниковская городская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26065	1245	1397	448	797	805	1103	1303	875	1631	735	1190	1126	1505	911	1098	1655	1566	1363	1214	1445	1334	1319									
		75.53%	81.37%	82.18%	72.26%	73.80%	74.54%	74.53%	77.10%	74.15%	70.61%	74.24%	78.81%	79.30%	73.45%	73.17%	73.69%	78.81%	79.49%	73.68%	73.58%	74.10%	73.70%	73.03%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	33	1	1	1	2	2	2	2	1	1	1	2	3	1	4	1	1	1	1	1	1	2	1									
		0.10%	0.07%	0.06%	0.16%	0.19%	0.19%	0.14%	0.12%	0.08%	0.04%	0.10%	0.13%	0.21%	0.05%	0.32%	0.07%	0.05%	0.05%	0.05%	0.06%	0.05%	0.11%	0.06%									
24	"6. Политическая партия ""Гражданская Платформа"""	41	1	1	2	2	2	2	1	2	2	4	1	2	2	2	2	2	2	2	2	2	2	1									
		0.12%	0.07%	0.06%	0.32%	0.19%	0.19%	0.14%	0.06%	0.17%	0.09%	0.40%	0.07%	0.14%	0.10%	0.16%	0.13%	0.10%	0.10%	0.11%	0.12%	0.10%	0.11%	0.06%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3003	87	98	63	86	96	139	120	100	278	88	115	100	200	115	140	165	170	177	150	183	173	160									
		8.70%	5.69%	5.76%	10.16%	7.96%	8.89%	9.39%	7.10%	8.47%	12.03%	8.89%	7.62%	7.04%	9.76%	9.24%	9.40%	7.86%	8.63%	9.57%	9.09%	9.38%	9.56%	8.86%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	33	1	1	1	2	2	2	2	1	1	1	2	3	1	4	1	1	1	1	1	1	2	1									
		0.10%	0.07%	0.06%	0.16%	0.19%	0.19%	0.14%	0.12%	0.08%	0.04%	0.10%	0.13%	0.21%	0.05%	0.32%	0.07%	0.05%	0.05%	0.05%	0.06%	0.05%	0.11%	0.06%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	1	1	1	2	2	2	2	1	1	1	2	3	1	3	1	1	1	1	1	1	2	1									
		0.09%	0.07%	0.06%	0.16%	0.19%	0.19%	0.14%	0.12%	0.08%	0.04%	0.10%	0.13%	0.21%	0.05%	0.24%	0.07%	0.05%	0.05%	0.05%	0.06%	0.05%	0.11%	0.06%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	48	2	2	2	2	2	2	1	2	2	4	1	2	3	2	2	3	2	3	2	2	2	3									
		0.14%	0.13%	0.12%	0.32%	0.19%	0.19%	0.14%	0.06%	0.17%	0.09%	0.40%	0.07%	0.14%	0.15%	0.16%	0.13%	0.14%	0.10%	0.16%	0.12%	0.10%	0.11%	0.17%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	2	2	2	1	1	1	1	3	1	1	2	1	1	1	2	4	1	1	1	1	2	1									
		0.10%	0.13%	0.12%	0.32%	0.09%	0.09%	0.07%	0.06%	0.25%	0.04%	0.10%	0.13%	0.07%	0.05%	0.08%	0.13%	0.19%	0.05%	0.05%	0.06%	0.05%	0.11%	0.06%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3279	108	102	60	125	107	143	166	130	277	100	107	100	220	130	160	152	120	199	172	208	193	200									
		9.50%	7.06%	6.00%	9.68%	11.57%	9.91%	9.66%	9.82%	11.02%	11.99%	10.10%	7.09%	7.04%	10.74%	10.44%	10.74%	7.24%	6.09%	10.76%	10.42%	10.67%	10.66%	11.07%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	1	1	1	2	2	2	2	1	1	1	2	3	1	4	1	1	1	1	1	1	2	1									
		0.10%	0.07%	0.06%	0.16%	0.19%	0.19%	0.14%	0.12%	0.08%	0.04%	0.10%	0.13%	0.21%	0.05%	0.32%	0.07%	0.05%	0.05%	0.05%	0.06%	0.05%	0.11%	0.06%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1760	75	88	33	51	51	76	86	57	110	47	82	70	107	58	75	105	98	93	100	98	90	110									
		5.10%	4.90%	5.18%	5.32%	4.72%	4.72%	5.14%	5.09%	4.83%	4.76%	4.75%	5.43%	4.93%	5.22%	4.66%	5.03%	5.00%	4.97%	5.03%	6.06%	5.03%	4.97%	6.09%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
