Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Вознесенская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561									
		1.10%	1.92%	0.71%	1.24%	1.03%	1.90%	1.42%	1.00%	0.74%	0.00%	0.92%	0.00%	0.71%	0.22%	1.15%	1.55%	1.78%	1.40%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	316	41	33	39	23	4	18	17	9	6	21	6	22	26	14	20	7	10									
		5.02%	5.63%	4.65%	6.03%	4.75%	2.53%	5.10%	5.69%	3.32%	3.06%	4.82%	5.04%	7.80%	5.70%	5.36%	4.42%	3.11%	4.67%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	104	12	4	9	11	5	4	2	8	0	7	0	8	10	4	4	8	8									
		1.65%	1.65%	0.56%	1.39%	2.27%	3.16%	1.13%	0.67%	2.95%	0.00%	1.61%	0.00%	2.84%	2.19%	1.53%	0.88%	3.56%	3.74%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2671	224	319	205	152	96	196	141	139	114	222	66	111	237	85	171	99	94									
		42.46%	30.77%	44.99%	31.68%	31.40%	60.76%	55.52%	47.16%	51.29%	58.16%	50.92%	55.46%	39.36%	51.97%	32.57%	37.83%	44.00%	43.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	15	1	1	1	2	0	2	0	1	0	0	0	0	1	3	1	1	1									
		0.24%	0.14%	0.14%	0.15%	0.41%	0.00%	0.57%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.22%	1.15%	0.22%	0.44%	0.47%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0									
		0.10%	0.00%	0.00%	0.00%	0.21%	0.00%	0.28%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.22%	0.38%	0.00%	0.44%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	746	72	73	76	50	18	42	32	41	30	43	11	31	58	51	60	33	25									
		11.86%	9.89%	10.30%	11.75%	10.33%	11.39%	11.90%	10.70%	15.13%	15.31%	9.86%	9.24%	10.99%	12.72%	19.54%	13.27%	14.67%	11.68%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	3	0	1	3	0	0	1	1	0	0	0	0	0	0	0	1	1									
		0.17%	0.41%	0.00%	0.15%	0.62%	0.00%	0.00%	0.33%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.47%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	3	4	5	4	0	1	0	2	1	0	1	1	1	1	1	0	2									
		0.43%	0.41%	0.56%	0.77%	0.83%	0.00%	0.28%	0.00%	0.74%	0.51%	0.00%	0.84%	0.35%	0.22%	0.38%	0.22%	0.00%	0.93%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	3	1	0	1	0	2	0	1	0	1	0	0	1	1	2	1	0									
		0.22%	0.41%	0.14%	0.00%	0.21%	0.00%	0.57%	0.00%	0.37%	0.00%	0.23%	0.00%	0.00%	0.22%	0.38%	0.44%	0.44%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	17	0	0	2	3	1	3	0	0	0	2	0	1	3	0	1	1	0									
		0.27%	0.00%	0.00%	0.31%	0.62%	0.63%	0.85%	0.00%	0.00%	0.00%	0.46%	0.00%	0.35%	0.66%	0.00%	0.22%	0.44%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1980	328	235	269	198	29	67	90	55	36	114	29	85	94	83	157	60	51									
		31.48%	45.05%	33.15%	41.58%	40.91%	18.35%	18.98%	30.10%	20.30%	18.37%	26.15%	24.37%	30.14%	20.61%	31.80%	34.73%	26.67%	23.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	1	2	2	2	0	0	0	0	0	0	0	0	0	0	1	0	2									
		0.16%	0.14%	0.28%	0.31%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.93%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	156	16	27	19	18	0	8	9	3	5	10	3	6	5	7	11	3	6									
		2.48%	2.20%	3.81%	2.94%	3.72%	0.00%	2.27%	3.01%	1.11%	2.55%	2.29%	2.52%	2.13%	1.10%	2.68%	2.43%	1.33%	2.80%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
