Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Тужинская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	22	1	1	0	1	2	1	2	1	2	1	0	1	0	3	6									
14	Число погашенных неиспользованных открепительных удостоверений	218	14	12	15	15	13	13	14	14	14	12	14	13	19	19	17									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	2	0	0	0	1	2	0	0	1	0	0	1	1	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	23	1	1	1	0	0	0	1	1	0	1	0	1	4	8	4									
		0.67%	0.81%	1.47%	0.54%	0.00%	0.00%	0.00%	0.40%	0.59%	0.00%	0.81%	0.00%	1.32%	0.89%	1.11%	0.54%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	89	1	2	4	3	2	7	5	2	13	5	1	1	7	21	15									
		2.59%	0.81%	2.94%	2.15%	4.48%	2.56%	4.14%	1.98%	1.18%	8.84%	4.03%	1.45%	1.32%	1.56%	2.91%	2.04%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	98	7	1	6	2	0	2	7	5	7	2	2	0	21	20	16									
		2.85%	5.69%	1.47%	3.23%	2.99%	0.00%	1.18%	2.78%	2.96%	4.76%	1.61%	2.90%	0.00%	4.69%	2.77%	2.18%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1587	68	31	81	18	29	87	116	72	71	70	44	43	196	316	345									
		46.23%	55.28%	45.59%	43.55%	26.87%	37.18%	51.48%	46.03%	42.60%	48.30%	56.45%	63.77%	56.58%	43.75%	43.77%	46.94%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	14	2	0	0	0	2	1	3	0	1	0	0	0	1	2	2									
		0.41%	1.63%	0.00%	0.00%	0.00%	2.56%	0.59%	1.19%	0.00%	0.68%	0.00%	0.00%	0.00%	0.22%	0.28%	0.27%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	1	1	0	0	0	1	0	1	0	0	0	0	3	2	1									
		0.29%	0.81%	1.47%	0.00%	0.00%	0.00%	0.59%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.67%	0.28%	0.14%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	707	31	16	51	14	13	34	43	43	26	28	7	8	99	158	136									
		20.59%	25.20%	23.53%	27.42%	20.90%	16.67%	20.12%	17.06%	25.44%	17.69%	22.58%	10.14%	10.53%	22.10%	21.88%	18.50%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	6	0	0	0	0	0	0	1	0	0	0	0	0	3	1	1									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.14%	0.14%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	0	0	1	2	1	2	1	0	0	0	1	0	1	6	5									
		0.58%	0.00%	0.00%	0.54%	2.99%	1.28%	1.18%	0.40%	0.00%	0.00%	0.00%	1.45%	0.00%	0.22%	0.83%	0.68%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1									
		0.17%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	1.45%	0.00%	0.22%	0.14%	0.14%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	1	0	2	1	0	0	12	3	1	0	2	1	1	6	4									
		0.99%	0.81%	0.00%	1.08%	1.49%	0.00%	0.00%	4.76%	1.78%	0.68%	0.00%	2.90%	1.32%	0.22%	0.83%	0.54%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	415	3	8	24	7	16	21	35	22	10	6	4	16	56	92	95									
		12.09%	2.44%	11.76%	12.90%	10.45%	20.51%	12.43%	13.89%	13.02%	6.80%	4.84%	5.80%	21.05%	12.50%	12.74%	12.93%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	0	0	0	0	0	0	0	0	1	2	0	0	1	3	0									
		0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	1.61%	0.00%	0.00%	0.22%	0.42%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	371	7	8	13	19	14	14	23	19	17	10	7	6	46	77	91									
		10.81%	5.69%	11.76%	6.99%	28.36%	17.95%	8.28%	9.13%	11.24%	11.56%	8.06%	10.14%	7.89%	10.27%	10.66%	12.38%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
