Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Краснохолмская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530					
		15.70%	17.20%	20.98%	19.23%	16.63%	8.71%	9.42%	19.22%	10.89%	8.96%	23.39%	13.46%	16.22%	11.21%	9.60%	12.00%	17.70%	11.11%	11.70%	12.50%	9.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	61	14	11	12	7	0	1	6	4	2	0	0	1	1	2	0	0	0	0	0	0					
		1.13%	2.48%	1.35%	1.71%	1.62%	0.00%	0.72%	1.67%	1.98%	0.99%	0.00%	0.00%	0.39%	0.86%	1.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2397	221	295	265	147	156	72	159	99	97	44	72	151	68	112	52	65	61	39	108	114					
		44.47%	39.18%	36.20%	37.75%	33.95%	46.85%	52.17%	44.29%	49.01%	48.26%	35.48%	46.15%	58.30%	58.62%	63.28%	52.00%	57.52%	52.14%	41.49%	56.25%	58.46%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	21	2	1	5	2	1	1	1	1	0	0	0	2	1	0	0	0	1	0	3	0					
		0.39%	0.35%	0.12%	0.71%	0.46%	0.30%	0.72%	0.28%	0.50%	0.00%	0.00%	0.00%	0.77%	0.86%	0.00%	0.00%	0.00%	0.85%	0.00%	1.56%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
