Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Яшалтинская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235									
		0.54%	0.00%	0.00%	0.00%	0.74%	0.31%	0.36%	0.00%	0.00%	0.86%	0.37%	0.22%	0.48%	0.92%	0.82%	1.19%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	95	8	1	5	1	6	4	0	1	6	2	6	7	10	17	21									
		1.34%	2.38%	0.77%	1.42%	0.74%	1.83%	0.72%	0.00%	0.54%	1.29%	0.75%	0.66%	0.84%	1.83%	1.73%	2.51%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	55	3	0	0	0	0	1	0	0	8	3	0	6	5	17	12									
		0.78%	0.89%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	1.72%	1.12%	0.00%	0.72%	0.92%	1.73%	1.43%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5627	271	101	299	115	281	500	184	161	337	214	775	695	432	736	526									
		79.61%	80.65%	77.69%	85.19%	84.56%	85.93%	89.77%	90.20%	87.50%	72.32%	79.85%	85.07%	83.23%	79.12%	75.10%	62.84%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	0	1	2	1	0	0	0	0	0	0	0	5	3	0	6									
		0.25%	0.00%	0.77%	0.57%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.55%	0.00%	0.72%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	3	0	0	0	0	0	0	1	0	0	2	3	1	1									
		0.16%	0.00%	2.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.24%	0.55%	0.10%	0.12%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	422	12	5	7	6	6	8	4	9	48	4	51	57	10	91	104									
		5.97%	3.57%	3.85%	1.99%	4.41%	1.83%	1.44%	1.96%	4.89%	10.30%	1.49%	5.60%	6.83%	1.83%	9.29%	12.43%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	5	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.10%	0.24%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	13	2	0	0	0	0	0	0	0	1	0	0	2	4	2	2									
		0.18%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.24%	0.73%	0.20%	0.24%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	1	0	1	0	0	0	0	0	0	0	3	0	1	1									
		0.10%	0.00%	0.77%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.10%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	0	0	2	0	1	0	0	1	2	0	2	3	3	8	4									
		0.37%	0.00%	0.00%	0.57%	0.00%	0.31%	0.00%	0.00%	0.54%	0.43%	0.00%	0.22%	0.36%	0.55%	0.82%	0.48%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	597	32	8	29	1	27	35	16	10	52	30	66	32	54	89	116									
		8.45%	9.52%	6.15%	8.26%	0.74%	8.26%	6.28%	7.84%	5.43%	11.16%	11.19%	7.24%	3.83%	9.89%	9.08%	13.86%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	0	0	0	0	0	1	0	1	2	0	0	2	5	5	8									
		0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.54%	0.43%	0.00%	0.00%	0.24%	0.92%	0.51%	0.96%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	74	4	10	0	3	3	3	0	1	3	10	4	11	5	4	13									
		1.05%	1.19%	7.69%	0.00%	2.21%	0.92%	0.54%	0.00%	0.54%	0.64%	3.73%	0.44%	1.32%	0.92%	0.41%	1.55%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
