Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																									
Дата голосования: 18.09.2016																																																									
																																																									
Наименование Избирательной комиссии:    Балтачевская																																																									
																																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																																									
																																																									
		Сумма	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1154	УИК №1155	УИК №1156	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1166	УИК №1167	УИК №1168	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	772	20	10	10	30	15	30	10	10	21	10	10	10	15	15	15	15	20	15	15	25	30	5	6	5	6	10	20	40	20	30	24	20	15	20	35	10	10	10	10	35	10	15	20	20	15	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	653	11	1	3	30	15	30	7	10	21	10	0	10	15	10	15	0	20	15	15	25	26	0	6	3	6	10	4	40	8	26	24	20	15	20	35	10	10	0	10	35	10	15	20	20	15	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	68	0	0	0	0	1	0	3	1	3	0	0	0	2	0	4	0	3	0	0	0	5	1	2	0	0	0	0	17	0	2	4	0	0	2	5	2	0	0	1	2	2	2	2	0	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	119	9	9	7	0	0	0	3	0	0	0	10	0	0	5	0	15	0	0	0	0	4	5	0	2	0	0	16	0	12	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	115	4	1	2	7	0	13	0	1	0	0	0	0	1	0	2	0	0	2	1	0	1	0	0	1	0	0	7	3	0	36	8	0	0	0	12	1	5	1	0	0	0	3	1	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	166	4	12	0	2	3	5	0	4	7	6	0	0	6	1	0	1	1	3	4	2	4	3	0	0	1	0	2	22	9	21	16	0	0	1	3	0	2	1	5	4	1	0	0	5	3	2									
		1.24%	1.30%	4.04%	0.00%	0.89%	0.61%	0.73%	0.00%	0.90%	1.77%	4.17%	0.00%	0.00%	1.88%	0.51%	0.00%	0.74%	0.56%	2.08%	1.88%	0.41%	1.21%	2.50%	0.00%	0.00%	0.58%	0.00%	0.50%	2.24%	3.28%	2.05%	2.10%	0.00%	0.00%	0.38%	1.26%	0.00%	0.62%	0.38%	2.03%	1.79%	0.85%	0.00%	0.00%	1.23%	1.08%	1.60%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	483	13	0	1	19	0	2	0	19	47	5	3	6	6	0	0	1	14	7	10	3	16	6	0	8	11	2	5	50	15	60	40	1	4	3	15	0	1	15	6	17	8	7	11	11	10	5									
		3.60%	4.22%	0.00%	0.79%	8.48%	0.00%	0.29%	0.00%	4.26%	11.87%	3.47%	1.67%	3.00%	1.88%	0.00%	0.00%	0.74%	7.91%	4.86%	4.69%	0.62%	4.85%	5.00%	0.00%	7.27%	6.36%	1.82%	1.24%	5.09%	5.47%	5.85%	5.25%	0.52%	1.89%	1.15%	6.30%	0.00%	0.31%	5.73%	2.44%	7.59%	6.84%	2.75%	3.09%	2.70%	3.61%	4.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	221	9	0	0	3	1	9	0	5	10	1	0	0	5	1	0	4	1	4	7	0	8	2	0	0	3	1	7	12	9	22	38	1	2	2	10	0	1	5	9	3	1	2	2	13	6	2									
		1.65%	2.92%	0.00%	0.00%	1.34%	0.20%	1.31%	0.00%	1.12%	2.53%	0.69%	0.00%	0.00%	1.56%	0.51%	0.00%	2.96%	0.56%	2.78%	3.29%	0.00%	2.42%	1.67%	0.00%	0.00%	1.73%	0.91%	1.74%	1.22%	3.28%	2.15%	4.99%	0.52%	0.94%	0.77%	4.20%	0.00%	0.31%	1.91%	3.66%	1.34%	0.85%	0.78%	0.56%	3.19%	2.17%	1.60%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9121	186	169	120	152	298	470	74	265	264	111	150	131	191	117	130	94	113	122	172	215	267	99	76	75	132	83	344	604	206	607	445	168	188	184	150	82	210	192	155	179	83	235	264	298	146	105									
		67.91%	60.39%	56.90%	95.24%	67.86%	60.57%	68.31%	62.71%	59.42%	66.67%	77.08%	83.33%	65.50%	59.69%	60.00%	76.47%	69.63%	63.84%	84.72%	80.75%	44.33%	80.91%	82.50%	79.17%	68.18%	76.30%	75.45%	85.36%	61.51%	75.18%	59.22%	58.40%	86.60%	88.68%	70.50%	63.03%	89.13%	65.02%	73.28%	63.01%	79.91%	70.94%	92.16%	74.16%	73.22%	52.71%	84.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	2	0	0	0	0	0	0	2	2	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	3	3	1	8	1	0	0	0	3	0	1	0	0	2	0	0	0	4	2	1									
		0.29%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.51%	0.00%	0.56%	0.00%	0.00%	0.51%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.31%	0.36%	0.78%	0.13%	0.00%	0.00%	0.00%	1.26%	0.00%	0.31%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.98%	0.72%	0.80%									
24	"6. Политическая партия ""Гражданская Платформа"""	55	1	0	1	0	0	0	0	5	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	9	17	0	0	0	5	0	0	0	0	4	0	0	2	1	2	0									
		0.41%	0.32%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.88%	2.23%	0.00%	0.00%	0.00%	2.10%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	0.56%	0.25%	0.72%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1495	40	43	3	24	95	96	22	52	36	11	18	14	49	37	21	14	20	3	10	125	7	4	10	16	11	11	19	129	10	151	87	9	5	20	15	1	45	26	27	7	8	4	38	36	60	6									
		11.13%	12.99%	14.48%	2.38%	10.71%	19.31%	13.95%	18.64%	11.66%	9.09%	7.64%	10.00%	7.00%	15.31%	18.97%	12.35%	10.37%	11.30%	2.08%	4.69%	25.77%	2.12%	3.33%	10.42%	14.55%	6.36%	10.00%	4.71%	13.14%	3.65%	14.73%	11.42%	4.64%	2.36%	7.66%	6.30%	1.09%	13.93%	9.92%	10.98%	3.13%	6.84%	1.57%	10.67%	8.85%	21.66%	4.80%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	0	2	1	5	3	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	3.64%	0.00%	0.20%	0.36%	0.49%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	2.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	5	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.36%	0.49%	0.39%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0									
		0.09%	1.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.31%	0.00%	0.10%	0.13%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	2	6	0	0	0	2	0	2	4	0	0	0	5	1	0	1	0	0	0	0	0	2	0	0	7	0	2	3	1	7	7	1	1	0	1	0	1	0	0	0	1	0	0	2	0	0									
		0.44%	0.65%	2.02%	0.00%	0.00%	0.00%	0.29%	0.00%	0.45%	1.01%	0.00%	0.00%	0.00%	1.56%	0.51%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	1.67%	0.00%	0.00%	4.05%	0.00%	0.50%	0.31%	0.36%	0.68%	0.92%	0.52%	0.47%	0.00%	0.42%	0.00%	0.31%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.49%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1252	29	45	1	14	75	97	17	63	17	8	6	48	45	29	19	14	18	1	9	96	18	2	10	11	7	9	15	108	15	75	81	7	4	26	19	2	48	21	23	7	9	6	21	31	23	3									
		9.32%	9.42%	15.15%	0.79%	6.25%	15.24%	14.10%	14.41%	14.13%	4.29%	5.56%	3.33%	24.00%	14.06%	14.87%	11.18%	10.37%	10.17%	0.69%	4.23%	19.79%	5.45%	1.67%	10.42%	10.00%	4.05%	8.18%	3.72%	10.99%	5.47%	7.32%	10.63%	3.61%	1.89%	9.96%	7.98%	2.17%	14.86%	8.02%	9.35%	3.13%	7.69%	2.35%	5.90%	7.62%	8.30%	2.40%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	52	2	2	0	1	1	2	0	9	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	4	1	1	7	0	3	1	0	2	0	0	7	0	1	1	1	0	0	0									
		0.39%	0.65%	0.67%	0.00%	0.45%	0.20%	0.29%	0.00%	2.02%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.30%	0.83%	0.00%	0.00%	0.00%	0.00%	0.50%	0.41%	0.36%	0.10%	0.92%	0.00%	1.42%	0.38%	0.00%	2.17%	0.00%	0.00%	2.85%	0.00%	0.85%	0.39%	0.28%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	344	16	20	0	1	19	5	5	5	6	0	1	1	11	8	0	6	2	0	1	43	2	0	0	0	0	0	3	32	5	44	4	5	4	24	5	5	13	2	7	1	1	0	17	2	18	0									
		2.56%	5.19%	6.73%	0.00%	0.45%	3.86%	0.73%	4.24%	1.12%	1.52%	0.00%	0.56%	0.50%	3.44%	4.10%	0.00%	4.44%	1.13%	0.00%	0.47%	8.87%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	3.26%	1.82%	4.29%	0.52%	2.58%	1.89%	9.20%	2.10%	5.43%	4.02%	0.76%	2.85%	0.45%	0.85%	0.00%	4.78%	0.49%	6.50%	0.00%									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
