Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Ейская городская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1499									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	763	17	20	28	20	20	25	7	16	12	5	14	24	4	18	15	16	22	9	23	16	10	21	13	29	13	21	45	35	15	23	5	20	21	24	20	37	16	41	15	8									
		2.58%	2.64%	3.27%	3.30%	2.38%	3.80%	3.46%	0.97%	2.00%	2.45%	1.07%	2.50%	3.51%	1.11%	2.36%	2.64%	2.69%	3.08%	1.47%	2.73%	2.65%	2.04%	2.61%	1.70%	2.84%	2.30%	2.45%	3.92%	3.73%	1.96%	2.48%	2.58%	2.02%	2.76%	1.59%	1.42%	3.22%	2.99%	4.21%	3.33%	2.48%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	780	10	15	21	24	10	21	13	29	13	9	21	23	12	23	18	13	15	14	27	14	19	11	27	22	23	21	31	26	24	27	10	17	25	30	27	19	17	37	14	8									
		2.64%	1.56%	2.45%	2.48%	2.85%	1.90%	2.91%	1.81%	3.63%	2.65%	1.92%	3.74%	3.36%	3.32%	3.02%	3.17%	2.18%	2.10%	2.29%	3.20%	2.32%	3.87%	1.37%	3.53%	2.15%	4.07%	2.45%	2.70%	2.77%	3.13%	2.92%	5.15%	1.72%	3.28%	1.98%	1.91%	1.65%	3.18%	3.80%	3.10%	2.48%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	917	27	18	23	29	17	22	22	23	18	10	25	26	8	26	13	28	36	14	34	16	18	31	26	35	21	16	39	32	27	30	1	31	30	19	14	36	24	35	11	6									
		3.10%	4.20%	2.95%	2.71%	3.44%	3.23%	3.05%	3.06%	2.88%	3.67%	2.14%	4.46%	3.80%	2.22%	3.41%	2.29%	4.71%	5.03%	2.29%	4.03%	2.65%	3.67%	3.86%	3.40%	3.42%	3.72%	1.87%	3.40%	3.41%	3.52%	3.24%	0.52%	3.14%	3.94%	1.26%	0.99%	3.13%	4.49%	3.60%	2.44%	1.86%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12345	237	223	339	335	213	300	296	320	231	192	229	256	147	312	243	270	312	275	365	255	191	298	373	400	203	319	406	375	313	443	101	371	296	899	716	430	193	332	200	136									
		41.78%	36.86%	36.50%	39.98%	39.79%	40.42%	41.55%	41.17%	40.05%	47.14%	41.03%	40.82%	37.43%	40.72%	40.94%	42.78%	45.38%	43.64%	45.01%	43.30%	42.29%	38.90%	37.06%	48.76%	39.14%	35.93%	37.27%	35.40%	39.98%	40.81%	47.84%	52.06%	37.55%	38.85%	59.46%	50.78%	37.39%	36.14%	34.12%	44.35%	42.24%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	229	1	3	5	13	3	4	4	11	2	9	2	8	0	4	6	3	4	3	2	7	5	9	3	9	5	6	9	7	7	3	8	7	7	7	13	10	4	14	2	0									
		0.77%	0.16%	0.49%	0.59%	1.54%	0.57%	0.55%	0.56%	1.38%	0.41%	1.92%	0.36%	1.17%	0.00%	0.52%	1.06%	0.50%	0.56%	0.49%	0.24%	1.16%	1.02%	1.12%	0.39%	0.88%	0.88%	0.70%	0.78%	0.75%	0.91%	0.32%	4.12%	0.71%	0.92%	0.46%	0.92%	0.87%	0.75%	1.44%	0.44%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	60	3	1	1	1	0	1	0	0	1	3	5	4	2	2	2	0	1	1	2	0	1	2	3	0	2	2	2	0	0	1	1	2	1	1	3	2	1	4	0	2									
		0.20%	0.47%	0.16%	0.12%	0.12%	0.00%	0.14%	0.00%	0.00%	0.20%	0.64%	0.89%	0.58%	0.55%	0.26%	0.35%	0.00%	0.14%	0.16%	0.24%	0.00%	0.20%	0.25%	0.39%	0.00%	0.35%	0.23%	0.17%	0.00%	0.00%	0.11%	0.52%	0.20%	0.13%	0.07%	0.21%	0.17%	0.19%	0.41%	0.00%	0.62%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5955	146	82	161	147	130	129	156	141	98	90	102	146	71	141	103	115	127	133	177	115	98	212	138	196	121	179	212	212	159	188	33	213	171	293	326	228	89	214	86	77									
		20.15%	22.71%	13.42%	18.99%	17.46%	24.67%	17.87%	21.70%	17.65%	20.00%	19.23%	18.18%	21.35%	19.67%	18.50%	18.13%	19.33%	17.76%	21.77%	20.99%	19.07%	19.96%	26.37%	18.04%	19.18%	21.42%	20.91%	18.48%	22.60%	20.73%	20.30%	17.01%	21.56%	22.44%	19.38%	23.12%	19.83%	16.67%	21.99%	19.07%	23.91%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	227	3	10	5	6	2	5	6	9	2	10	3	2	5	4	8	9	11	2	7	2	5	4	6	6	6	13	8	7	7	3	0	6	4	5	13	10	3	5	5	0									
		0.77%	0.47%	1.64%	0.59%	0.71%	0.38%	0.69%	0.83%	1.13%	0.41%	2.14%	0.53%	0.29%	1.39%	0.52%	1.41%	1.51%	1.54%	0.33%	0.83%	0.33%	1.02%	0.50%	0.78%	0.59%	1.06%	1.52%	0.70%	0.75%	0.91%	0.32%	0.00%	0.61%	0.52%	0.33%	0.92%	0.87%	0.56%	0.51%	1.11%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	427	6	10	7	11	8	10	3	9	6	9	13	18	2	11	7	11	13	5	8	9	10	12	7	14	11	16	26	8	15	8	3	14	8	8	12	42	11	18	5	3									
		1.45%	0.93%	1.64%	0.83%	1.31%	1.52%	1.39%	0.42%	1.13%	1.22%	1.92%	2.32%	2.63%	0.55%	1.44%	1.23%	1.85%	1.82%	0.82%	0.95%	1.49%	2.04%	1.49%	0.92%	1.37%	1.95%	1.87%	2.27%	0.85%	1.96%	0.86%	1.55%	1.42%	1.05%	0.53%	0.85%	3.65%	2.06%	1.85%	1.11%	0.93%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	35	0	2	1	2	0	1	3	1	0	1	0	1	1	2	1	3	0	0	0	1	0	1	3	0	1	0	0	2	1	1	2	0	0	1	2	0	1	0	0	0									
		0.12%	0.00%	0.33%	0.12%	0.24%	0.00%	0.14%	0.42%	0.13%	0.00%	0.21%	0.00%	0.15%	0.28%	0.26%	0.18%	0.50%	0.00%	0.00%	0.00%	0.17%	0.00%	0.12%	0.39%	0.00%	0.18%	0.00%	0.00%	0.21%	0.13%	0.11%	1.03%	0.00%	0.00%	0.07%	0.14%	0.00%	0.19%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	503	6	16	12	20	15	17	15	13	10	10	22	8	9	13	8	11	10	10	9	16	15	8	12	24	5	19	25	20	9	9	0	11	17	13	12	18	7	15	8	6									
		1.70%	0.93%	2.62%	1.42%	2.38%	2.85%	2.35%	2.09%	1.63%	2.04%	2.14%	3.92%	1.17%	2.49%	1.71%	1.41%	1.85%	1.40%	1.64%	1.07%	2.65%	3.05%	0.99%	1.57%	2.35%	0.88%	2.22%	2.18%	2.13%	1.17%	0.97%	0.00%	1.11%	2.23%	0.86%	0.85%	1.57%	1.31%	1.54%	1.77%	1.86%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4943	120	118	145	155	78	135	138	147	64	86	95	102	61	142	92	80	115	104	134	105	83	143	113	191	103	162	228	154	134	153	21	205	117	126	122	240	106	198	82	46									
		16.73%	18.66%	19.31%	17.10%	18.41%	14.80%	18.70%	19.19%	18.40%	13.06%	18.38%	16.93%	14.91%	16.90%	18.64%	16.20%	13.45%	16.08%	17.02%	15.90%	17.41%	16.90%	17.79%	14.77%	18.69%	18.23%	18.93%	19.88%	16.42%	17.47%	16.52%	10.82%	20.75%	15.35%	8.33%	8.65%	20.87%	19.85%	20.35%	18.18%	14.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	137	4	2	8	3	3	3	4	7	3	4	1	9	1	1	3	2	3	0	3	2	2	1	3	3	2	8	6	2	2	5	0	6	3	5	6	5	2	3	2	5									
		0.46%	0.62%	0.33%	0.94%	0.36%	0.57%	0.42%	0.56%	0.88%	0.61%	0.85%	0.18%	1.32%	0.28%	0.13%	0.53%	0.34%	0.42%	0.00%	0.36%	0.33%	0.41%	0.12%	0.39%	0.29%	0.35%	0.93%	0.52%	0.21%	0.26%	0.54%	0.00%	0.61%	0.39%	0.33%	0.43%	0.43%	0.37%	0.31%	0.44%	1.55%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1638	57	79	70	59	26	39	37	47	21	25	23	44	31	53	39	18	28	33	33	32	27	39	33	83	38	49	81	38	30	22	3	72	50	57	68	43	44	38	14	15									
		5.54%	8.86%	12.93%	8.25%	7.01%	4.93%	5.40%	5.15%	5.88%	4.29%	5.34%	4.10%	6.43%	8.59%	6.96%	6.87%	3.03%	3.92%	5.40%	3.91%	5.31%	5.50%	4.85%	4.31%	8.12%	6.73%	5.72%	7.06%	4.05%	3.91%	2.38%	1.55%	7.29%	6.56%	3.77%	4.82%	3.74%	8.24%	3.91%	3.10%	4.66%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
