Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																								
Дата голосования: 04.12.2011																																																																								
																																																																								
Наименование Избирательной комиссии:    Куйтунская																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1241	29	44	29	27	45	26	46	22	27	17	20	17	11	7	4	1	24	10	6	8	38	18	3	7	16	8	61	4	5	9	15	6	4	50	47	11	6	40	18	12	27	4	3	2	24	7	3	11	14	8	6	4	7	14	7	11	73	5	86	43	10	42	8	24	0					
		9.14%	8.24%	12.15%	7.53%	8.28%	8.95%	10.48%	10.75%	9.78%	7.42%	8.54%	5.39%	11.04%	11.00%	8.75%	4.55%	5.56%	9.45%	10.53%	8.96%	7.84%	9.00%	7.96%	4.35%	9.46%	10.32%	13.11%	11.28%	11.11%	6.94%	10.47%	18.52%	8.57%	5.56%	9.71%	10.35%	7.33%	7.32%	10.13%	16.07%	6.63%	9.34%	2.92%	4.11%	2.78%	7.67%	5.07%	1.68%	17.19%	9.33%	6.15%	4.41%	3.33%	3.98%	6.42%	5.30%	9.40%	13.80%	3.55%	16.76%	9.62%	8.33%	12.92%	12.12%	6.90%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2470	49	54	77	69	78	47	86	30	83	41	86	32	14	23	15	3	40	10	15	7	76	34	18	18	35	13	113	8	24	31	21	13	34	58	73	20	18	52	24	43	39	25	15	18	68	18	27	4	32	35	30	21	31	50	35	17	70	34	87	57	23	58	23	55	13					
		18.19%	13.92%	14.92%	20.00%	21.17%	15.51%	18.95%	20.09%	13.33%	22.80%	20.60%	23.18%	20.78%	14.00%	28.75%	17.05%	16.67%	15.75%	10.53%	22.39%	6.86%	18.01%	15.04%	26.09%	24.32%	22.58%	21.31%	20.89%	22.22%	33.33%	36.05%	25.93%	18.57%	47.22%	11.26%	16.08%	13.33%	21.95%	13.16%	21.43%	23.76%	13.49%	18.25%	20.55%	25.00%	21.73%	13.04%	15.08%	6.25%	21.33%	26.92%	22.06%	17.50%	17.61%	22.94%	26.52%	14.53%	13.23%	24.11%	16.96%	12.75%	19.17%	17.85%	34.85%	15.80%	17.81%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	134	6	3	2	4	5	0	9	0	3	2	4	1	2	0	0	0	3	0	0	2	3	1	0	1	2	0	8	2	0	1	0	0	1	8	1	1	0	3	1	2	2	0	0	1	5	0	0	2	1	0	1	1	1	2	1	1	14	4	5	0	0	4	1	5	2					
		0.99%	1.70%	0.83%	0.52%	1.23%	0.99%	0.00%	2.10%	0.00%	0.82%	1.01%	1.08%	0.65%	2.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	1.96%	0.71%	0.44%	0.00%	1.35%	1.29%	0.00%	1.48%	5.56%	0.00%	1.16%	0.00%	0.00%	1.39%	1.55%	0.22%	0.67%	0.00%	0.76%	0.89%	1.10%	0.69%	0.00%	0.00%	1.39%	1.60%	0.00%	0.00%	3.13%	0.67%	0.00%	0.74%	0.83%	0.57%	0.92%	0.76%	0.85%	2.65%	2.84%	0.97%	0.00%	0.00%	1.23%	1.52%	1.44%	2.74%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3651	125	98	131	109	182	75	108	48	93	67	77	36	24	22	11	6	98	46	23	36	113	59	11	18	32	11	134	2	22	17	33	12	4	144	100	31	20	148	31	58	146	55	28	20	80	22	28	16	33	28	27	27	39	46	23	23	105	14	141	102	31	88	8	89	17					
		26.88%	35.51%	27.07%	34.03%	33.44%	36.18%	30.24%	25.23%	21.33%	25.55%	33.67%	20.75%	23.38%	24.00%	27.50%	12.50%	33.33%	38.58%	48.42%	34.33%	35.29%	26.78%	26.11%	15.94%	24.32%	20.65%	18.03%	24.77%	5.56%	30.56%	19.77%	40.74%	17.14%	5.56%	27.96%	22.03%	20.67%	24.39%	37.47%	27.68%	32.04%	50.52%	40.15%	38.36%	27.78%	25.56%	15.94%	15.64%	25.00%	22.00%	21.54%	19.85%	22.50%	22.16%	21.10%	17.42%	19.66%	19.85%	9.93%	27.49%	22.82%	25.83%	27.08%	12.12%	25.57%	23.29%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	98	7	10	4	2	6	2	0	3	0	1	4	0	0	0	0	0	4	1	0	0	2	0	1	0	0	0	2	0	0	1	0	0	1	5	3	1	0	4	0	1	1	0	1	2	2	0	0	0	0	2	0	0	1	3	2	2	6	0	7	1	0	0	0	1	2					
		0.72%	1.99%	2.76%	1.04%	0.61%	1.19%	0.81%	0.00%	1.33%	0.00%	0.50%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	1.57%	1.05%	0.00%	0.00%	0.47%	0.00%	1.45%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	1.16%	0.00%	0.00%	1.39%	0.97%	0.66%	0.67%	0.00%	1.01%	0.00%	0.55%	0.35%	0.00%	1.37%	2.78%	0.64%	0.00%	0.00%	0.00%	0.00%	1.54%	0.00%	0.00%	0.57%	1.38%	1.52%	1.71%	1.13%	0.00%	1.36%	0.22%	0.00%	0.00%	0.00%	0.29%	2.74%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5677	129	150	135	107	173	84	165	114	145	71	165	64	40	26	57	7	78	24	23	49	177	106	35	30	64	26	216	20	21	26	10	38	28	245	223	85	32	133	38	56	67	50	25	29	126	88	118	29	65	56	71	67	96	100	63	58	249	84	174	230	54	133	24	169	37					
		41.80%	36.65%	41.44%	35.06%	32.82%	34.39%	33.87%	38.55%	50.67%	39.84%	35.68%	44.47%	41.56%	40.00%	32.50%	64.77%	38.89%	30.71%	25.26%	34.33%	48.04%	41.94%	46.90%	50.72%	40.54%	41.29%	42.62%	39.93%	55.56%	29.17%	30.23%	12.35%	54.29%	38.89%	47.57%	49.12%	56.67%	39.02%	33.67%	33.93%	30.94%	23.18%	36.50%	34.25%	40.28%	40.26%	63.77%	65.92%	45.31%	43.33%	43.08%	52.21%	55.83%	54.55%	45.87%	47.73%	49.57%	47.07%	59.57%	33.92%	51.45%	45.00%	40.92%	36.36%	48.56%	50.68%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	64	0	0	0	2	4	5	3	1	2	0	1	0	3	1	1	0	1	0	0	0	4	0	1	0	0	1	1	0	0	1	2	0	0	2	2	0	1	3	0	1	1	1	0	0	3	0	2	0	0	1	1	0	0	0	0	2	3	0	2	2	0	0	1	1	1					
		0.47%	0.00%	0.00%	0.00%	0.61%	0.80%	2.02%	0.70%	0.44%	0.55%	0.00%	0.27%	0.00%	3.00%	1.25%	1.14%	0.00%	0.39%	0.00%	0.00%	0.00%	0.95%	0.00%	1.45%	0.00%	0.00%	1.64%	0.18%	0.00%	0.00%	1.16%	2.47%	0.00%	0.00%	0.39%	0.44%	0.00%	1.22%	0.76%	0.00%	0.55%	0.35%	0.73%	0.00%	0.00%	0.96%	0.00%	1.12%	0.00%	0.00%	0.77%	0.74%	0.00%	0.00%	0.00%	0.00%	1.71%	0.57%	0.00%	0.39%	0.45%	0.00%	0.00%	1.52%	0.29%	1.37%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
