Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
"Наименование Избирательной комиссии:    Саратов, Волжская"																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558					
15	Число открепительных удостоверений выданных ТИК	38	1	2	1	0	0	1	1	0	2	0	0	0	0	0	0	1	0	2	0	0	0	2	3	0	2	3	2	3	1	1	0	0	0	1	0	0	0	1	1	0	1	0	2	1	1	0	1	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	"1. ""ЕДИНЕНИЕ"""	220	3	6	3	7	4	0	4	2	5	5	1	2	4	1	1	4	2	7	2	0	0	4	4	2	3	1	4	4	5	5	5	2	3	8	3	4	9	2	3	5	7	7	5	3	8	4	5	12	4	8	13	5					
		0.62%	0.71%	0.77%	0.50%	0.83%	0.72%	0.0%	1.33%	0.34%	0.59%	0.58%	0.36%	0.54%	0.97%	0.21%	0.07%	0.48%	0.28%	0.80%	1.47%	0.0%	0.0%	0.47%	0.37%	0.33%	0.39%	0.19%	0.55%	0.72%	0.60%	1.10%	0.65%	0.18%	0.25%	0.91%	0.88%	1.21%	1.52%	0.31%	0.37%	0.93%	0.91%	1.22%	0.54%	0.48%	0.91%	0.34%	0.54%	0.99%	0.38%	2.03%	1.87%	0.71%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2468	34	54	69	60	30	48	22	51	64	66	16	37	18	55	117	57	78	104	7	1	0	73	95	56	55	25	62	22	62	30	55	75	85	50	16	4	27	50	57	33	40	36	64	42	36	57	42	105	46	13	25	42					
		7.03%	8.07%	6.99%	11.67%	7.12%	5.40%	9.97%	7.35%	8.86%	7.64%	7.78%	5.79%	10.10%	4.37%	11.87%	9.32%	6.84%	11.11%	12.02%	5.14%	1.58%	0.0%	8.66%	8.92%	9.30%	7.25%	4.91%	8.57%	3.98%	7.48%	6.60%	7.15%	6.87%	7.23%	5.72%	4.70%	1.21%	4.56%	7.89%	7.03%	6.15%	5.24%	6.29%	7.02%	6.74%	4.11%	4.88%	4.59%	8.68%	4.37%	3.30%	3.61%	5.96%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1300	10	38	22	43	22	21	9	19	34	30	11	24	17	17	42	24	33	31	7	2	0	24	45	26	26	19	31	23	34	27	19	40	32	45	9	3	32	38	28	16	19	20	37	20	48	24	37	42	20	22	18	20					
		3.70%	2.37%	4.92%	3.72%	5.10%	3.96%	4.36%	3.01%	3.30%	4.06%	3.53%	3.98%	6.55%	4.13%	3.67%	3.34%	2.88%	4.70%	3.58%	5.14%	3.17%	0.0%	2.85%	4.22%	4.31%	3.43%	3.73%	4.28%	4.16%	4.10%	5.94%	2.47%	3.66%	2.72%	5.15%	2.64%	0.91%	5.41%	6.00%	3.45%	2.98%	2.49%	3.49%	4.06%	3.21%	5.48%	2.05%	4.04%	3.47%	1.90%	5.59%	2.60%	2.84%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2503	31	113	60	86	58	53	31	57	72	69	24	23	13	33	113	90	63	62	4	4	0	67	67	51	55	34	65	30	44	20	52	92	97	40	18	4	24	29	53	27	38	36	57	28	42	73	52	90	83	13	23	40					
		7.13%	7.36%	14.63%	10.15%	10.21%	10.45%	11.01%	10.36%	9.91%	8.60%	8.13%	8.69%	6.28%	3.16%	7.12%	9.00%	10.80%	8.97%	7.16%	2.94%	6.34%	0.0%	7.95%	6.29%	8.47%	7.25%	6.67%	8.99%	5.43%	5.31%	4.40%	6.76%	8.43%	8.25%	4.58%	5.29%	1.21%	4.06%	4.58%	6.54%	5.03%	4.98%	6.29%	6.25%	4.49%	4.8%	6.25%	5.68%	7.44%	7.89%	3.30%	3.32%	5.68%					
22	"5. ""За Русь Святую"""	181	0	3	6	4	1	6	0	4	3	5	1	2	1	3	4	0	2	6	0	1	0	1	12	3	6	0	4	6	4	3	9	5	9	6	0	2	2	2	5	5	4	3	7	1	4	7	3	4	3	3	2	4					
		0.51%	0.0%	0.38%	1.01%	0.47%	0.18%	1.24%	0.0%	0.69%	0.35%	0.58%	0.36%	0.54%	0.24%	0.64%	0.31%	0.0%	0.28%	0.69%	0.0%	1.58%	0.0%	0.11%	1.12%	0.49%	0.79%	0.0%	0.55%	1.08%	0.48%	0.66%	1.17%	0.45%	0.76%	0.68%	0.0%	0.60%	0.33%	0.31%	0.61%	0.93%	0.52%	0.52%	0.76%	0.16%	0.45%	0.59%	0.32%	0.33%	0.28%	0.76%	0.28%	0.56%					
23	"6. ""Объединенная Российская партия ""Русь"""	142	2	6	1	3	2	0	3	1	1	7	0	7	1	1	3	5	0	3	0	0	0	2	2	2	2	1	3	2	6	1	2	3	10	0	2	1	2	5	1	3	1	3	7	4	6	3	4	3	3	7	3	2					
		0.40%	0.47%	0.77%	0.16%	0.35%	0.36%	0.0%	1.00%	0.17%	0.11%	0.82%	0.0%	1.91%	0.24%	0.21%	0.23%	0.60%	0.0%	0.34%	0.0%	0.0%	0.0%	0.23%	0.18%	0.33%	0.26%	0.19%	0.41%	0.36%	0.72%	0.22%	0.26%	0.27%	0.85%	0.0%	0.58%	0.30%	0.33%	0.78%	0.12%	0.55%	0.13%	0.52%	0.76%	0.64%	0.68%	0.25%	0.43%	0.24%	0.28%	1.78%	0.43%	0.28%					
24	"7. ""Новый курс - Автомобильная Россия"""	273	1	8	4	9	3	2	1	6	3	5	3	3	2	4	9	4	3	8	1	0	0	6	4	4	8	5	2	9	5	4	5	10	11	14	3	1	4	3	4	3	5	5	9	4	4	8	6	14	7	3	13	11					
		0.77%	0.23%	1.03%	0.67%	1.06%	0.54%	0.41%	0.33%	1.04%	0.35%	0.58%	1.08%	0.81%	0.48%	0.86%	0.71%	0.48%	0.42%	0.92%	0.73%	0.0%	0.0%	0.71%	0.37%	0.66%	1.05%	0.98%	0.27%	1.63%	0.60%	0.88%	0.65%	0.91%	0.93%	1.60%	0.88%	0.30%	0.67%	0.47%	0.49%	0.55%	0.65%	0.87%	0.98%	0.64%	0.45%	0.68%	0.65%	1.15%	0.66%	0.76%	1.87%	1.56%					
25	"8. ""Народно-республиканская партия России"""	34	1	0	1	0	0	0	0	1	0	0	1	1	1	0	3	0	0	0	0	0	0	0	1	1	2	1	1	1	0	0	1	0	4	0	0	0	1	0	5	0	1	0	2	0	1	1	0	0	0	2	0	0					
		0.09%	0.23%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.36%	0.27%	0.24%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.16%	0.26%	0.19%	0.13%	0.18%	0.0%	0.0%	0.13%	0.0%	0.34%	0.0%	0.0%	0.0%	0.16%	0.0%	0.61%	0.0%	0.13%	0.0%	0.21%	0.0%	0.11%	0.08%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	188	3	3	4	6	2	2	1	1	3	5	1	2	5	3	7	4	2	3	1	0	0	3	4	1	6	5	12	3	9	3	3	8	6	4	1	0	2	4	4	2	8	6	3	3	4	5	6	3	8	0	2	2					
		0.53%	0.71%	0.38%	0.67%	0.71%	0.36%	0.41%	0.33%	0.17%	0.35%	0.58%	0.36%	0.54%	1.21%	0.64%	0.55%	0.48%	0.28%	0.34%	0.73%	0.0%	0.0%	0.35%	0.37%	0.16%	0.79%	0.98%	1.65%	0.54%	1.08%	0.66%	0.39%	0.73%	0.51%	0.45%	0.29%	0.0%	0.33%	0.63%	0.49%	0.37%	1.04%	1.04%	0.32%	0.48%	0.45%	0.42%	0.65%	0.24%	0.76%	0.0%	0.28%	0.28%					
27	"10. ""Аграрная партия России"""	548	4	17	2	12	8	8	4	8	13	18	2	4	2	4	28	11	5	10	6	1	0	8	32	11	8	11	8	12	9	14	15	20	7	14	6	1	14	9	12	12	10	5	13	8	24	16	15	15	27	4	17	4					
		1.56%	0.95%	2.20%	0.33%	1.42%	1.44%	1.66%	1.33%	1.39%	1.55%	2.12%	0.72%	1.09%	0.48%	0.86%	2.23%	1.32%	0.71%	1.15%	4.41%	1.58%	0.0%	0.95%	3.00%	1.82%	1.05%	2.16%	1.10%	2.17%	1.08%	3.08%	1.95%	1.83%	0.59%	1.60%	1.76%	0.30%	2.36%	1.42%	1.48%	2.23%	1.31%	0.87%	1.42%	1.28%	2.74%	1.37%	1.64%	1.24%	2.56%	1.01%	2.45%	0.56%					
28	"11. ""Истинные патриоты России"""	59	1	2	2	2	0	1	2	1	2	1	1	1	3	1	0	2	1	0	0	0	0	4	0	4	2	2	1	0	1	4	0	1	4	1	0	0	0	1	3	0	0	1	3	0	0	0	1	0	0	1	2	0					
		0.16%	0.23%	0.25%	0.33%	0.23%	0.0%	0.20%	0.66%	0.17%	0.23%	0.11%	0.36%	0.27%	0.72%	0.21%	0.0%	0.24%	0.14%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.66%	0.26%	0.39%	0.13%	0.0%	0.12%	0.88%	0.0%	0.09%	0.34%	0.11%	0.0%	0.0%	0.0%	0.15%	0.37%	0.0%	0.0%	0.17%	0.32%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.25%	0.28%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	436	6	9	8	9	10	8	6	5	8	24	4	5	2	6	7	24	7	13	2	0	1	6	17	8	2	5	6	7	12	6	14	11	11	19	8	1	9	11	7	3	1	7	17	7	10	14	11	21	9	3	5	4					
		1.24%	1.42%	1.16%	1.35%	1.06%	1.80%	1.66%	2.00%	0.86%	0.95%	2.83%	1.44%	1.36%	0.48%	1.29%	0.55%	2.88%	0.99%	1.50%	1.47%	0.0%	0.84%	0.71%	1.59%	1.32%	0.26%	0.98%	0.82%	1.26%	1.44%	1.32%	1.82%	1.00%	0.93%	2.17%	2.35%	0.30%	1.52%	1.73%	0.86%	0.55%	0.13%	1.22%	1.86%	1.12%	1.14%	1.19%	1.20%	1.73%	0.85%	0.76%	0.72%	0.56%					
30	"13. ""Демократическая партия России"""	48	0	2	2	1	0	1	0	1	1	0	0	1	1	1	1	2	0	0	0	0	0	0	4	0	1	1	1	0	2	0	0	2	6	1	0	0	0	0	2	0	0	1	1	0	5	2	0	0	1	1	3	0					
		0.13%	0.0%	0.25%	0.33%	0.11%	0.0%	0.20%	0.0%	0.17%	0.11%	0.0%	0.0%	0.27%	0.24%	0.21%	0.07%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.13%	0.19%	0.13%	0.0%	0.24%	0.0%	0.0%	0.18%	0.51%	0.11%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.17%	0.10%	0.0%	0.57%	0.17%	0.0%	0.0%	0.09%	0.25%	0.43%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	84	1	0	0	1	1	2	0	0	0	1	0	4	1	1	2	3	2	1	0	0	0	1	4	2	3	0	0	0	3	1	0	6	7	3	0	0	1	3	1	2	1	1	1	4	2	4	3	2	5	0	2	2					
		0.23%	0.23%	0.0%	0.0%	0.11%	0.18%	0.41%	0.0%	0.0%	0.0%	0.11%	0.0%	1.09%	0.24%	0.21%	0.15%	0.36%	0.28%	0.11%	0.0%	0.0%	0.0%	0.11%	0.37%	0.33%	0.39%	0.0%	0.0%	0.0%	0.36%	0.22%	0.0%	0.54%	0.59%	0.34%	0.0%	0.0%	0.16%	0.47%	0.12%	0.37%	0.13%	0.17%	0.10%	0.64%	0.22%	0.34%	0.32%	0.16%	0.47%	0.0%	0.28%	0.28%					
32	"15. ""Партия СЛОН"""	61	3	2	1	1	0	2	0	2	2	1	0	0	0	0	2	2	0	3	0	0	0	1	5	1	1	1	2	0	0	0	0	1	4	6	0	0	1	1	2	0	3	0	0	3	0	1	2	0	1	0	4	0					
		0.17%	0.71%	0.25%	0.16%	0.11%	0.0%	0.41%	0.0%	0.34%	0.23%	0.11%	0.0%	0.0%	0.0%	0.0%	0.15%	0.24%	0.0%	0.34%	0.0%	0.0%	0.0%	0.11%	0.46%	0.16%	0.13%	0.19%	0.27%	0.0%	0.0%	0.0%	0.0%	0.09%	0.34%	0.68%	0.0%	0.0%	0.16%	0.15%	0.24%	0.0%	0.39%	0.0%	0.0%	0.48%	0.0%	0.08%	0.21%	0.0%	0.09%	0.0%	0.57%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3956	41	99	64	99	63	44	37	74	79	107	28	29	33	68	142	115	98	93	9	5	0	116	115	56	103	59	84	64	80	33	87	110	180	72	26	5	48	46	91	60	62	76	110	68	82	184	126	165	157	23	61	80					
		11.28%	9.73%	12.82%	10.82%	11.75%	11.35%	9.14%	12.37%	12.86%	9.43%	12.61%	10.14%	7.92%	8.02%	14.68%	11.31%	13.80%	13.96%	10.75%	6.61%	7.93%	0.0%	13.77%	10.80%	9.30%	13.58%	11.59%	11.61%	11.59%	9.66%	7.26%	11.31%	10.08%	15.31%	8.24%	7.64%	1.51%	8.12%	7.26%	11.23%	11.19%	8.12%	13.28%	12.07%	10.91%	9.37%	15.76%	13.78%	13.64%	14.93%	5.85%	8.81%	11.36%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	60	1	0	0	0	0	1	0	1	1	0	1	0	1	1	2	0	1	1	0	0	0	0	1	0	0	0	3	3	2	0	1	4	4	2	1	1	1	2	0	1	5	1	2	0	3	4	3	0	1	1	2	1					
		0.17%	0.23%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.17%	0.11%	0.0%	0.36%	0.0%	0.24%	0.21%	0.15%	0.0%	0.14%	0.11%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.41%	0.54%	0.24%	0.0%	0.13%	0.36%	0.34%	0.22%	0.29%	0.30%	0.16%	0.31%	0.0%	0.18%	0.65%	0.17%	0.21%	0.0%	0.34%	0.34%	0.32%	0.0%	0.09%	0.25%	0.28%	0.14%					
35	"18. ""ЛДПР"""	2897	41	27	32	51	34	32	19	36	77	70	27	45	48	37	75	50	47	58	16	3	0	62	71	51	59	27	47	64	78	55	78	99	80	103	33	11	62	56	66	43	89	35	73	65	90	96	79	124	95	50	70	61					
		8.26%	9.73%	3.49%	5.41%	6.05%	6.12%	6.65%	6.35%	6.26%	9.19%	8.25%	9.78%	12.29%	11.67%	7.99%	5.97%	6.00%	6.69%	6.70%	11.76%	4.76%	0.0%	7.36%	6.67%	8.47%	7.78%	5.30%	6.50%	11.59%	9.42%	12.11%	10.14%	9.07%	6.80%	11.79%	9.70%	3.34%	10.49%	8.84%	8.14%	8.02%	11.66%	6.11%	8.01%	10.43%	10.28%	8.22%	8.64%	10.25%	9.03%	12.72%	10.11%	8.66%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	371	6	7	9	7	1	6	3	4	8	12	7	10	10	1	17	4	9	8	5	1	0	11	6	4	7	7	9	10	7	4	5	16	9	7	3	1	5	9	1	6	14	7	11	7	13	6	8	12	9	1	15	6					
		1.05%	1.42%	0.90%	1.52%	0.83%	0.18%	1.24%	1.00%	0.69%	0.95%	1.41%	2.53%	2.73%	2.43%	0.21%	1.35%	0.48%	1.28%	0.92%	3.67%	1.58%	0.0%	1.30%	0.56%	0.66%	0.92%	1.37%	1.24%	1.81%	0.84%	0.88%	0.65%	1.46%	0.76%	0.80%	0.88%	0.30%	0.84%	1.42%	0.12%	1.11%	1.83%	1.22%	1.20%	1.12%	1.48%	0.51%	0.87%	0.99%	0.85%	0.25%	2.16%	0.85%					
37	"20. ""Политическая партия ""Единая Россия"""	11104	154	212	165	234	188	147	95	187	267	240	82	84	148	117	370	258	221	265	46	33	116	247	346	175	189	184	187	156	272	140	239	321	291	278	141	264	201	212	251	164	234	189	259	198	271	393	325	391	357	132	201	267					
		31.66%	36.57%	27.46%	27.91%	27.79%	33.87%	30.56%	31.77%	32.52%	31.89%	28.30%	29.71%	22.95%	36.00%	25.26%	29.48%	30.97%	31.48%	30.63%	33.82%	52.38%	97.47%	29.33%	32.51%	29.06%	24.93%	36.14%	25.86%	28.26%	32.85%	30.83%	31.07%	29.42%	24.76%	31.84%	41.47%	80.24%	34.01%	33.49%	30.98%	30.59%	30.66%	33.04%	28.43%	31.78%	30.97%	33.67%	35.55%	32.34%	33.96%	33.58%	29.04%	37.92%					
38	"21. ""Российская Конституционно-демократическая партия"""	34	0	1	0	0	0	0	0	2	0	1	1	0	0	0	1	0	1	1	0	0	0	1	2	1	0	0	0	1	1	0	0	0	6	1	0	1	1	0	1	0	0	1	0	0	1	2	2	1	0	1	2	0					
		0.09%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.11%	0.36%	0.0%	0.0%	0.0%	0.07%	0.0%	0.14%	0.11%	0.0%	0.0%	0.0%	0.11%	0.18%	0.16%	0.0%	0.0%	0.0%	0.18%	0.12%	0.0%	0.0%	0.0%	0.51%	0.11%	0.0%	0.30%	0.16%	0.0%	0.12%	0.0%	0.0%	0.17%	0.0%	0.0%	0.11%	0.17%	0.21%	0.08%	0.0%	0.25%	0.28%	0.0%					
39	"22. ""Развитие предпринимательства"""	100	4	4	1	5	2	5	1	0	1	4	0	4	2	0	0	0	0	5	1	0	0	2	3	2	3	2	1	1	0	2	2	6	0	7	0	0	1	1	2	0	5	1	1	1	1	4	3	1	4	0	2	3					
		0.28%	0.95%	0.51%	0.16%	0.59%	0.36%	1.03%	0.33%	0.0%	0.11%	0.47%	0.0%	1.09%	0.48%	0.0%	0.0%	0.0%	0.0%	0.57%	0.73%	0.0%	0.0%	0.23%	0.28%	0.33%	0.39%	0.39%	0.13%	0.18%	0.0%	0.44%	0.26%	0.54%	0.0%	0.80%	0.0%	0.0%	0.16%	0.15%	0.24%	0.0%	0.65%	0.17%	0.10%	0.16%	0.11%	0.34%	0.32%	0.08%	0.38%	0.0%	0.28%	0.42%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5707	58	114	99	156	100	69	46	89	151	128	49	50	63	68	239	134	97	147	15	8	1	170	167	99	171	90	145	102	137	70	115	183	222	139	50	11	96	85	164	107	147	90	170	116	168	126	99	128	143	68	166	82					
		16.27%	13.77%	14.76%	16.75%	18.52%	18.01%	14.34%	15.38%	15.47%	18.04%	15.09%	17.75%	13.66%	15.32%	14.68%	19.04%	16.08%	13.81%	16.99%	11.02%	12.69%	0.84%	20.19%	15.69%	16.44%	22.55%	17.68%	20.05%	18.47%	16.54%	15.41%	14.95%	16.77%	18.89%	15.92%	14.70%	3.34%	16.24%	13.42%	20.24%	19.96%	19.26%	15.73%	18.66%	18.61%	19.2%	10.79%	10.83%	10.58%	13.60%	17.30%	23.98%	11.64%					
																																																											
41	Против всех	1782	11	39	29	38	20	20	10	22	36	38	12	19	27	38	64	37	30	34	9	3	1	29	49	35	42	21	39	22	48	21	51	65	62	43	14	5	25	33	41	37	58	36	53	34	35	49	60	70	66	24	23	55					
		5.08%	2.61%	5.05%	4.90%	4.51%	3.60%	4.15%	3.34%	3.82%	4.30%	4.48%	4.34%	5.19%	6.56%	8.20%	5.09%	4.44%	4.27%	3.93%	6.61%	4.76%	0.84%	3.44%	4.60%	5.81%	5.54%	4.12%	5.39%	3.98%	5.79%	4.62%	6.63%	5.95%	5.27%	4.92%	4.11%	1.51%	4.23%	5.21%	5.06%	6.90%	7.60%	6.29%	5.81%	5.45%	4.0%	4.19%	6.56%	5.78%	6.27%	6.10%	3.32%	7.81%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
