Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Кузоватовская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629									
		11.43%	6.98%	6.16%	11.79%	16.44%	7.33%	13.62%	2.15%	7.34%	7.29%	8.51%	11.19%	7.54%	16.61%	22.42%	12.06%	1.92%	8.18%	6.36%	9.80%	4.46%	2.22%	8.94%	4.66%	5.56%	9.83%	8.99%	14.24%	23.15%	17.70%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	2	0	0	0	0	1	0	0	0	3	0	1	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	2	9									
		0.18%	0.63%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.62%	0.00%	0.13%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.14%	0.00%	0.22%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.18%	0.58%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	155	2	0	2	0	1	4	0	1	3	9	0	6	3	14	23	1	0	0	7	4	2	0	3	1	0	3	22	21	23									
		1.19%	0.63%	0.00%	0.71%	0.00%	0.52%	1.70%	0.00%	0.27%	3.13%	1.87%	0.00%	0.75%	0.98%	2.78%	5.44%	0.38%	0.00%	0.00%	0.98%	0.85%	0.44%	0.00%	0.78%	0.69%	0.00%	0.57%	1.92%	1.94%	1.48%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
