Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Дмитровский район																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №3642									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	560	25	25	25	30	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	30	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	346	9	21	12	27	13	15	11	14	18	20	9	15	18	11	16	11	9	24	12	17	17	27	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	597	11	7	43	45	40	5	12	40	9	13	62	65	42	67	72	11	6	6	5	4	4	12	16									
14	Число погашенных неиспользованных открепительных удостоверений	214	16	4	13	3	12	10	14	11	7	5	16	10	7	14	9	14	16	1	13	8	8	3	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	54	3	3	2	3	1	3	1	2	0	3	4	3	4	2	4	2	2	2	2	2	3	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	536	21	23	22	20	16	33	26	20	35	28	17	21	18	14	29	29	38	22	34	34	19	13	4									
		3.07%	3.12%	2.65%	3.19%	2.30%	2.17%	3.96%	3.54%	2.98%	3.99%	3.16%	2.26%	2.48%	2.03%	1.94%	3.69%	3.67%	5.21%	2.53%	4.04%	3.91%	2.42%	2.27%	2.04%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	301	12	16	10	14	12	15	6	13	11	20	17	15	9	19	14	14	15	15	11	15	11	11	6									
		1.72%	1.78%	1.84%	1.45%	1.61%	1.63%	1.80%	0.82%	1.94%	1.25%	2.26%	2.26%	1.77%	1.02%	2.64%	1.78%	1.77%	2.06%	1.73%	1.31%	1.72%	1.40%	1.92%	3.06%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	512	24	21	25	33	18	13	25	9	26	36	30	21	34	16	35	16	17	23	28	17	22	9	14									
		2.93%	3.57%	2.42%	3.62%	3.79%	2.45%	1.56%	3.41%	1.34%	2.96%	4.07%	3.99%	2.48%	3.84%	2.22%	4.45%	2.02%	2.33%	2.65%	3.33%	1.95%	2.81%	1.57%	7.14%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6791	281	354	287	356	287	339	287	293	305	316	273	341	368	312	305	290	267	314	295	315	288	233	85									
		38.85%	41.75%	40.78%	41.59%	40.87%	38.99%	40.70%	39.10%	43.67%	34.78%	35.71%	36.35%	40.31%	41.53%	43.33%	38.80%	36.66%	36.63%	36.18%	35.08%	36.21%	36.73%	40.66%	43.37%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	238	9	4	11	17	5	16	10	5	8	19	12	9	7	6	9	12	9	10	19	11	15	10	5									
		1.36%	1.34%	0.46%	1.59%	1.95%	0.68%	1.92%	1.36%	0.75%	0.91%	2.15%	1.60%	1.06%	0.79%	0.83%	1.15%	1.52%	1.23%	1.15%	2.26%	1.26%	1.91%	1.75%	2.55%									
24	"6. Политическая партия ""Гражданская Платформа"""	44	1	5	2	1	1	6	2	3	1	1	2	3	1	0	0	3	0	5	2	3	1	0	1									
		0.25%	0.15%	0.58%	0.29%	0.11%	0.14%	0.72%	0.27%	0.45%	0.11%	0.11%	0.27%	0.35%	0.11%	0.00%	0.00%	0.38%	0.00%	0.58%	0.24%	0.34%	0.13%	0.00%	0.51%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2825	108	141	86	140	112	135	150	136	118	136	124	154	145	112	127	129	127	129	127	134	131	100	24									
		16.16%	16.05%	16.24%	12.46%	16.07%	15.22%	16.21%	20.44%	20.27%	13.45%	15.37%	16.51%	18.20%	16.37%	15.56%	16.16%	16.31%	17.42%	14.86%	15.10%	15.40%	16.71%	17.45%	12.24%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	331	20	18	11	15	17	15	16	11	14	11	11	11	14	7	21	11	15	20	20	22	17	11	3									
		1.89%	2.97%	2.07%	1.59%	1.72%	2.31%	1.80%	2.18%	1.64%	1.60%	1.24%	1.46%	1.30%	1.58%	0.97%	2.67%	1.39%	2.06%	2.30%	2.38%	2.53%	2.17%	1.92%	1.53%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	397	12	10	9	13	26	22	14	13	31	26	14	15	13	16	13	24	20	28	26	23	15	13	1									
		2.27%	1.78%	1.15%	1.30%	1.49%	3.53%	2.64%	1.91%	1.94%	3.53%	2.94%	1.86%	1.77%	1.47%	2.22%	1.65%	3.03%	2.74%	3.23%	3.09%	2.64%	1.91%	2.27%	0.51%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	37	0	3	1	3	2	1	1	1	2	2	1	1	1	0	0	3	3	2	3	4	1	2	0									
		0.21%	0.00%	0.35%	0.14%	0.34%	0.27%	0.12%	0.14%	0.15%	0.23%	0.23%	0.13%	0.12%	0.11%	0.00%	0.00%	0.38%	0.41%	0.23%	0.36%	0.46%	0.13%	0.35%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	950	27	42	50	52	51	30	26	20	62	56	36	42	39	30	46	52	45	51	53	51	52	27	10									
		5.44%	4.01%	4.84%	7.25%	5.97%	6.93%	3.60%	3.54%	2.98%	7.07%	6.33%	4.79%	4.96%	4.40%	4.17%	5.85%	6.57%	6.17%	5.88%	6.30%	5.86%	6.63%	4.71%	5.10%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2390	75	123	92	113	111	109	79	79	137	115	116	111	126	104	101	112	88	138	126	127	118	62	28									
		13.67%	11.14%	14.17%	13.33%	12.97%	15.08%	13.09%	10.76%	11.77%	15.62%	12.99%	15.45%	13.12%	14.22%	14.44%	12.85%	14.16%	12.07%	15.90%	14.98%	14.60%	15.05%	10.82%	14.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	91	5	3	1	5	3	4	6	4	7	6	6	3	5	2	1	2	4	5	7	5	4	3	0									
		0.52%	0.74%	0.35%	0.14%	0.57%	0.41%	0.48%	0.82%	0.60%	0.80%	0.68%	0.80%	0.35%	0.56%	0.28%	0.13%	0.25%	0.55%	0.58%	0.83%	0.57%	0.51%	0.52%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1734	69	93	76	74	56	80	74	48	100	94	85	88	88	76	72	80	69	86	79	91	78	63	15									
		9.92%	10.25%	10.71%	11.01%	8.50%	7.61%	9.60%	10.08%	7.15%	11.40%	10.62%	11.32%	10.40%	9.93%	10.56%	9.16%	10.11%	9.47%	9.91%	9.39%	10.46%	9.95%	10.99%	7.65%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
