Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
"Наименование Избирательной комиссии:    Тюмень, Восточная"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1970	38	48	38	38	46	50	50	50	50	32	50	42	38	38	42	40	38	38	50	50	40	44	42	38	38	38	38	40	42	38	38	36	36	38	38	40	40	42	42	40	40	40	42	38	38	38	38	36	6	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	787	21	30	13	20	23	24	21	17	8	14	14	19	18	15	18	19	20	18	19	34	23	14	15	12	13	9	12	17	15	24	17	18	14	20	14	9	11	7	20	4	14	13	10	21	11	9	20	12	4	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1454	35	32	52	64	24	21	15	35	9	15	24	48	30	21	33	59	12	37	32	34	42	22	30	17	10	27	25	14	50	54	40	29	21	7	23	25	29	41	35	26	16	24	24	12	28	18	22	19	10	38	44					
14	Число погашенных неиспользованных открепительных удостоверений	1183	17	18	25	18	23	26	29	33	42	18	36	23	20	23	24	21	18	20	31	16	17	30	27	26	25	29	26	23	27	14	21	18	22	18	24	31	29	35	22	36	26	27	32	17	27	29	18	24	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	1	0	0	0	1	0	0	0	1	0	2	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6230	150	225	95	42	31	166	50	109	260	288	254	236	160	55	30	113	111	249	101	88	96	39	139	76	35	92	109	45	40	112	77	185	162	169	99	106	179	118	155	52	87	146	228	196	50	51	146	383	6	16	23					
		7.48%	8.17%	10.57%	5.96%	2.47%	1.52%	8.21%	2.49%	5.28%	13.14%	14.22%	14.05%	15.38%	11.00%	3.38%	1.66%	5.69%	6.33%	14.35%	5.96%	3.88%	5.33%	2.01%	8.57%	5.11%	2.07%	6.57%	6.95%	2.99%	2.15%	6.22%	5.28%	11.99%	10.70%	11.22%	6.40%	6.79%	10.90%	7.24%	8.96%	3.13%	5.00%	8.42%	12.49%	12.22%	3.16%	3.04%	8.87%	26.95%	2.32%	9.09%	15.54%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8536	58	175	170	349	102	197	150	148	392	422	300	370	326	132	175	183	22	386	89	239	127	175	151	103	103	110	123	181	197	127	94	221	338	317	98	122	302	62	73	36	133	329	117	145	20	64	119	107	13	19	25					
		10.24%	3.16%	8.22%	10.66%	20.53%	5.00%	9.74%	7.46%	7.16%	19.81%	20.83%	16.59%	24.12%	22.42%	8.12%	9.68%	9.21%	1.25%	22.25%	5.25%	10.53%	7.06%	9.03%	9.31%	6.93%	6.08%	7.86%	7.84%	12.02%	10.60%	7.05%	6.45%	14.33%	22.32%	21.05%	6.33%	7.82%	18.39%	3.81%	4.22%	2.17%	7.65%	18.97%	6.41%	9.04%	1.26%	3.82%	7.23%	7.53%	5.02%	10.80%	16.89%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	640	8	2	2	7	4	10	2	14	21	35	22	24	17	27	20	11	6	19	16	5	5	20	13	7	17	45	2	6	15	13	11	2	17	12	18	13	26	3	5	7	20	15	38	4	5	9	3	15	0	1	1					
		0.77%	0.44%	0.09%	0.13%	0.41%	0.20%	0.49%	0.10%	0.68%	1.06%	1.73%	1.22%	1.56%	1.17%	1.66%	1.11%	0.55%	0.34%	1.10%	0.94%	0.22%	0.28%	1.03%	0.80%	0.47%	1.00%	3.21%	0.13%	0.40%	0.81%	0.72%	0.75%	0.13%	1.12%	0.80%	1.16%	0.83%	1.58%	0.18%	0.29%	0.42%	1.15%	0.87%	2.08%	0.25%	0.32%	0.54%	0.18%	1.06%	0.00%	0.57%	0.68%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7929	108	10	180	142	153	133	155	67	353	347	267	290	260	147	181	177	67	274	152	248	199	210	158	205	62	130	141	136	168	63	135	133	214	275	141	142	296	20	36	128	170	303	138	146	20	60	139	190	11	22	27					
		9.51%	5.89%	0.47%	11.29%	8.35%	7.51%	6.57%	7.71%	3.24%	17.84%	17.13%	14.77%	18.90%	17.88%	9.04%	10.01%	8.91%	3.82%	15.79%	8.97%	10.93%	11.06%	10.84%	9.74%	13.80%	3.66%	9.29%	8.99%	9.03%	9.04%	3.50%	9.26%	8.63%	14.13%	18.26%	9.11%	9.10%	18.03%	1.23%	2.08%	7.72%	9.78%	17.47%	7.56%	9.10%	1.26%	3.58%	8.44%	13.37%	4.25%	12.50%	18.24%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1340	10	14	3	8	3	19	2	16	58	89	98	77	50	29	30	75	5	103	17	6	5	29	43	6	7	16	11	6	40	25	25	24	42	57	23	5	77	2	9	2	15	53	38	1	1	19	28	10	1	1	7					
		1.61%	0.54%	0.66%	0.19%	0.47%	0.15%	0.94%	0.10%	0.77%	2.93%	4.39%	5.42%	5.02%	3.44%	1.78%	1.66%	3.78%	0.29%	5.94%	1.00%	0.26%	0.28%	1.50%	2.65%	0.40%	0.41%	1.14%	0.70%	0.40%	2.15%	1.39%	1.71%	1.56%	2.77%	3.78%	1.49%	0.32%	4.69%	0.12%	0.52%	0.12%	0.86%	3.06%	2.08%	0.06%	0.06%	1.13%	1.70%	0.70%	0.39%	0.57%	4.73%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	57724	1499	1695	1140	1132	1712	1491	1649	1673	833	805	818	496	604	1221	1352	1410	1536	646	1296	1661	1356	1438	1112	1071	1451	980	1176	1129	1394	1449	1107	969	700	644	1155	1170	729	1417	1445	1430	1274	860	1240	1106	1481	1465	1203	705	221	116	62					
		69.26%	81.69%	79.61%	71.47%	66.59%	84.00%	73.70%	81.99%	80.98%	42.09%	39.73%	45.24%	32.33%	41.54%	75.09%	74.78%	70.99%	87.62%	37.23%	76.51%	73.20%	75.33%	74.24%	68.56%	72.07%	85.66%	70.00%	74.95%	74.97%	74.99%	80.41%	75.93%	62.84%	46.24%	42.76%	74.61%	75.00%	44.40%	86.99%	83.57%	86.20%	73.26%	49.60%	67.91%	68.95%	93.50%	87.41%	73.09%	49.61%	85.33%	65.91%	41.89%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	466	2	6	2	5	3	6	2	18	20	16	25	16	24	15	15	7	4	29	20	9	11	20	6	3	9	9	2	3	5	4	4	3	12	17	12	0	10	4	3	4	10	15	24	3	5	6	6	9	2	1	0					
		0.56%	0.11%	0.28%	0.13%	0.29%	0.15%	0.30%	0.10%	0.87%	1.01%	0.79%	1.38%	1.04%	1.65%	0.92%	0.83%	0.35%	0.23%	1.67%	1.18%	0.40%	0.61%	1.03%	0.37%	0.20%	0.53%	0.64%	0.13%	0.20%	0.27%	0.22%	0.27%	0.19%	0.79%	1.13%	0.78%	0.00%	0.61%	0.25%	0.17%	0.24%	0.58%	0.87%	1.31%	0.19%	0.32%	0.36%	0.36%	0.63%	0.77%	0.57%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
