Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Нефтекумская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15843	580	473	569	731	599	531	539	343	698	213	297	195	211	370	268	232	487	351	210	760	628	95	875	109	727	157	193	142	255	860	580	282	430	110	709	716	318					
		66.01%	60.67%	50.91%	56.84%	58.43%	54.60%	54.24%	56.68%	46.73%	60.43%	53.12%	43.74%	40.21%	56.12%	74.45%	77.46%	74.84%	77.92%	69.50%	83.00%	68.04%	69.93%	77.24%	74.72%	71.71%	69.11%	77.72%	75.98%	76.34%	77.04%	81.83%	73.23%	90.68%	84.98%	85.27%	77.40%	79.38%	84.13%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	51	3	1	2	8	4	2	0	3	2	0	2	4	1	2	2	0	3	2	0	0	1	0	0	0	2	0	0	1	0	0	1	0	1	0	2	2	0					
		0.21%	0.31%	0.11%	0.20%	0.64%	0.36%	0.20%	0.00%	0.41%	0.17%	0.00%	0.29%	0.82%	0.27%	0.40%	0.58%	0.00%	0.48%	0.40%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.54%	0.00%	0.00%	0.13%	0.00%	0.20%	0.00%	0.22%	0.22%	0.00%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
