Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Бузулукская городская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	161	3	4	1	5	5	3	1	2	3	2	2	6	2	4	6	2	3	2	2	6	4	9	6	1	0	4	5	3	6	4	5	2	5	3	8	5	2	3	7	10	2	3									
		0.63%	1.01%	0.47%	0.18%	0.74%	0.68%	0.92%	0.17%	0.40%	0.60%	0.52%	0.67%	0.85%	0.46%	1.42%	1.39%	0.20%	0.42%	0.31%	0.32%	1.34%	0.70%	1.01%	0.63%	0.15%	0.00%	0.56%	0.64%	2.01%	0.79%	1.00%	0.69%	0.34%	1.06%	0.94%	0.90%	0.52%	0.33%	0.60%	0.82%	0.81%	1.69%	0.48%									
24	"6. Политическая партия ""Гражданская Платформа"""	53	0	1	0	3	0	1	0	2	2	0	1	1	1	0	2	1	1	2	2	0	0	2	3	4	3	3	1	1	2	0	3	1	3	0	0	1	3	1	1	0	0	1									
		0.21%	0.00%	0.12%	0.00%	0.45%	0.00%	0.31%	0.00%	0.40%	0.40%	0.00%	0.33%	0.14%	0.23%	0.00%	0.46%	0.10%	0.14%	0.31%	0.32%	0.00%	0.00%	0.22%	0.31%	0.60%	0.47%	0.42%	0.13%	0.67%	0.26%	0.00%	0.41%	0.17%	0.64%	0.00%	0.00%	0.10%	0.49%	0.20%	0.12%	0.00%	0.00%	0.16%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6159	72	216	128	147	181	101	156	134	152	91	65	180	117	77	77	256	164	144	169	135	140	201	228	157	150	183	214	48	180	95	147	129	142	59	198	211	142	90	217	280	27	159									
		24.25%	24.32%	25.35%	23.53%	21.88%	24.53%	30.98%	26.71%	26.91%	30.22%	23.70%	21.67%	25.53%	26.90%	27.30%	17.82%	25.91%	22.84%	22.61%	26.87%	30.13%	24.35%	22.56%	23.80%	23.61%	23.73%	25.67%	27.58%	32.21%	23.59%	23.75%	20.33%	21.79%	30.21%	18.50%	22.22%	21.96%	23.20%	18.04%	25.38%	22.65%	22.88%	25.20%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	145	1	6	7	1	5	1	2	2	0	1	1	5	1	0	3	10	2	3	4	5	4	6	3	4	1	4	3	1	5	2	5	4	1	5	4	7	6	6	5	9	0	0									
		0.57%	0.34%	0.70%	1.29%	0.15%	0.68%	0.31%	0.34%	0.40%	0.00%	0.26%	0.33%	0.71%	0.23%	0.00%	0.69%	1.01%	0.28%	0.47%	0.64%	1.12%	0.70%	0.67%	0.31%	0.60%	0.16%	0.56%	0.39%	0.67%	0.66%	0.50%	0.69%	0.68%	0.21%	1.57%	0.45%	0.73%	0.98%	1.20%	0.58%	0.73%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	231	2	8	0	5	12	2	5	2	5	4	0	4	2	0	2	9	12	4	4	2	6	6	6	3	6	5	4	0	12	5	9	4	4	6	10	5	3	7	9	28	0	9									
		0.91%	0.68%	0.94%	0.00%	0.74%	1.63%	0.61%	0.86%	0.40%	0.99%	1.04%	0.00%	0.57%	0.46%	0.00%	0.46%	0.91%	1.67%	0.63%	0.64%	0.45%	1.04%	0.67%	0.63%	0.45%	0.95%	0.70%	0.52%	0.00%	1.57%	1.25%	1.24%	0.68%	0.85%	1.88%	1.12%	0.52%	0.49%	1.40%	1.05%	2.27%	0.00%	1.43%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	0	1	0	3	1	0	0	0	1	2	1	3	1	0	1	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	3	0	0	2	0	0									
		0.10%	0.00%	0.12%	0.00%	0.45%	0.14%	0.00%	0.00%	0.00%	0.20%	0.52%	0.33%	0.43%	0.23%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.30%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.49%	0.00%	0.00%	0.16%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	459	6	16	7	12	9	5	11	4	6	6	8	19	10	6	14	14	13	8	11	7	7	17	16	13	22	14	6	3	11	4	16	9	8	4	7	12	13	11	17	38	1	18									
		1.81%	2.03%	1.88%	1.29%	1.79%	1.22%	1.53%	1.88%	0.80%	1.19%	1.56%	2.67%	2.70%	2.30%	2.13%	3.24%	1.42%	1.81%	1.26%	1.75%	1.56%	1.22%	1.91%	1.67%	1.95%	3.48%	1.96%	0.77%	2.01%	1.44%	1.00%	2.21%	1.52%	1.70%	1.25%	0.79%	1.25%	2.12%	2.20%	1.99%	3.07%	0.85%	2.85%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6121	75	207	141	116	170	57	143	112	115	98	67	141	100	53	88	235	199	159	163	83	150	240	257	155	160	186	178	29	206	73	176	165	121	90	252	258	152	137	174	263	26	151									
		24.10%	25.34%	24.30%	25.92%	17.26%	23.04%	17.48%	24.49%	22.49%	22.86%	25.52%	22.33%	20.00%	22.99%	18.79%	20.37%	23.79%	27.72%	24.96%	25.91%	18.53%	26.09%	26.94%	26.83%	23.31%	25.32%	26.09%	22.94%	19.46%	26.99%	18.25%	24.34%	27.87%	25.74%	28.21%	28.28%	26.85%	24.84%	27.45%	20.35%	21.28%	22.03%	23.93%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	123	0	4	5	1	6	1	2	5	1	1	1	7	2	1	1	9	8	2	1	2	0	0	8	3	2	0	4	1	2	0	4	2	3	1	4	3	5	5	5	8	1	2									
		0.48%	0.00%	0.47%	0.92%	0.15%	0.81%	0.31%	0.34%	1.00%	0.20%	0.26%	0.33%	0.99%	0.46%	0.35%	0.23%	0.91%	1.11%	0.31%	0.16%	0.45%	0.00%	0.00%	0.84%	0.45%	0.32%	0.00%	0.52%	0.67%	0.26%	0.00%	0.55%	0.34%	0.64%	0.31%	0.45%	0.31%	0.82%	1.00%	0.58%	0.65%	0.85%	0.32%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1069	17	44	33	8	41	4	33	13	13	17	13	24	15	8	22	45	38	33	25	12	30	30	34	24	13	25	28	3	27	21	33	22	9	10	55	51	46	29	46	53	3	19									
		4.21%	5.74%	5.16%	6.07%	1.19%	5.56%	1.23%	5.65%	2.61%	2.58%	4.43%	4.33%	3.40%	3.45%	2.84%	5.09%	4.55%	5.29%	5.18%	3.97%	2.68%	5.22%	3.37%	3.55%	3.61%	2.06%	3.51%	3.61%	2.01%	3.54%	5.25%	4.56%	3.72%	1.91%	3.13%	6.17%	5.31%	7.52%	5.81%	5.38%	4.29%	2.54%	3.01%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
