Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Матвеево-Курганская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	905	20	20	20	20	10	5	30	30	30	20	20	10	20	20	20	30	10	50	60	50	50	50	15	20	10	20	20	20	45	20	20	50	30	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	710	20	20	8	11	8	5	16	17	30	20	18	10	15	20	20	21	7	50	60	41	45	39	15	6	10	11	20	3	36	20	20	35	12	10	11									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	160	4	4	1	1	3	5	1	9	2	7	4	7	0	1	5	3	0	18	9	7	12	11	3	7	2	1	3	2	6	5	4	6	3	1	3									
14	Число погашенных неиспользованных открепительных удостоверений	195	0	0	12	9	2	0	14	13	0	0	2	0	5	0	0	9	3	0	0	9	5	11	0	14	0	9	0	17	9	0	0	15	18	10	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	1	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	5	0	2	7	5	0	0	0	3	0	0	3	2	0	1	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	202	5	9	4	5	5	2	4	11	6	10	2	1	5	2	5	6	2	11	16	11	19	8	0	3	3	3	3	3	6	2	1	12	5	6	6									
		1.15%	1.53%	2.21%	1.77%	1.42%	2.23%	3.70%	0.69%	1.39%	1.31%	1.80%	0.35%	0.49%	1.58%	0.42%	0.83%	0.70%	1.09%	1.01%	1.68%	1.03%	1.72%	0.76%	0.00%	0.97%	1.35%	0.81%	0.85%	1.10%	1.17%	0.34%	0.33%	1.24%	1.10%	2.32%	1.36%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	626	23	16	9	11	4	0	13	31	17	16	22	4	18	10	29	20	2	36	35	40	35	43	3	14	8	16	16	10	11	15	21	25	20	11	22									
		3.55%	7.03%	3.92%	3.98%	3.13%	1.79%	0.00%	2.23%	3.90%	3.70%	2.88%	3.90%	1.94%	5.68%	2.11%	4.80%	2.32%	1.09%	3.31%	3.68%	3.76%	3.16%	4.09%	2.54%	4.55%	3.60%	4.31%	4.56%	3.68%	2.15%	2.53%	6.91%	2.58%	4.39%	4.25%	5.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	382	7	12	3	16	6	2	8	9	7	5	10	7	5	4	7	11	3	30	15	25	31	33	3	8	2	2	7	6	6	17	4	40	20	5	6									
		2.17%	2.14%	2.94%	1.33%	4.55%	2.68%	3.70%	1.37%	1.13%	1.53%	0.90%	1.77%	3.40%	1.58%	0.84%	1.16%	1.28%	1.64%	2.75%	1.58%	2.35%	2.80%	3.14%	2.54%	2.60%	0.90%	0.54%	1.99%	2.21%	1.17%	2.87%	1.32%	4.13%	4.39%	1.93%	1.36%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10124	146	208	135	174	139	43	394	510	285	396	337	131	171	356	368	622	136	533	472	498	515	449	76	158	133	222	203	182	344	416	155	597	252	149	219									
		57.44%	44.65%	50.98%	59.73%	49.43%	62.05%	79.63%	67.70%	64.23%	62.09%	71.35%	59.75%	63.59%	53.94%	75.11%	60.93%	72.24%	74.32%	48.94%	49.68%	46.76%	46.56%	42.72%	64.41%	51.30%	59.91%	59.84%	57.83%	66.91%	67.19%	70.27%	50.99%	61.67%	55.26%	57.53%	49.77%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	74	2	1	1	0	0	0	3	4	2	3	2	0	3	1	5	1	0	6	6	2	5	7	0	0	3	6	2	3	1	1	0	2	1	1	0									
		0.42%	0.61%	0.25%	0.44%	0.00%	0.00%	0.00%	0.52%	0.50%	0.44%	0.54%	0.35%	0.00%	0.95%	0.21%	0.83%	0.12%	0.00%	0.55%	0.63%	0.19%	0.45%	0.67%	0.00%	0.00%	1.35%	1.62%	0.57%	1.10%	0.20%	0.17%	0.00%	0.21%	0.22%	0.39%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	2	1	3	0	1	0	0	1	0	0	2	0	0	0	0	0									
		0.10%	0.31%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.12%	0.55%	0.00%	0.21%	0.19%	0.09%	0.29%	0.00%	0.32%	0.00%	0.00%	0.28%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2646	57	82	36	67	32	3	71	104	79	62	65	26	56	50	80	84	15	182	160	174	181	193	16	55	47	54	45	24	90	81	57	135	63	36	84									
		15.01%	17.43%	20.10%	15.93%	19.03%	14.29%	5.56%	12.20%	13.10%	17.21%	11.17%	11.52%	12.62%	17.67%	10.55%	13.25%	9.76%	8.20%	16.71%	16.84%	16.34%	16.37%	18.36%	13.56%	17.86%	21.17%	14.56%	12.82%	8.82%	17.58%	13.68%	18.75%	13.95%	13.82%	13.90%	19.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	0	0	0	2	0	0	0	0	1	0	0	0	2	1	1	0	0	2	3	5	1	5	1	0	1	0	1	0	0	0	0	1	4	0	0									
		0.18%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.63%	0.21%	0.17%	0.00%	0.00%	0.18%	0.32%	0.47%	0.09%	0.48%	0.85%	0.00%	0.45%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.10%	0.88%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	83	4	0	1	1	0	0	1	4	0	2	0	1	1	1	2	1	0	10	7	14	6	14	0	0	1	1	1	2	2	0	0	3	2	1	0									
		0.47%	1.22%	0.00%	0.44%	0.28%	0.00%	0.00%	0.17%	0.50%	0.00%	0.36%	0.00%	0.49%	0.32%	0.21%	0.33%	0.12%	0.00%	0.92%	0.74%	1.31%	0.54%	1.33%	0.00%	0.00%	0.45%	0.27%	0.28%	0.74%	0.39%	0.00%	0.00%	0.31%	0.44%	0.39%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	1	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	1	0	1	1	0	0	0	0	1	2	0	1	0	0	0	0	3									
		0.09%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.22%	0.00%	0.00%	0.00%	0.32%	0.00%	0.33%	0.00%	0.00%	0.00%	0.11%	0.00%	0.09%	0.10%	0.00%	0.00%	0.00%	0.00%	0.28%	0.74%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.68%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	60	0	2	0	2	3	0	3	0	0	0	2	0	2	0	0	3	0	5	1	11	9	3	2	1	0	0	0	1	0	2	1	6	1	0	0									
		0.34%	0.00%	0.49%	0.00%	0.57%	1.34%	0.00%	0.52%	0.00%	0.00%	0.00%	0.35%	0.00%	0.63%	0.00%	0.00%	0.35%	0.00%	0.46%	0.11%	1.03%	0.81%	0.29%	1.69%	0.32%	0.00%	0.00%	0.00%	0.37%	0.00%	0.34%	0.33%	0.62%	0.22%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2549	71	60	34	45	20	3	66	101	44	45	98	25	37	37	80	84	22	199	180	213	232	238	7	53	12	53	50	24	35	43	39	120	64	37	78									
		14.46%	21.71%	14.71%	15.04%	12.78%	8.93%	5.56%	11.34%	12.72%	9.59%	8.11%	17.38%	12.14%	11.67%	7.81%	13.25%	9.76%	12.02%	18.27%	18.95%	20.00%	20.98%	22.65%	5.93%	17.21%	5.41%	14.29%	14.25%	8.82%	6.84%	7.26%	12.83%	12.40%	14.04%	14.29%	17.73%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	1	2	0	1	0	0	2	0	2	0	0	0	0	2	0	0	0	5	2	3	6	2	0	1	1	2	1	1	2	1	1	3	2	0	1									
		0.25%	0.31%	0.49%	0.00%	0.28%	0.00%	0.00%	0.34%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.46%	0.21%	0.28%	0.54%	0.19%	0.00%	0.32%	0.45%	0.54%	0.28%	0.37%	0.39%	0.17%	0.33%	0.31%	0.44%	0.00%	0.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	360	4	9	1	7	5	0	4	5	4	7	2	1	2	5	11	11	2	40	22	37	43	29	5	10	8	5	10	7	12	7	8	16	11	3	7									
		2.04%	1.22%	2.21%	0.44%	1.99%	2.23%	0.00%	0.69%	0.63%	0.87%	1.26%	0.35%	0.49%	0.63%	1.05%	1.82%	1.28%	1.09%	3.67%	2.32%	3.47%	3.89%	2.76%	4.24%	3.25%	3.60%	1.35%	2.85%	2.57%	2.34%	1.18%	2.63%	1.65%	2.41%	1.16%	1.59%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
