Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Ижемская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320									
		42.18%	46.88%	57.93%	45.42%	50.31%	44.78%	44.47%	34.15%	39.85%	32.04%	37.11%	33.97%	39.13%	36.86%	40.23%	39.83%	44.70%	41.90%	46.72%	48.07%	37.02%	63.01%	51.27%	45.27%	46.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	72	0	0	2	0	3	7	4	2	0	10	7	2	0	3	6	1	5	2	1	10	3	1	3	0									
		1.03%	0.00%	0.00%	0.70%	0.00%	1.12%	1.89%	1.23%	0.49%	0.00%	1.30%	1.21%	2.90%	0.00%	1.17%	2.60%	0.76%	2.79%	1.64%	0.43%	1.14%	0.87%	0.42%	2.03%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	1	0	0	0	1	1	0	0	0	1	2	0	1	1	0	0	0	0	0	3	0	0	0	3									
		0.20%	0.78%	0.00%	0.00%	0.00%	0.37%	0.27%	0.00%	0.00%	0.00%	0.13%	0.35%	0.00%	0.39%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.84%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1514	23	29	41	45	66	79	64	100	29	174	139	19	53	47	47	40	34	25	39	224	51	49	21	76									
		21.68%	17.97%	20.00%	14.44%	27.61%	24.63%	21.29%	19.69%	24.45%	28.16%	22.66%	24.09%	27.54%	20.78%	18.36%	20.35%	30.30%	18.99%	20.49%	16.74%	25.51%	14.74%	20.76%	14.19%	21.23%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	29	0	0	0	0	3	0	1	1	1	5	5	1	1	1	0	2	2	1	1	2	1	0	1	0									
		0.42%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.31%	0.24%	0.97%	0.65%	0.87%	1.45%	0.39%	0.39%	0.00%	1.52%	1.12%	0.82%	0.43%	0.23%	0.29%	0.00%	0.68%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	54	0	0	1	0	3	2	4	4	2	7	13	0	2	1	2	0	0	1	3	6	1	1	0	1									
		0.77%	0.00%	0.00%	0.35%	0.00%	1.12%	0.54%	1.23%	0.98%	1.94%	0.91%	2.25%	0.00%	0.78%	0.39%	0.87%	0.00%	0.00%	0.82%	1.29%	0.68%	0.29%	0.42%	0.00%	0.28%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	0	0	0	0	1	0	3	0	0	2	0	1	3	1	0	0	0	0	0	3	2	0	3									
		0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.73%	0.00%	0.00%	0.35%	0.00%	0.39%	1.17%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.85%	0.00%	0.84%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	78	1	0	0	0	1	5	5	6	0	19	12	0	0	5	4	0	3	1	1	8	3	1	1	2									
		1.12%	0.78%	0.00%	0.00%	0.00%	0.37%	1.35%	1.54%	1.47%	0.00%	2.47%	2.08%	0.00%	0.00%	1.95%	1.73%	0.00%	1.68%	0.82%	0.43%	0.91%	0.87%	0.42%	0.68%	0.56%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	956	20	11	35	15	29	53	59	59	14	129	84	11	67	53	27	9	30	8	29	121	22	23	17	31									
		13.69%	15.63%	7.59%	12.32%	9.20%	10.82%	14.29%	18.15%	14.43%	13.59%	16.80%	14.56%	15.94%	26.27%	20.70%	11.69%	6.82%	16.76%	6.56%	12.45%	13.78%	6.36%	9.75%	11.49%	8.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	0	0	0	0	1	2	6	3	1	5	5	0	1	3	1	0	0	0	1	5	2	0	1	4									
		0.59%	0.00%	0.00%	0.00%	0.00%	0.37%	0.54%	1.85%	0.73%	0.97%	0.65%	0.87%	0.00%	0.39%	1.17%	0.43%	0.00%	0.00%	0.00%	0.43%	0.57%	0.58%	0.00%	0.68%	1.12%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	356	3	4	17	4	11	14	34	14	9	41	39	2	5	6	11	5	2	7	19	53	12	10	7	27									
		5.10%	2.34%	2.76%	5.99%	2.45%	4.10%	3.77%	10.46%	3.42%	8.74%	5.34%	6.76%	2.90%	1.96%	2.34%	4.76%	3.79%	1.12%	5.74%	8.15%	6.04%	3.47%	4.24%	4.73%	7.54%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
