Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Тербунская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК  773	УИК  774	УИК  775	УИК  776	УИК  777	УИК  778	УИК  779	УИК  780	УИК  781	УИК  782	УИК  783	УИК  784	УИК  785	УИК  786	УИК  787	УИК  788	УИК  789	УИК  790	УИК  791	УИК  792	УИК  793	УИК  794	УИК  795	УИК  796	УИК  797	УИК  798	УИК  799	УИК  800	УИК  801	УИК  802	УИК  803	УИК  804	УИК  805	УИК  806	УИК  807	УИК  808					
		1.58%	2.13%	1.53%	2.09%	2.31%	1.42%	1.35%	3.11%	0.0%	0.72%	1.10%	0.60%	1.75%	0.89%	1.79%	1.90%	1.73%	0.0%	0.72%	0.0%	1.18%	0.0%	0.0%	1.82%	1.88%	1.91%	2.53%	1.70%	1.85%	3.04%	2.60%	1.80%	0.76%	1.16%	0.95%	0.58%	0.98%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	181	3	5	5	5	3	9	11	2	5	4	0	1	5	2	3	3	3	1	4	1	0	1	8	10	6	10	1	6	11	5	11	6	3	8	13	7					
		1.75%	0.8%	1.92%	1.49%	1.65%	2.14%	4.07%	3.42%	1.26%	1.81%	1.10%	0.0%	0.87%	1.48%	1.19%	2.85%	0.86%	3.79%	0.72%	1.63%	0.39%	0.0%	0.27%	1.45%	3.77%	1.27%	1.94%	0.34%	1.23%	2.57%	1.18%	2.20%	2.29%	1.74%	2.55%	7.60%	2.30%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	112	1	3	4	4	3	2	2	4	3	5	0	2	0	2	0	6	0	1	5	1	0	1	7	1	3	11	6	7	11	8	4	1	1	1	0	2					
		1.08%	0.26%	1.15%	1.19%	1.32%	2.14%	0.90%	0.62%	2.53%	1.09%	1.37%	0.0%	1.75%	0.0%	1.19%	0.0%	1.73%	0.0%	0.72%	2.04%	0.39%	0.0%	0.27%	1.27%	0.37%	0.63%	2.14%	2.04%	1.44%	2.57%	1.89%	0.80%	0.38%	0.58%	0.31%	0.0%	0.65%					
22	"5. ""За Русь Святую"""	98	4	1	2	4	1	1	0	5	4	7	1	2	1	2	0	3	1	1	3	2	0	14	4	3	1	0	1	3	3	1	5	4	1	7	4	2					
		0.95%	1.06%	0.38%	0.59%	1.32%	0.71%	0.45%	0.0%	3.16%	1.45%	1.92%	0.60%	1.75%	0.29%	1.19%	0.0%	0.86%	1.26%	0.72%	1.22%	0.79%	0.0%	3.88%	0.72%	1.13%	0.21%	0.0%	0.34%	0.61%	0.70%	0.23%	1.00%	1.52%	0.58%	2.23%	2.33%	0.65%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	1	0	1	1	0	0	2	1	0	4	0	0	2	0	0	0	0	0	0	1	0	1	0	2	0	1	0	1	0	2	1	0	1	1	1	1					
		0.24%	0.26%	0.0%	0.29%	0.33%	0.0%	0.0%	0.62%	0.63%	0.0%	1.10%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.27%	0.0%	0.75%	0.0%	0.19%	0.0%	0.20%	0.0%	0.47%	0.20%	0.0%	0.58%	0.31%	0.58%	0.32%					
24	"7. ""Новый курс - Автомобильная Россия"""	34	2	0	2	3	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	3	0	0	2	0	0	8	5	2	1	1	0	0	0	0					
		0.33%	0.53%	0.0%	0.59%	0.99%	0.71%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.87%	0.29%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.83%	0.0%	0.0%	0.42%	0.0%	0.0%	1.65%	1.17%	0.47%	0.20%	0.38%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	17	2	0	1	3	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1					
		0.16%	0.53%	0.0%	0.29%	0.99%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	1.44%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.20%	0.0%	0.23%	0.20%	0.0%	0.0%	0.0%	0.58%	0.32%					
26	"9. ""Российская экологическая партия ""Зеленые"""	18	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	3	0	0	1	0	0	0	0	0	1	1					
		0.17%	0.26%	0.38%	0.29%	0.0%	0.0%	0.0%	0.31%	0.63%	0.0%	0.27%	0.0%	0.0%	0.29%	0.59%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.27%	0.0%	0.37%	0.21%	0.58%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.32%					
27	"10. ""Аграрная партия России"""	1134	37	21	29	25	17	32	34	19	41	77	28	32	35	11	10	41	6	12	91	27	18	47	32	22	34	48	24	42	35	27	43	8	22	39	38	30					
		11.00%	9.86%	8.07%	8.68%	8.25%	12.14%	14.47%	10.59%	12.02%	14.90%	21.21%	17.07%	28.07%	10.38%	6.58%	9.52%	11.88%	7.59%	8.69%	37.14%	10.67%	18.36%	13.05%	5.82%	8.30%	7.21%	9.35%	8.16%	8.67%	8.19%	6.38%	8.61%	3.05%	12.79%	12.46%	22.22%	9.86%					
28	"11. ""Истинные патриоты России"""	21	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	0	2	0	4	0	2	0	0	1					
		0.20%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	2.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.37%	0.21%	0.38%	0.34%	0.0%	0.46%	0.0%	0.80%	0.0%	1.16%	0.0%	0.0%	0.32%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	112	6	4	2	4	0	1	7	3	4	2	1	0	4	0	0	10	0	0	6	1	2	4	6	2	7	6	0	4	4	4	3	3	2	5	2	3					
		1.08%	1.6%	1.53%	0.59%	1.32%	0.0%	0.45%	2.18%	1.89%	1.45%	0.55%	0.60%	0.0%	1.18%	0.0%	0.0%	2.89%	0.0%	0.0%	2.44%	0.39%	2.04%	1.11%	1.09%	0.75%	1.48%	1.16%	0.0%	0.82%	0.93%	0.94%	0.60%	1.14%	1.16%	1.59%	1.16%	0.98%					
30	"13. ""Демократическая партия России"""	19	1	0	3	2	0	2	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	2	0	0	1	0	0	1	0	1	0	1	0	0					
		0.18%	0.26%	0.0%	0.89%	0.66%	0.0%	0.90%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.18%	0.75%	0.0%	0.0%	0.34%	0.0%	0.0%	0.23%	0.0%	0.38%	0.0%	0.31%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	20	0	1	0	0	0	2	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	2	1	0	0	1	0	0	1	0	1	0	0	2	3	0					
		0.19%	0.0%	0.38%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%	0.36%	0.0%	0.60%	0.87%	0.0%	0.59%	0.0%	0.28%	1.26%	0.0%	0.0%	0.0%	0.0%	0.55%	0.18%	0.0%	0.0%	0.19%	0.0%	0.0%	0.23%	0.0%	0.20%	0.0%	0.0%	0.63%	1.75%	0.0%					
32	"15. ""Партия СЛОН"""	18	0	0	1	0	0	0	1	1	1	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	2	1	0	0	0	3					
		0.17%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.31%	0.63%	0.36%	0.55%	0.0%	0.0%	0.29%	0.0%	0.0%	0.28%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.34%	0.20%	0.0%	0.0%	0.40%	0.38%	0.0%	0.0%	0.0%	0.98%					
33	"16. ""Родина"" (народно-патриотический союз)"""	746	28	15	24	35	6	11	23	4	9	23	3	3	14	4	4	41	3	11	11	19	9	20	27	26	55	52	25	30	32	61	46	13	4	29	13	13					
		7.24%	7.46%	5.76%	7.18%	11.55%	4.28%	4.97%	7.16%	2.53%	3.27%	6.33%	1.82%	2.63%	4.15%	2.39%	3.80%	11.88%	3.79%	7.97%	4.48%	7.50%	9.18%	5.55%	4.91%	9.81%	11.67%	10.13%	8.50%	6.19%	7.49%	14.42%	9.21%	4.96%	2.32%	9.26%	7.60%	4.27%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	35	1	2	1	1	0	0	0	1	0	0	2	0	1	3	0	0	0	0	1	2	0	5	1	3	0	1	2	1	0	0	1	1	2	2	0	1					
		0.33%	0.26%	0.76%	0.29%	0.33%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	1.21%	0.0%	0.29%	1.79%	0.0%	0.0%	0.0%	0.0%	0.40%	0.79%	0.0%	1.38%	0.18%	1.13%	0.0%	0.19%	0.68%	0.20%	0.0%	0.0%	0.20%	0.38%	1.16%	0.63%	0.0%	0.32%					
35	"18. ""ЛДПР"""	1395	25	46	44	52	35	40	53	34	44	52	17	20	50	21	11	38	31	18	27	17	13	70	65	36	70	66	44	76	47	63	49	27	15	42	9	28					
		13.54%	6.66%	17.69%	13.17%	17.16%	24.99%	18.09%	16.51%	21.51%	16.0%	14.32%	10.36%	17.54%	14.83%	12.57%	10.47%	11.01%	39.24%	13.04%	11.02%	6.71%	13.26%	19.44%	11.83%	13.58%	14.86%	12.86%	14.96%	15.70%	11.00%	14.89%	9.81%	10.30%	8.72%	13.41%	5.26%	9.21%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	231	9	11	2	6	2	9	6	4	7	6	1	3	8	5	4	3	0	4	6	2	5	3	14	6	7	22	9	15	11	3	14	5	2	4	2	11					
		2.24%	2.4%	4.23%	0.59%	1.98%	1.42%	4.07%	1.86%	2.53%	2.54%	1.65%	0.60%	2.63%	2.37%	2.99%	3.80%	0.86%	0.0%	2.89%	2.44%	0.79%	5.10%	0.83%	2.55%	2.26%	1.48%	4.28%	3.06%	3.09%	2.57%	0.70%	2.80%	1.90%	1.16%	1.27%	1.16%	3.61%					
37	"20. ""Политическая партия ""Единая Россия"""	2776	94	69	118	80	37	44	83	39	100	62	30	13	110	69	34	82	30	22	33	95	29	124	154	75	119	136	87	148	129	117	74	103	47	60	31	99					
		26.94%	25.06%	26.53%	35.32%	26.40%	26.42%	19.90%	25.85%	24.68%	36.36%	17.07%	18.29%	11.40%	32.64%	41.31%	32.38%	23.76%	37.97%	15.94%	13.46%	37.54%	29.59%	34.44%	28.05%	28.30%	25.26%	26.51%	29.59%	30.57%	30.21%	27.65%	14.82%	39.31%	27.32%	19.16%	18.12%	32.56%					
38	"21. ""Российская Конституционно-демократическая партия"""	39	0	0	0	1	0	0	3	0	0	0	0	2	0	0	0	3	1	0	1	3	0	2	3	1	0	3	2	0	1	4	2	1	1	0	5	0					
		0.37%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	1.75%	0.0%	0.0%	0.0%	0.86%	1.26%	0.0%	0.40%	1.18%	0.0%	0.55%	0.54%	0.37%	0.0%	0.58%	0.68%	0.0%	0.23%	0.94%	0.40%	0.38%	0.58%	0.0%	2.92%	0.0%					
39	"22. ""Развитие предпринимательства"""	14	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2	1	1	0	0	0	0	0	0	1					
		0.13%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.63%	0.0%	0.68%	0.20%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2422	129	59	50	51	21	54	58	30	42	97	63	25	76	28	24	79	0	54	29	70	18	43	193	47	107	110	60	103	93	92	191	67	56	88	43	72					
		23.50%	34.4%	22.69%	14.97%	16.83%	14.99%	24.43%	18.06%	18.98%	15.27%	26.72%	38.41%	21.92%	22.55%	16.76%	22.85%	22.89%	0.0%	39.13%	11.83%	27.66%	18.36%	11.94%	35.15%	17.73%	22.71%	21.44%	20.40%	21.28%	21.77%	21.74%	38.27%	25.57%	32.55%	28.11%	25.14%	23.68%					
																																											
41	Против всех	360	15	7	15	7	8	8	13	2	3	8	11	4	14	10	2	8	2	3	9	7	3	13	15	8	31	18	14	22	15	13	30	8	4	5	0	5					
		3.49%	4.0%	2.69%	4.49%	2.31%	5.71%	3.61%	4.04%	1.26%	1.09%	2.20%	6.70%	3.50%	4.15%	5.98%	1.90%	2.31%	2.53%	2.17%	3.67%	2.76%	3.06%	3.61%	2.73%	3.01%	6.58%	3.50%	4.76%	4.54%	3.51%	3.07%	6.01%	3.05%	2.32%	1.59%	0.0%	1.64%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
