Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Кочевская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №5001	УИК №5002	УИК №5003	УИК №5004	УИК №5005	УИК №5006	УИК №5007	УИК №5008	УИК №5009	УИК №5010	УИК №5011	УИК №5012	УИК №5013	УИК №5014	УИК №5015	УИК №5016	УИК №5017	УИК №5018	УИК №5019	УИК №5020	УИК №5022									
		0.54%	0.40%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.27%	0.92%	0.00%	1.12%	0.00%	0.00%	0.00%	0.60%	2.67%	0.00%	0.99%	1.25%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	109	17	12	1	4	2	5	1	4	12	4	6	0	10	3	1	2	4	6	8	5	2									
		3.47%	3.39%	2.58%	1.54%	2.31%	3.23%	4.03%	1.75%	9.76%	9.60%	4.55%	2.75%	0.00%	3.72%	3.90%	2.27%	3.03%	2.41%	8.00%	4.71%	2.48%	2.50%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	53	14	6	1	7	1	3	0	0	5	2	3	1	3	0	1	1	1	0	1	3	0									
		1.69%	2.79%	1.29%	1.54%	4.05%	1.61%	2.42%	0.00%	0.00%	4.00%	2.27%	1.38%	1.30%	1.12%	0.00%	2.27%	1.52%	0.60%	0.00%	0.59%	1.49%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1616	242	237	40	93	37	78	30	17	52	46	126	47	122	47	25	19	59	30	114	98	57									
		51.38%	48.30%	50.97%	61.54%	53.76%	59.68%	62.90%	52.63%	41.46%	41.60%	52.27%	57.80%	61.04%	45.35%	61.04%	56.82%	28.79%	35.54%	40.00%	67.06%	48.51%	71.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	2	4	0	0	1	1	0	0	2	0	1	2	3	0	0	0	2	0	0	0	0									
		0.57%	0.40%	0.86%	0.00%	0.00%	1.61%	0.81%	0.00%	0.00%	1.60%	0.00%	0.46%	2.60%	1.12%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	1	0	1	0	0	0	0	0	0	1	0	2	1	1	0	2	0	1	0	0									
		0.32%	0.00%	0.22%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.74%	1.30%	2.27%	0.00%	1.20%	0.00%	0.59%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	490	113	86	12	28	3	11	10	11	16	11	28	5	37	13	8	7	27	7	19	33	5									
		15.58%	22.55%	18.49%	18.46%	16.18%	4.84%	8.87%	17.54%	26.83%	12.80%	12.50%	12.84%	6.49%	13.75%	16.88%	18.18%	10.61%	16.27%	9.33%	11.18%	16.34%	6.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	1	1	0	0	1	0	0	0	1	1	1	0	3	0	0	0	0	0	1	0	1									
		0.35%	0.20%	0.22%	0.00%	0.00%	1.61%	0.00%	0.00%	0.00%	0.80%	1.14%	0.46%	0.00%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	1.25%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	6	5	0	4	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0									
		0.64%	1.20%	1.08%	0.00%	2.31%	0.00%	0.81%	1.75%	0.00%	0.00%	1.14%	0.46%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	1	0	1	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0									
		0.22%	0.20%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.92%	1.30%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	19	3	4	0	1	1	1	0	0	1	1	1	0	2	1	0	0	1	1	0	1	0									
		0.60%	0.60%	0.86%	0.00%	0.58%	1.61%	0.81%	0.00%	0.00%	0.80%	1.14%	0.46%	0.00%	0.74%	1.30%	0.00%	0.00%	0.60%	1.33%	0.00%	0.50%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	475	55	60	5	22	5	16	12	4	23	13	26	12	52	8	8	32	50	23	15	26	8									
		15.10%	10.98%	12.90%	7.69%	12.72%	8.06%	12.90%	21.05%	9.76%	18.40%	14.77%	11.93%	15.58%	19.33%	10.39%	18.18%	48.48%	30.12%	30.67%	8.82%	12.87%	10.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	1	0									
		0.29%	0.20%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	4.55%	0.60%	0.00%	0.00%	0.50%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	133	20	32	2	6	6	3	3	2	5	1	12	1	11	0	0	0	11	1	7	7	3									
		4.23%	3.99%	6.88%	3.08%	3.47%	9.68%	2.42%	5.26%	4.88%	4.00%	1.14%	5.50%	1.30%	4.09%	0.00%	0.00%	0.00%	6.63%	1.33%	4.12%	3.47%	3.75%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
