Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
"Наименование Избирательной комиссии:    Нижний Тагил, Ленинская"																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1035	19	18	12	9	22	11	37	25	13	15	22	16	14	22	22	24	18	11	33	8	15	14	10	10	12	9	20	7	18	16	47	13	18	16	13	40	13	15	9	21	16	18	18	16	22	83	17	12	15	111					
14	Число погашенных неиспользованных открепительных удостоверений	321	9	14	1	8	6	9	8	7	21	9	1	1	10	7	2	2	8	8	7	9	4	11	6	3	0	7	6	3	5	13	14	2	17	0	4	1	5	14	8	0	10	1	14	7	5	3	2	0	9	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	57	0	1	1	1	1	0	1	3	1	3	1	1	0	0	2	0	0	2	5	0	1	2	0	0	2	0	1	0	4	1	1	2	1	1	1	5	0	0	0	3	0	2	2	1	1	0	1	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	1.Политическая партия «Аграрная партия России»	1406	48	37	25	26	18	35	25	39	36	24	45	35	36	30	32	36	45	34	16	36	40	25	29	24	26	36	34	40	39	45	41	37	24	30	32	11	5	7	5	13	13	9	25	9	7	25	33	31	45	8					
		2.30%	3.40%	3.08%	2.67%	2.43%	1.63%	2.95%	2.09%	2.50%	2.43%	1.82%	3.05%	2.64%	3.23%	2.35%	2.24%	2.74%	3.12%	2.10%	1.20%	3.16%	2.91%	1.71%	2.78%	1.84%	1.44%	2.32%	2.12%	2.73%	2.67%	3.49%	2.28%	2.52%	1.66%	1.95%	2.44%	0.87%	1.63%	1.87%	2.24%	1.22%	1.81%	0.96%	1.77%	1.33%	1.65%	3.93%	2.22%	2.13%	3.36%	0.91%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1757	44	48	27	43	53	39	35	56	47	43	66	40	30	72	33	37	43	35	22	40	29	30	26	33	42	33	42	34	48	43	45	30	45	32	62	25	1	2	8	23	26	28	51	14	17	10	33	46	29	17					
		2.88%	3.12%	3.99%	2.88%	4.02%	4.79%	3.29%	2.93%	3.59%	3.17%	3.25%	4.48%	3.02%	2.70%	5.64%	2.31%	2.82%	2.98%	2.16%	1.64%	3.51%	2.11%	2.05%	2.49%	2.52%	2.32%	2.13%	2.61%	2.32%	3.29%	3.33%	2.50%	2.04%	3.10%	2.08%	4.72%	1.99%	0.33%	0.53%	3.59%	2.16%	3.62%	2.99%	3.61%	2.06%	4.00%	1.57%	2.22%	3.17%	2.17%	1.94%					
20	3.Политическая партия «Демократическая партия России»	97	2	2	1	2	1	1	4	1	2	5	3	1	1	4	4	1	3	0	0	1	2	3	0	0	3	1	4	7	2	2	4	3	3	3	3	2	0	0	0	2	0	3	1	0	0	0	1	2	1	6					
		0.16%	0.14%	0.17%	0.11%	0.19%	0.09%	0.08%	0.34%	0.06%	0.13%	0.38%	0.20%	0.08%	0.09%	0.31%	0.28%	0.08%	0.21%	0.00%	0.00%	0.09%	0.15%	0.21%	0.00%	0.00%	0.17%	0.06%	0.25%	0.48%	0.14%	0.15%	0.22%	0.20%	0.21%	0.19%	0.23%	0.16%	0.00%	0.00%	0.00%	0.19%	0.00%	0.32%	0.07%	0.00%	0.00%	0.00%	0.07%	0.14%	0.07%	0.69%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5163	155	120	84	123	142	151	117	114	133	125	154	136	99	155	143	135	112	140	91	84	93	93	88	107	152	125	134	132	125	119	144	108	111	128	95	73	18	23	13	71	46	63	97	44	24	71	136	121	83	13					
		8.45%	10.98%	9.98%	8.96%	11.51%	12.83%	12.73%	9.80%	7.32%	8.96%	9.46%	10.45%	10.26%	8.89%	12.15%	10.03%	10.28%	7.76%	8.65%	6.80%	7.36%	6.77%	6.36%	8.43%	8.19%	8.41%	8.06%	8.34%	8.99%	8.57%	9.22%	7.99%	7.35%	7.66%	8.30%	7.24%	5.80%	5.86%	6.13%	5.83%	6.65%	6.40%	6.72%	6.86%	6.48%	5.65%	11.16%	9.15%	8.33%	6.20%	1.49%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	912	27	14	9	15	22	17	19	38	27	12	30	13	9	28	29	12	25	17	15	13	13	16	5	15	21	21	19	39	16	27	19	20	16	23	13	6	1	1	5	24	12	16	26	9	6	7	46	40	29	10					
		1.49%	1.91%	1.16%	0.96%	1.40%	1.99%	1.43%	1.59%	2.44%	1.82%	0.91%	2.04%	0.98%	0.81%	2.19%	2.03%	0.91%	1.73%	1.05%	1.12%	1.14%	0.95%	1.09%	0.48%	1.15%	1.16%	1.35%	1.18%	2.66%	1.10%	2.09%	1.05%	1.36%	1.10%	1.49%	0.99%	0.48%	0.33%	0.27%	2.24%	2.25%	1.67%	1.71%	1.84%	1.33%	1.41%	1.10%	3.09%	2.75%	2.17%	1.14%					
23	6.Политическая партия «Партия социальной справедливости»	238	8	13	6	2	2	3	3	6	5	2	4	2	6	6	11	3	9	8	6	4	5	1	2	3	7	12	7	5	4	3	16	5	0	3	3	2	0	0	0	1	6	8	7	3	2	1	3	11	5	4					
		0.39%	0.57%	1.08%	0.64%	0.19%	0.18%	0.25%	0.25%	0.39%	0.34%	0.15%	0.27%	0.15%	0.54%	0.47%	0.77%	0.23%	0.62%	0.49%	0.45%	0.35%	0.36%	0.07%	0.19%	0.23%	0.39%	0.77%	0.44%	0.34%	0.27%	0.23%	0.89%	0.34%	0.00%	0.19%	0.23%	0.16%	0.00%	0.00%	0.00%	0.09%	0.83%	0.85%	0.50%	0.44%	0.47%	0.16%	0.20%	0.76%	0.37%	0.46%					
24	7.Политическая партия «Либерально-демократическая партия России»	7665	138	126	105	117	125	106	108	187	157	173	141	128	118	115	161	131	167	159	173	147	212	197	133	178	237	173	190	157	179	169	215	162	189	201	169	185	46	40	24	195	106	123	199	95	60	84	224	218	191	332					
		12.55%	9.77%	10.47%	11.21%	10.94%	11.29%	8.94%	9.05%	12.00%	10.58%	13.09%	9.57%	9.66%	10.60%	9.01%	11.29%	9.98%	11.57%	9.82%	12.93%	12.88%	15.44%	13.47%	12.74%	13.62%	13.12%	11.16%	11.82%	10.70%	12.27%	13.09%	11.94%	11.03%	13.03%	13.04%	12.87%	14.71%	14.98%	10.67%	10.76%	18.28%	14.74%	13.13%	14.08%	13.99%	14.12%	13.21%	15.06%	15.00%	14.26%	37.94%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5148	137	112	75	120	106	106	112	111	125	115	132	129	108	112	130	116	101	137	115	89	101	78	130	140	142	152	156	132	129	114	166	133	117	155	120	78	25	22	21	75	42	90	113	50	40	49	98	94	78	20					
		8.43%	9.70%	9.31%	8.00%	11.23%	9.58%	8.94%	9.38%	7.12%	8.42%	8.70%	8.96%	9.74%	9.70%	8.78%	9.12%	8.83%	6.99%	8.46%	8.59%	7.80%	7.36%	5.33%	12.45%	10.71%	7.86%	9.81%	9.71%	8.99%	8.84%	8.83%	9.22%	9.05%	8.07%	10.05%	9.14%	6.20%	8.14%	5.87%	9.42%	7.03%	5.84%	9.61%	7.99%	7.36%	9.41%	7.70%	6.59%	6.47%	5.83%	2.29%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	470	9	17	5	9	5	9	4	9	14	11	15	11	7	8	8	13	10	13	12	5	6	8	6	7	19	13	10	19	8	10	18	15	16	12	10	12	0	1	2	6	6	10	8	7	5	3	10	12	9	8					
		0.77%	0.64%	1.41%	0.53%	0.84%	0.45%	0.76%	0.34%	0.58%	0.94%	0.83%	1.02%	0.83%	0.63%	0.63%	0.56%	0.99%	0.69%	0.80%	0.90%	0.44%	0.44%	0.55%	0.57%	0.54%	1.05%	0.84%	0.62%	1.30%	0.55%	0.77%	0.99%	1.02%	1.10%	0.78%	0.76%	0.95%	0.00%	0.27%	0.90%	0.56%	0.83%	1.07%	0.57%	1.03%	1.18%	0.47%	0.67%	0.83%	0.67%	0.91%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	36118	786	655	563	556	566	675	715	952	891	758	813	792	651	694	830	774	862	1006	853	687	845	976	578	766	1107	939	952	856	871	724	1060	923	887	901	757	831	201	268	139	624	445	569	830	436	254	375	841	820	828	436					
		59.14%	55.67%	54.45%	60.09%	52.01%	51.13%	56.91%	59.88%	61.10%	60.04%	57.34%	55.16%	59.77%	58.49%	54.39%	58.20%	58.95%	59.70%	62.14%	63.75%	60.21%	61.54%	66.71%	55.36%	58.61%	61.26%	60.58%	59.24%	58.35%	59.70%	56.08%	58.86%	62.83%	61.17%	58.43%	57.65%	66.06%	65.47%	71.47%	62.33%	58.48%	61.89%	60.73%	58.74%	64.21%	59.76%	58.96%	56.56%	56.43%	61.84%	49.83%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1394	39	43	28	42	54	37	47	31	39	32	49	28	29	34	29	33	44	42	21	22	14	23	26	22	35	30	42	30	29	26	49	13	27	42	33	18	4	4	1	23	6	12	41	8	6	7	43	30	18	9					
		2.28%	2.76%	3.57%	2.99%	3.93%	4.88%	3.12%	3.94%	1.99%	2.63%	2.42%	3.32%	2.11%	2.61%	2.66%	2.03%	2.51%	3.05%	2.59%	1.57%	1.93%	1.02%	1.57%	2.49%	1.68%	1.94%	1.94%	2.61%	2.04%	1.99%	2.01%	2.72%	0.88%	1.86%	2.72%	2.51%	1.43%	1.30%	1.07%	0.45%	2.16%	0.83%	1.28%	2.90%	1.18%	1.41%	1.10%	2.89%	2.06%	1.34%	1.03%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
