Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
"Наименование Избирательной комиссии:    Нижний Тагил, Ленинская "																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №648	УИК №654	УИК №667	УИК №691	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8868	36	126	3	17	222	161	131	158	171	190	193	226	217	215	228	188	149	234	207	166	168	233	147	199	185	108	167	246	271	249	183	189	228	211	252	216	200	240	188	180	36	45	34	129	96	99	188	141	55	89	216	206	190	31	15					
		17.69%	13.19%	17.52%	6.00%	12.14%	19.30%	17.61%	18.90%	18.97%	18.59%	19.13%	18.31%	18.57%	18.85%	20.89%	19.03%	16.91%	15.55%	22.26%	19.29%	17.01%	14.17%	17.66%	16.94%	21.47%	16.61%	15.30%	18.51%	18.89%	21.73%	19.12%	13.78%	15.95%	19.47%	19.91%	18.03%	18.46%	18.26%	19.17%	19.14%	18.73%	17.22%	17.11%	15.04%	15.54%	16.52%	14.45%	15.52%	17.45%	15.76%	20.37%	17.36%	16.82%	17.46%	3.52%	12.82%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2082	1	13	0	1	54	52	34	60	62	69	59	67	67	51	75	54	42	61	48	39	52	50	31	40	23	32	39	44	35	52	51	41	60	36	59	22	39	43	45	30	2	4	2	39	12	21	62	38	17	12	45	48	34	11	2					
		4.15%	0.37%	1.81%	0.00%	0.71%	4.70%	5.69%	4.91%	7.20%	6.74%	6.95%	5.60%	5.51%	5.82%	4.96%	6.26%	4.86%	4.38%	5.80%	4.47%	3.99%	4.38%	3.79%	3.57%	4.31%	2.06%	4.53%	4.32%	3.38%	2.81%	3.99%	3.84%	3.46%	5.12%	3.40%	4.22%	1.88%	3.56%	3.43%	4.58%	3.12%	0.96%	1.52%	0.88%	4.70%	2.07%	3.07%	5.12%	4.70%	4.87%	2.75%	3.62%	3.92%	3.13%	1.25%	1.71%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14636	121	194	22	53	304	265	168	227	252	278	304	340	362	300	358	349	254	298	317	323	367	373	239	274	349	207	247	380	361	379	374	346	337	297	404	346	330	349	251	275	71	88	72	211	170	172	305	216	84	123	362	344	343	444	57					
		29.19%	44.32%	26.98%	44.00%	37.86%	26.43%	28.99%	24.24%	27.25%	27.39%	27.99%	28.84%	27.94%	31.45%	29.15%	29.88%	31.38%	26.51%	28.35%	29.54%	33.09%	30.94%	28.28%	27.53%	29.56%	31.33%	29.32%	27.38%	29.19%	28.95%	29.11%	28.16%	29.20%	28.78%	28.02%	28.90%	29.57%	30.14%	27.88%	25.56%	28.62%	33.97%	33.46%	31.86%	25.42%	29.26%	25.11%	25.19%	26.73%	24.07%	28.15%	29.10%	28.08%	31.53%	50.45%	48.72%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	857	1	9	0	1	13	23	12	14	6	14	11	26	13	15	11	5	4	21	13	14	21	38	14	14	18	6	13	11	10	18	32	37	38	17	20	26	28	25	6	8	8	10	18	16	6	12	25	14	9	20	39	19	23	12	0					
		1.71%	0.37%	1.25%	0.00%	0.71%	1.13%	2.52%	1.73%	1.68%	0.65%	1.41%	1.04%	2.14%	1.13%	1.46%	0.92%	0.45%	0.42%	1.99%	1.21%	1.43%	1.77%	2.88%	1.61%	1.51%	1.62%	0.85%	1.44%	0.84%	0.80%	1.38%	2.41%	3.12%	3.25%	1.60%	1.43%	2.22%	2.56%	1.99%	0.61%	0.83%	3.83%	3.80%	7.96%	1.93%	1.03%	1.75%	2.06%	1.73%	2.58%	4.58%	3.14%	1.55%	2.11%	1.36%	0.00%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
