Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Район Метрогородок																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №3086	УИК №3087	УИК №3088	УИК №3089	УИК №3090					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	990	60	116	96	97	119	93	105	61	114	68	23	3	25	8	2					
		6.96%	6.06%	7.84%	6.18%	6.93%	6.77%	6.70%	7.79%	5.91%	7.83%	5.48%	10.50%	6.38%	17.00%	12.69%	2.04%					
																						
41	Против всех	889	71	111	122	90	146	83	64	59	49	68	12	0	8	4	2					
		6.25%	7.17%	7.51%	7.86%	6.43%	8.31%	5.98%	4.75%	5.72%	3.36%	5.48%	5.47%	0.0%	5.44%	6.34%	2.04%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
