Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Родниковская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №8118	УИК №8119	УИК №8120	УИК №8121									
14	Число погашенных неиспользованных открепительных удостоверений	136	0	0	0	0	0	0	0	4	10	0	0	5	0	15	11	0	14	0	0	0	0	12	11	0	12	0	13	9	5	5	5	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	79	5	6	1	6	14	2	5	3	6	6	4	6	2	1	0	0	0	0	1	1	0	1	0	1	0	7	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	162	9	9	3	7	5	3	10	4	5	1	4	2	7	3	0	1	2	0	5	0	1	1	2	2	3	3	1	0	35	22	9	3									
		1.17%	1.32%	1.15%	0.53%	1.09%	0.56%	0.43%	1.13%	0.89%	0.55%	0.12%	0.48%	0.52%	1.08%	1.09%	0.00%	0.76%	1.50%	0.00%	1.23%	0.00%	0.57%	0.56%	1.18%	0.80%	1.28%	0.89%	0.66%	0.00%	5.29%	4.27%	9.28%	5.66%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	355	12	21	25	28	13	18	29	12	17	24	14	10	22	6	0	0	0	12	10	8	5	7	11	7	5	17	6	3	9	2	0	2									
		2.56%	1.76%	2.68%	4.39%	4.35%	1.45%	2.59%	3.28%	2.66%	1.89%	2.90%	1.67%	2.62%	3.40%	2.17%	0.00%	0.00%	0.00%	4.53%	2.46%	3.46%	2.84%	3.93%	6.47%	2.80%	2.13%	5.03%	3.97%	2.65%	1.36%	0.39%	0.00%	3.77%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	319	13	9	15	24	15	9	35	10	13	16	16	12	15	11	8	0	6	11	11	4	8	4	0	5	3	5	2	6	14	6	13	0									
		2.30%	1.91%	1.15%	2.63%	3.73%	1.67%	1.29%	3.95%	2.22%	1.44%	1.93%	1.91%	3.14%	2.32%	3.99%	2.97%	0.00%	4.51%	4.15%	2.71%	1.73%	4.55%	2.25%	0.00%	2.00%	1.28%	1.48%	1.32%	5.31%	2.11%	1.17%	13.40%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6914	409	357	191	216	457	405	339	205	549	343	564	168	374	160	155	80	85	145	217	147	105	91	78	155	112	172	98	56	278	148	34	21									
		49.91%	60.15%	45.48%	33.51%	33.54%	50.89%	58.19%	38.31%	45.45%	60.93%	41.48%	67.38%	43.98%	57.81%	57.97%	57.62%	60.61%	63.91%	54.72%	53.45%	63.64%	59.66%	51.12%	45.88%	62.00%	47.66%	50.89%	64.90%	49.56%	41.99%	28.74%	35.05%	39.62%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	97	2	2	3	7	2	9	3	7	7	6	4	3	1	1	0	0	1	1	2	0	1	0	0	0	2	0	0	3	19	10	0	1									
		0.70%	0.29%	0.25%	0.53%	1.09%	0.22%	1.29%	0.34%	1.55%	0.78%	0.73%	0.48%	0.79%	0.15%	0.36%	0.00%	0.00%	0.75%	0.38%	0.49%	0.00%	0.57%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	2.65%	2.87%	1.94%	0.00%	1.89%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	0	0	1	3	2	2	1	2	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	6	0	0									
		0.17%	0.00%	0.00%	0.18%	0.47%	0.22%	0.29%	0.11%	0.44%	0.00%	0.00%	0.00%	0.00%	0.15%	0.72%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.15%	1.17%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2268	100	151	128	173	131	105	159	80	86	178	108	86	83	54	60	15	29	46	62	28	33	33	26	33	57	72	24	22	64	27	5	10									
		16.37%	14.71%	19.24%	22.46%	26.86%	14.59%	15.09%	17.97%	17.74%	9.54%	21.52%	12.90%	22.51%	12.83%	19.57%	22.30%	11.36%	21.80%	17.36%	15.27%	12.12%	18.75%	18.54%	15.29%	13.20%	24.26%	21.30%	15.89%	19.47%	9.67%	5.24%	5.15%	18.87%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	106	2	6	1	3	6	3	3	7	2	0	5	2	3	0	0	0	1	0	1	0	0	0	0	0	3	0	1	0	33	19	2	3									
		0.77%	0.29%	0.76%	0.18%	0.47%	0.67%	0.43%	0.34%	1.55%	0.22%	0.00%	0.60%	0.52%	0.46%	0.00%	0.00%	0.00%	0.75%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.66%	0.00%	4.98%	3.69%	2.06%	5.66%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	118	4	5	10	6	8	3	3	1	4	10	1	3	0	0	0	0	0	0	3	0	1	0	2	3	3	2	1	1	20	12	9	3									
		0.85%	0.59%	0.64%	1.75%	0.93%	0.89%	0.43%	0.34%	0.22%	0.44%	1.21%	0.12%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.57%	0.00%	1.18%	1.20%	1.28%	0.59%	0.66%	0.88%	3.02%	2.33%	9.28%	5.66%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	1	0	0	1	0	0	0	1	0	1	1	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0									
		0.09%	0.15%	0.13%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.11%	0.00%	0.12%	0.26%	0.31%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.57%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	304	9	3	5	8	14	3	16	2	5	14	2	3	3	2	0	0	1	3	5	2	3	2	0	2	0	2	1	0	99	77	14	4									
		2.19%	1.32%	0.38%	0.88%	1.24%	1.56%	0.43%	1.81%	0.44%	0.55%	1.69%	0.24%	0.79%	0.46%	0.72%	0.00%	0.00%	0.75%	1.13%	1.23%	0.87%	1.70%	1.12%	0.00%	0.80%	0.00%	0.59%	0.66%	0.00%	14.95%	14.95%	14.43%	7.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2175	86	156	132	121	184	105	215	75	105	183	86	77	101	23	34	29	5	30	68	35	12	36	41	34	33	47	14	10	57	32	6	3									
		15.70%	12.65%	19.87%	23.16%	18.79%	20.49%	15.09%	24.29%	16.63%	11.65%	22.13%	10.27%	20.16%	15.61%	8.33%	12.64%	21.97%	3.76%	11.32%	16.75%	15.15%	6.82%	20.22%	24.12%	13.60%	14.04%	13.91%	9.27%	8.85%	8.61%	6.21%	6.19%	5.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	152	4	20	6	9	11	4	13	0	11	18	6	2	5	2	2	1	0	2	6	0	2	1	2	3	1	3	3	5	9	1	0	0									
		1.10%	0.59%	2.55%	1.05%	1.40%	1.22%	0.57%	1.47%	0.00%	1.22%	2.18%	0.72%	0.52%	0.77%	0.72%	0.74%	0.76%	0.00%	0.75%	1.48%	0.00%	1.14%	0.56%	1.18%	1.20%	0.43%	0.89%	1.99%	4.42%	1.36%	0.19%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	537	25	45	41	29	38	20	40	35	17	34	26	13	30	10	10	4	2	10	10	6	2	2	6	5	7	14	0	7	18	24	4	3									
		3.88%	3.68%	5.73%	7.19%	4.50%	4.23%	2.87%	4.52%	7.76%	1.89%	4.11%	3.11%	3.40%	4.64%	3.62%	3.72%	3.03%	1.50%	3.77%	2.46%	2.60%	1.14%	1.12%	3.53%	2.00%	2.98%	4.14%	0.00%	6.19%	2.72%	4.66%	4.12%	5.66%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
