Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Шелковская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №457	УИК №458									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	71	1	6	1	7	6	0	4	0	1	4	2	5	0	2	1	5	5	7	2	1	2	3	1	1	2	2									
		0.24%	0.27%	0.57%	0.10%	0.53%	0.43%	0.00%	0.30%	0.00%	0.07%	0.19%	0.10%	0.22%	0.00%	0.21%	0.13%	0.44%	0.39%	0.55%	0.54%	0.16%	0.16%	0.14%	0.55%	0.27%	0.27%	0.24%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	28791	348	1014	935	1253	1338	1197	1255	503	1436	2053	1998	2223	1721	923	748	1089	1235	1210	356	583	1234	2099	176	350	708	806									
		95.72%	95.60%	95.75%	95.80%	95.72%	95.71%	95.76%	95.66%	95.63%	95.73%	95.71%	95.69%	95.74%	95.66%	95.65%	95.77%	95.69%	95.81%	95.73%	95.70%	95.73%	95.73%	95.67%	96.17%	95.89%	95.68%	95.84%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	88	1	3	1	7	5	1	5	2	2	5	12	8	0	3	2	3	22	3	2	0	0	1	0	0	0	0									
		0.29%	0.27%	0.28%	0.10%	0.53%	0.36%	0.08%	0.38%	0.38%	0.13%	0.23%	0.57%	0.34%	0.00%	0.31%	0.26%	0.26%	1.71%	0.24%	0.54%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1									
		0.02%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.12%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	6	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.05%	0.05%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	38	1	0	2	2	5	1	2	0	3	3	3	3	2	2	0	2	0	0	0	0	2	3	0	0	0	2									
		0.13%	0.27%	0.00%	0.20%	0.15%	0.36%	0.08%	0.15%	0.00%	0.20%	0.14%	0.14%	0.13%	0.11%	0.21%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.16%	0.14%	0.00%	0.00%	0.00%	0.24%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	27	0	1	2	1	1	1	2	0	1	1	1	1	1	0	0	2	1	2	3	0	2	2	1	0	1	0									
		0.09%	0.00%	0.09%	0.20%	0.08%	0.07%	0.08%	0.15%	0.00%	0.07%	0.05%	0.05%	0.04%	0.06%	0.00%	0.00%	0.18%	0.08%	0.16%	0.81%	0.00%	0.16%	0.09%	0.55%	0.00%	0.14%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	13	0	2	0	1	0	1	1	0	0	2	0	0	2	0	0	0	0	0	1	1	0	1	0	0	1	0									
		0.04%	0.00%	0.19%	0.00%	0.08%	0.00%	0.08%	0.08%	0.00%	0.00%	0.09%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.16%	0.00%	0.05%	0.00%	0.00%	0.14%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	9	0	0	1	0	1	0	1	0	0	2	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0									
		0.03%	0.00%	0.00%	0.10%	0.00%	0.07%	0.00%	0.08%	0.00%	0.00%	0.09%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.16%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	1	2	2	4	0	2	0	1	3	3	0	0	0	0	3	0	2	6	0	0	0	1	0	0	0	1									
		0.10%	0.27%	0.19%	0.20%	0.31%	0.00%	0.16%	0.00%	0.19%	0.20%	0.14%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.16%	0.47%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.12%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	301	4	8	7	11	17	7	13	5	17	24	25	25	11	19	15	11	14	8	2	10	9	19	2	3	8	7									
		1.00%	1.10%	0.76%	0.72%	0.84%	1.22%	0.56%	0.99%	0.95%	1.13%	1.12%	1.20%	1.08%	0.61%	1.97%	1.92%	0.97%	1.09%	0.63%	0.54%	1.64%	0.70%	0.87%	1.09%	0.82%	1.08%	0.83%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
