Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Карачевская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	247	7	10	5	10	15	5	10	5	10	10	5	6	10	10	10	5	5	5	5	10	10	5	5	5	10	10	4	5	5	3	3	3	5	2	3	2	3	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	152	6	5	2	10	12	5	6	5	10	8	5	6	3	2	9	5	5	3	1	3	6	1	1	1	10	2	0	1	4	3	0	3	5	2	0	0	1	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	157	4	10	10	3	6	7	6	2	14	11	2	6	21	3	1	2	2	1	4	0	0	3	4	5	3	2	1	4	3	1	1	1	4	6	1	2	0	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	95	1	5	3	0	3	0	4	0	0	2	0	0	7	8	1	0	0	2	4	7	4	4	4	4	0	8	4	4	1	0	3	0	0	0	3	2	2	3	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	91	5	4	3	5	7	2	2	0	5	7	0	3	1	5	7	2	1	1	2	3	2	3	1	0	2	2	0	0	1	4	0	1	7	0	2	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	102	7	5	4	6	10	5	0	0	7	1	0	4	7	5	3	6	0	0	0	3	5	1	2	1	4	0	2	0	7	0	0	0	3	0	1	0	1	1	1									
		0.57%	0.80%	0.74%	0.99%	0.51%	0.72%	0.82%	0.00%	0.00%	0.86%	0.12%	0.00%	0.82%	0.97%	0.58%	0.37%	1.70%	0.00%	0.00%	0.00%	0.60%	1.18%	0.41%	0.75%	0.64%	0.68%	0.00%	2.27%	0.00%	2.58%	0.00%	0.00%	0.00%	0.83%	0.00%	0.28%	0.00%	0.40%	0.75%	0.85%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	221	17	14	15	0	25	8	0	0	5	1	3	7	3	4	6	7	9	8	5	4	11	4	7	1	4	7	1	2	4	15	2	0	10	1	6	0	2	3	0									
		1.24%	1.95%	2.07%	3.73%	0.00%	1.79%	1.32%	0.00%	0.00%	0.61%	0.12%	0.99%	1.43%	0.42%	0.46%	0.74%	1.98%	2.39%	2.02%	3.01%	0.80%	2.61%	1.63%	2.62%	0.64%	0.68%	1.59%	1.14%	1.02%	1.48%	19.23%	1.39%	0.00%	2.76%	0.59%	1.68%	0.00%	0.79%	2.26%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	170	5	8	14	6	19	12	0	0	6	0	4	3	5	4	7	2	6	2	3	5	6	1	5	2	9	13	0	1	1	6	1	0	7	0	4	1	1	1	0									
		0.96%	0.57%	1.18%	3.48%	0.51%	1.36%	1.97%	0.00%	0.00%	0.74%	0.00%	1.32%	0.61%	0.69%	0.46%	0.87%	0.57%	1.60%	0.50%	1.81%	1.00%	1.42%	0.41%	1.87%	1.28%	1.53%	2.95%	0.00%	0.51%	0.37%	7.69%	0.69%	0.00%	1.93%	0.00%	1.12%	0.80%	0.40%	0.75%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12601	626	480	185	824	928	391	507	427	576	597	211	356	550	713	628	269	301	298	119	376	269	175	196	112	428	314	64	148	157	51	87	181	214	136	261	80	179	95	92									
		70.82%	71.71%	70.90%	46.02%	70.55%	66.62%	64.31%	68.42%	67.24%	70.67%	72.01%	69.41%	72.65%	76.18%	82.43%	77.72%	76.20%	80.05%	75.06%	71.69%	75.20%	63.74%	71.43%	73.41%	71.79%	72.79%	71.36%	72.73%	75.13%	57.93%	65.38%	60.42%	70.70%	59.12%	80.00%	72.91%	64.00%	70.75%	71.43%	78.63%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	49	2	4	3	3	1	2	0	0	0	1	2	0	0	2	3	4	1	2	0	0	2	0	1	0	1	6	0	0	2	0	0	0	2	1	1	0	2	1	0									
		0.28%	0.23%	0.59%	0.75%	0.26%	0.07%	0.33%	0.00%	0.00%	0.00%	0.12%	0.66%	0.00%	0.00%	0.23%	0.37%	1.13%	0.27%	0.50%	0.00%	0.00%	0.47%	0.00%	0.37%	0.00%	0.17%	1.36%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.55%	0.59%	0.28%	0.00%	0.79%	0.75%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	2	0	1	0	2	4	0	1	1	0	0	0	1	0	0	0	1	0	0									
		0.13%	0.11%	0.15%	0.00%	0.09%	0.07%	0.16%	0.00%	0.16%	0.12%	0.00%	0.33%	0.00%	0.14%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.37%	0.00%	0.34%	0.91%	0.00%	0.51%	0.37%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1389	39	52	77	60	163	80	66	9	38	4	28	46	29	47	64	24	36	33	18	56	58	41	11	19	56	29	3	18	32	0	1	10	52	11	32	13	23	7	4									
		7.81%	4.47%	7.68%	19.15%	5.14%	11.70%	13.16%	8.91%	1.42%	4.66%	0.48%	9.21%	9.39%	4.02%	5.43%	7.92%	6.80%	9.57%	8.31%	10.84%	11.20%	13.74%	16.73%	4.12%	12.18%	9.52%	6.59%	3.41%	9.14%	11.81%	0.00%	0.69%	3.91%	14.36%	6.47%	8.94%	10.40%	9.09%	5.26%	3.42%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	46	6	3	8	7	3	0	1	2	0	1	1	0	1	3	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	1									
		0.26%	0.69%	0.44%	1.99%	0.60%	0.22%	0.00%	0.13%	0.31%	0.00%	0.12%	0.33%	0.00%	0.14%	0.35%	0.37%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	2.56%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	65	8	3	2	5	12	2	1	2	3	0	1	4	3	1	1	2	0	1	4	0	1	0	0	2	1	1	0	0	0	0	2	0	2	0	1	0	0	0	0									
		0.37%	0.92%	0.44%	0.50%	0.43%	0.86%	0.33%	0.13%	0.31%	0.37%	0.00%	0.33%	0.82%	0.42%	0.12%	0.12%	0.57%	0.00%	0.25%	2.41%	0.00%	0.24%	0.00%	0.00%	1.28%	0.17%	0.23%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.55%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.07%	0.11%	0.00%	0.25%	0.09%	0.00%	0.00%	0.13%	0.16%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.28%	0.00%	0.25%	0.00%	0.20%	0.24%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	104	6	6	1	11	9	5	5	0	0	10	3	1	5	5	3	2	1	1	1	0	1	0	2	0	3	5	1	1	1	3	1	0	3	0	4	0	1	0	3									
		0.58%	0.69%	0.89%	0.25%	0.94%	0.65%	0.82%	0.67%	0.00%	0.00%	1.21%	0.99%	0.20%	0.69%	0.58%	0.37%	0.57%	0.27%	0.25%	0.60%	0.00%	0.24%	0.00%	0.75%	0.00%	0.51%	1.14%	1.14%	0.51%	0.37%	3.85%	0.69%	0.00%	0.83%	0.00%	1.12%	0.00%	0.40%	0.00%	2.56%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2241	113	79	72	145	179	72	128	151	119	147	43	56	72	59	61	31	15	36	12	32	52	18	37	17	72	32	15	23	61	0	48	56	53	19	26	19	43	17	11									
		12.60%	12.94%	11.67%	17.91%	12.41%	12.85%	11.84%	17.27%	23.78%	14.60%	17.73%	14.14%	11.43%	9.97%	6.82%	7.55%	8.78%	3.99%	9.07%	7.23%	6.40%	12.32%	7.35%	13.86%	10.90%	12.24%	7.27%	17.05%	11.68%	22.51%	0.00%	33.33%	21.88%	14.64%	11.18%	7.26%	15.20%	16.99%	12.78%	9.40%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	0	1	1	3	1	3	1	1	1	2	0	1	4	2	1	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0									
		0.16%	0.00%	0.15%	0.25%	0.26%	0.07%	0.49%	0.13%	0.16%	0.12%	0.24%	0.00%	0.20%	0.55%	0.23%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.39%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	557	42	17	14	68	19	19	30	30	59	58	7	7	12	17	11	3	5	7	3	23	11	5	3	2	4	24	2	1	0	0	1	5	10	0	20	11	0	2	5									
		3.13%	4.81%	2.51%	3.48%	5.82%	1.36%	3.13%	4.05%	4.72%	7.24%	6.99%	2.30%	1.43%	1.66%	1.97%	1.36%	0.85%	1.33%	1.76%	1.81%	4.60%	2.61%	2.04%	1.12%	1.28%	0.68%	5.45%	2.27%	0.51%	0.00%	0.00%	0.69%	1.95%	2.76%	0.00%	5.59%	8.80%	0.00%	1.50%	4.27%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
