Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Кетченеровская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116					
19	2.Всероссийская политическая партия «Гражданская Сила»	14	0	0	4	2	0	1	1	1	0	0	0	0	3	1	0	0	1					
		0.28%	0.00%	0.00%	1.07%	0.54%	0.00%	0.67%	0.30%	0.71%	0.00%	0.00%	0.00%	0.00%	1.31%	0.24%	0.00%	0.00%	0.24%					
20	3.Политическая партия «Демократическая партия России»	64	6	7	14	11	5	2	1	0	4	0	0	0	4	3	0	3	4					
		1.27%	1.94%	2.72%	3.74%	2.97%	2.04%	1.33%	0.30%	0.00%	0.97%	0.00%	0.00%	0.00%	1.75%	0.71%	0.00%	0.71%	0.97%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	552	53	63	47	61	29	4	37	15	29	14	33	8	19	45	14	52	29					
		10.97%	17.15%	24.51%	12.57%	16.49%	11.84%	2.67%	10.98%	10.71%	7.02%	16.87%	5.75%	3.60%	8.30%	10.59%	19.72%	12.35%	7.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	15	1	1	1	0	0	1	3	0	0	0	1	1	0	1	0	4	1					
		0.30%	0.32%	0.39%	0.27%	0.00%	0.00%	0.67%	0.89%	0.00%	0.00%	0.00%	0.17%	0.45%	0.00%	0.24%	0.00%	0.95%	0.24%					
23	6.Политическая партия «Партия социальной справедливости»	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0					
		0.10%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	147	7	5	8	8	2	2	2	10	1	2	1	5	1	5	1	73	14					
		2.92%	2.27%	1.95%	2.14%	2.16%	0.82%	1.33%	0.59%	7.14%	0.24%	2.41%	0.17%	2.25%	0.44%	1.18%	1.41%	17.34%	3.38%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	311	18	18	28	29	18	26	27	15	1	1	20	11	6	46	8	20	19					
		6.18%	5.83%	7.00%	7.49%	7.84%	7.35%	17.33%	8.01%	10.71%	0.24%	1.20%	3.48%	4.95%	2.62%	10.82%	11.27%	4.75%	4.59%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	25	0	1	0	1	2	0	2	2	2	0	2	1	0	5	1	4	2					
		0.50%	0.00%	0.39%	0.00%	0.27%	0.82%	0.00%	0.59%	1.43%	0.48%	0.00%	0.35%	0.45%	0.00%	1.18%	1.41%	0.95%	0.48%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3683	208	147	256	247	165	110	254	94	367	65	483	192	193	291	42	241	328					
		73.16%	67.31%	57.20%	68.45%	66.76%	67.35%	73.33%	75.37%	67.14%	88.86%	78.31%	84.15%	86.49%	84.28%	68.47%	59.15%	57.24%	79.23%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	14	0	3	0	0	0	0	2	1	0	0	0	0	1	3	0	2	2					
		0.28%	0.00%	1.17%	0.00%	0.00%	0.00%	0.00%	0.59%	0.71%	0.00%	0.00%	0.00%	0.00%	0.44%	0.71%	0.00%	0.48%	0.48%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
