Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Аургазинская																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744					
		0.43%	1.02%	0.15%	1.18%	0.29%	0.15%	1.19%	0.33%	1.70%	0.78%	0.43%	0.27%	0.20%	0.55%	0.44%	0.75%	0.0%	0.39%	0.61%	1.39%	0.25%	0.0%	0.61%	1.27%	0.0%	0.59%	1.92%	0.84%	0.0%	0.40%	0.0%	0.86%	0.41%	0.16%	0.05%	0.35%	0.0%	0.49%	0.0%	0.0%	1.51%	0.85%	1.09%	0.34%	0.27%	0.0%	0.0%	0.41%	2.43%	0.28%					
24	"7. ""Новый курс - Автомобильная Россия"""	179	3	4	2	0	3	3	5	3	1	4	6	5	6	0	2	1	1	1	2	1	1	4	3	1	2	1	5	4	4	0	1	12	25	26	10	3	0	3	2	0	5	1	0	2	0	4	5	0	2					
		0.8%	0.76%	0.60%	0.59%	0.0%	0.45%	1.19%	0.83%	0.63%	0.78%	0.58%	1.67%	1.00%	1.10%	0.0%	1.50%	0.51%	0.19%	0.20%	0.46%	0.25%	0.37%	1.23%	0.63%	0.25%	1.19%	0.96%	2.11%	0.70%	0.80%	0.0%	0.21%	1.24%	1.40%	1.31%	0.88%	0.68%	0.0%	0.69%	0.97%	0.0%	1.07%	0.36%	0.0%	0.55%	0.0%	1.97%	1.04%	0.0%	0.56%					
25	"8. ""Народно-республиканская партия России"""	94	0	0	0	1	5	3	2	4	0	5	0	0	4	1	0	4	2	0	1	0	0	0	1	4	0	0	0	2	1	0	1	3	5	9	4	15	0	2	0	1	7	0	1	0	0	2	3	1	0					
		0.42%	0.0%	0.0%	0.0%	0.29%	0.76%	1.19%	0.33%	0.85%	0.0%	0.72%	0.0%	0.0%	0.73%	0.44%	0.0%	2.04%	0.39%	0.0%	0.23%	0.0%	0.0%	0.0%	0.21%	1.0%	0.0%	0.0%	0.0%	0.35%	0.20%	0.0%	0.21%	0.31%	0.28%	0.45%	0.35%	3.40%	0.0%	0.46%	0.0%	0.37%	1.50%	0.0%	0.17%	0.0%	0.0%	0.98%	0.62%	1.21%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	64	4	0	0	0	5	1	1	2	0	5	2	0	1	1	0	1	0	1	1	1	0	0	3	1	0	0	0	1	0	0	2	3	10	7	3	1	1	0	0	0	1	0	1	1	0	0	1	0	2					
		0.28%	1.02%	0.0%	0.0%	0.0%	0.76%	0.39%	0.16%	0.42%	0.0%	0.72%	0.55%	0.0%	0.18%	0.44%	0.0%	0.51%	0.0%	0.20%	0.23%	0.25%	0.0%	0.0%	0.63%	0.25%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.43%	0.31%	0.56%	0.35%	0.26%	0.22%	0.49%	0.0%	0.0%	0.0%	0.21%	0.0%	0.17%	0.27%	0.0%	0.0%	0.20%	0.0%	0.56%					
27	"10. ""Аграрная партия России"""	2034	29	70	30	38	81	14	71	64	8	79	43	46	55	24	1	15	57	30	25	41	47	22	28	26	9	3	20	59	40	5	55	66	123	162	66	41	25	27	7	10	69	45	48	57	16	20	102	0	15					
		9.09%	7.39%	10.51%	8.87%	11.34%	12.38%	5.55%	11.83%	13.61%	6.29%	11.51%	12.01%	9.27%	10.11%	10.76%	0.75%	7.65%	11.19%	6.10%	5.82%	10.53%	17.40%	6.79%	5.94%	6.5%	5.38%	2.88%	8.47%	10.33%	8.03%	3.52%	11.85%	6.84%	6.93%	8.17%	5.83%	9.31%	12.31%	6.27%	3.41%	3.78%	14.80%	16.48%	8.19%	15.92%	6.47%	9.85%	21.33%	0.0%	4.23%					
28	"11. ""Истинные патриоты России"""	77	1	1	3	3	0	1	1	4	0	3	2	3	1	0	1	0	3	2	1	2	1	2	2	8	0	0	0	3	1	0	0	4	3	5	6	4	0	0	0	2	1	0	2	0	1	0	0	0	0					
		0.34%	0.25%	0.15%	0.88%	0.89%	0.0%	0.39%	0.16%	0.85%	0.0%	0.43%	0.55%	0.60%	0.18%	0.0%	0.75%	0.0%	0.58%	0.40%	0.23%	0.51%	0.37%	0.61%	0.42%	2.0%	0.0%	0.0%	0.0%	0.52%	0.20%	0.0%	0.0%	0.41%	0.16%	0.25%	0.53%	0.90%	0.0%	0.0%	0.0%	0.75%	0.21%	0.0%	0.34%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	189	0	11	4	2	8	2	4	2	3	9	1	5	2	4	0	0	1	0	3	3	3	7	0	7	1	0	2	8	0	0	11	12	8	27	13	3	0	1	1	4	0	4	2	1	3	2	3	0	2					
		0.84%	0.0%	1.65%	1.18%	0.59%	1.22%	0.79%	0.66%	0.42%	2.36%	1.31%	0.27%	1.00%	0.36%	1.79%	0.0%	0.0%	0.19%	0.0%	0.69%	0.77%	1.11%	2.16%	0.0%	1.75%	0.59%	0.0%	0.84%	1.40%	0.0%	0.0%	2.37%	1.24%	0.45%	1.36%	1.14%	0.68%	0.0%	0.23%	0.48%	1.51%	0.0%	1.46%	0.34%	0.27%	1.21%	0.98%	0.62%	0.0%	0.56%					
30	"13. ""Демократическая партия России"""	96	2	7	2	0	1	2	3	4	0	4	0	3	3	3	0	0	1	1	2	0	0	0	2	2	0	0	0	2	1	0	3	6	9	14	4	0	0	2	0	3	1	3	2	1	1	0	0	2	0					
		0.42%	0.51%	1.05%	0.59%	0.0%	0.15%	0.79%	0.5%	0.85%	0.0%	0.58%	0.0%	0.60%	0.55%	1.34%	0.0%	0.0%	0.19%	0.20%	0.46%	0.0%	0.0%	0.0%	0.42%	0.5%	0.0%	0.0%	0.0%	0.35%	0.20%	0.0%	0.64%	0.62%	0.50%	0.70%	0.35%	0.0%	0.0%	0.46%	0.0%	1.13%	0.21%	1.09%	0.34%	0.27%	0.40%	0.0%	0.0%	2.43%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	44	0	3	0	0	0	1	1	1	2	0	2	1	0	2	0	0	0	5	0	1	1	0	0	1	0	1	0	2	1	0	1	3	1	3	3	1	1	1	0	1	1	0	1	0	0	0	0	2	0					
		0.19%	0.0%	0.45%	0.0%	0.0%	0.0%	0.39%	0.16%	0.21%	1.57%	0.0%	0.55%	0.20%	0.0%	0.89%	0.0%	0.0%	0.0%	1.01%	0.0%	0.25%	0.37%	0.0%	0.0%	0.25%	0.0%	0.96%	0.0%	0.35%	0.20%	0.0%	0.21%	0.31%	0.05%	0.15%	0.26%	0.22%	0.49%	0.23%	0.0%	0.37%	0.21%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	2.43%	0.0%					
32	"15. ""Партия СЛОН"""	53	0	2	0	1	5	2	1	1	1	2	1	1	0	1	1	0	0	0	1	0	1	2	0	2	1	0	0	0	1	0	1	4	6	8	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1					
		0.23%	0.0%	0.30%	0.0%	0.29%	0.76%	0.79%	0.16%	0.21%	0.78%	0.29%	0.27%	0.20%	0.0%	0.44%	0.75%	0.0%	0.0%	0.0%	0.23%	0.0%	0.37%	0.61%	0.0%	0.5%	0.59%	0.0%	0.0%	0.0%	0.20%	0.0%	0.21%	0.41%	0.33%	0.40%	0.08%	0.22%	0.49%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.40%	0.49%	0.0%	0.0%	0.28%					
33	"16. ""Родина"" (народно-патриотический союз)"""	819	21	24	10	5	28	8	16	4	3	21	11	14	15	6	0	12	3	14	11	6	9	10	15	7	4	2	5	45	12	1	17	56	109	124	59	7	10	19	2	9	10	0	3	0	3	5	17	2	25					
		3.66%	5.35%	3.60%	2.95%	1.49%	4.28%	3.17%	2.66%	0.85%	2.36%	3.06%	3.07%	2.82%	2.75%	2.69%	0.0%	6.12%	0.58%	2.85%	2.56%	1.54%	3.33%	3.08%	3.18%	1.75%	2.39%	1.92%	2.11%	7.88%	2.40%	0.70%	3.66%	5.80%	6.14%	6.25%	5.21%	1.59%	4.92%	4.41%	0.97%	3.40%	2.14%	0.0%	0.51%	0.0%	1.21%	2.46%	3.55%	2.43%	7.06%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	167	1	4	2	2	4	3	4	6	1	10	3	2	1	2	1	1	1	2	1	2	3	7	11	8	6	0	0	3	15	1	5	3	9	12	3	0	0	7	3	2	3	3	3	2	4	0	0	0	1					
		0.74%	0.25%	0.60%	0.59%	0.59%	0.61%	1.19%	0.66%	1.27%	0.78%	1.45%	0.83%	0.40%	0.18%	0.89%	0.75%	0.51%	0.19%	0.40%	0.23%	0.51%	1.11%	2.16%	2.33%	2.0%	3.59%	0.0%	0.0%	0.52%	3.01%	0.70%	1.07%	0.31%	0.50%	0.60%	0.26%	0.0%	0.0%	1.62%	1.46%	0.75%	0.64%	1.09%	0.51%	0.55%	1.61%	0.0%	0.0%	0.0%	0.28%					
35	"18. ""ЛДПР"""	1571	22	53	15	11	47	8	48	27	9	40	22	18	54	20	2	12	13	26	4	34	5	15	14	18	6	2	10	94	31	7	44	79	144	189	169	27	8	21	38	14	34	14	8	33	3	3	29	7	20					
		7.02%	5.61%	7.95%	4.43%	3.28%	7.18%	3.17%	8.0%	5.74%	7.08%	5.83%	6.14%	3.62%	9.92%	8.96%	1.50%	6.12%	2.55%	5.29%	0.93%	8.74%	1.85%	4.62%	2.97%	4.5%	3.59%	1.92%	4.23%	16.46%	6.22%	4.92%	9.48%	8.19%	8.11%	9.54%	14.92%	6.13%	3.94%	4.88%	18.53%	5.30%	7.29%	5.12%	1.36%	9.21%	1.21%	1.47%	6.06%	8.53%	5.64%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	479	7	21	7	8	24	3	10	8	3	34	3	6	21	4	3	2	0	3	4	2	9	3	7	13	5	1	2	6	12	1	12	22	56	50	21	15	2	9	5	5	9	5	7	3	7	6	7	0	6					
		2.14%	1.78%	3.15%	2.07%	2.38%	3.66%	1.19%	1.66%	1.70%	2.36%	4.95%	0.83%	1.20%	3.86%	1.79%	2.25%	1.02%	0.0%	0.61%	0.93%	0.51%	3.33%	0.92%	1.48%	3.25%	2.99%	0.96%	0.84%	1.05%	2.40%	0.70%	2.58%	2.28%	3.15%	2.52%	1.85%	3.40%	0.98%	2.09%	2.43%	1.89%	1.93%	1.83%	1.19%	0.83%	2.83%	2.95%	1.46%	0.0%	1.69%					
37	"20. ""Политическая партия ""Единая Россия"""	9373	178	316	170	186	249	91	214	142	55	159	128	250	186	54	64	93	332	176	271	111	95	144	184	166	73	57	90	181	298	103	129	392	767	806	423	203	46	189	100	151	152	93	394	109	130	116	116	32	209					
		41.89%	45.40%	47.44%	50.29%	55.52%	38.07%	36.11%	35.66%	30.21%	43.30%	23.17%	35.75%	50.40%	34.19%	24.21%	48.12%	47.44%	65.22%	35.84%	63.17%	28.53%	35.18%	44.44%	39.06%	41.5%	43.71%	54.80%	38.13%	31.69%	59.83%	72.53%	27.80%	40.66%	43.23%	40.68%	37.36%	46.13%	22.66%	43.95%	48.78%	57.19%	32.61%	34.06%	67.23%	30.44%	52.63%	57.14%	24.26%	39.02%	59.03%					
38	"21. ""Российская Конституционно-демократическая партия"""	85	2	1	0	3	3	1	1	2	1	5	1	1	2	1	3	1	3	1	0	1	1	1	3	4	1	0	2	0	1	1	4	7	6	3	2	3	0	0	4	0	1	0	2	0	2	0	0	3	1					
		0.37%	0.51%	0.15%	0.0%	0.89%	0.45%	0.39%	0.16%	0.42%	0.78%	0.72%	0.27%	0.20%	0.36%	0.44%	2.25%	0.51%	0.58%	0.20%	0.0%	0.25%	0.37%	0.30%	0.63%	1.0%	0.59%	0.0%	0.84%	0.0%	0.20%	0.70%	0.86%	0.72%	0.33%	0.15%	0.17%	0.68%	0.0%	0.0%	1.95%	0.0%	0.21%	0.0%	0.34%	0.0%	0.80%	0.0%	0.0%	3.65%	0.28%					
39	"22. ""Развитие предпринимательства"""	96	1	4	0	0	4	0	1	1	0	5	2	3	1	0	0	0	0	1	2	2	0	1	1	2	3	0	2	4	1	0	2	11	8	18	2	0	0	2	0	1	1	0	2	3	1	0	2	0	2					
		0.42%	0.25%	0.60%	0.0%	0.0%	0.61%	0.0%	0.16%	0.21%	0.0%	0.72%	0.55%	0.60%	0.18%	0.0%	0.0%	0.0%	0.0%	0.20%	0.46%	0.51%	0.0%	0.30%	0.21%	0.5%	1.79%	0.0%	0.84%	0.70%	0.20%	0.0%	0.43%	1.14%	0.45%	0.90%	0.17%	0.0%	0.0%	0.46%	0.0%	0.37%	0.21%	0.0%	0.34%	0.83%	0.40%	0.0%	0.41%	0.0%	0.56%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3602	68	60	33	52	97	36	119	62	13	205	83	82	120	40	19	33	28	151	41	125	43	40	101	41	23	23	55	83	34	15	74	113	271	260	172	88	91	83	21	22	100	62	22	70	40	21	116	11	40					
		16.09%	17.34%	9.00%	9.76%	15.52%	14.83%	14.28%	19.83%	13.19%	10.23%	29.88%	23.18%	16.53%	22.05%	17.93%	14.28%	16.83%	5.50%	30.75%	9.55%	32.13%	15.92%	12.34%	21.44%	10.25%	13.77%	22.11%	23.30%	14.53%	6.82%	10.56%	15.94%	11.72%	15.27%	13.12%	15.19%	20.0%	44.82%	19.30%	10.24%	8.33%	21.45%	22.71%	3.75%	19.55%	16.19%	10.34%	24.26%	13.41%	11.29%					
																																																								
41	Против всех	434	4	10	2	5	13	9	14	16	1	22	10	12	7	7	8	1	6	11	4	5	10	3	8	3	2	3	2	14	3	1	21	18	23	53	25	3	6	10	4	0	9	5	8	9	4	1	11	1	7					
		1.93%	1.02%	1.50%	0.59%	1.49%	1.98%	3.57%	2.33%	3.40%	0.78%	3.20%	2.79%	2.41%	1.28%	3.13%	6.01%	0.51%	1.17%	2.24%	0.93%	1.28%	3.70%	0.92%	1.69%	0.75%	1.19%	2.88%	0.84%	2.45%	0.60%	0.70%	4.52%	1.86%	1.29%	2.67%	2.20%	0.68%	2.95%	2.32%	1.95%	0.0%	1.93%	1.83%	1.36%	2.51%	1.61%	0.49%	2.30%	1.21%	1.97%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
