Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Шарьинская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1641	209	40	34	54	56	286	79	205	227	53	37	51	19	28	29	61	86	87									
		43.40%	40.58%	38.46%	36.17%	72.00%	40.29%	46.43%	46.20%	45.15%	37.71%	43.80%	72.55%	45.95%	51.35%	45.90%	32.22%	43.88%	37.23%	51.18%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	1	0	0	0	1	6	1	2	2	1	0	0	0	0	1	0	2	1									
		0.48%	0.19%	0.00%	0.00%	0.00%	0.72%	0.97%	0.58%	0.44%	0.33%	0.83%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.87%	0.59%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	2.70%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	892	139	26	26	4	29	154	62	122	125	32	8	15	7	9	24	19	65	26									
		23.59%	26.99%	25.00%	27.66%	5.33%	20.86%	25.00%	36.26%	26.87%	20.76%	26.45%	15.69%	13.51%	18.92%	14.75%	26.67%	13.67%	28.14%	15.29%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	2	1	0	0	0	1	1	3	3	0	0	1	0	0	0	0	1	1									
		0.37%	0.39%	0.96%	0.00%	0.00%	0.00%	0.16%	0.58%	0.66%	0.50%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.43%	0.59%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	2	0	0	0	1	4	0	2	6	1	0	0	0	0	0	0	3	1									
		0.53%	0.39%	0.00%	0.00%	0.00%	0.72%	0.65%	0.00%	0.44%	0.99%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.59%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	1.06%	0.00%	0.00%	0.16%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	2	2	0	1	2	1	1	2	9	2	0	1	0	0	0	0	1	0									
		0.63%	0.39%	1.92%	0.00%	1.33%	1.44%	0.16%	0.58%	0.44%	1.50%	1.65%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	711	92	19	17	10	41	84	13	63	142	18	5	25	7	22	28	41	44	40									
		18.80%	17.86%	18.27%	18.09%	13.33%	29.50%	13.64%	7.60%	13.88%	23.59%	14.88%	9.80%	22.52%	18.92%	36.07%	31.11%	29.50%	19.05%	23.53%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	0	0	0	0	1	0	2	2	2	1	0	0	0	0	0	0	0	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	1.17%	0.44%	0.33%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	79	15	5	0	5	1	9	4	6	14	2	0	1	0	1	2	2	9	3									
		2.09%	2.91%	4.81%	0.00%	6.67%	0.72%	1.46%	2.34%	1.32%	2.33%	1.65%	0.00%	0.90%	0.00%	1.64%	2.22%	1.44%	3.90%	1.76%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
