Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
Наименование Избирательной комиссии:    Салаватская городская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1041	10	20	5	5	20	15	20	20	0	11	10	15	15	5	10	10	18	11	10	10	10	25	10	20	20	20	20	10	20	20	20	25	30	25	25	25	20	20	35	15	10	25	10	10	20	20	20	20	20	15	15	10	20	21	10	25	25	20	15	10	20	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	833	8	10	3	5	20	11	12	17	0	5	10	10	14	5	5	7	17	11	8	7	8	13	10	13	18	14	19	9	18	15	16	25	20	16	25	17	16	15	27	11	8	17	10	10	17	20	20	13	20	9	12	5	18	21	10	21	23	17	11	9	16	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	423	0	13	47	7	4	0	4	2	0	4	61	3	6	2	4	4	9	3	6	3	6	3	2	3	12	5	12	8	8	2	34	5	2	4	3	10	0	8	5	4	5	6	3	6	8	3	7	6	21	2	5	3	3	0	3	3	1	5	5	5	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	208	2	10	2	0	0	4	8	3	0	6	0	5	1	0	5	3	1	0	2	3	2	12	0	7	2	6	1	1	2	5	4	0	10	9	0	8	4	5	8	4	2	8	0	0	3	0	0	7	0	6	3	5	2	0	0	4	2	3	4	1	4	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	84	0	1	0	2	2	1	1	0	0	1	2	1	4	1	0	2	0	1	0	0	0	0	2	1	3	2	5	0	1	1	0	1	0	4	6	4	2	0	1	3	1	0	1	1	2	1	1	1	1	1	0	0	2	2	1	3	3	2	1	0	4	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	1.Политическая партия «Аграрная партия России»	627	0	0	11	1	0	2	8	5	1	11	5	3	1	0	5	3	6	5	0	3	0	26	17	0	0	21	3	2	9	7	1	20	13	32	34	5	28	20	7	21	10	21	22	33	43	21	8	2	6	0	16	2	12	45	9	4	16	0	11	0	7	3					
		0.65%	0.00%	0.00%	1.10%	0.07%	0.00%	0.15%	0.66%	0.51%	2.04%	1.28%	0.27%	0.29%	0.10%	0.00%	0.53%	0.23%	0.54%	0.43%	0.00%	0.23%	0.00%	1.23%	1.14%	0.00%	0.00%	1.11%	0.14%	0.12%	0.58%	0.37%	0.05%	0.82%	0.60%	1.46%	1.79%	0.24%	1.50%	1.14%	0.30%	1.41%	0.66%	1.64%	1.92%	2.13%	2.64%	1.05%	0.64%	0.12%	0.33%	0.00%	0.95%	0.23%	0.55%	2.28%	0.71%	0.29%	0.80%	0.00%	0.74%	0.00%	0.41%	0.17%					
19	2.Всероссийская политическая партия «Гражданская Сила»	316	0	0	5	0	0	2	10	4	1	9	1	0	0	0	3	2	6	4	0	5	0	13	18	0	0	1	5	1	5	0	1	8	0	19	12	2	16	10	5	5	9	7	4	21	5	9	5	7	2	0	8	2	11	10	9	12	6	0	6	0	8	2					
		0.33%	0.00%	0.00%	0.50%	0.00%	0.00%	0.15%	0.83%	0.41%	2.04%	1.05%	0.05%	0.00%	0.00%	0.00%	0.32%	0.15%	0.54%	0.35%	0.00%	0.39%	0.00%	0.61%	1.21%	0.00%	0.00%	0.05%	0.23%	0.06%	0.32%	0.00%	0.05%	0.33%	0.00%	0.87%	0.63%	0.10%	0.86%	0.57%	0.21%	0.34%	0.59%	0.55%	0.35%	1.36%	0.31%	0.45%	0.40%	0.40%	0.11%	0.00%	0.47%	0.23%	0.51%	0.51%	0.71%	0.87%	0.30%	0.00%	0.40%	0.00%	0.47%	0.11%					
20	3.Политическая партия «Демократическая партия России»	77	0	2	1	1	0	0	3	2	0	1	0	1	0	0	2	2	1	0	0	0	0	0	1	0	0	0	8	0	1	0	1	0	9	2	2	1	3	1	0	2	1	0	1	1	2	4	2	2	1	0	1	2	0	2	1	0	0	0	3	0	5	2					
		0.08%	0.00%	0.14%	0.10%	0.07%	0.00%	0.00%	0.25%	0.20%	0.00%	0.12%	0.00%	0.10%	0.00%	0.00%	0.21%	0.15%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.38%	0.00%	0.06%	0.00%	0.05%	0.00%	0.42%	0.09%	0.11%	0.05%	0.16%	0.06%	0.00%	0.13%	0.07%	0.00%	0.09%	0.06%	0.12%	0.20%	0.16%	0.12%	0.05%	0.00%	0.06%	0.23%	0.00%	0.10%	0.08%	0.00%	0.00%	0.00%	0.20%	0.00%	0.29%	0.11%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	14656	212	246	117	34	354	200	250	147	6	116	53	171	180	158	170	65	155	181	135	208	80	401	95	372	322	219	348	278	282	286	181	366	326	360	323	247	209	281	278	320	230	313	142	249	247	342	208	307	310	158	258	142	631	279	214	230	300	299	165	165	288	447					
		15.31%	14.95%	16.94%	11.70%	2.31%	17.01%	14.80%	20.70%	14.91%	12.24%	13.47%	2.84%	16.33%	17.86%	16.99%	18.07%	5.00%	14.04%	15.68%	11.22%	16.26%	17.13%	18.96%	6.38%	17.22%	14.96%	11.56%	16.33%	16.97%	18.03%	15.06%	9.22%	15.02%	15.16%	16.45%	16.96%	11.75%	11.18%	16.08%	11.73%	21.55%	15.08%	24.45%	12.42%	16.11%	15.16%	17.10%	16.63%	17.69%	16.83%	14.27%	15.24%	16.49%	29.13%	14.12%	16.97%	16.63%	14.96%	16.16%	11.11%	15.15%	16.95%	25.06%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	310	0	6	4	2	0	3	6	5	0	3	0	7	16	0	4	2	10	7	0	2	0	2	5	0	0	25	6	1	6	0	1	7	3	10	0	5	12	2	3	7	5	6	3	4	9	4	3	12	6	5	14	3	0	18	4	4	6	0	3	10	8	11					
		0.32%	0.00%	0.41%	0.40%	0.14%	0.00%	0.22%	0.50%	0.51%	0.00%	0.35%	0.00%	0.67%	1.59%	0.00%	0.43%	0.15%	0.91%	0.61%	0.00%	0.16%	0.00%	0.09%	0.34%	0.00%	0.00%	1.32%	0.28%	0.06%	0.38%	0.00%	0.05%	0.29%	0.14%	0.46%	0.00%	0.24%	0.64%	0.11%	0.13%	0.47%	0.33%	0.47%	0.26%	0.26%	0.55%	0.20%	0.24%	0.69%	0.33%	0.45%	0.83%	0.35%	0.00%	0.91%	0.32%	0.29%	0.30%	0.00%	0.20%	0.92%	0.47%	0.62%					
23	6.Политическая партия «Партия социальной справедливости»	148	0	2	0	2	0	1	1	1	0	2	0	0	0	0	2	1	1	2	0	4	0	2	4	0	0	3	1	0	3	0	1	5	9	6	2	3	7	5	2	3	1	3	1	2	8	5	2	23	3	0	7	3	0	4	1	0	6	0	2	0	0	2					
		0.15%	0.00%	0.14%	0.00%	0.14%	0.00%	0.07%	0.08%	0.10%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.21%	0.08%	0.09%	0.17%	0.00%	0.31%	0.00%	0.09%	0.27%	0.00%	0.00%	0.16%	0.05%	0.00%	0.19%	0.00%	0.05%	0.21%	0.42%	0.27%	0.11%	0.14%	0.37%	0.29%	0.08%	0.20%	0.07%	0.23%	0.09%	0.13%	0.49%	0.25%	0.16%	1.33%	0.16%	0.00%	0.41%	0.35%	0.00%	0.20%	0.08%	0.00%	0.30%	0.00%	0.13%	0.00%	0.00%	0.11%					
24	7.Политическая партия «Либерально-демократическая партия России»	1605	0	4	0	1	0	30	18	30	0	13	3	4	4	19	18	4	38	7	0	8	0	55	35	23	0	45	32	80	52	15	24	48	48	40	6	5	51	41	7	42	15	118	72	94	39	40	52	41	12	36	54	10	37	82	21	9	2	0	5	1	1	14					
		1.68%	0.00%	0.28%	0.00%	0.07%	0.00%	2.22%	1.49%	3.04%	0.00%	1.51%	0.16%	0.38%	0.40%	2.04%	1.91%	0.31%	3.44%	0.61%	0.00%	0.63%	0.00%	2.60%	2.35%	1.06%	0.00%	2.38%	1.50%	4.88%	3.32%	0.79%	1.22%	1.97%	2.23%	1.83%	0.32%	0.24%	2.73%	2.35%	0.30%	2.83%	0.98%	9.22%	6.30%	6.08%	2.39%	2.00%	4.16%	2.36%	0.65%	3.25%	3.19%	1.16%	1.71%	4.15%	1.67%	0.65%	0.10%	0.00%	0.34%	0.09%	0.06%	0.78%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4356	142	106	32	36	155	20	84	43	1	19	32	53	5	56	37	14	86	115	0	61	14	73	83	65	121	100	145	47	75	119	54	118	115	41	146	162	66	80	21	56	79	109	44	67	72	38	52	59	70	76	73	36	214	29	41	17	120	106	116	64	17	59					
		4.55%	10.01%	7.30%	3.20%	2.44%	7.45%	1.48%	6.95%	4.36%	2.04%	2.21%	1.71%	5.06%	0.50%	6.02%	3.93%	1.08%	7.79%	9.97%	0.00%	4.77%	2.99%	3.45%	5.57%	3.01%	5.62%	5.28%	6.80%	2.87%	4.80%	6.27%	2.75%	4.84%	5.35%	1.87%	7.67%	7.71%	3.53%	4.58%	0.89%	3.77%	5.18%	8.52%	3.85%	4.33%	4.42%	1.90%	4.16%	3.40%	3.80%	6.87%	4.31%	4.18%	9.88%	1.47%	3.25%	1.23%	5.98%	5.73%	7.81%	5.88%	1.00%	3.31%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	297	0	5	0	0	0	2	8	5	1	5	0	0	3	0	5	2	9	1	0	7	0	9	10	0	0	10	0	0	11	0	1	11	10	9	12	5	18	0	9	4	12	12	4	7	14	5	4	12	8	0	7	5	5	11	1	4	10	0	0	1	1	2					
		0.31%	0.00%	0.34%	0.00%	0.00%	0.00%	0.15%	0.66%	0.51%	2.04%	0.58%	0.00%	0.00%	0.30%	0.00%	0.53%	0.15%	0.82%	0.09%	0.00%	0.55%	0.00%	0.43%	0.67%	0.00%	0.00%	0.53%	0.00%	0.00%	0.70%	0.00%	0.05%	0.45%	0.47%	0.41%	0.63%	0.24%	0.96%	0.00%	0.38%	0.27%	0.79%	0.94%	0.35%	0.45%	0.86%	0.25%	0.32%	0.69%	0.43%	0.00%	0.41%	0.58%	0.23%	0.56%	0.08%	0.29%	0.50%	0.00%	0.00%	0.09%	0.06%	0.11%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	72357	1064	1074	819	1385	1568	1080	747	738	39	667	1772	795	797	697	636	1193	782	816	1055	975	369	1530	1194	1683	1702	1406	1582	1229	1097	1464	1686	1827	1612	1632	1341	1653	1430	1307	2030	995	1143	665	831	1045	1156	1503	905	1247	1398	831	1230	643	1234	1470	950	1087	1526	1442	1153	845	1359	1226					
		75.57%	75.04%	73.97%	81.90%	94.03%	75.35%	79.94%	61.84%	74.85%	79.59%	77.47%	94.96%	75.93%	79.07%	74.95%	67.59%	91.77%	70.83%	70.71%	87.70%	76.23%	79.01%	72.34%	80.19%	77.92%	79.05%	74.23%	74.24%	75.03%	70.14%	77.09%	85.85%	75.00%	74.98%	74.59%	70.43%	78.64%	76.47%	74.81%	85.62%	67.00%	74.95%	51.95%	72.70%	67.59%	70.96%	75.15%	72.34%	71.87%	75.90%	75.07%	72.65%	74.68%	56.97%	74.39%	75.34%	78.60%	76.07%	77.95%	77.64%	77.59%	79.99%	68.72%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	376	0	3	5	0	0	1	6	4	0	7	0	0	2	0	3	7	8	12	0	6	0	4	12	9	0	22	1	0	11	0	1	11	5	22	14	2	17	0	9	6	15	14	7	13	9	18	3	13	6	0	14	2	2	10	7	8	5	0	9	1	5	5					
		0.39%	0.00%	0.21%	0.50%	0.00%	0.00%	0.07%	0.50%	0.41%	0.00%	0.81%	0.00%	0.00%	0.20%	0.00%	0.32%	0.54%	0.72%	1.04%	0.00%	0.47%	0.00%	0.19%	0.81%	0.42%	0.00%	1.16%	0.05%	0.00%	0.70%	0.00%	0.05%	0.45%	0.23%	1.01%	0.74%	0.10%	0.91%	0.00%	0.38%	0.40%	0.98%	1.09%	0.61%	0.84%	0.55%	0.90%	0.24%	0.75%	0.33%	0.00%	0.83%	0.23%	0.09%	0.51%	0.56%	0.58%	0.25%	0.00%	0.61%	0.09%	0.29%	0.28%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
