Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																					
Дата голосования: 04.12.2011																																																																					
																																																																					
Наименование Избирательной комиссии:    Салаватская городская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610					
		8.10%	8.51%	15.93%	9.09%	6.55%	8.52%	8.00%	8.04%	14.09%	3.00%	9.73%	8.62%	8.11%	6.54%	10.25%	5.02%	7.91%	7.00%	8.17%	7.77%	5.61%	5.76%	7.19%	4.19%	8.01%	7.01%	7.97%	2.31%	14.42%	9.93%	8.99%	8.06%	6.70%	7.94%	8.00%	9.61%	8.06%	7.09%	6.21%	7.95%	7.91%	8.11%	8.12%	12.63%	15.32%	6.97%	7.97%	8.13%	8.05%	5.90%	8.57%	8.02%	7.98%	8.02%	7.50%	8.03%	13.96%	7.83%	4.90%	16.27%	7.78%	7.92%	8.07%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3107	116	120	3	36	53	19	33	104	15	9	15	25	2	60	36	36	23	22	43	20	48	150	33	45	57	12	59	108	43	39	130	175	60	67	3	62	1	41	37	45	40	23	8	116	39	29	10	22	45	52	69	35	24	35	30	184	48	101	121	34	26	11					
		3.52%	10.50%	14.71%	0.38%	3.42%	2.99%	3.17%	2.95%	10.04%	15.00%	0.98%	0.89%	2.67%	0.25%	11.61%	3.93%	2.94%	1.81%	2.07%	3.28%	1.75%	12.03%	7.33%	2.61%	2.69%	2.98%	0.61%	3.79%	12.26%	2.72%	2.49%	6.94%	7.66%	3.02%	2.99%	0.17%	2.97%	0.05%	2.19%	2.97%	2.94%	2.77%	1.38%	1.02%	11.61%	3.78%	2.96%	0.51%	1.49%	2.12%	2.91%	2.99%	1.91%	1.19%	1.67%	2.34%	14.11%	2.52%	4.85%	15.26%	2.76%	2.29%	0.53%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	499	7	8	5	10	2	6	7	11	1	0	3	0	6	11	7	3	3	2	5	0	9	15	8	8	10	2	1	12	9	13	7	12	10	9	1	0	1	2	13	8	7	11	9	8	3	5	4	11	13	15	0	3	48	13	26	17	11	24	13	1	1	9					
		0.57%	0.63%	0.98%	0.64%	0.95%	0.11%	1.00%	0.63%	1.06%	1.00%	0.00%	0.18%	0.00%	0.74%	2.13%	0.76%	0.24%	0.24%	0.19%	0.38%	0.00%	2.26%	0.73%	0.63%	0.48%	0.52%	0.10%	0.06%	1.36%	0.57%	0.83%	0.37%	0.53%	0.50%	0.40%	0.06%	0.00%	0.05%	0.11%	1.04%	0.52%	0.49%	0.66%	1.15%	0.80%	0.29%	0.51%	0.20%	0.74%	0.61%	0.84%	0.00%	0.16%	2.38%	0.62%	2.03%	1.30%	0.58%	1.15%	1.64%	0.08%	0.09%	0.43%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16128	320	269	170	158	251	89	168	250	11	140	263	148	151	194	150	186	187	180	220	216	129	513	190	251	404	398	277	328	353	396	381	226	296	336	272	315	325	298	302	229	219	253	282	336	166	195	300	219	381	268	364	274	302	392	201	502	287	311	271	192	158	315					
		18.27%	28.96%	32.97%	21.77%	14.99%	14.16%	14.83%	15.00%	24.13%	11.00%	15.30%	15.63%	15.80%	18.64%	37.52%	16.36%	15.17%	14.71%	16.90%	16.77%	18.95%	32.33%	25.09%	15.03%	15.00%	21.13%	20.07%	17.80%	37.23%	22.33%	25.24%	20.34%	9.89%	14.87%	15.02%	15.02%	15.11%	16.58%	15.95%	24.26%	14.98%	15.19%	15.22%	35.97%	33.63%	16.07%	19.92%	15.24%	14.82%	17.98%	15.01%	15.77%	14.98%	14.96%	18.72%	15.67%	38.50%	15.07%	14.93%	34.17%	15.56%	13.90%	15.05%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	860	10	19	6	10	14	48	10	41	1	14	2	6	4	11	4	2	7	7	4	7	14	37	15	8	3	6	11	19	8	23	21	37	15	6	1	1	1	5	13	19	5	2	0	28	11	5	10	17	43	43	0	4	10	13	11	57	11	45	22	18	5	10					
		0.97%	0.90%	2.33%	0.77%	0.95%	0.79%	8.00%	0.89%	3.96%	1.00%	1.53%	0.12%	0.64%	0.49%	2.13%	0.44%	0.16%	0.55%	0.66%	0.30%	0.61%	3.51%	1.81%	1.19%	0.48%	0.16%	0.30%	0.71%	2.16%	0.51%	1.47%	1.12%	1.62%	0.75%	0.27%	0.06%	0.05%	0.05%	0.27%	1.04%	1.24%	0.35%	0.12%	0.00%	2.80%	1.06%	0.51%	0.51%	1.15%	2.03%	2.41%	0.00%	0.22%	0.50%	0.62%	0.86%	4.37%	0.58%	2.16%	2.77%	1.46%	0.44%	0.48%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	59633	549	255	523	770	1281	386	793	474	67	648	1240	678	594	174	672	888	961	756	917	830	172	1159	949	1222	1297	1406	1162	285	973	937	1169	1659	1420	1633	1348	1526	1482	1385	765	1086	1053	1216	375	335	735	666	1457	1065	1502	1231	1685	1335	1446	1446	887	334	1393	1479	217	885	846	1554					
		67.57%	49.68%	31.25%	66.97%	73.06%	72.29%	64.33%	70.80%	45.75%	67.00%	70.82%	73.68%	72.36%	73.33%	33.66%	73.28%	72.43%	75.61%	70.99%	69.89%	72.81%	43.11%	56.67%	75.08%	73.04%	67.83%	70.90%	74.68%	32.35%	61.54%	59.72%	62.41%	72.60%	71.36%	72.99%	74.43%	73.19%	75.61%	74.14%	61.45%	71.03%	73.02%	73.16%	47.83%	33.53%	71.15%	68.03%	73.99%	72.06%	70.88%	68.96%	73.01%	72.99%	71.62%	69.05%	69.13%	25.61%	73.16%	71.00%	27.36%	71.72%	74.41%	74.25%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	255	1	4	3	1	2	1	10	2	0	4	15	3	0	3	1	2	1	1	4	3	0	6	3	5	4	1	4	2	6	6	4	7	14	7	1	0	1	9	4	3	1	2	0	3	2	1	5	5	2	10	0	3	8	5	25	5	3	9	8	3	3	4					
		0.29%	0.09%	0.49%	0.38%	0.09%	0.11%	0.17%	0.89%	0.19%	0.00%	0.44%	0.89%	0.32%	0.00%	0.58%	0.11%	0.16%	0.08%	0.09%	0.30%	0.26%	0.00%	0.29%	0.24%	0.30%	0.21%	0.05%	0.26%	0.23%	0.38%	0.38%	0.21%	0.31%	0.70%	0.31%	0.06%	0.00%	0.05%	0.48%	0.32%	0.20%	0.07%	0.12%	0.00%	0.30%	0.19%	0.10%	0.25%	0.34%	0.09%	0.56%	0.00%	0.16%	0.40%	0.24%	1.95%	0.38%	0.16%	0.43%	1.01%	0.24%	0.26%	0.19%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
