Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																							
Дата голосования: 18.09.2016																							
																							
Наименование Избирательной комиссии:    Сакская городская																							
																							
Сводная таблица итогов голосования по федеральному избирательному округу																							
																							
		Сумма	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220									
14	Число погашенных неиспользованных открепительных удостоверений	300	33	30	21	23	17	18	28	36	30	36	21	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	89	16	8	10	9	2	7	4	6	8	9	6	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0									
																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	136	8	15	18	13	6	8	13	18	15	10	6	6									
		1.34%	0.85%	1.42%	2.07%	1.29%	0.95%	1.10%	1.12%	1.73%	1.42%	1.40%	0.86%	2.24%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	124	10	13	9	17	11	13	6	15	9	7	10	4									
		1.22%	1.06%	1.23%	1.04%	1.68%	1.75%	1.78%	0.52%	1.45%	0.85%	0.98%	1.43%	1.49%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	112	15	8	7	12	7	11	9	11	9	11	9	3									
		1.10%	1.60%	0.76%	0.81%	1.19%	1.11%	1.51%	0.77%	1.06%	0.85%	1.54%	1.29%	1.12%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6729	628	729	534	636	413	434	792	689	727	484	486	177									
		66.07%	66.88%	68.84%	61.45%	62.91%	65.56%	59.45%	67.98%	66.38%	68.65%	67.60%	69.43%	66.04%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	51	10	8	4	8	3	8	2	3	3	0	2	0									
		0.50%	1.06%	0.76%	0.46%	0.79%	0.48%	1.10%	0.17%	0.29%	0.28%	0.00%	0.29%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	3	2	0	2	0	2	2	0	1	2	1	0									
		0.15%	0.32%	0.19%	0.00%	0.20%	0.00%	0.27%	0.17%	0.00%	0.09%	0.28%	0.14%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1358	135	130	128	146	84	114	149	136	148	79	79	30									
		13.33%	14.38%	12.28%	14.73%	14.44%	13.33%	15.62%	12.79%	13.10%	13.98%	11.03%	11.29%	11.19%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	65	6	7	3	9	3	3	9	2	3	9	3	8									
		0.64%	0.64%	0.66%	0.35%	0.89%	0.48%	0.41%	0.77%	0.19%	0.28%	1.26%	0.43%	2.99%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	57	2	8	6	4	8	4	7	8	3	1	4	2									
		0.56%	0.21%	0.76%	0.69%	0.40%	1.27%	0.55%	0.60%	0.77%	0.28%	0.14%	0.57%	0.75%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	1	1	0	0	0	1	2	1	0	1	0									
		0.07%	0.00%	0.09%	0.12%	0.00%	0.00%	0.00%	0.09%	0.19%	0.09%	0.00%	0.14%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	66	5	3	2	12	0	5	7	5	9	10	5	3									
		0.65%	0.53%	0.28%	0.23%	1.19%	0.00%	0.68%	0.60%	0.48%	0.85%	1.40%	0.71%	1.12%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	909	63	80	103	107	61	74	96	104	85	53	58	25									
		8.93%	6.71%	7.55%	11.85%	10.58%	9.68%	10.14%	8.24%	10.02%	8.03%	7.40%	8.29%	9.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	5	5	2	2	3	1	0	3	1	3	1	0									
		0.26%	0.53%	0.47%	0.23%	0.20%	0.48%	0.14%	0.00%	0.29%	0.09%	0.42%	0.14%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	330	27	27	28	27	26	40	51	25	26	31	17	5									
		3.24%	2.88%	2.55%	3.22%	2.67%	4.13%	5.48%	4.38%	2.41%	2.46%	4.33%	2.43%	1.87%									
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
