Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Сарапульская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	191	10	1	2	4	1	6	3	11	15	17	8	1	2	2	4	13	3	10	3	12	7	19	15	0	11	11									
		1.94%	2.04%	0.58%	1.80%	1.25%	0.80%	2.33%	1.29%	1.48%	2.87%	2.13%	0.98%	1.08%	0.78%	1.59%	1.17%	2.59%	0.86%	2.76%	0.91%	3.74%	2.02%	2.69%	2.84%	0.00%	2.20%	3.15%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	159	11	0	1	5	1	3	1	13	9	13	13	2	6	0	2	11	1	3	7	4	5	16	5	1	13	13									
		1.61%	2.24%	0.00%	0.90%	1.56%	0.80%	1.17%	0.43%	1.74%	1.72%	1.63%	1.59%	2.15%	2.33%	0.00%	0.58%	2.20%	0.29%	0.83%	2.11%	1.25%	1.44%	2.26%	0.95%	0.65%	2.60%	3.72%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6179	292	140	85	204	69	154	193	474	337	391	562	60	194	93	280	272	265	214	226	206	236	389	271	93	288	191									
		62.67%	59.59%	81.40%	76.58%	63.75%	55.20%	59.92%	83.19%	63.62%	64.56%	48.88%	68.79%	64.52%	75.19%	73.81%	81.87%	54.29%	76.15%	59.12%	68.28%	64.17%	68.01%	55.02%	51.23%	60.39%	57.60%	54.73%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	42	4	0	0	2	0	2	0	2	2	6	4	0	3	0	0	2	0	4	1	2	0	3	0	1	1	3									
		0.43%	0.82%	0.00%	0.00%	0.63%	0.00%	0.78%	0.00%	0.27%	0.38%	0.75%	0.49%	0.00%	1.16%	0.00%	0.00%	0.40%	0.00%	1.10%	0.30%	0.62%	0.00%	0.42%	0.00%	0.65%	0.20%	0.86%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	1	1	0	2	0	1	0	1	2	2	0	0	1	0	0	1	0	2	1	1	0	3	0	0	0	2									
		0.21%	0.20%	0.58%	0.00%	0.63%	0.00%	0.39%	0.00%	0.13%	0.38%	0.25%	0.00%	0.00%	0.39%	0.00%	0.00%	0.20%	0.00%	0.55%	0.30%	0.31%	0.00%	0.42%	0.00%	0.00%	0.00%	0.57%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1340	78	20	15	52	25	39	18	101	78	136	99	11	19	15	23	88	26	55	42	30	38	91	95	29	69	48									
		13.59%	15.92%	11.63%	13.51%	16.25%	20.00%	15.18%	7.76%	13.56%	14.94%	17.00%	12.12%	11.83%	7.36%	11.90%	6.73%	17.56%	7.47%	15.19%	12.69%	9.35%	10.95%	12.87%	17.96%	18.83%	13.80%	13.75%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	2	0	0	1	0	1	0	0	2	6	2	0	1	2	0	0	3	2	0	1	2	2	1	1	2	1									
		0.32%	0.41%	0.00%	0.00%	0.31%	0.00%	0.39%	0.00%	0.00%	0.38%	0.75%	0.24%	0.00%	0.39%	1.59%	0.00%	0.00%	0.86%	0.55%	0.00%	0.31%	0.58%	0.28%	0.19%	0.65%	0.40%	0.29%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	58	2	2	0	6	0	1	0	4	3	7	1	0	0	0	1	4	1	1	1	1	3	5	3	1	5	6									
		0.59%	0.41%	1.16%	0.00%	1.88%	0.00%	0.39%	0.00%	0.54%	0.57%	0.88%	0.12%	0.00%	0.00%	0.00%	0.29%	0.80%	0.29%	0.28%	0.30%	0.31%	0.86%	0.71%	0.57%	0.65%	1.00%	1.72%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.94%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.31%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	47	3	0	1	1	0	0	0	2	1	6	4	0	1	0	2	8	0	1	3	2	1	2	4	0	1	4									
		0.48%	0.61%	0.00%	0.90%	0.31%	0.00%	0.00%	0.00%	0.27%	0.19%	0.75%	0.49%	0.00%	0.39%	0.00%	0.58%	1.60%	0.00%	0.28%	0.91%	0.62%	0.29%	0.28%	0.76%	0.00%	0.20%	1.15%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1011	53	3	0	20	15	35	4	72	46	131	56	9	16	8	24	71	21	42	26	39	31	103	71	10	61	44									
		10.25%	10.82%	1.74%	0.00%	6.25%	12.00%	13.62%	1.72%	9.66%	8.81%	16.38%	6.85%	9.68%	6.20%	6.35%	7.02%	14.17%	6.03%	11.60%	7.85%	12.15%	8.93%	14.57%	13.42%	6.49%	12.20%	12.61%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	3	0	0	0	0	1	0	0	0	3	1	1	3	0	1	2	0	2	1	0	1	1	5	0	1	1									
		0.27%	0.61%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.38%	0.12%	1.08%	1.16%	0.00%	0.29%	0.40%	0.00%	0.55%	0.30%	0.00%	0.29%	0.14%	0.95%	0.00%	0.20%	0.29%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	382	15	3	0	9	6	5	8	33	15	44	23	3	5	2	1	16	14	13	9	9	6	50	36	12	31	14									
		3.87%	3.06%	1.74%	0.00%	2.81%	4.80%	1.95%	3.45%	4.43%	2.87%	5.50%	2.82%	3.23%	1.94%	1.59%	0.29%	3.19%	4.02%	3.59%	2.72%	2.80%	1.73%	7.07%	6.81%	7.79%	6.20%	4.01%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
