Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																							
Дата голосования: 04.12.2011																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Южно-Сахалинская городская ТИК																																																																																							
																																																																																							
Сводная таблица результатов выборов																																																																																							
																																																																																							
		Сумма	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1869	25	25	15	15	20	44	30	20	35	15	15	30	15	15	15	35	25	30	15	15	15	20	40	30	15	25	35	35	25	25	25	30	20	25	25	30	25	20	30	30	35	30	35	25	35	35	35	35	35	40	35	25	30	25	30	35	45	45	35	35	50	10	20	10	10	10	30	20	10	0	0	0	0	0	0	0	20	0	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1376	13	16	12	10	18	26	26	17	33	11	7	27	15	12	12	30	21	22	2	5	12	14	35	24	13	19	17	34	23	18	14	29	17	9	25	19	13	11	20	25	28	26	21	21	31	28	24	14	31	34	18	19	24	13	18	23	41	42	31	31	47	0	15	0	5	2	27	2	2	0	0	0	0	0	0	0	19	0	13	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1575	10	15	9	13	17	15	8	14	6	10	7	11	16	9	20	29	11	21	5	4	18	40	27	13	7	8	16	17	16	13	16	20	35	27	27	23	28	9	20	21	27	24	20	11	14	33	14	9	9	7	12	24	8	21	38	14	18	13	10	14	9	7	6	1	3	27	9	11	5	1	0	4	18	14	4	0	3	402	9	51					
14	Число погашенных неиспользованных открепительных удостоверений	493	12	9	3	5	2	18	4	3	2	4	8	3	0	3	3	5	4	8	13	10	3	6	5	6	2	6	18	1	2	7	11	1	3	16	0	11	12	9	10	5	7	4	14	4	4	7	11	21	4	6	17	6	6	12	12	12	4	3	4	4	3	10	5	10	5	8	3	18	8	0	0	0	0	0	0	0	1	0	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	2	0	2	0	0	0	1	0	0	1	0	0	0	0	0	3	0	2	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7861	130	103	86	41	117	95	129	113	152	72	84	108	92	123	46	140	96	146	21	47	74	144	181	140	85	54	150	120	127	127	88	144	122	98	151	111	122	60	105	155	211	179	170	131	149	214	159	142	193	156	155	124	135	139	146	132	99	81	110	97	79	16	78	19	13	38	77	35	7	12	29	2	20	12	14	31	65	50	36	7					
		12.18%	13.05%	12.96%	13.09%	8.97%	12.05%	10.39%	12.56%	10.54%	12.79%	11.71%	12.57%	11.27%	11.19%	12.36%	8.91%	12.60%	11.21%	12.48%	11.35%	14.16%	14.26%	13.26%	13.89%	13.49%	11.85%	10.25%	13.65%	11.72%	11.29%	12.03%	10.23%	11.27%	13.50%	11.56%	12.49%	11.27%	12.77%	11.56%	10.60%	13.73%	13.80%	12.97%	15.23%	12.07%	13.96%	14.63%	13.73%	11.50%	14.98%	12.78%	12.65%	13.12%	15.12%	16.35%	12.58%	13.78%	12.19%	8.87%	10.59%	10.91%	6.84%	13.79%	10.70%	8.12%	10.83%	14.13%	11.19%	7.11%	7.37%	6.28%	12.24%	5.71%	19.05%	12.90%	11.38%	12.76%	10.85%	6.02%	8.82%	13.73%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10146	156	128	104	94	149	166	154	170	231	104	149	144	132	169	84	149	159	166	28	59	83	185	173	126	98	98	158	165	163	155	158	214	136	133	146	136	136	98	171	163	245	217	146	189	161	195	146	166	140	142	169	124	138	127	137	149	132	222	167	161	249	17	96	49	22	35	126	79	12	18	34	5	15	6	15	40	92	277	88	8					
		15.73%	15.66%	16.10%	15.83%	20.57%	15.35%	18.16%	14.99%	15.86%	19.44%	16.91%	22.31%	15.03%	16.06%	16.98%	16.28%	13.41%	18.57%	14.19%	15.14%	17.77%	15.99%	17.03%	13.28%	12.14%	13.67%	18.60%	14.38%	16.11%	14.49%	14.68%	18.37%	16.74%	15.04%	15.68%	12.08%	13.81%	14.24%	18.88%	17.26%	14.44%	16.02%	15.72%	13.08%	17.42%	15.09%	13.33%	12.61%	13.44%	10.87%	11.63%	13.80%	13.12%	15.45%	14.94%	11.80%	15.55%	16.26%	24.32%	16.07%	18.11%	21.56%	14.66%	13.17%	20.94%	18.33%	13.01%	18.31%	16.06%	12.63%	9.42%	14.35%	14.29%	14.29%	6.45%	12.20%	16.46%	15.36%	33.37%	21.57%	15.69%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	892	11	13	11	6	7	14	18	14	19	9	13	15	14	13	14	18	16	13	1	4	2	14	22	21	8	7	14	17	18	8	18	11	10	11	16	13	12	5	10	16	29	15	10	15	12	20	19	20	14	25	23	11	12	6	14	8	12	12	12	14	22	2	8	2	0	2	8	5	0	4	3	1	0	1	1	2	8	15	9	0					
		1.38%	1.10%	1.64%	1.67%	1.31%	0.72%	1.53%	1.75%	1.31%	1.60%	1.46%	1.95%	1.57%	1.70%	1.31%	2.71%	1.62%	1.87%	1.11%	0.54%	1.20%	0.39%	1.29%	1.69%	2.02%	1.12%	1.33%	1.27%	1.66%	1.60%	0.76%	2.09%	0.86%	1.11%	1.30%	1.32%	1.32%	1.26%	0.96%	1.01%	1.42%	1.90%	1.09%	0.90%	1.38%	1.12%	1.37%	1.64%	1.62%	1.09%	2.05%	1.88%	1.16%	1.34%	0.71%	1.21%	0.84%	1.48%	1.31%	1.15%	1.57%	1.90%	1.72%	1.10%	0.85%	0.00%	0.74%	1.16%	1.02%	0.00%	2.09%	1.27%	2.86%	0.00%	1.08%	0.81%	0.82%	1.34%	1.81%	2.21%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	19212	304	238	195	124	319	292	343	343	328	187	184	285	271	300	156	328	211	390	55	75	123	331	387	362	270	155	362	346	400	358	277	367	248	265	421	289	272	132	290	375	408	392	373	312	300	452	364	394	407	372	389	266	270	219	358	326	249	142	333	251	230	28	210	65	28	94	219	182	23	10	42	7	28	19	19	57	195	79	126	16					
		29.78%	30.52%	29.94%	29.68%	27.13%	32.85%	31.95%	33.40%	31.99%	27.61%	30.41%	27.54%	29.75%	32.97%	30.15%	30.23%	29.52%	24.65%	33.33%	29.73%	22.59%	23.70%	30.48%	29.70%	34.87%	37.66%	29.41%	32.94%	33.79%	35.56%	33.90%	32.21%	28.72%	27.43%	31.25%	34.82%	29.34%	28.48%	25.43%	29.26%	33.22%	26.68%	28.41%	33.42%	28.76%	28.12%	30.90%	31.43%	31.90%	31.60%	30.47%	31.76%	28.15%	30.24%	25.76%	30.84%	34.03%	30.67%	15.55%	32.05%	28.23%	19.91%	24.14%	28.81%	27.78%	23.33%	34.94%	31.83%	36.99%	24.21%	5.24%	17.72%	20.00%	26.67%	20.43%	15.45%	23.46%	32.55%	9.52%	30.88%	31.37%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3663	39	24	25	21	31	43	60	59	42	19	26	81	45	55	22	89	36	67	9	17	27	60	82	67	41	29	54	46	75	76	54	64	61	83	83	73	71	31	54	68	70	76	73	56	52	100	76	84	115	127	97	88	82	88	64	41	39	40	48	45	35	6	16	10	3	10	18	11	4	4	3	3	4	0	5	6	30	11	12	2					
		5.68%	3.92%	3.02%	3.81%	4.60%	3.19%	4.70%	5.84%	5.50%	3.54%	3.09%	3.89%	8.46%	5.47%	5.53%	4.26%	8.01%	4.21%	5.73%	4.86%	5.12%	5.20%	5.52%	6.29%	6.45%	5.72%	5.50%	4.91%	4.49%	6.67%	7.20%	6.28%	5.01%	6.75%	9.79%	6.87%	7.41%	7.43%	5.97%	5.45%	6.02%	4.58%	5.51%	6.54%	5.16%	4.87%	6.84%	6.56%	6.80%	8.93%	10.40%	7.92%	9.31%	9.18%	10.35%	5.51%	4.28%	4.80%	4.38%	4.62%	5.06%	3.03%	5.17%	2.19%	4.27%	2.50%	3.72%	2.62%	2.24%	4.21%	2.09%	1.27%	8.57%	3.81%	0.00%	4.07%	2.47%	5.01%	1.33%	2.94%	3.92%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21316	335	273	222	163	320	289	303	344	390	214	203	294	247	310	184	364	316	370	65	124	200	331	436	301	205	168	336	312	315	314	241	449	313	228	370	345	320	184	335	336	534	459	326	356	367	453	372	402	390	379	363	313	237	254	419	288	267	388	356	306	515	44	306	89	52	87	211	175	47	119	105	16	35	52	61	104	198	354	130	18					
		33.04%	33.63%	34.34%	33.79%	35.67%	32.96%	31.62%	29.50%	32.09%	32.83%	34.80%	30.39%	30.69%	30.05%	31.16%	35.66%	32.76%	36.92%	31.62%	35.14%	37.35%	38.54%	30.48%	33.46%	28.99%	28.59%	31.88%	30.57%	30.47%	28.00%	29.73%	28.02%	35.13%	34.62%	26.89%	30.60%	35.03%	33.51%	35.45%	33.80%	29.76%	34.92%	33.26%	29.21%	32.81%	34.40%	30.96%	32.12%	32.55%	30.28%	31.04%	29.63%	33.12%	26.54%	29.88%	36.09%	30.06%	32.88%	42.50%	34.26%	34.42%	44.59%	37.93%	41.98%	38.03%	43.33%	32.34%	30.67%	35.57%	49.47%	62.30%	44.30%	45.71%	33.33%	55.91%	49.59%	42.80%	33.06%	42.65%	31.86%	35.29%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	503	3	6	3	2	6	5	8	9	11	3	2	15	8	9	8	8	5	8	3	3	2	7	12	14	3	4	8	7	11	6	11	11	7	10	13	7	8	3	8	8	4	14	5	14	9	14	9	9	13	9	12	7	8	7	11	6	5	12	2	4	4	1	1	0	0	1	6	3	1	1	6	0	2	0	2	1	5	8	2	0					
		0.78%	0.30%	0.75%	0.46%	0.44%	0.62%	0.55%	0.78%	0.84%	0.93%	0.49%	0.30%	1.57%	0.97%	0.90%	1.55%	0.72%	0.58%	0.68%	1.62%	0.90%	0.39%	0.64%	0.92%	1.35%	0.42%	0.76%	0.73%	0.68%	0.98%	0.57%	1.28%	0.86%	0.77%	1.18%	1.08%	0.71%	0.84%	0.58%	0.81%	0.71%	0.26%	1.01%	0.45%	1.29%	0.84%	0.96%	0.78%	0.73%	1.01%	0.74%	0.98%	0.74%	0.90%	0.82%	0.95%	0.63%	0.62%	1.31%	0.19%	0.45%	0.35%	0.86%	0.14%	0.00%	0.00%	0.37%	0.87%	0.61%	1.05%	0.52%	2.53%	0.00%	1.90%	0.00%	1.63%	0.41%	0.83%	0.96%	0.49%	0.00%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
