Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Доволенская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №2020									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	355	11	10	10	25	35	35	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	126	0	1	0	8	21	4	11	2	0	0	0	0	3	10	2	8	2	5	1	0	10	10	1	3	10	10	0	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	94	1	2	2	3	13	10	5	3	3	2	3	2	2	3	2	3	2	3	3	2	4	3	3	3	4	3	2	3	0									
14	Число погашенных неиспользованных открепительных удостоверений	229	11	9	10	17	14	31	9	8	10	10	10	10	7	0	8	2	8	5	9	10	0	0	9	7	0	0	10	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	44	1	0	0	6	16	7	12	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	234	7	7	2	25	13	25	32	0	1	38	6	1	7	15	2	1	4	2	7	0	14	1	7	0	3	9	1	4	0									
		4.00%	2.36%	3.91%	3.03%	7.33%	2.13%	4.73%	6.31%	0.00%	1.27%	49.35%	2.31%	1.56%	3.52%	3.46%	1.32%	1.45%	4.17%	2.08%	2.44%	0.00%	5.13%	1.85%	2.86%	0.00%	1.38%	4.23%	0.55%	4.08%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	252	17	9	2	13	23	16	26	6	5	1	12	1	10	18	7	2	3	4	16	1	15	2	19	1	10	6	4	2	1									
		4.31%	5.74%	5.03%	3.03%	3.81%	3.77%	3.02%	5.13%	9.38%	6.33%	1.30%	4.62%	1.56%	5.03%	4.16%	4.61%	2.90%	3.13%	4.17%	5.57%	1.72%	5.49%	3.70%	7.76%	1.25%	4.59%	2.82%	2.21%	2.04%	4.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	103	3	5	0	5	19	8	8	0	2	0	2	0	3	10	1	0	1	0	12	0	4	0	7	2	4	2	2	3	0									
		1.76%	1.01%	2.79%	0.00%	1.47%	3.11%	1.51%	1.58%	0.00%	2.53%	0.00%	0.77%	0.00%	1.51%	2.31%	0.66%	0.00%	1.04%	0.00%	4.18%	0.00%	1.47%	0.00%	2.86%	2.50%	1.83%	0.94%	1.10%	3.06%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2462	145	63	39	114	253	232	178	26	19	23	117	38	99	198	67	25	41	52	102	23	88	18	80	59	96	108	100	47	12									
		42.09%	48.99%	35.20%	59.09%	33.43%	41.48%	43.86%	35.11%	40.63%	24.05%	29.87%	45.00%	59.38%	49.75%	45.73%	44.08%	36.23%	42.71%	54.17%	35.54%	39.66%	32.23%	33.33%	32.65%	73.75%	44.04%	50.70%	55.25%	47.96%	48.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	0	0	0	1	3	6	2	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	2	0	1	1	0	1	0									
		0.39%	0.00%	0.00%	0.00%	0.29%	0.49%	1.13%	0.39%	1.56%	0.00%	0.00%	0.38%	0.00%	0.50%	0.00%	0.00%	1.45%	1.04%	1.04%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.46%	0.47%	0.00%	1.02%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	3	0	0	1	1	2	1	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0									
		0.26%	1.01%	0.00%	0.00%	0.29%	0.16%	0.38%	0.20%	0.00%	0.00%	0.00%	0.38%	1.56%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.41%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1298	62	26	11	87	111	103	99	24	18	9	70	17	41	78	27	31	25	19	64	16	73	25	64	13	55	51	44	28	7									
		22.19%	20.95%	14.53%	16.67%	25.51%	18.20%	19.47%	19.53%	37.50%	22.78%	11.69%	26.92%	26.56%	20.60%	18.01%	17.76%	44.93%	26.04%	19.79%	22.30%	27.59%	26.74%	46.30%	26.12%	16.25%	25.23%	23.94%	24.31%	28.57%	28.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	1	2	0	1	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0									
		0.22%	0.34%	1.12%	0.00%	0.29%	0.00%	0.00%	0.20%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.46%	0.00%	0.00%	1.02%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	16	0	0	0	2	1	2	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	3	0	0	0									
		0.27%	0.00%	0.00%	0.00%	0.59%	0.16%	0.38%	0.39%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	1.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	0	1	0	4	4	3	3	0	1	1	0	0	2	4	1	1	0	0	3	0	0	0	0	0	1	0	0	0	0									
		0.50%	0.00%	0.56%	0.00%	1.17%	0.66%	0.57%	0.59%	0.00%	1.27%	1.30%	0.00%	0.00%	1.01%	0.92%	0.66%	1.45%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1109	44	59	11	66	144	106	126	4	31	4	39	1	27	81	37	5	17	13	61	15	66	2	43	4	38	28	26	6	5									
		18.96%	14.86%	32.96%	16.67%	19.35%	23.61%	20.04%	24.85%	6.25%	39.24%	5.19%	15.00%	1.56%	13.57%	18.71%	24.34%	7.25%	17.71%	13.54%	21.25%	25.86%	24.18%	3.70%	17.55%	5.00%	17.43%	13.15%	14.36%	6.12%	20.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	0	1	0	2	3	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0									
		0.21%	0.00%	0.56%	0.00%	0.59%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.23%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.41%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	125	4	2	1	9	17	13	12	1	2	0	3	3	3	14	6	0	2	2	7	0	4	2	9	0	3	1	2	3	0									
		2.14%	1.35%	1.12%	1.52%	2.64%	2.79%	2.46%	2.37%	1.56%	2.53%	0.00%	1.15%	4.69%	1.51%	3.23%	3.95%	0.00%	2.08%	2.08%	2.44%	0.00%	1.47%	3.70%	3.67%	0.00%	1.38%	0.47%	1.10%	3.06%	0.00%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
