Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Серафимовичская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №3601	УИК №3602	УИК №3603	УИК №3604	УИК №3605	УИК №3606	УИК №3607	УИК №3608	УИК №3609	УИК №3610	УИК №3611	УИК №3612	УИК №3613	УИК №3614	УИК №3615	УИК №3616	УИК №3617	УИК №3618	УИК №3619	УИК №3620	УИК №3621	УИК №3622	УИК №3623	УИК №3624	УИК №3625	УИК №3626	УИК №3627	УИК №3628	УИК №3629	УИК №3630	УИК №3631	УИК №3632	УИК №3633	УИК №3634	УИК №3635	УИК №3636	УИК №3637	УИК №3638					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	30	0	1	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	1	4	2	5	7					
		0.28%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.37%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	1.18%	0.00%	0.37%	0.42%	0.29%	0.66%	0.70%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
