Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Благовещенская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	667	11	6	25	15	15	5	3	20	21	21	17	10	20	15	44	20	25	20	25	36	20	17	10	5	11	5	3	3	1	10	15	1	10	3	3	6	5	10	20	35	8	20	3	10	30	19	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	304	3	2	13	6	3	13	6	7	14	15	9	3	30	2	12	10	12	12	20	16	7	4	8	3	4	5	0	2	1	3	2	4	5	1	1	2	1	5	3	2	1	10	1	6	7	4	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	11	0	0	0	0	0	0	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	0	0	0	0	0	0	1	2	0	0	1	1	0	2	3	3	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	963	21	13	30	45	11	56	22	102	34	78	28	66	8	43	56	8	8	8	18	41	5	1	10	2	3	15	0	6	0	2	0	5	12	6	7	7	4	1	7	12	7	39	7	17	38	29	25	0					
		3.16%	2.03%	3.21%	5.08%	6.21%	1.02%	7.11%	11.64%	12.22%	4.13%	6.46%	4.49%	5.82%	0.74%	4.89%	3.75%	0.74%	0.44%	0.65%	1.68%	3.51%	1.08%	0.41%	1.28%	0.65%	0.82%	3.50%	0.00%	1.82%	0.00%	0.67%	0.00%	6.41%	1.03%	2.99%	6.14%	1.79%	1.59%	0.64%	2.51%	3.15%	3.85%	6.79%	3.40%	4.26%	2.09%	5.68%	10.87%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1506	31	29	63	79	71	79	26	73	47	81	57	78	22	23	89	10	31	32	39	80	9	1	56	14	13	18	1	3	0	5	1	8	34	10	13	11	7	3	30	19	7	43	21	35	33	51	12	8					
		4.95%	3.00%	7.16%	10.66%	10.90%	6.60%	10.03%	13.76%	8.74%	5.71%	6.71%	9.15%	6.88%	2.03%	2.62%	5.97%	0.92%	1.72%	2.59%	3.64%	6.86%	1.95%	0.41%	7.16%	4.55%	3.55%	4.21%	0.46%	0.91%	0.00%	1.67%	0.70%	10.26%	2.93%	4.98%	11.40%	2.82%	2.78%	1.91%	10.75%	4.99%	3.85%	7.49%	10.19%	8.77%	1.82%	9.98%	5.22%	1.50%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	117	0	4	0	7	5	5	1	7	3	9	1	6	6	4	8	0	1	0	14	3	1	1	0	1	0	5	0	5	0	1	0	0	2	0	1	1	0	0	0	2	0	4	1	4	2	2	0	0					
		0.38%	0.00%	0.99%	0.00%	0.97%	0.47%	0.63%	0.53%	0.84%	0.36%	0.75%	0.16%	0.53%	0.55%	0.46%	0.54%	0.00%	0.06%	0.00%	1.31%	0.26%	0.22%	0.41%	0.00%	0.32%	0.00%	1.17%	0.00%	1.52%	0.00%	0.33%	0.00%	0.00%	0.17%	0.00%	0.88%	0.26%	0.00%	0.00%	0.00%	0.52%	0.00%	0.70%	0.49%	1.00%	0.11%	0.39%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2189	51	31	49	77	72	88	23	108	73	95	69	125	50	73	254	88	101	53	65	74	16	1	36	13	23	31	8	17	6	25	3	8	41	9	5	5	6	5	26	15	4	53	12	20	69	75	33	5					
		7.19%	4.94%	7.65%	8.29%	10.62%	6.70%	11.17%	12.17%	12.93%	8.87%	7.87%	11.08%	11.02%	4.61%	8.30%	17.02%	8.12%	5.61%	4.29%	6.07%	6.34%	3.46%	0.41%	4.60%	4.22%	6.28%	7.24%	3.69%	5.17%	3.64%	8.33%	2.10%	10.26%	3.53%	4.48%	4.39%	1.28%	2.38%	3.18%	9.32%	3.94%	2.20%	9.23%	5.83%	5.01%	3.80%	14.68%	14.35%	0.94%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	168	0	0	6	7	1	9	3	9	4	20	9	11	7	7	12	0	1	1	5	24	1	1	6	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	4	0	7	2	1	1	2					
		0.55%	0.00%	0.00%	1.02%	0.97%	0.09%	1.14%	1.59%	1.08%	0.49%	1.66%	1.44%	0.97%	0.65%	0.80%	0.80%	0.00%	0.06%	0.08%	0.47%	2.06%	0.22%	0.41%	0.77%	0.00%	0.00%	0.47%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.09%	0.50%	0.00%	0.00%	0.00%	0.00%	0.36%	0.26%	0.00%	0.70%	0.00%	1.75%	0.11%	0.20%	0.43%	0.38%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	25163	929	320	434	504	899	541	114	525	651	916	447	833	979	625	1059	974	1657	1135	894	932	430	238	674	278	325	345	208	297	159	267	139	57	1068	175	86	363	233	148	213	332	164	428	163	314	1671	352	153	515					
		82.65%	90.02%	79.01%	73.43%	69.52%	83.63%	68.65%	60.32%	62.87%	79.10%	75.89%	71.75%	73.46%	90.31%	71.10%	70.98%	89.85%	92.00%	91.98%	83.55%	79.86%	93.07%	97.94%	86.19%	90.26%	88.80%	80.61%	95.85%	90.27%	96.36%	89.00%	97.20%	73.08%	92.07%	87.06%	75.44%	93.08%	92.46%	94.27%	76.34%	87.14%	90.11%	74.56%	79.13%	78.70%	91.96%	68.88%	66.52%	96.80%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	63	0	3	1	3	1	2	0	2	0	1	2	12	4	7	4	0	0	0	3	2	0	0	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	1	2	2	0	1	2					
		0.21%	0.00%	0.74%	0.17%	0.41%	0.09%	0.25%	0.00%	0.24%	0.00%	0.08%	0.32%	1.06%	0.37%	0.80%	0.27%	0.00%	0.00%	0.00%	0.28%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	1.75%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.49%	0.50%	0.11%	0.00%	0.43%	0.38%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
