Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Яковлевская																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	346	26	5	10	15	26	17	20	10	8	8	8	8	8	8	8	4	4	4	1	4	4	4	8	5	1	4	29	4	4	4	4	4	4	2	4	4	4	4	4	1	4	4	4	4	4	4	4	4	8	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	172	16	2	10	10	21	9	10	2	3	0	1	3	2	2	4	2	1	1	0	0	4	0	7	5	0	1	29	2	0	0	0	0	1	0	1	0	0	0	1	0	2	1	3	0	0	0	3	4	8	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	147	6	1	11	8	3	1	4	0	0	4	1	1	3	3	1	0	0	2	0	1	0	1	2	9	1	2	9	0	1	1	0	7	1	1	9	5	4	0	2	4	2	8	4	5	1	3	2	10	2	1					
14	Число погашенных открепительных удостоверений	174	10	3	0	5	5	8	10	8	5	8	7	5	6	6	4	2	3	3	1	4	0	4	1	0	1	3	0	2	4	4	4	4	3	2	3	4	4	4	3	1	2	3	1	4	4	4	1	0	0	1					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	"1. ""ЕДИНЕНИЕ"""	305	12	5	8	26	14	8	11	4	7	5	11	5	4	12	7	11	2	13	3	3	10	0	12	9	0	3	15	7	1	1	5	9	0	1	0	2	12	5	5	5	3	4	4	0	2	7	2	4	3	3					
		1.03%	0.67%	0.60%	0.55%	1.72%	0.87%	0.88%	0.86%	0.54%	0.80%	1.0%	0.98%	0.91%	0.46%	0.89%	1.59%	1.38%	1.12%	2.13%	4.10%	1.00%	1.22%	0.0%	2.02%	1.01%	0.0%	0.76%	2.30%	1.78%	0.64%	0.26%	2.22%	1.99%	0.0%	0.73%	0.0%	0.17%	1.62%	1.42%	5.20%	1.14%	2.29%	2.25%	0.98%	0.0%	1.01%	1.86%	0.38%	2.63%	0.38%	0.80%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	381	34	18	27	32	34	20	19	24	6	5	5	10	7	23	7	3	0	5	4	0	12	0	7	12	1	2	6	4	1	0	0	3	3	0	0	8	5	3	0	2	2	0	6	1	4	2	6	2	5	1					
		1.29%	1.90%	2.18%	1.85%	2.11%	2.11%	2.22%	1.49%	3.26%	0.69%	1.0%	0.44%	1.83%	0.81%	1.72%	1.59%	0.37%	0.0%	0.82%	5.47%	0.0%	1.47%	0.0%	1.18%	1.35%	0.96%	0.51%	0.92%	1.01%	0.64%	0.0%	0.0%	0.66%	1.40%	0.0%	0.0%	0.70%	0.67%	0.85%	0.0%	0.45%	1.52%	0.0%	1.47%	0.37%	2.02%	0.53%	1.16%	1.31%	0.63%	0.26%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1305	88	34	73	66	50	59	41	19	53	31	49	10	37	62	8	81	10	38	5	0	27	9	14	39	14	20	21	28	16	28	16	7	3	7	6	44	26	6	0	22	4	3	16	14	8	31	15	9	25	13					
		4.44%	4.94%	4.13%	5.02%	4.36%	3.11%	6.55%	3.23%	2.58%	6.12%	6.2%	4.38%	1.83%	4.28%	4.64%	1.82%	10.20%	5.64%	6.23%	6.84%	0.0%	3.31%	12.85%	2.36%	4.40%	13.46%	5.10%	3.23%	7.12%	10.25%	7.52%	7.11%	1.55%	1.40%	5.14%	6.81%	3.88%	3.51%	1.71%	0.0%	5.03%	3.05%	1.69%	3.92%	5.26%	4.04%	8.26%	2.91%	5.92%	3.19%	3.48%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	618	41	13	39	56	39	20	45	21	27	11	14	10	24	10	5	15	5	16	2	3	33	4	17	14	2	6	10	8	0	3	3	3	0	1	4	35	11	0	1	5	1	1	3	1	1	10	8	1	12	4					
		2.10%	2.30%	1.58%	2.68%	3.70%	2.42%	2.22%	3.54%	2.85%	3.11%	2.2%	1.25%	1.83%	2.78%	0.74%	1.14%	1.88%	2.82%	2.62%	2.73%	1.00%	4.04%	5.71%	2.86%	1.58%	1.92%	1.53%	1.53%	2.03%	0.0%	0.80%	1.33%	0.66%	0.0%	0.73%	4.54%	3.08%	1.48%	0.0%	1.04%	1.14%	0.76%	0.56%	0.73%	0.37%	0.50%	2.66%	1.55%	0.65%	1.53%	1.07%					
22	"5. ""За Русь Святую"""	180	35	4	12	6	6	2	4	2	2	1	1	2	2	6	3	6	0	1	3	0	4	0	4	6	2	2	8	5	2	1	1	7	1	1	0	7	6	0	0	0	0	1	4	1	3	0	3	2	7	4					
		0.61%	1.96%	0.48%	0.82%	0.39%	0.37%	0.22%	0.31%	0.27%	0.23%	0.2%	0.08%	0.36%	0.23%	0.44%	0.68%	0.75%	0.0%	0.16%	4.10%	0.0%	0.49%	0.0%	0.67%	0.67%	1.92%	0.51%	1.23%	1.27%	1.28%	0.26%	0.44%	1.55%	0.46%	0.73%	0.0%	0.61%	0.81%	0.0%	0.0%	0.0%	0.0%	0.56%	0.98%	0.37%	1.51%	0.0%	0.58%	1.31%	0.89%	1.07%					
23	"6. ""Объединенная Российская партия ""Русь"""	50	4	5	3	3	1	3	0	0	0	1	3	1	1	5	1	1	0	0	0	0	0	1	0	0	1	0	4	0	1	0	2	1	0	0	0	0	0	0	0	4	0	2	0	1	0	0	0	0	1	0					
		0.17%	0.22%	0.60%	0.20%	0.19%	0.06%	0.33%	0.0%	0.0%	0.0%	0.2%	0.26%	0.18%	0.11%	0.37%	0.22%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	1.42%	0.0%	0.0%	0.96%	0.0%	0.61%	0.0%	0.64%	0.0%	0.88%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.91%	0.0%	1.12%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	260	22	18	12	18	24	4	10	7	5	3	12	7	5	23	7	4	1	8	0	0	6	0	2	10	1	2	3	0	0	1	4	5	0	0	0	9	7	1	0	9	0	1	0	0	0	2	2	0	3	2					
		0.88%	1.23%	2.18%	0.82%	1.19%	1.49%	0.44%	0.78%	0.95%	0.57%	0.6%	1.07%	1.28%	0.57%	1.72%	1.59%	0.50%	0.56%	1.31%	0.0%	0.0%	0.73%	0.0%	0.33%	1.12%	0.96%	0.51%	0.46%	0.0%	0.0%	0.26%	1.77%	1.10%	0.0%	0.0%	0.0%	0.79%	0.94%	0.28%	0.0%	2.05%	0.0%	0.56%	0.0%	0.0%	0.0%	0.53%	0.38%	0.0%	0.38%	0.53%					
25	"8. ""Народно-республиканская партия России"""	38	2	3	1	2	0	0	0	0	0	0	1	1	3	1	1	0	2	5	3	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	4	1	0	1	1	0	0	2	0	0	0	0	0	0	0					
		0.12%	0.11%	0.36%	0.06%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.18%	0.34%	0.07%	0.22%	0.0%	1.12%	0.82%	4.10%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.35%	0.13%	0.0%	1.04%	0.22%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	94	5	12	2	5	9	5	12	3	3	1	1	5	7	5	1	0	1	1	0	0	0	0	1	3	0	0	0	0	0	0	0	1	2	5	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0					
		0.32%	0.28%	1.45%	0.13%	0.33%	0.56%	0.55%	0.94%	0.40%	0.34%	0.2%	0.08%	0.91%	0.81%	0.37%	0.22%	0.0%	0.56%	0.16%	0.0%	0.0%	0.0%	0.0%	0.16%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.93%	3.67%	0.0%	0.0%	0.0%	0.0%	1.04%	0.0%	0.76%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.65%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1724	58	43	52	29	51	20	23	9	38	11	81	52	81	102	37	75	21	29	4	31	46	17	29	23	3	20	46	25	8	26	9	41	2	3	7	132	90	37	15	35	13	7	14	23	8	29	31	52	75	11					
		5.86%	3.25%	5.23%	3.57%	1.91%	3.17%	2.22%	1.81%	1.22%	4.38%	2.2%	7.24%	9.55%	9.38%	7.64%	8.44%	9.44%	11.86%	4.76%	5.47%	10.36%	5.64%	24.28%	4.89%	2.59%	2.88%	5.10%	7.07%	6.36%	5.12%	6.98%	4.0%	9.09%	0.93%	2.20%	7.95%	11.64%	12.16%	10.57%	15.62%	8.00%	9.92%	3.95%	3.43%	8.64%	4.04%	7.73%	6.01%	34.21%	9.57%	2.94%					
28	"11. ""Истинные патриоты России"""	51	0	1	3	1	1	5	0	0	0	0	1	0	0	0	1	0	0	3	0	0	1	0	5	0	0	0	12	0	0	0	3	3	0	1	0	3	2	0	0	0	0	0	0	0	0	1	2	0	1	1					
		0.17%	0.0%	0.12%	0.20%	0.06%	0.06%	0.55%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.49%	0.0%	0.0%	0.12%	0.0%	0.84%	0.0%	0.0%	0.0%	1.84%	0.0%	0.0%	0.0%	1.33%	0.66%	0.0%	0.73%	0.0%	0.26%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.38%	0.0%	0.12%	0.26%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	333	11	8	21	17	24	7	19	4	13	6	17	5	10	16	4	6	1	10	0	0	10	1	14	6	2	4	11	6	1	2	0	6	0	0	1	34	5	1	0	0	0	3	5	3	1	2	4	1	7	4					
		1.13%	0.61%	0.97%	1.44%	1.12%	1.49%	0.77%	1.49%	0.54%	1.50%	1.2%	1.52%	0.91%	1.15%	1.19%	0.91%	0.75%	0.56%	1.64%	0.0%	0.0%	1.22%	1.42%	2.36%	0.67%	1.92%	1.02%	1.69%	1.52%	0.64%	0.53%	0.0%	1.33%	0.0%	0.0%	1.13%	2.99%	0.67%	0.28%	0.0%	0.0%	0.0%	1.69%	1.22%	1.12%	0.50%	0.53%	0.77%	0.65%	0.89%	1.07%					
30	"13. ""Демократическая партия России"""	71	3	0	1	5	1	5	3	2	1	4	1	2	4	5	1	1	0	1	1	0	4	0	4	2	0	3	3	2	0	0	1	0	0	0	0	5	0	0	0	1	0	0	1	1	0	1	0	0	2	0					
		0.24%	0.16%	0.0%	0.06%	0.33%	0.06%	0.55%	0.23%	0.27%	0.11%	0.8%	0.08%	0.36%	0.46%	0.37%	0.22%	0.12%	0.0%	0.16%	1.36%	0.0%	0.49%	0.0%	0.67%	0.22%	0.0%	0.76%	0.46%	0.50%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.24%	0.37%	0.0%	0.26%	0.0%	0.0%	0.25%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	53	1	3	2	1	0	0	2	0	2	1	3	0	3	0	2	1	0	2	0	0	2	0	4	1	1	0	3	0	0	0	3	3	2	0	0	1	3	0	0	1	0	3	0	1	0	0	0	1	1	0					
		0.18%	0.05%	0.36%	0.13%	0.06%	0.0%	0.0%	0.15%	0.0%	0.23%	0.2%	0.26%	0.0%	0.34%	0.0%	0.45%	0.12%	0.0%	0.32%	0.0%	0.0%	0.24%	0.0%	0.67%	0.11%	0.96%	0.0%	0.46%	0.0%	0.0%	0.0%	1.33%	0.66%	0.93%	0.0%	0.0%	0.08%	0.40%	0.0%	0.0%	0.22%	0.0%	1.69%	0.0%	0.37%	0.0%	0.0%	0.0%	0.65%	0.12%	0.0%					
32	"15. ""Партия СЛОН"""	36	5	3	5	1	3	0	1	0	0	0	3	1	3	2	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0					
		0.12%	0.28%	0.36%	0.34%	0.06%	0.18%	0.0%	0.07%	0.0%	0.0%	0.0%	0.26%	0.18%	0.34%	0.14%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.96%	0.25%	0.15%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2625	239	73	180	203	192	98	116	122	46	55	101	56	47	106	43	46	27	48	5	24	74	3	25	93	10	46	40	33	3	23	10	15	10	3	4	81	51	30	11	10	12	10	17	23	24	14	34	9	53	27					
		8.93%	13.41%	8.88%	12.37%	13.43%	11.96%	10.88%	9.14%	16.57%	5.31%	11.0%	9.03%	10.29%	5.44%	7.94%	9.81%	5.79%	15.25%	7.88%	6.84%	8.02%	9.07%	4.28%	4.21%	10.49%	9.61%	11.73%	6.15%	8.39%	1.92%	6.18%	4.44%	3.32%	4.67%	2.20%	4.54%	7.14%	6.89%	8.57%	11.45%	2.28%	9.16%	5.64%	4.16%	8.64%	12.12%	3.73%	6.60%	5.92%	6.76%	7.23%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	74	4	1	2	3	6	1	2	1	1	1	2	0	1	5	2	0	0	5	1	0	2	0	3	1	0	0	4	3	1	3	4	0	0	1	0	3	2	1	0	1	0	3	0	0	0	0	1	0	1	2					
		0.25%	0.22%	0.12%	0.13%	0.19%	0.37%	0.11%	0.15%	0.13%	0.11%	0.2%	0.17%	0.0%	0.11%	0.37%	0.45%	0.0%	0.0%	0.82%	1.36%	0.0%	0.24%	0.0%	0.50%	0.11%	0.0%	0.0%	0.61%	0.76%	0.64%	0.80%	1.77%	0.0%	0.0%	0.73%	0.0%	0.26%	0.27%	0.28%	0.0%	0.22%	0.0%	1.69%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.12%	0.53%					
35	"18. ""ЛДПР"""	3218	196	96	166	179	247	86	125	61	104	74	132	49	82	157	46	73	16	42	9	22	99	0	65	134	13	53	99	46	21	24	17	46	10	12	12	149	102	33	3	28	10	24	42	23	21	34	37	5	69	25					
		10.95%	11.00%	11.67%	11.41%	11.84%	15.38%	9.55%	9.85%	8.28%	12.00%	14.8%	11.80%	9.00%	9.50%	11.76%	10.50%	9.19%	9.03%	6.89%	12.32%	7.35%	12.14%	0.0%	10.96%	15.12%	12.5%	13.52%	15.23%	11.70%	13.46%	6.45%	7.55%	10.19%	4.67%	8.82%	13.63%	13.13%	13.78%	9.42%	3.12%	6.40%	7.63%	13.55%	10.29%	8.64%	10.60%	9.06%	7.18%	3.28%	8.81%	6.70%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	476	40	19	27	23	21	12	17	18	16	4	22	6	11	26	8	9	1	10	0	6	13	2	7	18	2	7	19	1	1	8	3	5	2	1	4	18	15	1	2	4	2	3	8	4	1	4	9	1	11	4					
		1.62%	2.24%	2.31%	1.85%	1.52%	1.30%	1.33%	1.33%	2.44%	1.84%	0.8%	1.96%	1.10%	1.27%	1.94%	1.82%	1.13%	0.56%	1.64%	0.0%	2.00%	1.59%	2.85%	1.18%	2.03%	1.92%	1.78%	2.92%	0.25%	0.64%	2.15%	1.33%	1.10%	0.93%	0.73%	4.54%	1.58%	2.02%	0.28%	2.08%	0.91%	1.52%	1.69%	1.96%	1.50%	0.50%	1.06%	1.74%	0.65%	1.40%	1.07%					
37	"20. ""Политическая партия ""Единая Россия"""	11124	583	282	442	410	509	324	621	292	285	161	377	224	284	517	165	362	62	297	21	119	336	29	246	279	24	99	210	144	59	108	56	235	140	77	25	457	280	165	44	254	60	70	218	107	81	153	245	31	396	159					
		37.87%	32.73%	34.30%	30.39%	27.13%	31.71%	36.0%	48.93%	39.67%	32.90%	32.2%	33.72%	41.17%	32.90%	38.72%	37.67%	45.59%	35.02%	48.76%	28.76%	39.79%	41.22%	41.42%	41.48%	31.48%	23.07%	25.25%	32.30%	36.64%	37.82%	29.03%	24.88%	52.10%	65.42%	56.61%	28.40%	40.29%	37.83%	47.14%	45.83%	58.12%	45.80%	39.54%	53.43%	40.22%	40.90%	40.8%	47.57%	20.39%	50.57%	42.62%					
38	"21. ""Российская Конституционно-демократическая партия"""	83	0	3	2	1	3	4	2	1	1	1	3	4	6	4	0	1	0	2	1	0	1	0	1	2	0	1	2	5	1	0	4	3	6	1	0	1	6	0	1	2	0	0	1	2	1	2	0	0	1	0					
		0.28%	0.0%	0.36%	0.13%	0.06%	0.18%	0.44%	0.15%	0.13%	0.11%	0.2%	0.26%	0.73%	0.69%	0.29%	0.0%	0.12%	0.0%	0.32%	1.36%	0.0%	0.12%	0.0%	0.16%	0.22%	0.0%	0.25%	0.30%	1.27%	0.64%	0.0%	1.77%	0.66%	2.80%	0.73%	0.0%	0.08%	0.81%	0.0%	1.04%	0.45%	0.0%	0.0%	0.24%	0.75%	0.50%	0.53%	0.0%	0.0%	0.12%	0.0%					
39	"22. ""Развитие предпринимательства"""	103	15	9	7	6	5	5	7	0	3	1	4	0	1	2	1	3	0	1	0	10	1	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	4	0	1	2	1	1	0	0	0	0	1	0	7	0					
		0.35%	0.84%	1.09%	0.48%	0.39%	0.31%	0.55%	0.55%	0.0%	0.34%	0.2%	0.35%	0.0%	0.11%	0.14%	0.22%	0.37%	0.0%	0.16%	0.0%	3.34%	0.12%	0.0%	0.16%	0.22%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	1.04%	0.45%	0.76%	0.56%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.89%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4117	291	113	293	289	233	150	115	103	157	87	167	60	166	161	52	45	21	40	9	62	84	2	82	125	13	72	66	59	19	114	70	48	30	13	20	101	57	49	9	31	15	21	26	46	24	48	78	24	65	92					
		14.01%	16.33%	13.74%	20.15%	19.12%	14.51%	16.66%	9.06%	13.99%	18.12%	17.4%	14.93%	11.02%	19.23%	12.05%	11.87%	5.66%	11.86%	6.56%	12.32%	20.73%	10.30%	2.85%	13.82%	14.10%	12.5%	18.36%	10.15%	15.01%	12.17%	30.64%	31.11%	10.64%	14.01%	9.55%	22.72%	8.90%	7.70%	14.0%	9.37%	7.09%	11.45%	11.86%	6.37%	17.29%	12.12%	12.8%	15.14%	15.78%	8.30%	24.66%					
																																																									
41	Против всех	1585	84	49	45	83	79	42	62	41	76	30	82	26	60	73	26	37	5	21	2	12	45	2	41	67	12	36	62	12	17	22	13	9	3	7	4	36	45	9	1	18	4	9	36	10	18	28	30	4	32	18					
		5.39%	4.71%	5.96%	3.09%	5.49%	4.92%	4.66%	4.88%	5.57%	8.77%	6.0%	7.33%	4.77%	6.95%	5.46%	5.93%	4.65%	2.82%	3.44%	2.73%	4.01%	5.52%	2.85%	6.91%	7.56%	11.53%	9.18%	9.53%	3.05%	10.89%	5.91%	5.77%	1.99%	1.40%	5.14%	4.54%	3.17%	6.08%	2.57%	1.04%	4.11%	3.05%	5.08%	8.82%	3.75%	9.09%	7.46%	5.82%	2.63%	4.08%	4.82%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
