Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
"Наименование Избирательной комиссии:    Прокопьевск, Рудничная"																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	471	17	29	13	39	23	13	27	15	20	18	20	21	15	31	17	20	11	20	12	17	10	18	16	14	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	118	3	3	2	6	2	4	8	2	9	15	2	2	15	0	1	1	2	0	8	6	6	3	9	4	5									
14	Число погашенных неиспользованных открепительных удостоверений	99	3	6	2	2	3	2	8	5	11	1	0	6	5	0	4	6	9	4	3	3	5	2	3	6	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	3	2	3	2	0	1	2	2	0	1	2	0	0	1	1	0	3	2	0	0	0	3	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	439	18	12	13	29	24	14	9	22	23	17	23	15	18	21	19	13	21	3	11	20	23	23	14	15	19									
		0.89%	0.96%	0.52%	1.18%	1.18%	1.02%	0.83%	0.47%	1.11%	0.95%	1.02%	1.15%	0.73%	0.93%	0.88%	1.10%	0.62%	1.10%	0.14%	0.60%	0.92%	1.28%	1.20%	0.69%	0.75%	1.32%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1140	49	37	25	60	63	42	47	40	71	72	59	44	35	37	50	61	29	2	48	47	37	46	55	55	29									
		2.32%	2.61%	1.59%	2.28%	2.44%	2.68%	2.50%	2.47%	2.01%	2.93%	4.33%	2.96%	2.16%	1.82%	1.56%	2.88%	2.91%	1.52%	0.09%	2.62%	2.17%	2.05%	2.40%	2.72%	2.74%	2.01%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	773	23	19	19	43	65	28	35	34	36	28	35	27	19	36	37	36	37	1	24	31	38	26	35	43	18									
		1.57%	1.23%	0.82%	1.73%	1.75%	2.76%	1.67%	1.84%	1.71%	1.48%	1.68%	1.76%	1.32%	0.99%	1.52%	2.13%	1.72%	1.94%	0.05%	1.31%	1.43%	2.11%	1.36%	1.73%	2.14%	1.25%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	36318	1403	1817	804	1831	1554	1224	1389	1497	1761	1153	1460	1444	1525	1710	1221	1442	1365	2072	1388	1637	1244	1444	1425	1419	1089									
		73.81%	74.87%	78.25%	73.22%	74.34%	66.04%	72.90%	72.91%	75.30%	72.59%	69.33%	73.26%	70.75%	79.14%	72.06%	70.42%	68.73%	71.54%	95.35%	75.81%	75.68%	69.03%	75.29%	70.37%	70.67%	75.52%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	280	14	16	12	14	23	9	4	6	11	16	7	8	7	16	9	8	21	7	8	10	12	10	10	13	9									
		0.57%	0.75%	0.69%	1.09%	0.57%	0.98%	0.54%	0.21%	0.30%	0.45%	0.96%	0.35%	0.39%	0.36%	0.67%	0.52%	0.38%	1.10%	0.32%	0.44%	0.46%	0.67%	0.52%	0.49%	0.65%	0.62%									
24	"6. Политическая партия ""Гражданская Платформа"""	81	3	1	5	1	11	2	4	5	4	3	1	2	2	1	1	1	4	2	5	3	3	4	2	11	0									
		0.16%	0.16%	0.04%	0.46%	0.04%	0.47%	0.12%	0.21%	0.25%	0.16%	0.18%	0.05%	0.10%	0.10%	0.04%	0.06%	0.05%	0.21%	0.09%	0.27%	0.14%	0.17%	0.21%	0.10%	0.55%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5620	209	281	118	290	377	204	246	205	285	216	238	270	170	286	235	246	210	29	184	231	222	205	262	252	149									
		11.42%	11.15%	12.10%	10.75%	11.77%	16.02%	12.15%	12.91%	10.31%	11.75%	12.99%	11.94%	13.23%	8.82%	12.05%	13.55%	11.73%	11.01%	1.33%	10.05%	10.68%	12.32%	10.69%	12.94%	12.55%	10.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	210	7	9	5	6	7	6	10	5	16	5	12	7	8	14	4	10	15	2	6	9	10	10	5	14	8									
		0.43%	0.37%	0.39%	0.46%	0.24%	0.30%	0.36%	0.52%	0.25%	0.66%	0.30%	0.60%	0.34%	0.42%	0.59%	0.23%	0.48%	0.79%	0.09%	0.33%	0.42%	0.55%	0.52%	0.25%	0.70%	0.55%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	218	16	7	5	12	18	8	9	6	9	17	9	3	5	14	9	8	10	2	4	11	16	5	6	6	3									
		0.44%	0.85%	0.30%	0.46%	0.49%	0.76%	0.48%	0.47%	0.30%	0.37%	1.02%	0.45%	0.15%	0.26%	0.59%	0.52%	0.38%	0.52%	0.09%	0.22%	0.51%	0.89%	0.26%	0.30%	0.30%	0.21%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	71	1	1	1	4	7	2	0	5	5	4	1	2	2	2	2	2	5	2	5	2	4	3	0	9	0									
		0.14%	0.05%	0.04%	0.09%	0.16%	0.30%	0.12%	0.00%	0.25%	0.21%	0.24%	0.05%	0.10%	0.10%	0.08%	0.12%	0.10%	0.26%	0.09%	0.27%	0.09%	0.22%	0.16%	0.00%	0.45%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	299	9	9	2	11	24	13	10	14	12	11	13	10	11	15	20	17	16	2	11	8	21	9	8	13	10									
		0.61%	0.48%	0.39%	0.18%	0.45%	1.02%	0.77%	0.52%	0.70%	0.49%	0.66%	0.65%	0.49%	0.57%	0.63%	1.15%	0.81%	0.84%	0.09%	0.60%	0.37%	1.17%	0.47%	0.40%	0.65%	0.69%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2019	65	66	62	83	91	72	72	73	95	54	72	106	75	130	66	114	107	31	70	91	94	81	114	64	71									
		4.10%	3.47%	2.84%	5.65%	3.37%	3.87%	4.29%	3.78%	3.67%	3.92%	3.25%	3.61%	5.19%	3.89%	5.48%	3.81%	5.43%	5.61%	1.43%	3.82%	4.21%	5.22%	4.22%	5.63%	3.19%	4.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	80	4	1	2	4	4	3	5	3	6	1	5	6	2	2	2	5	2	2	3	3	4	3	5	2	1									
		0.16%	0.21%	0.04%	0.18%	0.16%	0.17%	0.18%	0.26%	0.15%	0.25%	0.06%	0.25%	0.29%	0.10%	0.08%	0.12%	0.24%	0.10%	0.09%	0.16%	0.14%	0.22%	0.16%	0.25%	0.10%	0.07%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1440	50	38	20	66	74	42	50	49	77	52	58	87	40	72	54	133	63	15	57	49	67	47	74	78	28									
		2.93%	2.67%	1.64%	1.82%	2.68%	3.14%	2.50%	2.62%	2.46%	3.17%	3.13%	2.91%	4.26%	2.08%	3.03%	3.11%	6.34%	3.30%	0.69%	3.11%	2.27%	3.72%	2.45%	3.65%	3.88%	1.94%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
