Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Березовская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.16%	0.12%	0.12%	0.32%	0.07%	0.0%	0.30%	0.56%	0.45%	0.21%	0.21%					
27	"10. ""Аграрная партия России"""	189	4	7	13	16	8	22	32	13	10	3	2	10	11	8	30					
		1.64%	1.86%	2.69%	1.73%	2.13%	1.31%	2.74%	2.04%	1.06%	0.79%	0.40%	0.60%	1.13%	1.65%	1.69%	3.17%					
28	"11. ""Истинные патриоты России"""	14	0	0	0	3	0	1	0	4	4	0	0	1	0	0	1					
		0.12%	0.0%	0.0%	0.0%	0.40%	0.0%	0.12%	0.0%	0.32%	0.31%	0.0%	0.0%	0.11%	0.0%	0.0%	0.10%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	168	2	5	14	16	4	5	23	22	20	6	3	11	12	8	17					
		1.46%	0.93%	1.92%	1.86%	2.13%	0.65%	0.62%	1.46%	1.81%	1.59%	0.80%	0.91%	1.24%	1.80%	1.69%	1.79%					
30	"13. ""Демократическая партия России"""	31	0	0	2	0	2	1	2	4	7	0	1	1	2	3	6					
		0.27%	0.0%	0.0%	0.26%	0.0%	0.32%	0.12%	0.12%	0.32%	0.55%	0.0%	0.30%	0.11%	0.30%	0.63%	0.63%					
31	"14. ""Великая Россия - Евразийский Союз"""	19	0	0	1	3	0	3	2	1	1	2	1	0	2	1	2					
		0.16%	0.0%	0.0%	0.13%	0.40%	0.0%	0.37%	0.12%	0.08%	0.07%	0.26%	0.30%	0.0%	0.30%	0.21%	0.21%					
32	"15. ""Партия СЛОН"""	21	0	0	3	3	0	0	3	3	2	2	0	1	0	0	4					
		0.18%	0.0%	0.0%	0.39%	0.40%	0.0%	0.0%	0.19%	0.24%	0.15%	0.26%	0.0%	0.11%	0.0%	0.0%	0.42%					
33	"16. ""Родина"" (народно-патриотический союз)"""	547	5	4	37	49	49	47	88	71	59	20	6	43	12	8	49					
		4.77%	2.33%	1.53%	4.92%	6.54%	8.03%	5.86%	5.61%	5.84%	4.69%	2.67%	1.82%	4.86%	1.80%	1.69%	5.17%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	32	1	3	1	2	0	0	3	4	1	3	1	2	2	5	4					
		0.27%	0.46%	1.15%	0.13%	0.26%	0.0%	0.0%	0.19%	0.32%	0.07%	0.40%	0.30%	0.22%	0.30%	1.06%	0.42%					
35	"18. ""ЛДПР"""	1579	13	26	87	83	83	102	250	209	226	108	25	117	70	41	139					
		13.76%	6.07%	10.0%	11.58%	11.08%	13.60%	12.71%	15.96%	17.20%	17.97%	14.41%	7.62%	13.23%	10.52%	8.70%	14.69%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	148	0	4	12	3	7	7	14	12	21	9	3	15	7	16	18					
		1.29%	0.0%	1.53%	1.59%	0.40%	1.14%	0.87%	0.89%	0.98%	1.67%	1.20%	0.91%	1.69%	1.05%	3.39%	1.90%					
37	"20. ""Политическая партия ""Единая Россия"""	5936	133	164	351	362	294	347	843	599	660	417	243	473	362	255	433					
		51.76%	62.14%	63.07%	46.73%	48.33%	48.19%	43.26%	53.83%	49.30%	52.50%	55.67%	74.08%	53.50%	54.43%	54.14%	45.77%					
38	"21. ""Российская Конституционно-демократическая партия"""	28	1	1	2	0	1	1	6	2	2	2	1	1	0	0	8					
		0.24%	0.46%	0.38%	0.26%	0.0%	0.16%	0.12%	0.38%	0.16%	0.15%	0.26%	0.30%	0.11%	0.0%	0.0%	0.84%					
39	"22. ""Развитие предпринимательства"""	33	1	1	1	0	0	1	6	8	2	2	0	0	1	2	8					
		0.28%	0.46%	0.38%	0.13%	0.0%	0.0%	0.12%	0.38%	0.65%	0.15%	0.26%	0.0%	0.0%	0.15%	0.42%	0.84%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	583	6	10	47	45	43	62	98	63	55	22	10	29	10	35	48					
		5.08%	2.80%	3.84%	6.25%	6.00%	7.04%	7.73%	6.25%	5.18%	4.37%	2.93%	3.04%	3.28%	1.50%	7.43%	5.07%					
																						
41	Против всех	572	12	10	36	38	19	48	44	58	35	67	4	56	63	30	52					
		4.98%	5.60%	3.84%	4.79%	5.07%	3.11%	5.98%	2.80%	4.77%	2.78%	8.94%	1.21%	6.33%	9.47%	6.36%	5.49%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
