Выборы Президента Российской Федерации																																																						
																																																						
Наименование Избирательной комиссии:    Переволоцкая																																																						
																																																						
Итоги голосования 																																																						
																																																						
		Сумма	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385					
		1.71%	1.69%	2.22%	0.31%	0.00%	2.48%	3.23%	1.72%	0.76%	1.49%	2.97%	2.55%	2.12%	2.17%	0.00%	0.00%	0.44%	2.13%	0.00%	0.98%	2.24%	0.00%	2.27%	1.53%	0.72%	0.74%	1.63%	3.85%	0.00%	1.44%	2.68%	4.08%	2.63%	2.59%	6.25%	5.26%	1.11%	2.71%	1.13%	1.71%	3.19%	0.85%	1.25%	1.59%	1.02%	1.29%	2.42%	0.59%					
23	. Харитонов Николай Михайлович	4454	49	117	53	17	188	19	45	60	98	75	315	218	127	26	31	68	62	12	60	58	10	8	131	38	93	16	14	7	108	51	37	38	146	12	31	22	109	253	187	190	234	147	269	237	229	98	41					
		29.60%	27.53%	37.14%	16.31%	15.60%	46.65%	61.29%	38.79%	45.80%	20.90%	20.27%	50.16%	46.19%	46.01%	39.39%	81.58%	15.04%	32.98%	10.53%	29.41%	11.84%	11.24%	18.18%	33.42%	27.34%	11.43%	13.01%	10.77%	9.21%	19.46%	34.23%	25.17%	33.33%	29.14%	15.00%	18.13%	24.44%	32.83%	25.98%	40.04%	37.92%	33.24%	36.66%	38.87%	40.31%	29.59%	21.54%	24.26%					
																																																						
24	Против всех	286	2	5	10	0	13	0	0	2	3	15	16	2	10	0	1	7	0	0	8	5	0	1	5	2	8	0	2	0	9	1	1	2	16	2	0	3	7	6	10	10	20	10	22	12	20	16	2					
		1.90%	1.12%	1.59%	3.08%	0.00%	3.23%	0.00%	0.00%	1.53%	0.64%	4.05%	2.55%	0.42%	3.62%	0.00%	2.63%	1.55%	0.00%	0.00%	3.92%	1.02%	0.00%	2.27%	1.28%	1.44%	0.98%	0.00%	1.54%	0.00%	1.62%	0.67%	0.68%	1.75%	3.19%	2.50%	0.00%	3.33%	2.11%	0.62%	2.14%	2.00%	2.84%	2.49%	3.18%	2.04%	2.58%	3.52%	1.18%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
