Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																				
Дата голосования: 04.12.2011																																																																				
																																																																				
"Наименование Избирательной комиссии:    Рязань, Московская"																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2184	30	44	36	35	45	50	25	29	51	0	40	30	36	35	40	40	45	40	45	40	30	50	29	32	33	27	46	36	35	40	40	30	37	30	45	29	33	31	39	38	30	50	46	44	35	29	0	45	30	31	14	49	34	29	13	30	38	51	50	60	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2124	30	44	36	35	45	48	22	29	50	0	38	30	35	35	38	40	45	39	43	35	29	47	29	32	31	27	45	36	35	40	40	30	37	29	45	29	30	30	39	38	28	47	45	43	34	28	0	43	30	31	12	49	34	29	12	16	38	51	50	60	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1661	15	13	20	9	3	13	19	9	26	307	37	61	44	20	18	14	18	11	22	14	15	35	11	8	10	20	17	15	12	8	16	10	11	11	14	11	12	17	12	16	23	18	32	8	9	15	54	21	18	12	170	9	24	10	12	7	61	79	69	25	11					
14	Число погашенных неиспользованных открепительных удостоверений	59	0	0	0	0	0	2	3	0	1	0	2	0	1	0	2	0	0	1	2	5	1	3	0	0	2	0	1	0	0	0	0	0	0	1	0	0	3	1	0	0	1	3	1	1	1	1	0	2	0	0	2	0	0	0	1	14	0	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	1	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	4	0	0	0	1	0	0	0	0	2	0	0	0	0					
16	Число утраченных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	11263	161	201	189	197	155	163	175	157	210	122	209	236	202	222	164	207	236	188	153	142	153	165	181	144	159	169	155	211	239	157	201	193	155	152	206	223	223	239	230	195	266	238	258	212	170	208	46	236	188	199	152	214	219	147	81	111	178	201	193	169	138					
		15.86%	15.07%	14.64%	14.43%	16.23%	14.89%	15.51%	15.54%	17.39%	17.43%	12.47%	15.70%	16.79%	14.91%	16.13%	12.98%	17.53%	18.91%	15.28%	13.56%	14.50%	14.11%	15.36%	17.56%	13.87%	14.83%	15.43%	14.35%	16.75%	17.96%	12.12%	16.08%	16.89%	15.11%	16.61%	16.49%	17.09%	18.16%	18.29%	18.27%	17.91%	18.51%	16.71%	18.17%	17.10%	18.81%	19.35%	14.74%	15.61%	15.51%	15.56%	11.73%	18.85%	16.45%	14.76%	10.99%	13.93%	15.34%	16.26%	12.74%	14.80%	14.20%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	12182	193	253	250	253	189	181	191	132	216	128	214	244	190	244	235	214	205	233	196	189	200	199	177	174	201	189	181	199	225	224	234	171	172	146	220	220	189	186	197	185	214	212	217	210	162	164	50	261	215	207	193	187	281	178	117	112	206	208	356	210	183					
		17.15%	18.07%	18.43%	19.08%	20.84%	18.16%	17.22%	16.96%	14.62%	17.93%	13.09%	16.08%	17.35%	14.02%	17.73%	18.61%	18.12%	16.43%	18.94%	17.38%	19.31%	18.45%	18.53%	17.17%	16.76%	18.75%	17.26%	16.76%	15.79%	16.90%	17.30%	18.72%	14.96%	16.76%	15.96%	17.61%	16.86%	15.39%	14.23%	15.65%	16.99%	14.89%	14.89%	15.28%	16.94%	17.92%	15.26%	16.03%	17.26%	17.74%	16.18%	14.89%	16.48%	21.11%	17.87%	15.88%	14.05%	17.76%	16.83%	23.50%	18.39%	18.83%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	970	11	24	21	15	14	13	5	6	20	8	24	17	18	20	10	7	23	10	19	18	11	18	19	23	18	8	19	17	15	19	14	21	15	11	23	14	14	13	12	13	13	25	13	17	13	11	2	24	20	16	6	20	18	7	11	12	18	36	31	18	19					
		1.37%	1.03%	1.75%	1.60%	1.24%	1.34%	1.24%	0.44%	0.66%	1.66%	0.82%	1.80%	1.21%	1.33%	1.45%	0.79%	0.59%	1.84%	0.81%	1.68%	1.84%	1.01%	1.68%	1.84%	2.22%	1.68%	0.73%	1.76%	1.35%	1.13%	1.47%	1.12%	1.84%	1.46%	1.20%	1.84%	1.07%	1.14%	0.99%	0.95%	1.19%	0.90%	1.76%	0.92%	1.37%	1.44%	1.02%	0.64%	1.59%	1.65%	1.25%	0.46%	1.76%	1.35%	0.70%	1.49%	1.51%	1.55%	2.91%	2.05%	1.58%	1.95%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	21008	299	414	383	324	305	328	342	286	367	154	391	386	350	403	361	350	387	359	361	281	319	326	293	356	332	344	372	404	403	501	400	374	329	308	338	428	373	420	344	320	403	393	424	347	264	321	53	440	403	376	313	332	394	258	195	172	345	372	423	321	344					
		29.58%	27.99%	30.15%	29.24%	26.69%	29.30%	31.21%	30.37%	31.67%	30.46%	15.75%	29.38%	27.45%	25.83%	29.29%	28.58%	29.64%	31.01%	29.19%	32.00%	28.70%	29.43%	30.35%	28.42%	34.30%	30.97%	31.42%	34.44%	32.06%	30.28%	38.69%	32.00%	32.72%	32.07%	33.66%	27.06%	32.80%	30.37%	32.13%	27.32%	29.38%	28.04%	27.60%	29.86%	27.98%	29.20%	29.86%	16.99%	29.10%	33.25%	29.40%	24.15%	29.25%	29.60%	25.90%	26.46%	21.58%	29.74%	30.10%	27.92%	28.11%	35.39%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3329	41	61	29	47	43	34	36	34	55	20	62	49	53	81	49	71	49	64	65	59	70	64	34	44	40	47	47	60	58	63	40	46	45	46	56	68	53	54	62	53	88	68	106	67	55	63	6	94	68	82	51	79	73	72	50	35	47	58	52	30	33					
		4.69%	3.84%	4.44%	2.21%	3.87%	4.13%	3.24%	3.20%	3.77%	4.56%	2.04%	4.66%	3.49%	3.91%	5.89%	3.88%	6.01%	3.93%	5.20%	5.76%	6.03%	6.46%	5.96%	3.30%	4.24%	3.73%	4.29%	4.35%	4.76%	4.36%	4.86%	3.20%	4.02%	4.39%	5.03%	4.48%	5.21%	4.32%	4.13%	4.92%	4.87%	6.12%	4.78%	7.46%	5.40%	6.08%	5.86%	1.92%	6.22%	5.61%	6.41%	3.94%	6.96%	5.48%	7.23%	6.78%	4.39%	4.05%	4.69%	3.43%	2.63%	3.40%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20415	327	381	406	345	316	311	337	260	308	528	408	437	509	379	395	285	329	344	293	258	297	268	303	275	302	311	276	341	356	291	325	302	284	232	383	317	340	351	389	300	417	444	360	356	214	276	151	425	292	360	546	283	324	305	270	323	332	330	406	372	230					
		28.74%	30.62%	27.75%	30.99%	28.42%	30.36%	29.59%	29.93%	28.79%	25.56%	53.99%	30.65%	31.08%	37.56%	27.54%	31.27%	24.13%	26.36%	27.97%	25.98%	26.35%	27.40%	24.95%	29.39%	26.49%	28.17%	28.40%	25.56%	27.06%	26.75%	22.47%	26.00%	26.42%	27.68%	25.36%	30.66%	24.29%	27.69%	26.86%	30.90%	27.55%	29.02%	31.18%	25.35%	28.71%	23.67%	25.67%	48.40%	28.11%	24.09%	28.15%	42.13%	24.93%	24.34%	30.62%	36.64%	40.53%	28.62%	26.70%	26.80%	32.57%	23.66%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	651	11	19	15	9	3	5	11	8	5	5	4	5	7	7	10	18	5	16	20	14	13	14	14	8	4	6	12	10	15	9	23	20	10	12	6	10	11	14	6	6	15	15	14	12	12	12	1	14	9	18	11	8	7	11	4	6	14	13	19	10	6					
		0.92%	1.03%	1.38%	1.15%	0.74%	0.29%	0.48%	0.98%	0.89%	0.41%	0.51%	0.30%	0.36%	0.52%	0.51%	0.79%	1.52%	0.40%	1.30%	1.77%	1.43%	1.20%	1.30%	1.36%	0.77%	0.37%	0.55%	1.11%	0.79%	1.13%	0.69%	1.84%	1.75%	0.97%	1.31%	0.48%	0.77%	0.90%	1.07%	0.48%	0.55%	1.04%	1.05%	0.99%	0.97%	1.33%	1.12%	0.32%	0.93%	0.74%	1.41%	0.85%	0.70%	0.53%	1.10%	0.54%	0.75%	1.21%	1.05%	1.25%	0.88%	0.62%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
