Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Отрадненская																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №3801	УИК №3802	УИК №3803	УИК №3804	УИК №3805	УИК №3806	УИК №3807	УИК №3808	УИК №3809	УИК №3810	УИК №3811	УИК №3812	УИК №3813	УИК №3814	УИК №3815	УИК №3816	УИК №3817	УИК №3818	УИК №3819	УИК №3820	УИК №3821	УИК №3822	УИК №3823	УИК №3824	УИК №3825	УИК №3826	УИК №3827	УИК №3828	УИК №3829	УИК №3830	УИК №3831	УИК №3832	УИК №3833	УИК №3834	УИК №3835	УИК №3836	УИК №3837	УИК №3838	УИК №3839	УИК №3840	УИК №3841	УИК №3842	УИК №3843	УИК №3844	УИК №3845	УИК №3846	УИК №3847	УИК №3848	УИК №3849	УИК №3850	УИК №3851	УИК №3852	УИК №3853					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	499	10	10	10	10	10	10	10	10	9	9	9	9	9	10	10	10	10	9	9	9	9	9	10	9	9	9	10	9	9	9	9	10	10	9	9	9	9	10	10	9	10	10	10	9	9	9	9	10	9	9	9	9	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	86	1	1	8	5	3	2	1	1	0	0	7	0	0	2	2	7	2	0	0	0	5	0	1	1	0	0	3	0	1	2	0	1	6	0	0	0	0	4	3	0	0	3	2	1	0	9	1	0	0	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	64	4	0	3	8	2	0	0	1	2	1	0	0	0	1	0	0	0	0	1	0	0	1	1	2	0	1	12	0	0	1	0	6	4	0	0	1	0	0	2	1	2	2	1	0	0	2	1	0	0	0	1	0	0					
14	Число погашенных открепительных удостоверений	413	9	9	2	5	7	8	9	9	9	9	2	9	9	8	8	3	8	9	9	9	4	9	9	8	9	9	7	9	8	7	9	9	4	9	9	9	9	6	7	9	10	7	8	8	9	0	8	10	9	8	9	9	9					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	"1. ""ЕДИНЕНИЕ"""	270	11	2	5	6	6	8	10	10	9	2	5	0	0	10	9	8	1	2	2	3	6	9	2	2	0	1	13	5	5	3	6	10	5	0	2	7	5	7	13	3	2	11	4	9	0	4	4	5	8	9	1	0	0					
		0.99%	1.42%	0.16%	0.42%	0.51%	0.55%	0.64%	1.10%	1.32%	1.49%	1.94%	1.77%	0.0%	0.0%	1.19%	1.08%	1.05%	0.68%	0.65%	1.98%	1.31%	0.95%	2.91%	0.24%	0.49%	0.0%	0.76%	1.39%	0.77%	2.5%	0.79%	1.30%	1.31%	0.63%	0.0%	1.78%	4.37%	1.44%	0.70%	1.78%	2.04%	0.31%	1.09%	0.58%	4.28%	0.0%	0.71%	1.97%	0.71%	2.37%	2.56%	0.33%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	271	10	22	24	14	10	7	17	11	11	0	1	0	0	1	5	8	0	5	2	1	5	6	11	3	0	0	4	2	0	2	2	10	6	0	0	0	3	7	7	2	8	7	4	7	2	6	0	5	5	4	1	3	0					
		0.99%	1.29%	1.81%	2.03%	1.19%	0.92%	0.56%	1.88%	1.45%	1.82%	0.0%	0.35%	0.0%	0.0%	0.11%	0.60%	1.05%	0.0%	1.64%	1.98%	0.43%	0.79%	1.94%	1.35%	0.73%	0.0%	0.0%	0.43%	0.31%	0.0%	0.53%	0.43%	1.31%	0.76%	0.0%	0.0%	0.0%	0.86%	0.70%	0.96%	1.36%	1.25%	0.69%	0.58%	3.33%	0.94%	1.07%	0.0%	0.71%	1.48%	1.13%	0.33%	1.65%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	444	7	26	11	15	12	17	19	13	6	3	11	0	0	15	9	17	8	7	3	4	21	1	7	2	0	0	25	9	4	7	2	11	30	3	2	5	0	16	10	8	14	22	3	0	7	5	3	10	7	3	4	0	0					
		1.62%	0.90%	2.14%	0.93%	1.27%	1.10%	1.36%	2.10%	1.72%	0.99%	2.91%	3.91%	0.0%	0.0%	1.79%	1.08%	2.24%	5.44%	2.30%	2.97%	1.74%	3.32%	0.32%	0.86%	0.49%	0.0%	0.0%	2.68%	1.40%	2.0%	1.85%	0.43%	1.44%	3.82%	5.35%	1.78%	3.12%	0.0%	1.61%	1.37%	5.44%	2.19%	2.18%	0.43%	0.0%	3.31%	0.89%	1.47%	1.43%	2.07%	0.85%	1.33%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	348	7	20	32	39	19	12	16	14	31	0	7	0	0	11	3	11	0	0	10	0	8	5	4	2	1	0	11	2	1	1	0	6	10	5	1	0	2	18	7	1	6	11	2	1	1	1	0	2	2	2	2	0	1					
		1.27%	0.90%	1.65%	2.71%	3.32%	1.75%	0.96%	1.76%	1.85%	5.14%	0.0%	2.49%	0.0%	0.0%	1.31%	0.36%	1.45%	0.0%	0.0%	9.90%	0.0%	1.26%	1.61%	0.49%	0.49%	0.59%	0.0%	1.18%	0.31%	0.5%	0.26%	0.0%	0.78%	1.27%	8.92%	0.89%	0.0%	0.57%	1.82%	0.96%	0.68%	0.94%	1.09%	0.29%	0.47%	0.47%	0.17%	0.0%	0.28%	0.59%	0.56%	0.66%	0.0%	0.60%					
22	"5. ""За Русь Святую"""	194	11	16	4	12	7	8	1	22	7	0	5	0	0	6	0	9	1	0	1	0	3	3	0	0	0	0	4	3	0	0	9	4	0	1	0	0	1	5	5	5	3	12	4	2	0	8	2	4	2	2	0	2	0					
		0.71%	1.42%	1.32%	0.33%	1.02%	0.64%	0.64%	0.11%	2.91%	1.16%	0.0%	1.77%	0.0%	0.0%	0.71%	0.0%	1.18%	0.68%	0.0%	0.99%	0.0%	0.47%	0.97%	0.0%	0.0%	0.0%	0.0%	0.43%	0.46%	0.0%	0.0%	1.96%	0.52%	0.0%	1.78%	0.0%	0.0%	0.28%	0.50%	0.68%	3.40%	0.47%	1.19%	0.58%	0.95%	0.0%	1.43%	0.98%	0.57%	0.59%	0.56%	0.0%	1.10%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	61	1	3	0	5	1	1	2	2	1	1	0	0	0	0	0	4	0	1	0	0	1	0	5	0	0	0	1	4	0	1	0	2	1	0	0	0	2	2	1	0	4	8	1	0	1	0	0	2	2	0	1	0	0					
		0.22%	0.12%	0.24%	0.0%	0.42%	0.09%	0.08%	0.22%	0.26%	0.16%	0.97%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.32%	0.0%	0.0%	0.15%	0.0%	0.61%	0.0%	0.0%	0.0%	0.10%	0.62%	0.0%	0.26%	0.0%	0.26%	0.12%	0.0%	0.0%	0.0%	0.57%	0.20%	0.13%	0.0%	0.62%	0.79%	0.14%	0.0%	0.47%	0.0%	0.0%	0.28%	0.59%	0.0%	0.33%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	137	6	6	12	10	7	7	4	6	6	0	5	0	0	2	2	1	0	0	0	0	3	0	3	1	0	0	2	3	0	7	5	3	4	0	0	0	3	1	1	0	3	5	0	0	2	4	1	5	0	6	0	0	1					
		0.50%	0.77%	0.49%	1.01%	0.85%	0.64%	0.56%	0.44%	0.79%	0.99%	0.0%	1.77%	0.0%	0.0%	0.23%	0.24%	0.13%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.36%	0.24%	0.0%	0.0%	0.21%	0.46%	0.0%	1.85%	1.08%	0.39%	0.51%	0.0%	0.0%	0.0%	0.86%	0.10%	0.13%	0.0%	0.47%	0.49%	0.0%	0.0%	0.94%	0.71%	0.49%	0.71%	0.0%	1.70%	0.0%	0.0%	0.60%					
25	"8. ""Народно-республиканская партия России"""	63	6	3	0	2	2	1	0	1	2	0	4	0	0	0	0	2	0	2	0	2	2	2	3	1	0	0	0	1	0	0	1	2	2	0	0	1	0	1	3	1	2	2	3	0	0	1	2	0	2	0	3	1	0					
		0.23%	0.77%	0.24%	0.0%	0.17%	0.18%	0.08%	0.0%	0.13%	0.33%	0.0%	1.42%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.65%	0.0%	0.87%	0.31%	0.64%	0.36%	0.24%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.21%	0.26%	0.25%	0.0%	0.0%	0.62%	0.0%	0.10%	0.41%	0.68%	0.31%	0.19%	0.43%	0.0%	0.0%	0.17%	0.98%	0.0%	0.59%	0.0%	1.00%	0.55%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	60	1	4	4	2	0	0	5	0	4	0	0	0	0	0	0	4	0	1	0	0	3	0	4	4	0	0	0	0	0	0	0	1	7	0	2	0	0	4	1	2	1	1	3	0	0	0	1	0	0	1	0	0	0					
		0.22%	0.12%	0.33%	0.33%	0.17%	0.0%	0.0%	0.55%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.32%	0.0%	0.0%	0.47%	0.0%	0.49%	0.98%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.89%	0.0%	1.78%	0.0%	0.0%	0.40%	0.13%	1.36%	0.15%	0.09%	0.43%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1499	37	31	30	26	32	61	50	27	15	6	10	3	1	56	111	46	12	16	4	18	55	28	66	39	8	6	107	22	0	21	17	47	39	3	10	4	25	54	40	5	28	42	45	33	11	26	17	39	16	30	18	5	1					
		5.50%	4.79%	2.56%	2.54%	2.21%	2.95%	4.89%	5.53%	3.58%	2.48%	5.82%	3.55%	10.71%	5.55%	6.71%	13.34%	6.06%	8.16%	5.26%	3.96%	7.86%	8.71%	9.06%	8.12%	9.58%	4.73%	4.58%	11.50%	3.42%	0.0%	5.57%	3.70%	6.18%	4.97%	5.35%	8.92%	2.5%	7.20%	5.46%	5.49%	3.40%	4.39%	4.16%	6.59%	15.71%	5.21%	4.67%	8.37%	5.59%	4.74%	8.54%	6.02%	2.76%	0.60%					
28	"11. ""Истинные патриоты России"""	22	0	0	1	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	5	0	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0					
		0.08%	0.0%	0.0%	0.08%	0.0%	0.0%	0.08%	0.0%	0.13%	0.33%	0.0%	0.0%	0.0%	5.55%	0.0%	0.0%	0.0%	0.0%	0.0%	4.95%	0.0%	0.79%	0.0%	0.12%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.29%	0.28%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	205	8	13	10	17	8	5	5	3	5	1	2	0	0	4	4	13	0	6	0	2	2	1	2	3	3	2	9	7	0	1	4	9	4	0	0	1	0	3	8	0	0	8	2	1	3	7	2	4	4	4	5	0	0					
		0.75%	1.03%	1.07%	0.84%	1.45%	0.73%	0.40%	0.55%	0.39%	0.82%	0.97%	0.71%	0.0%	0.0%	0.47%	0.48%	1.71%	0.0%	1.97%	0.0%	0.87%	0.31%	0.32%	0.24%	0.73%	1.77%	1.52%	0.96%	1.09%	0.0%	0.26%	0.87%	1.18%	0.51%	0.0%	0.0%	0.62%	0.0%	0.30%	1.09%	0.0%	0.0%	0.79%	0.29%	0.47%	1.42%	1.25%	0.98%	0.57%	1.18%	1.13%	1.67%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	52	5	0	2	1	2	1	3	2	1	2	0	0	0	3	3	3	0	1	0	0	3	0	2	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	2	0	3	2	2	1	0	0	0	2	1	1	0	0	0					
		0.19%	0.64%	0.0%	0.16%	0.08%	0.18%	0.08%	0.33%	0.26%	0.16%	1.94%	0.0%	0.0%	0.0%	0.35%	0.36%	0.39%	0.0%	0.32%	0.0%	0.0%	0.47%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.13%	0.12%	0.0%	0.0%	0.62%	0.0%	0.0%	0.27%	0.0%	0.47%	0.19%	0.29%	0.47%	0.0%	0.0%	0.0%	0.28%	0.29%	0.28%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	52	0	2	0	1	4	1	0	1	0	1	1	0	0	1	3	0	0	0	0	1	2	1	0	1	0	1	4	0	0	0	0	1	1	0	0	0	0	1	1	10	0	3	1	0	0	0	1	4	0	3	0	1	0					
		0.19%	0.0%	0.16%	0.0%	0.08%	0.36%	0.08%	0.0%	0.13%	0.0%	0.97%	0.35%	0.0%	0.0%	0.11%	0.36%	0.0%	0.0%	0.0%	0.0%	0.43%	0.31%	0.32%	0.0%	0.24%	0.0%	0.76%	0.43%	0.0%	0.0%	0.0%	0.0%	0.13%	0.12%	0.0%	0.0%	0.0%	0.0%	0.10%	0.13%	6.80%	0.0%	0.29%	0.14%	0.0%	0.0%	0.0%	0.49%	0.57%	0.0%	0.85%	0.0%	0.55%	0.0%					
32	"15. ""Партия СЛОН"""	15	0	1	0	1	2	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0					
		0.05%	0.0%	0.08%	0.0%	0.08%	0.18%	0.24%	0.11%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.14%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2552	80	137	139	170	126	156	95	72	16	2	35	0	0	86	87	75	13	29	18	13	42	35	71	15	7	3	80	59	26	40	53	76	71	1	8	16	92	57	47	10	39	91	28	6	10	56	11	45	23	26	31	21	7					
		9.36%	10.36%	11.32%	11.77%	14.50%	11.63%	12.53%	10.50%	9.54%	2.65%	1.94%	12.45%	0.0%	0.0%	10.31%	10.45%	9.89%	8.84%	9.53%	17.82%	5.67%	6.65%	11.32%	8.74%	3.68%	4.14%	2.29%	8.60%	9.19%	13.0%	10.61%	11.54%	10.0%	9.05%	1.78%	7.14%	10.0%	26.51%	5.76%	6.45%	6.80%	6.12%	9.02%	4.10%	2.85%	4.73%	10.07%	5.41%	6.45%	6.82%	7.40%	10.36%	11.60%	4.26%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	99	6	4	2	3	4	9	1	5	1	0	3	0	0	2	3	4	0	1	0	4	2	0	1	0	0	0	2	4	3	0	0	1	2	0	1	4	2	1	2	0	5	2	4	0	3	0	0	3	2	2	1	0	0					
		0.36%	0.77%	0.33%	0.16%	0.25%	0.36%	0.72%	0.11%	0.66%	0.16%	0.0%	1.06%	0.0%	0.0%	0.23%	0.36%	0.52%	0.0%	0.32%	0.0%	1.74%	0.31%	0.0%	0.12%	0.0%	0.0%	0.0%	0.21%	0.62%	1.5%	0.0%	0.0%	0.13%	0.25%	0.0%	0.89%	2.5%	0.57%	0.10%	0.27%	0.0%	0.78%	0.19%	0.58%	0.0%	1.42%	0.0%	0.0%	0.43%	0.59%	0.56%	0.33%	0.0%	0.0%					
35	"18. ""ЛДПР"""	3541	62	125	136	109	161	154	104	116	63	12	47	2	4	105	93	86	23	33	11	54	83	35	94	56	46	23	168	65	13	84	87	79	108	8	16	35	39	160	126	4	92	143	65	27	32	74	26	75	48	34	55	21	20					
		12.99%	8.03%	10.33%	11.52%	9.30%	14.86%	12.36%	11.50%	15.38%	10.44%	11.65%	16.72%	7.14%	22.22%	12.58%	11.17%	11.34%	15.64%	10.85%	10.89%	23.58%	13.15%	11.32%	11.57%	13.75%	27.21%	17.55%	18.06%	10.12%	6.5%	22.28%	18.95%	10.39%	13.77%	14.28%	14.28%	21.87%	11.23%	16.19%	17.30%	2.72%	14.44%	14.18%	9.53%	12.85%	15.16%	13.30%	12.80%	10.76%	14.24%	9.68%	18.39%	11.60%	12.19%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	309	16	9	13	16	7	12	10	9	8	4	1	0	0	13	10	7	0	2	1	1	7	3	17	4	5	0	17	6	0	2	4	10	10	2	1	1	1	6	9	3	7	3	10	1	4	13	6	7	4	1	1	0	5					
		1.13%	2.07%	0.74%	1.10%	1.36%	0.64%	0.96%	1.10%	1.19%	1.32%	3.88%	0.35%	0.0%	0.0%	1.55%	1.20%	0.92%	0.0%	0.65%	0.99%	0.43%	1.10%	0.97%	2.09%	0.98%	2.95%	0.0%	1.82%	0.93%	0.0%	0.53%	0.87%	1.31%	1.27%	3.57%	0.89%	0.62%	0.28%	0.60%	1.23%	2.04%	1.09%	0.29%	1.46%	0.47%	1.89%	2.33%	2.95%	1.00%	1.18%	0.28%	0.33%	0.0%	3.04%					
37	"20. ""Политическая партия ""Единая Россия"""	9906	268	402	433	390	344	439	348	264	204	37	54	15	11	299	302	298	41	81	18	38	208	75	303	108	59	68	286	250	75	148	187	281	320	20	54	70	96	477	301	67	245	378	319	58	118	223	88	333	136	86	48	48	87					
		36.36%	34.71%	33.22%	36.69%	33.27%	31.76%	35.26%	38.49%	35.01%	33.83%	35.92%	19.21%	53.57%	61.11%	35.85%	36.29%	39.31%	27.89%	26.64%	17.82%	16.59%	32.96%	24.27%	37.31%	26.53%	34.91%	51.90%	30.75%	38.94%	37.5%	39.25%	40.74%	36.97%	40.81%	35.71%	48.21%	43.75%	27.66%	48.27%	41.34%	45.57%	38.46%	37.5%	46.77%	27.61%	55.92%	40.10%	43.34%	47.77%	40.35%	24.50%	16.05%	26.51%	53.04%					
38	"21. ""Российская Конституционно-демократическая партия"""	72	1	3	2	2	2	3	2	5	2	0	0	0	0	1	4	0	1	0	0	0	2	2	3	0	3	0	2	5	0	0	2	3	2	0	0	0	1	5	1	0	0	3	1	1	1	1	1	2	2	1	0	0	0					
		0.26%	0.12%	0.24%	0.16%	0.17%	0.18%	0.24%	0.22%	0.66%	0.33%	0.0%	0.0%	0.0%	0.0%	0.11%	0.48%	0.0%	0.68%	0.0%	0.0%	0.0%	0.31%	0.64%	0.36%	0.0%	1.77%	0.0%	0.21%	0.77%	0.0%	0.0%	0.43%	0.39%	0.25%	0.0%	0.0%	0.0%	0.28%	0.50%	0.13%	0.0%	0.0%	0.29%	0.14%	0.47%	0.47%	0.17%	0.49%	0.28%	0.59%	0.28%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	67	1	8	3	5	6	3	0	1	1	0	0	0	0	1	0	4	1	2	0	0	14	1	0	2	0	0	0	2	0	0	0	1	3	0	0	0	0	1	2	0	1	0	1	0	0	1	0	0	0	1	0	1	0					
		0.24%	0.12%	0.66%	0.25%	0.42%	0.55%	0.24%	0.0%	0.13%	0.16%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.52%	0.68%	0.65%	0.0%	0.0%	2.21%	0.32%	0.0%	0.49%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.13%	0.38%	0.0%	0.0%	0.0%	0.0%	0.10%	0.27%	0.0%	0.15%	0.0%	0.14%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.28%	0.0%	0.55%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5709	162	317	254	267	265	292	165	140	169	22	70	5	1	178	150	130	41	79	18	80	127	85	185	155	28	18	130	170	64	35	65	170	119	11	15	9	69	147	103	21	148	206	131	53	12	91	26	136	57	111	105	70	32					
		20.95%	20.98%	26.19%	21.52%	22.78%	24.46%	23.45%	18.25%	18.56%	28.02%	21.35%	24.91%	17.85%	5.55%	21.34%	18.02%	17.15%	27.89%	25.98%	17.82%	34.93%	20.12%	27.50%	22.78%	38.08%	16.56%	13.74%	13.97%	26.47%	32.0%	9.28%	14.16%	22.36%	15.17%	19.64%	13.39%	5.62%	19.88%	14.87%	14.14%	14.28%	23.23%	20.43%	19.20%	25.23%	5.68%	16.36%	12.80%	19.51%	16.91%	31.62%	35.11%	38.67%	19.51%					
																																																												
41	Против всех	953	42	56	52	52	50	43	31	18	23	10	14	3	0	26	22	25	2	23	8	8	27	8	24	7	9	9	53	14	8	15	15	21	27	0	0	3	6	14	19	3	14	31	32	8	2	14	5	11	1	9	22	4	10					
		3.49%	5.44%	4.62%	4.40%	4.43%	4.61%	3.45%	3.42%	2.38%	3.81%	9.70%	4.98%	10.71%	0.0%	3.11%	2.64%	3.29%	1.36%	7.56%	7.92%	3.49%	4.27%	2.58%	2.95%	1.71%	5.32%	6.87%	5.69%	2.18%	4.0%	3.97%	3.26%	2.76%	3.44%	0.0%	0.0%	1.87%	1.72%	1.41%	2.60%	2.04%	2.19%	3.07%	4.69%	3.80%	0.94%	2.51%	2.46%	1.57%	0.29%	2.56%	7.35%	2.20%	6.09%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
