Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																						
Дата голосования: 04.12.2011																																																																						
																																																																						
"Наименование Избирательной комиссии:    Ижевск, Октябрьская"																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1685	30	30	35	20	20	20	30	20	20	55	45	30	30	30	30	20	25	20	25	30	35	25	10	15	25	40	20	40	30	40	30	30	35	35	30	35	40	30	20	35	30	30	30	40	45	30	40	45	50	15	20	5	35	40	5	30	10	10	10	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1341	20	27	31	8	17	17	28	15	19	47	35	24	25	18	24	11	22	20	22	26	29	22	9	11	11	35	18	32	12	35	23	23	35	29	19	28	29	23	20	30	22	26	23	22	41	30	33	40	45	9	16	0	30	35	3	20	6	3	8	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1184	28	16	14	7	31	6	7	9	15	23	14	44	11	19	10	19	21	7	13	27	14	14	15	29	17	24	12	36	19	22	24	26	29	8	8	18	31	19	16	33	20	18	14	23	18	21	17	17	16	29	12	3	13	21	1	61	14	6	18	7	23	44	13					
14	Число погашенных неиспользованных открепительных удостоверений	344	10	3	4	12	3	3	2	5	1	8	10	6	5	12	6	9	3	0	3	4	6	3	1	4	14	5	2	8	18	5	7	7	0	6	11	7	11	7	0	5	8	4	7	18	4	0	7	5	5	6	4	5	5	5	2	10	4	7	2	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8067	153	156	142	167	136	128	172	128	166	117	137	158	151	166	189	133	79	135	121	196	182	183	55	122	127	111	79	75	83	184	158	160	169	188	78	173	217	201	115	161	176	144	108	201	216	232	125	201	157	30	84	1	121	207	10	151	29	37	51	4	15	3	13					
		13.15%	12.53%	11.82%	11.88%	15.74%	13.04%	11.47%	13.40%	13.03%	14.24%	10.74%	11.15%	13.49%	14.34%	13.38%	13.16%	14.70%	11.65%	13.17%	12.50%	14.55%	14.68%	14.26%	13.65%	15.50%	14.10%	13.09%	12.34%	10.47%	12.35%	12.37%	13.87%	15.04%	13.17%	14.71%	10.68%	12.40%	15.12%	15.93%	12.47%	12.97%	12.26%	15.21%	12.62%	13.18%	13.27%	15.10%	14.67%	13.36%	11.37%	8.52%	11.93%	1.79%	14.51%	12.04%	10.87%	12.54%	10.07%	13.41%	10.39%	6.67%	11.63%	3.66%	10.40%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9601	221	273	201	181	194	158	235	167	188	181	172	179	170	225	215	123	114	158	127	199	174	204	79	118	155	129	84	114	85	197	174	156	204	143	131	201	193	192	134	170	217	156	138	278	278	236	142	260	261	39	100	3	99	227	13	194	49	53	73	9	17	8	33					
		15.65%	18.10%	20.68%	16.82%	17.06%	18.60%	14.16%	18.30%	17.01%	16.12%	16.62%	13.99%	15.29%	16.14%	18.13%	14.97%	13.59%	16.81%	15.41%	13.12%	14.77%	14.03%	15.90%	19.60%	14.99%	17.20%	15.21%	13.13%	15.92%	12.65%	13.25%	15.28%	14.66%	15.90%	11.19%	17.95%	14.41%	13.45%	15.21%	14.53%	13.70%	15.11%	16.47%	16.12%	18.23%	17.08%	15.36%	16.67%	17.28%	18.90%	11.08%	14.20%	5.36%	11.87%	13.21%	14.13%	16.11%	17.01%	19.20%	14.87%	15.00%	13.18%	9.76%	26.40%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	3779	51	56	48	64	59	84	56	59	66	75	71	66	43	58	60	46	30	88	84	65	76	80	20	60	39	51	36	27	55	105	109	82	69	84	56	72	87	94	89	101	119	40	39	118	135	120	75	117	63	6	31	0	55	112	7	62	7	7	30	1	8	4	2					
		6.16%	4.18%	4.24%	4.02%	6.03%	5.66%	7.53%	4.36%	6.01%	5.66%	6.89%	5.78%	5.64%	4.08%	4.67%	4.18%	5.08%	4.42%	8.59%	8.68%	4.83%	6.13%	6.24%	4.96%	7.62%	4.33%	6.01%	5.63%	3.77%	8.18%	7.06%	9.57%	7.71%	5.38%	6.57%	7.67%	5.16%	6.06%	7.45%	9.65%	8.14%	8.29%	4.22%	4.56%	7.74%	8.29%	7.81%	8.80%	7.77%	4.56%	1.70%	4.40%	0.00%	6.59%	6.52%	7.61%	5.15%	2.43%	2.54%	6.11%	1.67%	6.20%	4.88%	1.60%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13075	253	245	230	183	193	200	250	170	236	208	268	252	227	243	295	185	132	211	191	271	261	242	90	185	192	214	183	139	158	359	253	218	269	315	125	315	319	278	232	259	333	200	176	301	376	350	204	340	348	56	179	3	186	440	9	250	43	39	133	7	26	10	17					
		21.32%	20.72%	18.56%	19.25%	17.25%	18.50%	17.92%	19.47%	17.31%	20.24%	19.10%	21.81%	21.52%	21.56%	19.58%	20.54%	20.44%	19.47%	20.59%	19.73%	20.12%	21.05%	18.86%	22.33%	23.51%	21.31%	25.24%	28.59%	19.41%	23.51%	24.14%	22.21%	20.49%	20.97%	24.65%	17.12%	22.58%	22.23%	22.03%	25.16%	20.87%	23.19%	21.12%	20.56%	19.74%	23.10%	22.79%	23.94%	22.59%	25.20%	15.91%	25.43%	5.36%	22.30%	25.60%	9.78%	20.76%	14.93%	14.13%	27.09%	11.67%	20.16%	12.20%	13.60%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3822	44	56	49	44	42	50	81	55	76	65	82	57	48	60	77	49	39	57	61	106	93	70	26	82	79	75	34	47	56	106	71	70	97	125	52	62	96	85	71	72	84	52	63	99	102	91	33	96	90	18	42	1	96	124	0	76	15	22	46	1	3	1	0					
		6.23%	3.60%	4.24%	4.10%	4.15%	4.03%	4.48%	6.31%	5.60%	6.52%	5.97%	6.67%	4.87%	4.56%	4.83%	5.36%	5.41%	5.75%	5.56%	6.30%	7.87%	7.50%	5.46%	6.45%	10.42%	8.77%	8.84%	5.31%	6.56%	8.33%	7.13%	6.23%	6.58%	7.56%	9.78%	7.12%	4.44%	6.69%	6.74%	7.70%	5.80%	5.85%	5.49%	7.36%	6.49%	6.27%	5.92%	3.87%	6.38%	6.52%	5.11%	5.97%	1.79%	11.51%	7.21%	0.00%	6.31%	5.21%	7.97%	9.37%	1.67%	2.33%	1.22%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21360	472	497	492	384	400	467	452	374	408	416	460	426	405	449	550	345	271	338	358	476	431	468	121	202	281	244	210	297	218	495	345	352	442	390	267	532	479	374	267	447	469	325	307	490	473	458	252	471	433	194	247	47	245	564	49	450	135	115	134	35	55	52	58					
		34.83%	38.66%	37.65%	41.17%	36.19%	38.35%	41.85%	35.20%	38.09%	34.99%	38.20%	37.43%	36.38%	38.46%	36.18%	38.30%	38.12%	39.97%	32.98%	36.98%	35.34%	34.76%	36.48%	30.02%	25.67%	31.19%	28.77%	32.81%	41.48%	32.44%	33.29%	30.29%	33.08%	34.45%	30.52%	36.58%	38.14%	33.38%	29.64%	28.96%	36.02%	32.66%	34.32%	35.86%	32.13%	29.05%	29.82%	29.58%	31.30%	31.35%	55.11%	35.09%	83.93%	29.38%	32.81%	53.26%	37.38%	46.88%	41.67%	27.29%	58.33%	42.64%	63.41%	46.40%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	647	12	12	12	16	7	8	12	9	12	14	11	11	9	9	14	11	8	16	14	13	9	11	4	9	12	10	8	5	8	13	8	14	10	15	12	22	16	18	8	6	11	10	12	18	20	22	4	20	9	5	7	0	16	21	0	9	3	2	5	0	3	0	2					
		1.05%	0.98%	0.91%	1.00%	1.51%	0.67%	0.72%	0.93%	0.92%	1.03%	1.29%	0.90%	0.94%	0.85%	0.73%	0.97%	1.22%	1.18%	1.56%	1.45%	0.97%	0.73%	0.86%	0.99%	1.14%	1.33%	1.18%	1.25%	0.70%	1.19%	0.87%	0.70%	1.32%	0.78%	1.17%	1.64%	1.58%	1.11%	1.43%	0.87%	0.48%	0.77%	1.06%	1.40%	1.18%	1.23%	1.43%	0.47%	1.33%	0.65%	1.42%	0.99%	0.00%	1.92%	1.22%	0.00%	0.75%	1.04%	0.72%	1.02%	0.00%	2.33%	0.00%	1.60%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
