Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
"Наименование Избирательной комиссии:    Грозный, Старопромысловская"																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №442	УИК №443	УИК №444									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	174	5	6	7	10	8	12	11	7	9	10	16	11	13	15	9	7	14	4									
		0.47%	0.33%	0.39%	0.29%	0.48%	0.34%	0.53%	0.47%	0.35%	0.38%	0.49%	0.76%	0.50%	0.67%	0.72%	0.44%	0.35%	0.60%	0.33%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	2	0	1	2	0	0	2	1	0	2	0	1	2	1	2	1	0	1									
		0.05%	0.13%	0.00%	0.04%	0.10%	0.00%	0.00%	0.09%	0.05%	0.00%	0.10%	0.00%	0.05%	0.10%	0.05%	0.10%	0.05%	0.00%	0.08%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	49	3	5	4	2	2	3	5	4	2	3	2	2	1	3	2	1	2	3									
		0.13%	0.20%	0.32%	0.17%	0.10%	0.09%	0.13%	0.21%	0.20%	0.08%	0.15%	0.10%	0.09%	0.05%	0.14%	0.10%	0.05%	0.09%	0.25%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	1	2	3	1	1	0	2	3	1	2	1	1	0	1	1	0	1	0									
		0.06%	0.07%	0.13%	0.13%	0.05%	0.04%	0.00%	0.09%	0.15%	0.04%	0.10%	0.05%	0.05%	0.00%	0.05%	0.05%	0.00%	0.04%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	18	2	1	1	2	0	2	1	0	3	0	2	0	1	0	0	1	0	2									
		0.05%	0.13%	0.06%	0.04%	0.10%	0.00%	0.09%	0.04%	0.00%	0.13%	0.00%	0.10%	0.00%	0.05%	0.00%	0.00%	0.05%	0.00%	0.16%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	8	1	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0									
		0.02%	0.07%	0.00%	0.04%	0.05%	0.00%	0.00%	0.00%	0.05%	0.00%	0.05%	0.00%	0.00%	0.05%	0.00%	0.05%	0.00%	0.04%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	161	7	11	9	12	14	7	14	9	6	12	9	14	8	6	7	5	6	5									
		0.44%	0.47%	0.71%	0.38%	0.58%	0.60%	0.31%	0.60%	0.45%	0.25%	0.59%	0.43%	0.64%	0.41%	0.29%	0.34%	0.25%	0.26%	0.41%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	557	12	29	39	38	31	44	15	21	39	31	21	22	12	34	28	55	61	25									
		1.52%	0.80%	1.88%	1.63%	1.84%	1.32%	1.94%	0.64%	1.05%	1.64%	1.53%	1.00%	1.00%	0.62%	1.64%	1.36%	2.75%	2.63%	2.06%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
