Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																					
Дата голосования: 04.12.2011																																																																					
																																																																					
Наименование Избирательной комиссии:    Усть-Лабинская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №5601	УИК №5602	УИК №5603	УИК №5604	УИК №5605	УИК №5606	УИК №5607	УИК №5608	УИК №5609	УИК №5610	УИК №5611	УИК №5612	УИК №5613	УИК №5614	УИК №5615	УИК №5616	УИК №5617	УИК №5618	УИК №5619	УИК №5620	УИК №5621	УИК №5622	УИК №5623	УИК №5624	УИК №5625	УИК №5626	УИК №5627	УИК №5628	УИК №5629	УИК №5630	УИК №5631	УИК №5632	УИК №5633	УИК №5634	УИК №5635	УИК №5636	УИК №5637	УИК №5638	УИК №5639	УИК №5640	УИК №5641	УИК №5642	УИК №5643	УИК №5644	УИК №5645	УИК №5646	УИК №5647	УИК №5648	УИК №5649	УИК №5650	УИК №5651	УИК №5652	УИК №5653	УИК №5654	УИК №5655	УИК №5656	УИК №5657	УИК №5658	УИК №5659	УИК №5660	УИК №5661	УИК №5662					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	44	0	2	1	1	2	0	1	1	1	1	0	1	0	5	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	2	2	3	0	2	0	0	0	0	0	0	1	1	0	2	1	3	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5510	76	214	154	122	139	138	94	138	100	90	142	88	85	162	86	215	99	154	137	9	65	112	18	41	15	97	24	23	29	94	40	78	87	127	62	100	132	110	71	20	16	100	115	63	116	95	123	68	52	97	135	26	41	120	51	10	88	63	129	47	80	88					
		10.34%	12.52%	10.89%	8.52%	10.95%	13.84%	12.29%	12.29%	14.87%	14.25%	11.92%	10.22%	8.83%	11.23%	12.83%	12.67%	12.99%	11.34%	11.54%	11.87%	2.24%	10.45%	9.73%	7.38%	9.13%	5.19%	9.71%	7.19%	6.67%	9.90%	12.65%	10.34%	10.77%	9.42%	13.79%	13.28%	10.19%	13.12%	10.03%	8.17%	12.99%	5.59%	9.16%	12.25%	8.22%	10.10%	10.56%	10.32%	7.74%	6.56%	9.27%	9.93%	14.44%	11.82%	13.13%	5.35%	5.13%	8.99%	4.87%	8.89%	8.61%	8.04%	11.49%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5487	71	163	86	140	180	144	19	116	106	35	149	74	81	161	80	205	81	182	172	5	46	158	35	66	31	127	25	19	32	77	32	104	71	155	74	123	133	153	87	27	32	100	94	78	14	105	76	126	45	83	172	39	56	28	41	13	126	74	116	68	49	127					
		10.30%	11.70%	8.29%	4.76%	12.57%	17.93%	12.82%	2.48%	12.50%	15.10%	4.64%	10.73%	7.42%	10.70%	12.75%	11.78%	12.39%	9.28%	13.64%	14.90%	1.25%	7.40%	13.73%	14.34%	14.70%	10.73%	12.71%	7.49%	5.51%	10.92%	10.36%	8.27%	14.36%	7.68%	16.83%	15.85%	12.54%	13.22%	13.95%	10.01%	17.53%	11.19%	9.16%	10.01%	10.18%	1.22%	11.67%	6.38%	14.35%	5.67%	7.93%	12.65%	21.67%	16.14%	3.06%	4.30%	6.67%	12.87%	5.72%	7.99%	12.45%	4.92%	16.58%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	558	16	17	13	12	12	6	7	12	8	8	20	11	6	14	7	41	12	16	20	0	4	24	1	6	2	15	4	6	5	15	4	3	12	11	3	11	9	15	3	0	1	6	10	2	2	12	2	15	4	10	11	1	4	0	5	1	3	11	25	4	9	9					
		1.05%	2.64%	0.86%	0.72%	1.08%	1.20%	0.53%	0.92%	1.29%	1.14%	1.06%	1.44%	1.10%	0.79%	1.11%	1.03%	2.48%	1.37%	1.20%	1.73%	0.00%	0.64%	2.09%	0.41%	1.34%	0.69%	1.50%	1.20%	1.74%	1.71%	2.02%	1.03%	0.41%	1.30%	1.19%	0.64%	1.12%	0.89%	1.37%	0.35%	0.00%	0.35%	0.55%	1.06%	0.26%	0.17%	1.33%	0.17%	1.71%	0.50%	0.96%	0.81%	0.56%	1.15%	0.00%	0.52%	0.51%	0.31%	0.85%	1.72%	0.73%	0.90%	1.17%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11702	177	382	285	308	273	225	210	252	165	205	279	284	137	326	126	374	159	343	269	23	139	239	70	61	12	213	76	85	69	217	52	156	216	173	76	302	256	292	132	21	63	268	221	192	281	196	241	227	89	221	314	22	91	165	100	21	205	271	239	116	365	135					
		21.96%	29.16%	19.43%	15.76%	27.65%	27.19%	20.04%	27.45%	27.16%	23.50%	27.15%	20.09%	28.49%	18.10%	25.81%	18.56%	22.60%	18.21%	25.71%	23.31%	5.74%	22.35%	20.76%	28.69%	13.59%	4.15%	21.32%	22.75%	24.64%	23.55%	29.21%	13.44%	21.55%	23.38%	18.78%	16.27%	30.78%	25.45%	26.62%	15.19%	13.64%	22.03%	24.54%	23.54%	25.07%	24.46%	21.78%	20.22%	25.85%	11.22%	21.13%	23.09%	12.22%	26.22%	18.05%	10.49%	10.77%	20.94%	20.96%	16.47%	21.25%	36.68%	17.62%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	726	4	36	32	22	13	20	5	22	26	11	31	9	14	27	21	32	24	36	22	1	3	28	4	1	1	15	4	0	3	11	3	9	16	18	6	4	8	15	2	0	7	11	10	2	3	19	3	12	0	2	11	4	0	2	7	0	17	15	8	7	13	14					
		1.36%	0.66%	1.83%	1.77%	1.97%	1.29%	1.78%	0.65%	2.37%	3.70%	1.46%	2.23%	0.90%	1.85%	2.14%	3.09%	1.93%	2.75%	2.70%	1.91%	0.25%	0.48%	2.43%	1.64%	0.22%	0.35%	1.50%	1.20%	0.00%	1.02%	1.48%	0.78%	1.24%	1.73%	1.95%	1.28%	0.41%	0.80%	1.37%	0.23%	0.00%	2.45%	1.01%	1.06%	0.26%	0.26%	2.11%	0.25%	1.37%	0.00%	0.19%	0.81%	2.22%	0.00%	0.22%	0.73%	0.00%	1.74%	1.16%	0.55%	1.28%	1.31%	1.83%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	28371	257	1097	1180	492	367	570	414	371	274	392	746	517	419	545	341	706	488	580	511	359	359	570	111	269	223	512	201	205	152	314	254	366	507	421	243	431	446	490	567	85	164	587	461	428	731	462	721	403	587	628	703	83	151	598	742	149	520	843	917	296	464	381					
		53.24%	42.34%	55.80%	65.27%	44.17%	36.55%	50.76%	54.12%	39.98%	39.03%	51.92%	53.71%	51.86%	55.35%	43.15%	50.22%	42.66%	55.90%	43.48%	44.28%	89.53%	57.72%	49.52%	45.49%	59.91%	77.16%	51.25%	60.18%	59.42%	51.88%	42.26%	65.63%	50.55%	54.87%	45.71%	52.03%	43.93%	44.33%	44.67%	65.25%	55.19%	57.34%	53.75%	49.09%	55.87%	63.62%	51.33%	60.49%	45.90%	74.02%	60.04%	51.69%	46.11%	43.52%	65.43%	77.86%	76.41%	53.12%	65.20%	63.20%	54.21%	46.63%	49.74%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	265	1	28	2	7	2	5	0	10	6	4	7	3	5	4	4	14	10	8	6	4	1	4	2	2	4	9	0	2	0	1	1	2	5	8	2	5	10	5	4	0	1	5	8	1	0	6	0	3	5	2	5	1	0	0	2	1	8	6	4	4	4	2					
		0.50%	0.16%	1.42%	0.11%	0.63%	0.20%	0.45%	0.00%	1.08%	0.85%	0.53%	0.50%	0.30%	0.66%	0.32%	0.59%	0.85%	1.15%	0.60%	0.52%	0.99%	0.16%	0.35%	0.82%	0.45%	1.38%	0.90%	0.00%	0.58%	0.00%	0.13%	0.26%	0.28%	0.54%	0.87%	0.43%	0.51%	0.99%	0.46%	0.46%	0.00%	0.35%	0.46%	0.85%	0.13%	0.00%	0.67%	0.00%	0.34%	0.63%	0.19%	0.37%	0.56%	0.00%	0.00%	0.21%	0.51%	0.82%	0.46%	0.28%	0.73%	0.40%	0.26%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
