Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Камышлинская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236					
		2.63%	0.0%	0.95%	1.42%	2.06%	2.22%	2.02%	2.29%	2.97%	2.68%	5.42%	4.33%	2.02%	5.82%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	21	0	2	0	3	1	5	0	2	4	0	1	2	1	0					
		0.34%	0.0%	0.95%	0.0%	0.68%	0.55%	0.72%	0.0%	0.22%	0.42%	0.0%	0.13%	0.67%	0.44%	0.0%					
35	"18. ""ЛДПР"""	302	17	1	17	21	5	30	36	47	23	7	55	8	20	15					
		4.97%	6.24%	0.47%	12.14%	4.82%	2.77%	4.32%	5.50%	5.38%	2.46%	3.16%	7.45%	2.69%	8.96%	7.42%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	59	1	4	1	8	2	13	8	7	5	1	5	2	2	0					
		0.97%	0.36%	1.91%	0.71%	1.83%	1.11%	1.87%	1.22%	0.80%	0.53%	0.45%	0.67%	0.67%	0.89%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	2627	173	152	66	171	47	272	229	416	295	56	338	176	112	124					
		43.28%	63.60%	72.72%	47.14%	39.31%	26.11%	39.24%	35.01%	47.65%	31.65%	25.33%	45.79%	59.25%	50.22%	61.38%					
38	"21. ""Российская Конституционно-демократическая партия"""	15	1	2	1	0	0	1	1	1	2	0	3	2	1	0					
		0.24%	0.36%	0.95%	0.71%	0.0%	0.0%	0.14%	0.15%	0.11%	0.21%	0.0%	0.40%	0.67%	0.44%	0.0%					
39	"22. ""Развитие предпринимательства"""	20	0	1	0	2	0	0	7	2	5	1	1	0	0	1					
		0.32%	0.0%	0.47%	0.0%	0.45%	0.0%	0.0%	1.07%	0.22%	0.53%	0.45%	0.13%	0.0%	0.0%	0.49%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1588	49	34	23	118	69	206	187	188	371	93	151	47	32	20					
		26.16%	18.01%	16.26%	16.42%	27.12%	38.33%	29.72%	28.59%	21.53%	39.80%	42.08%	20.46%	15.82%	14.34%	9.90%					
																					
41	Против всех	158	0	1	4	10	10	17	23	24	20	6	20	10	7	6					
		2.60%	0.0%	0.47%	2.85%	2.29%	5.55%	2.45%	3.51%	2.74%	2.14%	2.71%	2.71%	3.36%	3.13%	2.97%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
