13	"Число избирателей, проголосовавших по открепительным удостоверениям"	388	16	9	64	8	8	23	32	3	8	20	11	12	8	11	5	0	14	5	5	0	2	2	3	1	2	1	3	4	7	3	5	7	1	2	0	3	6	7	0	1	3	4	2	2	0	3	0	0	2	0	7	4	1	2	1	9	7	2	6	0	1	3	3	1	1	2					
14	Число неиспользованных открепительных удостоверений	198	13	0	11	12	7	20	0	5	7	9	8	0	15	0	3	0	0	0	0	0	2	0	0	3	0	0	2	10	7	10	4	5	2	4	2	0	4	0	0	0	0	2	5	0	3	3	0	0	3	2	1	0	0	0	0	2	5	2	0	0	3	0	0	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	101	4	2	1	0	4	3	2	1	0	1	7	5	1	4	5	0	0	3	1	0	0	1	1	0	3	1	1	0	1	3	0	0	0	0	2	4	7	3	3	1	0	3	5	0	0	1	0	0	0	0	6	1	0	0	1	1	0	0	1	4	0	1	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																									
18	Богданов Андрей Владимирович	359	11	8	21	15	13	17	20	3	7	27	14	13	9	6	9	19	2	4	4	1	2	0	0	0	0	6	0	5	9	2	10	8	1	5	0	6	7	3	1	0	4	4	3	0	1	6	1	1	0	1	14	8	1	2	1	1	1	2	2	6	2	4	2	3	1	0					
		1.31%	1.19%	1.36%	2.38%	2.42%	1.44%	2.24%	1.76%	1.28%	1.13%	2.81%	1.51%	1.68%	1.77%	0.94%	2.99%	7.22%	1.44%	0.75%	0.57%	1.23%	1.41%	0.00%	0.00%	0.00%	0.00%	1.31%	0.00%	0.83%	1.29%	0.44%	1.43%	1.29%	0.66%	2.35%	0.00%	0.95%	0.96%	0.85%	0.41%	0.00%	3.48%	0.97%	0.45%	0.00%	0.93%	1.34%	0.56%	0.72%	0.00%	0.83%	1.46%	1.56%	0.56%	0.38%	0.57%	0.50%	0.69%	0.74%	0.71%	0.72%	1.77%	0.95%	1.03%	0.73%	1.06%	0.00%					
19	Жириновский Владимир Вольфович	3335	102	69	167	87	120	89	159	29	82	116	117	118	59	78	43	18	18	58	79	9	21	24	17	10	6	51	16	86	101	57	75	102	22	18	9	80	120	45	14	5	20	59	63	7	11	38	16	16	24	8	121	50	19	42	17	24	31	22	26	57	10	46	24	48	9	31					
		12.19%	10.99%	11.73%	18.89%	14.01%	13.27%	11.73%	13.98%	12.34%	13.18%	12.07%	12.58%	15.25%	11.61%	12.21%	14.29%	6.84%	12.95%	10.86%	11.35%	11.11%	14.79%	12.57%	7.42%	11.63%	10.71%	11.16%	17.98%	14.33%	14.43%	12.67%	10.71%	16.43%	14.47%	8.45%	8.91%	12.62%	16.39%	12.71%	5.81%	8.33%	17.39%	14.32%	9.43%	8.75%	10.28%	8.46%	9.04%	11.59%	10.76%	6.67%	12.59%	9.73%	10.67%	7.92%	9.71%	11.94%	21.38%	8.12%	9.29%	6.88%	8.85%	10.93%	12.31%	11.71%	9.57%	12.86%					
20	Зюганов Геннадий Андреевич	4480	210	86	157	95	186	138	256	43	87	153	166	110	98	110	58	14	13	81	78	14	18	21	20	3	12	85	18	119	136	85	193	112	33	58	16	82	100	48	36	13	16	57	98	8	14	59	14	10	46	14	121	59	14	99	48	41	21	28	42	133	16	33	25	56	11	36					
		16.37%	22.63%	14.63%	17.76%	15.30%	20.58%	18.18%	22.52%	18.30%	13.99%	15.92%	17.85%	14.21%	19.29%	17.21%	19.27%	5.32%	9.35%	15.17%	11.21%	17.28%	12.68%	10.99%	8.73%	3.49%	21.43%	18.60%	20.22%	19.83%	19.43%	18.89%	27.57%	18.04%	21.71%	27.23%	15.84%	12.93%	13.66%	13.56%	14.94%	21.67%	13.91%	13.83%	14.67%	10.00%	13.08%	13.14%	7.91%	7.25%	20.63%	11.67%	12.59%	11.48%	7.87%	18.68%	27.43%	20.40%	14.48%	10.33%	15.00%	16.04%	14.16%	7.84%	12.82%	13.66%	11.70%	14.94%					
21	Медведев Дмитрий Анатольевич	18980	599	415	528	417	578	503	690	160	439	662	624	528	333	437	187	209	104	385	535	57	101	145	192	73	38	310	55	386	450	304	414	395	96	132	76	462	500	256	189	42	75	290	501	65	81	344	145	111	153	97	701	394	144	385	108	135	91	217	209	625	84	335	143	295	73	173					
		69.37%	64.55%	70.58%	59.73%	67.15%	63.94%	66.27%	60.69%	68.09%	70.58%	68.89%	67.10%	68.22%	65.55%	68.39%	62.13%	79.47%	74.82%	72.10%	76.87%	70.37%	71.13%	75.92%	83.84%	84.88%	67.86%	67.83%	61.80%	64.33%	64.29%	67.56%	59.14%	63.61%	63.16%	61.97%	75.25%	72.87%	68.31%	72.32%	78.42%	70.00%	65.22%	70.39%	75.00%	81.25%	75.70%	76.61%	81.92%	80.43%	68.61%	80.83%	72.94%	76.65%	80.90%	72.64%	61.71%	67.16%	62.76%	80.07%	74.64%	75.39%	74.34%	79.57%	73.33%	71.95%	77.66%	71.78%					
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
