Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
"Наименование Избирательной комиссии:    Самара, Железнодорожная"																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542	УИК №2543									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1050	20	20	40	40	45	45	20	20	20	30	35	25	20	30	20	20	20	20	20	25	20	25	20	40	20	20	35	25	20	20	20	20	20	20	25	35	25	25	20	20	20	20	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	821	14	12	40	33	38	41	10	17	16	26	27	19	19	28	18	14	13	8	13	25	19	23	20	40	18	12	23	20	11	10	11	11	6	17	24	29	25	19	14	17	8	13	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	523	22	10	13	10	12	6	14	13	11	6	2	15	10	12	14	6	4	2	14	16	3	5	3	10	37	8	4	9	9	6	7	11	9	16	11	5	12	4	42	3	7	18	72									
14	Число погашенных неиспользованных открепительных удостоверений	229	6	8	0	7	7	4	10	3	4	4	8	6	1	2	2	6	7	12	7	0	1	2	0	0	2	8	12	5	9	10	9	9	14	3	1	6	0	6	6	3	12	7	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	59	0	0	0	2	6	5	0	4	1	1	3	1	2	4	1	3	0	0	0	1	0	5	0	3	0	1	0	1	1	2	1	3	0	3	3	0	0	1	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	613	6	9	15	21	34	8	28	24	8	19	14	20	21	21	14	17	8	6	14	20	20	18	5	22	23	9	17	18	10	8	9	7	8	5	20	14	17	5	9	10	17	12	3									
		1.83%	0.93%	1.92%	1.34%	2.42%	3.89%	0.83%	3.00%	2.99%	1.25%	2.06%	1.65%	2.17%	2.37%	2.22%	1.57%	1.86%	1.32%	1.47%	1.77%	2.22%	2.00%	1.95%	0.68%	2.34%	2.88%	1.02%	2.29%	2.46%	1.40%	1.34%	1.88%	1.18%	1.51%	0.76%	2.27%	1.50%	2.05%	0.84%	0.94%	1.40%	2.08%	1.26%	3.95%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	957	20	16	31	25	22	35	24	24	21	20	26	21	24	39	25	26	15	13	24	31	35	36	18	24	16	18	19	21	27	8	14	24	22	23	29	23	17	20	23	16	24	16	2									
		2.86%	3.10%	3.42%	2.78%	2.89%	2.52%	3.62%	2.57%	2.99%	3.27%	2.17%	3.07%	2.28%	2.71%	4.12%	2.81%	2.85%	2.48%	3.19%	3.04%	3.44%	3.50%	3.90%	2.45%	2.55%	2.01%	2.04%	2.56%	2.86%	3.77%	1.34%	2.92%	4.06%	4.14%	3.48%	3.29%	2.47%	2.05%	3.36%	2.39%	2.24%	2.94%	1.68%	2.63%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	634	12	13	17	14	22	13	12	16	14	15	16	20	8	16	18	21	21	4	10	16	24	11	24	21	9	21	13	18	8	13	9	11	13	11	16	24	14	10	26	14	9	15	2									
		1.90%	1.86%	2.78%	1.52%	1.62%	2.52%	1.34%	1.29%	1.99%	2.18%	1.63%	1.89%	2.17%	0.90%	1.69%	2.02%	2.30%	3.47%	0.98%	1.27%	1.78%	2.40%	1.19%	3.27%	2.23%	1.13%	2.38%	1.75%	2.46%	1.12%	2.18%	1.88%	1.86%	2.45%	1.67%	1.81%	2.58%	1.68%	1.68%	2.71%	1.96%	1.10%	1.58%	2.63%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14713	356	225	534	348	336	435	384	337	255	386	382	421	366	356	376	375	209	208	324	362	419	394	319	432	379	435	347	295	311	243	205	274	217	280	368	398	395	290	433	343	411	520	30									
		44.02%	55.19%	48.08%	47.81%	40.18%	38.49%	44.98%	41.16%	42.02%	39.72%	41.82%	45.15%	45.61%	41.36%	37.63%	42.29%	41.12%	34.55%	50.98%	41.06%	40.18%	41.90%	42.69%	43.40%	45.91%	47.49%	49.21%	46.83%	40.25%	43.44%	40.84%	42.80%	46.36%	40.87%	42.42%	41.72%	42.75%	47.53%	48.66%	45.06%	47.97%	50.37%	54.74%	39.47%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	428	2	7	13	13	15	20	16	15	5	13	10	15	12	7	16	11	6	3	14	26	11	11	7	12	10	5	7	15	7	8	6	4	5	6	14	7	10	6	14	10	7	6	1									
		1.28%	0.31%	1.50%	1.16%	1.50%	1.72%	2.07%	1.71%	1.87%	0.78%	1.41%	1.18%	1.63%	1.36%	0.74%	1.80%	1.21%	0.99%	0.74%	1.77%	2.89%	1.10%	1.19%	0.95%	1.28%	1.25%	0.57%	0.94%	2.05%	0.98%	1.34%	1.25%	0.68%	0.94%	0.91%	1.59%	0.75%	1.20%	1.01%	1.46%	1.40%	0.86%	0.63%	1.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	197	6	6	10	5	8	5	2	8	4	6	3	8	8	5	4	7	4	1	7	9	6	8	3	5	2	6	5	6	1	4	3	4	4	1	3	3	9	0	4	2	1	1	0									
		0.59%	0.93%	1.28%	0.90%	0.58%	0.92%	0.52%	0.21%	0.99%	0.62%	0.65%	0.35%	0.87%	0.90%	0.53%	0.45%	0.77%	0.66%	0.25%	0.89%	0.99%	0.60%	0.87%	0.41%	0.53%	0.25%	0.68%	0.67%	0.82%	0.14%	0.67%	0.63%	0.68%	0.75%	0.15%	0.34%	0.32%	1.08%	0.00%	0.42%	0.28%	0.12%	0.11%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4545	100	64	166	119	93	120	131	106	76	115	100	127	113	132	122	134	107	54	93	98	127	112	114	129	109	144	98	77	110	86	66	84	79	81	127	129	120	77	135	98	119	141	13									
		13.60%	15.50%	13.68%	14.86%	13.74%	10.65%	12.41%	14.04%	13.22%	11.84%	12.46%	11.82%	13.76%	12.77%	13.95%	13.72%	14.69%	17.69%	13.24%	11.79%	10.88%	12.70%	12.13%	15.51%	13.71%	13.66%	16.29%	13.23%	10.50%	15.36%	14.45%	13.78%	14.21%	14.88%	12.27%	14.40%	13.86%	14.44%	12.92%	14.05%	13.71%	14.58%	14.84%	17.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	529	12	6	8	16	35	17	12	8	15	14	12	16	13	16	14	14	7	1	17	16	13	17	6	16	10	10	14	17	7	6	9	10	8	16	15	18	12	5	22	3	17	7	2									
		1.58%	1.86%	1.28%	0.72%	1.85%	4.01%	1.76%	1.29%	0.99%	2.34%	1.52%	1.42%	1.73%	1.47%	1.69%	1.57%	1.54%	1.16%	0.25%	2.15%	1.78%	1.30%	1.84%	0.82%	1.70%	1.25%	1.13%	1.89%	2.32%	0.98%	1.01%	1.88%	1.69%	1.51%	2.42%	1.70%	1.93%	1.44%	0.84%	2.29%	0.42%	2.08%	0.74%	2.63%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	540	8	3	17	12	24	16	22	14	19	18	14	12	23	21	16	17	12	6	11	19	21	18	15	7	10	11	8	12	6	9	3	9	7	13	15	12	11	9	19	8	9	3	1									
		1.62%	1.24%	0.64%	1.52%	1.39%	2.75%	1.65%	2.36%	1.75%	2.96%	1.95%	1.65%	1.30%	2.60%	2.22%	1.80%	1.86%	1.98%	1.47%	1.39%	2.11%	2.10%	1.95%	2.04%	0.74%	1.25%	1.24%	1.08%	1.64%	0.84%	1.51%	0.63%	1.52%	1.32%	1.97%	1.70%	1.29%	1.32%	1.51%	1.98%	1.12%	1.10%	0.32%	1.32%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	46	0	1	3	1	0	1	0	0	1	0	0	3	2	3	2	1	0	1	1	2	0	3	2	0	0	2	2	1	1	2	1	0	1	2	1	2	0	0	2	0	1	1	0									
		0.14%	0.00%	0.21%	0.27%	0.12%	0.00%	0.10%	0.00%	0.00%	0.16%	0.00%	0.00%	0.33%	0.23%	0.32%	0.22%	0.11%	0.00%	0.25%	0.13%	0.22%	0.00%	0.33%	0.27%	0.00%	0.00%	0.23%	0.27%	0.14%	0.14%	0.34%	0.21%	0.00%	0.19%	0.30%	0.11%	0.21%	0.00%	0.00%	0.21%	0.00%	0.12%	0.11%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1340	10	12	57	49	63	66	57	36	35	33	29	40	35	44	26	47	27	11	48	50	47	45	25	30	25	28	19	26	14	29	15	18	16	29	27	34	23	12	44	22	8	24	5									
		4.01%	1.55%	2.56%	5.10%	5.66%	7.22%	6.83%	6.11%	4.49%	5.45%	3.58%	3.43%	4.33%	3.95%	4.65%	2.92%	5.15%	4.46%	2.70%	6.08%	5.55%	4.70%	4.88%	3.40%	3.19%	3.13%	3.17%	2.56%	3.55%	1.96%	4.87%	3.13%	3.05%	3.01%	4.39%	3.06%	3.65%	2.77%	2.01%	4.58%	3.08%	0.98%	2.53%	6.58%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5719	61	68	160	176	143	156	163	155	144	187	164	140	180	177	170	151	132	59	158	153	192	138	108	153	144	129	110	125	127	110	89	80	101	117	163	174	140	103	144	106	135	123	11									
		17.11%	9.46%	14.53%	14.32%	20.32%	16.38%	16.13%	17.47%	19.33%	22.43%	20.26%	19.39%	15.17%	20.34%	18.71%	19.12%	16.56%	21.82%	14.46%	20.03%	16.98%	19.20%	14.95%	14.69%	16.26%	18.05%	14.59%	14.84%	17.05%	17.74%	18.49%	18.58%	13.54%	19.02%	17.73%	18.48%	18.69%	16.85%	17.28%	14.98%	14.83%	16.54%	12.95%	14.47%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	195	3	0	9	9	6	3	9	6	2	2	6	3	3	7	6	6	4	5	3	11	6	8	4	8	1	6	2	3	5	6	2	1	2	7	2	5	3	2	4	3	6	6	0									
		0.58%	0.47%	0.00%	0.81%	1.04%	0.69%	0.31%	0.96%	0.75%	0.31%	0.22%	0.71%	0.33%	0.34%	0.74%	0.67%	0.66%	0.66%	1.23%	0.38%	1.22%	0.60%	0.87%	0.54%	0.85%	0.13%	0.68%	0.27%	0.41%	0.70%	1.01%	0.42%	0.17%	0.38%	1.06%	0.23%	0.54%	0.36%	0.34%	0.42%	0.42%	0.74%	0.63%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1886	23	15	41	31	41	36	49	44	29	58	38	53	53	68	52	57	35	18	42	58	46	68	53	54	34	44	55	71	66	34	38	47	30	39	49	63	43	29	52	58	28	41	3									
		5.64%	3.57%	3.21%	3.67%	3.58%	4.70%	3.72%	5.25%	5.49%	4.52%	6.28%	4.49%	5.74%	5.99%	7.19%	5.85%	6.25%	5.79%	4.41%	5.32%	6.44%	4.60%	7.37%	7.21%	5.74%	4.26%	4.98%	7.42%	9.69%	9.22%	5.71%	7.93%	7.95%	5.65%	5.91%	5.56%	6.77%	5.17%	4.87%	5.41%	8.11%	3.43%	4.32%	3.95%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
