Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Кировская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	757	19	16	13	21	17	10	17	17	14	7	2	25	35	17	4	4	14	4	24	27	17	20	122	22	22	31	22	21	36	11	15	3	29	13	1	6	3	8	8	5	6	14	3	1	6	1	3	1									
		2.06%	2.41%	2.05%	1.82%	2.39%	2.16%	1.42%	2.07%	2.19%	2.52%	1.76%	1.72%	1.90%	4.44%	1.72%	1.10%	1.63%	3.99%	1.65%	1.94%	2.12%	1.29%	1.39%	9.78%	1.64%	1.65%	1.53%	1.02%	0.92%	1.44%	1.68%	2.33%	1.70%	2.88%	1.26%	1.47%	1.70%	0.86%	2.06%	3.31%	1.58%	1.63%	3.37%	1.20%	0.97%	3.87%	1.39%	1.56%	0.62%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	709	20	18	16	21	18	14	18	11	15	18	3	24	18	26	6	3	3	4	21	32	39	28	30	28	30	29	20	18	35	20	13	2	15	16	0	9	10	9	12	4	11	5	6	4	1	0	2	4									
		1.93%	2.54%	2.30%	2.23%	2.39%	2.29%	1.99%	2.19%	1.42%	2.70%	4.52%	2.59%	1.82%	2.28%	2.62%	1.65%	1.22%	0.85%	1.65%	1.70%	2.52%	2.97%	1.95%	2.40%	2.09%	2.25%	1.43%	0.92%	0.79%	1.40%	3.05%	2.02%	1.14%	1.49%	1.55%	0.00%	2.55%	2.87%	2.32%	4.96%	1.26%	2.99%	1.20%	2.41%	3.88%	0.65%	0.00%	1.04%	2.48%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19974	323	325	323	401	330	287	351	379	267	156	62	774	355	583	229	166	177	104	567	566	626	641	602	569	685	1332	1486	1673	1673	323	369	117	582	612	45	245	218	205	125	146	170	223	158	61	107	44	120	92									
		54.38%	40.99%	41.61%	45.11%	45.57%	41.98%	40.88%	42.75%	48.90%	48.02%	39.20%	53.45%	58.68%	44.99%	58.83%	62.91%	67.48%	50.43%	42.98%	45.95%	44.53%	47.60%	44.61%	48.24%	42.43%	51.35%	65.91%	68.57%	73.15%	66.71%	49.31%	57.39%	66.48%	57.85%	59.13%	66.18%	69.41%	62.46%	52.84%	51.65%	46.06%	46.32%	53.73%	63.45%	59.22%	69.03%	61.11%	62.50%	57.14%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	333	11	12	9	8	5	5	6	8	7	7	1	15	9	8	3	2	4	6	8	6	8	10	13	19	14	17	12	19	16	9	4	1	5	12	0	4	3	2	4	5	2	4	2	0	2	2	1	3									
		0.91%	1.40%	1.54%	1.26%	0.91%	0.64%	0.71%	0.73%	1.03%	1.26%	1.76%	0.86%	1.14%	1.14%	0.81%	0.82%	0.81%	1.14%	2.48%	0.65%	0.47%	0.61%	0.70%	1.04%	1.42%	1.05%	0.84%	0.55%	0.83%	0.64%	1.37%	0.62%	0.57%	0.50%	1.16%	0.00%	1.13%	0.86%	0.52%	1.65%	1.58%	0.54%	0.96%	0.80%	0.00%	1.29%	2.78%	0.52%	1.86%									
24	"6. Политическая партия ""Гражданская Платформа"""	107	1	5	3	2	0	2	1	3	1	0	2	1	0	3	5	1	1	1	2	5	2	2	1	1	3	11	4	7	13	2	6	0	2	4	1	0	1	1	1	2	1	0	2	1	0	0	0	0									
		0.29%	0.13%	0.64%	0.42%	0.23%	0.00%	0.28%	0.12%	0.39%	0.18%	0.00%	1.72%	0.08%	0.00%	0.30%	1.37%	0.41%	0.28%	0.41%	0.16%	0.39%	0.15%	0.14%	0.08%	0.07%	0.22%	0.54%	0.18%	0.31%	0.52%	0.31%	0.93%	0.00%	0.20%	0.39%	1.47%	0.00%	0.29%	0.26%	0.41%	0.63%	0.27%	0.00%	0.80%	0.97%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4165	92	94	70	97	98	80	74	110	68	55	15	148	120	114	34	34	46	39	182	187	178	202	173	179	137	111	178	155	201	103	74	21	127	129	5	32	52	65	22	43	53	56	26	8	13	10	24	31									
		11.34%	11.68%	12.04%	9.78%	11.02%	12.47%	11.40%	9.01%	14.19%	12.23%	13.82%	12.93%	11.22%	15.21%	11.50%	9.34%	13.82%	13.11%	16.12%	14.75%	14.71%	13.54%	14.06%	13.86%	13.35%	10.27%	5.49%	8.21%	6.78%	8.01%	15.73%	11.51%	11.93%	12.62%	12.46%	7.35%	9.07%	14.90%	16.75%	9.09%	13.56%	14.44%	13.49%	10.44%	7.77%	8.39%	13.89%	12.50%	19.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	328	11	4	15	14	8	7	15	9	2	6	3	10	9	8	6	2	1	1	10	20	22	15	11	18	12	30	12	7	4	3	1	0	8	4	0	2	2	2	3	3	2	3	0	1	1	1	0	0									
		0.89%	1.40%	0.51%	2.09%	1.59%	1.02%	0.99%	1.83%	1.16%	0.36%	1.51%	2.59%	0.76%	1.14%	0.81%	1.65%	0.81%	0.28%	0.41%	0.81%	1.57%	1.67%	1.04%	0.88%	1.34%	0.90%	1.48%	0.55%	0.31%	0.16%	0.46%	0.16%	0.00%	0.80%	0.39%	0.00%	0.57%	0.57%	0.52%	1.24%	0.95%	0.54%	0.72%	0.00%	0.97%	0.65%	1.39%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	948	24	30	31	36	17	25	33	20	11	15	6	30	20	20	9	5	7	11	49	31	53	49	35	47	43	25	26	26	58	27	16	2	24	32	1	4	6	10	3	8	5	7	3	0	0	3	1	4									
		2.58%	3.05%	3.84%	4.33%	4.09%	2.16%	3.56%	4.02%	2.58%	1.98%	3.77%	5.17%	2.27%	2.53%	2.02%	2.47%	2.03%	1.99%	4.55%	3.97%	2.44%	4.03%	3.41%	2.80%	3.50%	3.22%	1.24%	1.20%	1.14%	2.31%	4.12%	2.49%	1.14%	2.39%	3.09%	1.47%	1.13%	1.72%	2.58%	1.24%	2.52%	1.36%	1.69%	1.20%	0.00%	0.00%	4.17%	0.52%	2.48%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	54	1	2	0	1	0	3	1	1	0	0	1	1	2	2	0	1	0	0	1	3	0	1	1	2	1	1	2	2	6	2	0	0	5	0	1	0	1	0	0	2	0	3	0	1	0	2	0	1									
		0.15%	0.13%	0.26%	0.00%	0.11%	0.00%	0.43%	0.12%	0.13%	0.00%	0.00%	0.86%	0.08%	0.25%	0.20%	0.00%	0.41%	0.00%	0.00%	0.08%	0.24%	0.00%	0.07%	0.08%	0.15%	0.07%	0.05%	0.09%	0.09%	0.24%	0.31%	0.00%	0.00%	0.50%	0.00%	1.47%	0.00%	0.29%	0.00%	0.00%	0.63%	0.00%	0.72%	0.00%	0.97%	0.00%	2.78%	0.00%	0.62%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1071	24	22	40	26	35	23	35	29	8	11	3	27	27	36	9	1	9	18	53	50	48	63	48	72	53	38	48	39	55	7	21	3	15	27	2	4	1	6	5	9	5	6	1	2	1	1	2	3									
		2.92%	3.05%	2.82%	5.59%	2.95%	4.45%	3.28%	4.26%	3.74%	1.44%	2.76%	2.59%	2.05%	3.42%	3.63%	2.47%	0.41%	2.56%	7.44%	4.29%	3.93%	3.65%	4.38%	3.85%	5.37%	3.97%	1.88%	2.22%	1.71%	2.19%	1.07%	3.27%	1.70%	1.49%	2.61%	2.94%	1.13%	0.29%	1.55%	2.07%	2.84%	1.36%	1.45%	0.40%	1.94%	0.65%	1.39%	1.04%	1.86%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3406	86	69	58	83	62	81	76	86	71	36	9	131	104	93	25	13	45	22	121	136	134	156	16	146	133	237	178	128	166	76	70	8	73	89	6	22	36	39	32	50	62	52	25	16	16	4	15	14									
		9.27%	10.91%	8.83%	8.10%	9.43%	7.89%	11.54%	9.26%	11.10%	12.77%	9.05%	7.76%	9.93%	13.18%	9.38%	6.87%	5.28%	12.82%	9.09%	9.81%	10.70%	10.19%	10.86%	1.28%	10.89%	9.97%	11.73%	8.21%	5.60%	6.62%	11.60%	10.89%	4.55%	7.26%	8.60%	8.82%	6.23%	10.32%	10.05%	13.22%	15.77%	16.89%	12.53%	10.04%	15.53%	10.32%	5.56%	7.81%	8.70%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	128	5	6	2	4	1	1	3	1	2	1	0	9	3	4	0	1	3	0	5	9	6	10	8	6	4	1	2	7	4	1	1	2	4	4	0	0	1	1	1	3	0	1	0	0	1	0	0	0									
		0.35%	0.63%	0.77%	0.28%	0.45%	0.13%	0.14%	0.37%	0.13%	0.36%	0.25%	0.00%	0.68%	0.38%	0.40%	0.00%	0.41%	0.85%	0.00%	0.41%	0.71%	0.46%	0.70%	0.64%	0.45%	0.30%	0.05%	0.09%	0.31%	0.16%	0.15%	0.16%	1.14%	0.40%	0.39%	0.00%	0.00%	0.29%	0.26%	0.41%	0.95%	0.00%	0.24%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3235	136	133	101	129	149	123	149	63	54	59	6	61	52	50	22	11	27	18	119	145	150	188	122	184	146	114	123	124	151	38	31	11	46	40	2	8	10	22	14	19	21	27	9	4	6	3	10	5									
		8.81%	17.26%	17.03%	14.11%	14.66%	18.96%	17.52%	18.15%	8.13%	9.71%	14.82%	5.17%	4.62%	6.59%	5.05%	6.04%	4.47%	7.69%	7.44%	9.64%	11.41%	11.41%	13.08%	9.78%	13.72%	10.94%	5.64%	5.68%	5.42%	6.02%	5.80%	4.82%	6.25%	4.57%	3.86%	2.94%	2.27%	2.87%	5.67%	5.79%	5.99%	5.72%	6.51%	3.61%	3.88%	3.87%	4.17%	5.21%	3.11%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
