7	Число избирательных бюллетеней в переносных ящиках для голосования	3533	51	29	28	36	57	96	26	26	38	19	12	40	26	51	19	24	40	26	55	48	37	34	86	146	23	36	70	75	32	27	52	78	81	46	50	37	26	36	33	51	77	136	76	36	51	92	68	20	27	104	70	49	45	56	68	24	57	36	47	39	36	5	9	85	343	0	74	0									
8	Число бюллетеней в стационарных ящиках для голосования	112417	2223	2146	2500	1451	2077	2105	2287	2092	1873	2134	1722	1954	2246	2010	2074	2345	2502	1820	2010	1970	974	1066	1548	1275	2000	2131	1287	1451	1610	1842	1531	1426	1459	1832	1898	1853	1824	1992	1291	1872	1481	2063	2200	1585	1605	1910	1973	1696	1769	1929	1459	1683	2059	2006	1631	1812	1718	1678	1293	1740	1543	153	128	961	78	76	384	101									
9	Число недействительных избирательных бюллетеней	957	20	9	22	17	26	15	8	12	10	14	11	14	20	15	17	20	1	5	30	5	4	10	24	24	24	24	37	23	5	2	7	4	39	24	26	29	19	25	15	23	9	10	0	33	9	26	9	12	2	20	5	7	10	32	17	16	24	11	2	8	4	2	1	9	0	0	0	0									
10	Число действительных избирательных бюллетеней	114993	2254	2166	2506	1470	2108	2186	2305	2106	1901	2139	1723	1980	2252	2046	2076	2349	2541	1841	2035	2013	1007	1090	1610	1397	1999	2143	1320	1503	1637	1867	1576	1500	1501	1854	1922	1861	1831	2003	1309	1900	1549	2189	2276	1588	1647	1976	2032	1704	1794	2013	1524	1725	2094	2030	1682	1820	1751	1703	1338	1771	1575	156	136	1037	421	76	458	101									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																															
13	Бабурин Сергей Николаевич	1012	16	56	22	19	12	2	9	44	4	11	15	97	25	9	16	12	32	26	10	5	3	27	9	9	36	45	6	8	4	9	2	5	12	42	4	11	9	7	7	10	10	20	59	14	11	12	16	5	11	13	6	8	12	16	19	6	11	7	3	21	18	1	1	2	0	3	0	0									
		0.87%	0.70%	2.57%	0.87%	1.28%	0.56%	0.09%	0.39%	2.08%	0.21%	0.51%	0.87%	4.86%	1.10%	0.44%	0.76%	0.51%	1.26%	1.41%	0.48%	0.25%	0.30%	2.45%	0.55%	0.63%	1.78%	2.08%	0.44%	0.52%	0.24%	0.48%	0.13%	0.33%	0.78%	2.24%	0.21%	0.58%	0.49%	0.35%	0.53%	0.52%	0.64%	0.91%	2.59%	0.86%	0.66%	0.60%	0.78%	0.29%	0.61%	0.64%	0.39%	0.46%	0.57%	0.78%	1.12%	0.33%	0.62%	0.41%	0.22%	1.18%	1.14%	0.63%	0.73%	0.19%	0.00%	3.95%	0.00%	0.00%									
14	Грудинин Павел Николаевич	7845	202	104	82	183	60	117	42	183	142	199	160	102	313	146	116	180	255	189	152	87	39	37	282	247	39	81	109	190	131	146	93	175	191	56	142	95	121	145	123	134	64	98	98	100	48	119	83	78	94	94	45	39	215	106	92	137	84	75	105	113	110	7	17	221	2	6	1	4									
		6.77%	8.88%	4.78%	3.24%	12.31%	2.81%	5.32%	1.82%	8.64%	7.43%	9.24%	9.23%	5.12%	13.78%	7.08%	5.54%	7.60%	10.03%	10.24%	7.36%	4.31%	3.86%	3.36%	17.26%	17.38%	1.93%	3.74%	8.03%	12.45%	7.98%	7.81%	5.87%	11.64%	12.40%	2.98%	7.29%	5.03%	6.54%	7.15%	9.29%	6.97%	4.11%	4.46%	4.31%	6.17%	2.90%	5.94%	4.07%	4.55%	5.23%	4.62%	2.94%	2.25%	10.22%	5.14%	5.41%	7.46%	4.73%	4.38%	7.84%	6.35%	6.97%	4.43%	12.41%	21.13%	0.48%	7.89%	0.22%	3.96%									
15	Жириновский Владимир Вольфович	8056	183	106	85	104	146	226	121	125	120	251	196	248	97	104	84	247	176	84	141	50	73	101	121	105	144	197	153	96	63	89	86	119	123	103	81	78	56	104	69	81	141	123	106	150	120	140	149	120	99	165	120	153	229	211	214	186	128	129	116	99	126	5	9	67	8	3	1	3									
		6.95%	8.05%	4.87%	3.36%	6.99%	6.84%	10.27%	5.23%	5.90%	6.28%	11.66%	11.30%	12.44%	4.27%	5.05%	4.01%	10.43%	6.92%	4.55%	6.83%	2.48%	7.22%	9.18%	7.41%	7.39%	7.12%	9.09%	11.27%	6.29%	3.84%	4.76%	5.43%	7.91%	7.99%	5.48%	4.16%	4.13%	3.03%	5.13%	5.21%	4.21%	9.05%	5.59%	4.66%	9.25%	7.25%	6.99%	7.30%	6.99%	5.51%	8.12%	7.85%	8.83%	10.88%	10.23%	12.60%	10.13%	7.21%	7.53%	8.66%	5.56%	7.98%	3.16%	6.57%	6.41%	1.90%	3.95%	0.22%	2.97%									
16	Путин Владимир Владимирович	92597	1773	1643	2146	1088	1801	1705	2115	1672	1559	1615	1295	1445	1658	1568	1825	1778	1905	1446	1655	1807	869	827	1130	954	1618	1583	1016	1148	1393	1575	1346	1152	1096	1502	1627	1477	1564	1682	1060	1621	1294	1860	1776	1264	1424	1663	1725	1458	1551	1631	1309	1477	1571	1608	1274	1422	1456	1446	1072	1441	1185	138	107	692	404	61	456	93									
		79.86%	77.97%	75.54%	84.89%	73.17%	84.40%	77.46%	91.44%	78.94%	81.58%	75.01%	74.68%	72.47%	72.98%	76.08%	87.20%	75.05%	74.94%	78.33%	80.15%	89.54%	85.95%	75.18%	69.16%	67.14%	79.98%	73.05%	74.87%	75.23%	84.84%	84.27%	85.03%	76.60%	71.17%	79.98%	83.52%	78.15%	84.54%	82.94%	80.06%	84.30%	83.06%	84.58%	78.03%	77.98%	85.99%	83.07%	84.52%	84.97%	86.36%	80.23%	85.61%	85.28%	74.67%	77.98%	74.99%	77.45%	82.03%	84.36%	80.00%	81.00%	75.05%	87.34%	78.10%	66.16%	95.96%	80.26%	99.56%	92.08%									
17	Собчак Ксения Анатольевна	1717	25	101	62	27	38	57	4	14	59	24	26	12	44	51	6	48	24	28	22	20	11	15	23	31	34	21	17	21	22	35	17	28	28	30	31	29	11	24	16	17	15	15	78	24	10	14	22	16	15	22	15	16	15	37	52	26	31	13	26	25	36	4	2	29	5	1	0	0									
		1.48%	1.10%	4.64%	2.45%	1.82%	1.78%	2.59%	0.17%	0.66%	3.09%	1.11%	1.50%	0.60%	1.94%	2.47%	0.29%	2.03%	0.94%	1.52%	1.07%	0.99%	1.09%	1.36%	1.41%	2.18%	1.68%	0.97%	1.25%	1.38%	1.34%	1.87%	1.07%	1.86%	1.82%	1.60%	1.59%	1.53%	0.59%	1.18%	1.21%	0.88%	0.96%	0.68%	3.43%	1.48%	0.60%	0.70%	1.08%	0.93%	0.84%	1.08%	0.98%	0.92%	0.71%	1.79%	3.06%	1.42%	1.75%	0.76%	1.94%	1.41%	2.28%	2.53%	1.46%	2.77%	1.19%	1.32%	0.00%	0.00%									
18	Сурайкин Максим Александрович	1203	22	75	32	18	18	71	4	17	2	4	8	30	19	132	10	9	24	13	14	14	2	19	20	15	42	27	8	21	10	2	7	7	14	35	21	57	26	15	9	18	5	40	50	12	5	12	7	8	11	8	10	7	17	14	7	15	13	9	7	14	14	0	0	7	0	0	0	0									
		1.04%	0.97%	3.45%	1.27%	1.21%	0.84%	3.23%	0.17%	0.80%	0.10%	0.19%	0.46%	1.50%	0.84%	6.40%	0.48%	0.38%	0.94%	0.70%	0.68%	0.69%	0.20%	1.73%	1.22%	1.06%	2.08%	1.25%	0.59%	1.38%	0.61%	0.11%	0.44%	0.47%	0.91%	1.86%	1.08%	3.02%	1.41%	0.74%	0.68%	0.94%	0.32%	1.82%	2.20%	0.74%	0.30%	0.60%	0.34%	0.47%	0.61%	0.39%	0.65%	0.40%	0.81%	0.68%	0.41%	0.82%	0.73%	0.53%	0.52%	0.79%	0.89%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%									
19	Титов Борис Юрьевич	1050	12	65	42	15	11	2	6	22	5	13	7	20	18	12	5	17	26	24	21	8	3	16	14	18	47	83	7	9	6	4	14	2	17	52	6	54	24	10	12	7	8	15	47	12	13	6	16	8	8	2	5	10	3	19	9	18	10	16	4	23	27	1	0	11	2	1	0	0									
		0.91%	0.53%	2.99%	1.66%	1.01%	0.52%	0.09%	0.26%	1.04%	0.26%	0.60%	0.40%	1.00%	0.79%	0.58%	0.24%	0.72%	1.02%	1.30%	1.02%	0.40%	0.30%	1.45%	0.86%	1.27%	2.32%	3.83%	0.52%	0.59%	0.37%	0.21%	0.88%	0.13%	1.10%	2.77%	0.31%	2.86%	1.30%	0.49%	0.91%	0.36%	0.51%	0.68%	2.07%	0.74%	0.79%	0.30%	0.78%	0.47%	0.45%	0.10%	0.33%	0.58%	0.14%	0.92%	0.53%	0.98%	0.56%	0.93%	0.30%	1.29%	1.71%	0.63%	0.00%	1.05%	0.48%	1.32%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	1513	21	16	35	16	22	6	4	29	10	22	16	26	78	24	14	58	99	31	20	22	7	48	11	18	39	106	4	10	8	7	11	12	20	34	10	60	20	16	13	12	12	18	62	12	16	10	14	11	5	78	14	15	32	19	15	10	18	8	5	35	59	0	0	8	0	1	0	1									
		1.30%	0.92%	0.74%	1.38%	1.08%	1.03%	0.27%	0.17%	1.37%	0.52%	1.02%	0.92%	1.30%	3.43%	1.16%	0.67%	2.45%	3.89%	1.68%	0.97%	1.09%	0.69%	4.36%	0.67%	1.27%	1.93%	4.89%	0.29%	0.66%	0.49%	0.37%	0.69%	0.80%	1.30%	1.81%	0.51%	3.17%	1.08%	0.79%	0.98%	0.62%	0.77%	0.82%	2.72%	0.74%	0.97%	0.50%	0.69%	0.64%	0.28%	3.84%	0.92%	0.87%	1.52%	0.92%	0.88%	0.54%	1.01%	0.47%	0.37%	1.97%	3.74%	0.00%	0.00%	0.76%	0.00%	1.32%	0.00%	0.99%									
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
