8	Число бюллетеней в стационарных ящиках для голосования	116401	2511	2390	1970	1986	2460	2546	2297	2454	2595	2519	2554	2513	2218	2293	1927	1783	2312	988	1272	1588	1024	1932	1681	2248	2327	2263	1449	1440	1307	2013	1147	1915	1439	2118	2350	2336	1948	2308	1792	1621	1932	1674	1780	2013	1302	1322	2056	1647	1837	2141	2005	1794	1874	2189	1796	1633	1860	1730	1226	1342	193	124	293	107	465	82	150					
9	Число недействительных избирательных бюллетеней	679	10	14	10	4	0	0	70	12	31	0	10	0	9	0	0	27	0	9	6	10	0	0	0	8	0	24	22	12	25	10	7	41	0	0	20	7	0	10	0	0	0	0	31	7	0	31	0	18	3	11	27	16	38	40	3	0	7	20	0	10	1	3	4	1	0	0	0					
10	Число действительных избирательных бюллетеней	120042	2532	2405	1995	2021	2555	2588	2270	2473	2609	2535	2582	2538	2303	2337	1974	1783	2332	1004	1284	1634	1073	2039	1939	2338	2399	2324	1590	1477	1375	2017	1171	1928	1598	2139	2445	2369	1958	2358	1850	1794	2102	1698	1943	2098	1329	1417	2114	1670	1906	2191	2054	1830	2000	2308	1843	1685	1879	1744	1243	1417	199	132	441	131	500	83	150					
11	Число полученных открепительных  удостоверений	3152	50	50	50	50	50	50	50	50	70	52	70	65	50	60	50	50	50	20	20	50	20	70	80	70	50	50	20	20	50	50	50	50	50	60	70	70	50	65	50	50	65	50	65	60	30	50	60	50	50	50	50	50	50	65	50	50	50	55	50	50	10	10	20	10	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2992	50	50	50	44	50	50	39	49	56	52	70	65	50	60	50	32	50	18	20	50	20	70	80	70	50	50	20	20	50	50	36	50	50	60	70	70	50	65	35	40	65	50	65	60	30	50	60	50	38	50	50	42	50	65	39	50	50	55	38	49	6	10	3	6	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	766	0	7	4	11	8	3	2	20	7	6	5	0	0	2	2	12	4	7	11	4	11	9	3	4	3	0	0	18	0	5	11	2	6	0	15	9	10	2	0	17	1	0	11	11	39	65	0	54	65	17	15	9	0	35	18	0	0	2	59	12	21	9	4	0	54	25	0					
14	Число неиспользованных открепительных удостоверений	160	0	0	0	6	0	0	11	1	14	0	0	0	0	0	0	18	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	15	10	0	0	0	0	0	0	0	0	12	0	0	8	0	0	11	0	0	0	12	1	4	0	17	4	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	230	6	5	3	2	3	5	4	3	4	3	4	2	5	3	3	4	4	1	3	4	2	2	3	12	3	4	3	1	2	10	4	1	1	3	3	3	7	5	6	2	1	3	1	6	3	4	4	3	5	10	3	6	8	4	3	3	9	2	2	2	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																										
18	Богданов Андрей Владимирович	960	21	37	5	2	30	31	25	14	12	25	6	60	4	22	51	3	17	22	8	10	0	17	8	6	13	23	9	2	30	15	22	3	39	36	4	2	1	3	10	20	20	19	3	7	12	15	5	20	0	10	18	61	22	2	6	17	18	11	0	19	1	1	2	1	0	0	2					
		0.80%	0.83%	1.53%	0.25%	0.10%	1.17%	1.20%	1.07%	0.56%	0.45%	0.99%	0.23%	2.36%	0.17%	0.94%	2.58%	0.17%	0.73%	2.17%	0.62%	0.61%	0.00%	0.83%	0.41%	0.26%	0.54%	0.98%	0.56%	0.13%	2.14%	0.74%	1.87%	0.15%	2.44%	1.68%	0.16%	0.08%	0.05%	0.13%	0.54%	1.11%	0.95%	1.12%	0.15%	0.33%	0.90%	1.04%	0.24%	1.18%	0.00%	0.45%	0.86%	3.30%	1.08%	0.09%	0.33%	1.01%	0.95%	0.62%	0.00%	1.33%	0.50%	0.74%	0.45%	0.76%	0.00%	0.00%	1.33%					
19	Жириновский Владимир Вольфович	6428	168	141	45	153	101	130	191	78	148	101	150	100	137	140	102	80	141	58	77	110	72	119	104	190	140	163	123	75	57	108	54	110	97	142	67	159	103	100	67	42	101	96	93	136	85	144	189	74	2	93	130	82	72	126	112	101	95	82	68	50	9	6	18	1	11	0	9					
		5.32%	6.61%	5.83%	2.24%	7.56%	3.95%	5.02%	8.16%	3.14%	5.61%	3.98%	5.79%	3.94%	5.93%	5.99%	5.17%	4.42%	6.05%	5.73%	5.97%	6.69%	6.71%	5.84%	5.36%	8.10%	5.84%	6.94%	7.63%	5.04%	4.07%	5.33%	4.58%	5.59%	6.07%	6.64%	2.72%	6.69%	5.26%	4.22%	3.62%	2.34%	4.80%	5.65%	4.71%	6.46%	6.40%	9.94%	8.94%	4.38%	0.10%	4.22%	6.25%	4.44%	3.53%	5.37%	6.07%	5.99%	5.04%	4.65%	5.47%	3.50%	4.50%	4.44%	4.04%	0.76%	2.20%	0.00%	6.00%					
20	Зюганов Геннадий Андреевич	10054	164	170	230	130	148	225	336	249	202	254	200	195	123	141	114	162	169	57	102	120	165	165	175	139	206	142	88	134	96	172	84	140	103	141	276	171	229	230	202	260	175	134	168	172	91	237	79	141	282	216	137	112	171	218	121	118	163	140	119	135	19	9	40	8	19	12	9					
		8.33%	6.45%	7.03%	11.47%	6.42%	5.79%	8.69%	14.36%	10.02%	7.65%	10.02%	7.72%	7.68%	5.32%	6.03%	5.78%	8.95%	7.25%	5.63%	7.91%	7.30%	15.38%	8.09%	9.03%	5.92%	8.59%	6.05%	5.46%	8.99%	6.86%	8.49%	7.13%	7.11%	6.45%	6.59%	11.20%	7.20%	11.70%	9.71%	10.92%	14.49%	8.33%	7.89%	8.51%	8.17%	6.85%	16.37%	3.74%	8.35%	14.77%	9.81%	6.58%	6.07%	8.39%	9.28%	6.55%	7.00%	8.64%	7.94%	9.57%	9.46%	9.50%	6.67%	8.99%	6.06%	3.80%	14.46%	6.00%					
21	Медведев Дмитрий Анатольевич	102600	2179	2057	1715	1736	2276	2202	1718	2132	2247	2155	2226	2183	2039	2034	1707	1538	2005	867	1097	1394	836	1738	1652	2003	2040	1996	1370	1266	1192	1722	1011	1675	1359	1820	2098	2037	1625	2025	1571	1472	1806	1449	1679	1783	1141	1021	1841	1435	1622	1872	1769	1575	1735	1962	1604	1449	1603	1511	1056	1213	170	116	381	121	470	71	130					
		84.99%	85.72%	85.04%	85.54%	85.73%	89.08%	85.09%	73.42%	85.79%	85.11%	85.01%	85.88%	86.01%	88.19%	87.03%	86.47%	84.97%	85.98%	85.59%	85.04%	84.79%	77.91%	85.24%	85.20%	85.38%	85.04%	85.01%	84.99%	85.02%	85.14%	84.95%	85.82%	85.07%	85.04%	85.09%	85.11%	85.73%	82.99%	85.52%	84.92%	82.05%	85.92%	85.34%	85.06%	84.70%	85.85%	70.51%	87.09%	85.01%	84.97%	85.01%	85.01%	85.32%	85.13%	83.56%	86.89%	85.99%	84.99%	85.66%	84.96%	85.00%	85.00%	85.93%	85.62%	91.67%	94.00%	85.54%	86.67%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
