Выборы Президента Российской Федерации																																																																													
																																																																													
"Наименование Избирательной комиссии:    Уфа, Калининская"																																																																													
																																																																													
Итоги голосования 																																																																													
																																																																													
		Сумма	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92					
22	. Хакамада Ирина Муцуовна	2772	63	47	0	12	34	26	61	53	39	72	36	57	87	69	94	70	70	63	5	33	24	22	52	5	34	22	51	25	19	15	35	10	20	53	69	45	41	53	15	50	32	38	48	53	51	69	34	59	12	75	48	67	69	43	41	64	32	19	20	66	67	49	45	3	4	7	2	0	0	4					
		2.32%	2.72%	2.47%	0.00%	0.71%	2.69%	1.20%	3.22%	3.13%	1.85%	2.93%	1.50%	2.53%	3.62%	2.61%	3.69%	2.92%	3.06%	2.99%	0.45%	2.65%	1.67%	2.26%	2.78%	0.28%	1.58%	1.03%	2.70%	1.51%	1.58%	0.96%	1.27%	0.62%	0.84%	2.90%	3.82%	4.06%	1.68%	2.58%	0.86%	1.98%	1.78%	1.93%	2.25%	4.00%	3.36%	3.68%	2.89%	2.87%	0.50%	4.20%	3.39%	2.60%	2.87%	2.35%	2.78%	3.01%	2.20%	1.30%	1.66%	4.34%	4.02%	3.49%	3.02%	1.14%	2.37%	1.94%	1.87%	0.00%	0.00%	1.69%					
23	. Харитонов Николай Михайлович	7682	166	154	60	17	67	19	180	181	162	135	107	145	125	160	181	185	162	130	30	73	143	113	162	21	214	50	121	118	112	48	128	48	121	135	168	78	84	145	34	210	47	155	178	154	201	191	121	129	83	167	173	151	144	144	102	203	53	67	97	130	98	57	59	15	9	28	13	1	4	16					
		6.42%	7.17%	8.09%	3.32%	1.00%	5.30%	0.88%	9.50%	10.70%	7.69%	5.49%	4.45%	6.44%	5.20%	6.06%	7.10%	7.72%	7.08%	6.16%	2.71%	5.86%	9.93%	11.61%	8.66%	1.19%	9.95%	2.34%	6.41%	7.15%	9.30%	3.08%	4.64%	2.99%	5.11%	7.39%	9.30%	7.04%	3.43%	7.06%	1.96%	8.30%	2.61%	7.86%	8.33%	11.62%	13.23%	10.18%	10.29%	6.27%	3.43%	9.36%	12.22%	5.86%	5.99%	7.86%	6.92%	9.56%	3.64%	4.60%	8.06%	8.55%	5.88%	4.06%	3.95%	5.68%	5.33%	7.76%	12.15%	0.13%	5.19%	6.75%					
																																																																													
24	Против всех	1912	33	10	10	9	17	44	50	37	18	47	23	54	52	47	96	48	30	44	26	22	21	20	50	29	31	35	26	17	14	25	10	34	15	21	0	19	45	41	28	44	23	19	22	27	2	12	19	24	43	20	164	44	23	22	22	22	5	12	23	32	43	25	14	2	3	1	0	0	2	0					
		1.60%	1.42%	0.53%	0.55%	0.53%	1.34%	2.04%	2.64%	2.19%	0.85%	1.91%	0.96%	2.40%	2.16%	1.78%	3.77%	2.00%	1.31%	2.09%	2.35%	1.77%	1.46%	2.06%	2.67%	1.64%	1.44%	1.64%	1.38%	1.03%	1.16%	1.60%	0.36%	2.12%	0.63%	1.15%	0.00%	1.71%	1.84%	2.00%	1.61%	1.74%	1.28%	0.96%	1.03%	2.04%	0.13%	0.64%	1.62%	1.17%	1.78%	1.12%	11.58%	1.71%	0.96%	1.20%	1.49%	1.04%	0.34%	0.82%	1.91%	2.10%	2.58%	1.78%	0.94%	0.76%	1.78%	0.28%	0.00%	0.00%	2.60%	0.00%					
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
