Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Ключевская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №949									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	2	5	1	1	1	3	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	36	4	9	7	1	4	2	2	1	0	0	1	0	1	2	2	0									
		0.58%	0.36%	0.82%	0.92%	0.19%	0.80%	0.45%	1.98%	0.39%	0.00%	0.00%	0.46%	0.00%	0.83%	1.14%	0.60%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	291	49	47	36	23	26	14	5	7	19	3	14	7	10	11	13	7									
		4.65%	4.38%	4.28%	4.74%	4.47%	5.23%	3.17%	4.95%	2.75%	5.65%	4.84%	6.45%	13.46%	8.33%	6.25%	3.88%	3.98%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	112	19	13	10	17	12	9	1	3	8	0	6	1	1	5	6	1									
		1.79%	1.70%	1.18%	1.32%	3.30%	2.41%	2.04%	0.99%	1.18%	2.38%	0.00%	2.76%	1.92%	0.83%	2.84%	1.79%	0.57%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1725	264	307	197	127	127	104	23	97	109	40	70	21	41	62	63	73									
		27.56%	23.61%	27.93%	25.96%	24.66%	25.55%	23.58%	22.77%	38.04%	32.44%	64.52%	32.26%	40.38%	34.17%	35.23%	18.81%	41.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	3	5	8	1	5	0	0	0	4	0	0	0	1	1	0	2									
		0.48%	0.27%	0.45%	1.05%	0.19%	1.01%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%	0.83%	0.57%	0.00%	1.14%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	2	0	0	0	0	0	1	0	2	0	1	0	1	0									
		0.11%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.92%	0.00%	0.83%	0.00%	0.30%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1564	314	293	238	116	144	135	12	57	51	7	54	6	24	16	64	33									
		24.99%	28.09%	26.66%	31.36%	22.52%	28.97%	30.61%	11.88%	22.35%	15.18%	11.29%	24.88%	11.54%	20.00%	9.09%	19.10%	18.75%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	4	6	5	3	3	0	0	0	2	0	2	0	0	0	0	0									
		0.40%	0.36%	0.55%	0.66%	0.58%	0.60%	0.00%	0.00%	0.00%	0.60%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	1	14	6	2	0	0	1	0	0	0	0	0	0	0	2	0									
		0.42%	0.09%	1.27%	0.79%	0.39%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0									
		0.08%	0.09%	0.00%	0.00%	0.19%	0.00%	0.23%	0.00%	0.00%	0.00%	1.61%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	8	6	7	2	4	2	1	0	1	0	1	1	0	4	0	2									
		0.62%	0.72%	0.55%	0.92%	0.39%	0.80%	0.45%	0.99%	0.00%	0.30%	0.00%	0.46%	1.92%	0.00%	2.27%	0.00%	1.14%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1324	267	229	134	113	87	64	40	42	77	6	29	8	29	46	117	36									
		21.15%	23.88%	20.84%	17.65%	21.94%	17.51%	14.51%	39.60%	16.47%	22.92%	9.68%	13.36%	15.38%	24.17%	26.14%	34.93%	20.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	5	1	3	3	3	0	0	0	0	0	1	0	0	0	3	1									
		0.32%	0.45%	0.09%	0.40%	0.58%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.90%	0.57%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	916	147	147	98	103	73	94	9	43	56	4	31	5	10	25	56	15									
		14.63%	13.15%	13.38%	12.91%	20.00%	14.69%	21.32%	8.91%	16.86%	16.67%	6.45%	14.29%	9.62%	8.33%	14.20%	16.72%	8.52%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
