Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
"Наименование Избирательной комиссии:    Ижевск, Индустриальная"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1240	25	25	35	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	35	35	25	25	25	25	25	25	25	25	25	25	25	35	25	25	0	25	0	25	25	25	0	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	703	17	17	24	11	16	13	22	7	15	22	18	15	11	17	5	3	8	15	13	16	21	15	8	12	16	10	8	28	26	18	14	13	9	18	12	24	11	18	17	10	23	9	14	0	23	0	9	18	11	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1295	38	59	39	32	19	12	8	2	161	44	5	14	9	7	5	10	5	14	19	24	18	10	5	8	10	5	14	9	8	11	8	5	23	11	1	11	11	23	16	19	23	3	14	419	7	18	5	15	11	22	6					
14	Число погашенных неиспользованных открепительных удостоверений	537	8	8	11	14	9	12	3	18	10	3	7	10	14	8	20	22	17	10	12	9	4	10	17	13	9	15	17	7	9	7	11	12	16	7	13	1	14	7	8	15	12	16	11	0	2	0	16	7	14	0	22					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	98	1	1	1	0	2	1	0	1	0	1	2	0	1	4	1	5	6	2	2	3	3	1	1	3	0	8	1	6	0	2	5	3	1	0	2	6	5	1	3	1	2	2	0	0	1	0	0	1	3	0	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	994	24	24	11	29	7	20	25	18	13	21	29	15	20	13	12	15	9	22	29	11	23	24	19	33	18	17	18	28	23	30	20	17	24	25	26	33	18	30	29	22	37	9	12	6	23	6	8	26	22	1	0					
		1.98%	2.68%	2.04%	1.18%	2.51%	0.90%	1.59%	2.12%	2.22%	1.56%	2.21%	2.31%	1.81%	2.31%	1.29%	1.68%	1.82%	1.19%	1.99%	2.73%	1.13%	2.03%	2.07%	1.71%	3.06%	1.89%	1.45%	1.88%	2.20%	2.04%	2.60%	1.44%	1.45%	3.13%	2.26%	2.49%	2.49%	1.44%	2.42%	2.53%	2.22%	2.47%	2.01%	1.83%	0.66%	1.62%	4.38%	1.06%	2.34%	2.56%	0.81%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	780	21	21	17	23	17	26	23	16	4	21	21	17	21	15	22	19	13	37	14	20	11	18	16	16	19	14	10	17	15	5	22	7	2	9	11	16	11	12	21	24	10	8	2	5	40	2	8	28	13	0	0					
		1.56%	2.34%	1.78%	1.83%	1.99%	2.19%	2.07%	1.95%	1.97%	0.48%	2.21%	1.67%	2.06%	2.43%	1.48%	3.08%	2.30%	1.72%	3.35%	1.32%	2.06%	0.97%	1.55%	1.44%	1.49%	1.99%	1.19%	1.04%	1.34%	1.33%	0.43%	1.59%	0.60%	0.26%	0.81%	1.05%	1.21%	0.88%	0.97%	1.83%	2.43%	0.67%	1.79%	0.31%	0.55%	2.81%	1.46%	1.06%	2.52%	1.51%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	105	2	4	3	3	3	2	3	1	3	3	3	3	1	0	2	2	4	2	3	1	0	0	4	3	2	2	1	4	0	1	1	2	1	5	3	1	0	3	2	1	3	0	2	8	3	0	2	1	1	0	1					
		0.21%	0.22%	0.34%	0.32%	0.26%	0.39%	0.16%	0.25%	0.12%	0.36%	0.32%	0.24%	0.36%	0.12%	0.00%	0.28%	0.24%	0.53%	0.18%	0.28%	0.10%	0.00%	0.00%	0.36%	0.28%	0.21%	0.17%	0.10%	0.31%	0.00%	0.09%	0.07%	0.17%	0.13%	0.45%	0.29%	0.08%	0.00%	0.24%	0.17%	0.10%	0.20%	0.00%	0.31%	0.88%	0.21%	0.00%	0.27%	0.09%	0.12%	0.00%	0.39%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4811	93	113	99	152	91	127	108	83	55	105	176	59	122	98	43	43	50	105	94	101	98	119	108	94	77	107	110	114	103	127	133	139	67	111	92	120	137	130	139	126	151	32	40	21	128	9	50	106	79	13	14					
		9.61%	10.37%	9.60%	10.63%	13.15%	11.74%	10.10%	9.14%	10.23%	6.62%	11.04%	14.01%	7.13%	14.12%	9.69%	6.02%	5.21%	6.63%	9.50%	8.86%	10.38%	8.66%	10.24%	9.72%	8.73%	8.07%	9.12%	11.47%	8.97%	9.14%	10.99%	9.60%	11.85%	8.75%	10.03%	8.81%	9.05%	10.94%	10.49%	12.11%	12.74%	10.09%	7.16%	6.11%	2.30%	9.01%	6.57%	6.63%	9.54%	9.20%	10.57%	5.41%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	610	11	12	22	11	17	21	16	6	7	10	17	11	15	16	7	8	13	21	8	5	7	6	11	12	7	12	9	5	18	6	16	12	10	20	14	14	10	17	18	11	39	0	1	5	28	0	7	17	19	1	4					
		1.22%	1.23%	1.02%	2.36%	0.95%	2.19%	1.67%	1.35%	0.74%	0.84%	1.05%	1.35%	1.33%	1.74%	1.58%	0.98%	0.97%	1.72%	1.90%	0.75%	0.51%	0.62%	0.52%	0.99%	1.11%	0.73%	1.02%	0.94%	0.39%	1.60%	0.52%	1.15%	1.02%	1.31%	1.81%	1.34%	1.06%	0.80%	1.37%	1.57%	1.11%	2.61%	0.00%	0.15%	0.55%	1.97%	0.00%	0.93%	1.53%	2.21%	0.81%	1.54%					
23	6.Политическая партия «Партия социальной справедливости»	155	4	2	3	2	2	2	4	0	3	2	2	7	5	2	2	2	2	4	5	3	6	5	0	2	4	3	1	1	1	3	4	3	5	2	11	2	4	6	2	3	6	5	0	2	3	3	2	2	3	3	0					
		0.31%	0.45%	0.17%	0.32%	0.17%	0.26%	0.16%	0.34%	0.00%	0.36%	0.21%	0.16%	0.85%	0.58%	0.20%	0.28%	0.24%	0.27%	0.36%	0.47%	0.31%	0.53%	0.43%	0.00%	0.19%	0.42%	0.26%	0.10%	0.08%	0.09%	0.26%	0.29%	0.26%	0.65%	0.18%	1.05%	0.15%	0.32%	0.48%	0.17%	0.30%	0.40%	1.12%	0.00%	0.22%	0.21%	2.19%	0.27%	0.18%	0.35%	2.44%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	6144	93	191	144	131	81	166	160	75	98	115	144	100	73	102	87	97	95	144	112	120	131	123	123	105	124	129	105	126	112	150	170	149	96	159	125	154	132	157	144	117	177	53	84	301	167	12	122	137	82	23	27					
		12.27%	10.37%	16.23%	15.47%	11.33%	10.45%	13.20%	13.54%	9.25%	11.79%	12.09%	11.46%	12.09%	8.45%	10.09%	12.18%	11.76%	12.60%	13.03%	10.56%	12.33%	11.57%	10.59%	11.07%	9.75%	12.99%	10.99%	10.95%	9.91%	9.94%	12.98%	12.27%	12.70%	12.53%	14.36%	11.97%	11.61%	10.54%	12.67%	12.54%	11.83%	11.82%	11.86%	12.82%	33.00%	11.75%	8.76%	16.18%	12.33%	9.55%	18.70%	10.42%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6375	91	156	83	163	88	153	138	132	71	126	154	139	109	107	109	96	78	112	148	129	132	152	155	152	125	150	149	189	141	178	199	145	108	166	149	201	207	199	164	111	157	50	37	23	182	10	71	148	110	10	23					
		12.73%	10.14%	13.25%	8.92%	14.10%	11.35%	12.16%	11.68%	16.28%	8.54%	13.25%	12.26%	16.81%	12.62%	10.58%	15.27%	11.64%	10.34%	10.14%	13.95%	13.26%	11.66%	13.08%	13.95%	14.11%	13.10%	12.79%	15.54%	14.87%	12.51%	15.40%	14.36%	12.36%	14.10%	14.99%	14.27%	15.16%	16.53%	16.06%	14.29%	11.22%	10.49%	11.19%	5.65%	2.52%	12.81%	7.30%	9.42%	13.32%	12.81%	8.13%	8.88%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1908	73	51	35	43	39	49	43	40	43	41	66	34	39	25	20	23	16	37	39	26	34	43	32	34	21	40	15	49	27	25	31	26	20	23	58	45	43	41	47	33	55	6	154	47	64	9	14	54	30	4	2					
		3.81%	8.14%	4.33%	3.76%	3.72%	5.03%	3.90%	3.64%	4.93%	5.17%	4.31%	5.25%	4.11%	4.51%	2.47%	2.80%	2.79%	2.12%	3.35%	3.68%	2.67%	3.00%	3.70%	2.88%	3.16%	2.20%	3.41%	1.56%	3.86%	2.40%	2.16%	2.24%	2.22%	2.61%	2.08%	5.56%	3.39%	3.43%	3.31%	4.09%	3.34%	3.67%	1.34%	23.51%	5.15%	4.50%	6.57%	1.86%	4.86%	3.49%	3.25%	0.77%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	26506	443	564	477	555	396	645	610	411	523	485	611	417	417	603	390	486	448	594	574	528	655	630	607	592	542	666	495	703	638	587	739	633	419	553	540	708	656	598	539	507	810	273	298	424	733	82	440	548	465	63	186					
		52.92%	49.39%	47.92%	51.24%	48.01%	51.10%	51.27%	51.61%	50.68%	62.94%	50.99%	48.65%	50.42%	48.26%	59.64%	54.62%	58.91%	59.42%	53.76%	54.10%	54.27%	57.86%	54.22%	54.64%	54.97%	56.81%	56.78%	51.62%	55.31%	56.61%	50.78%	53.32%	53.96%	54.70%	49.95%	51.72%	53.39%	52.40%	48.26%	46.95%	51.26%	54.11%	61.07%	45.50%	46.49%	51.58%	59.85%	58.36%	49.32%	54.13%	51.22%	71.81%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	760	19	19	18	28	12	22	28	24	3	16	19	15	27	16	4	11	6	17	14	8	13	15	14	15	6	14	18	16	23	17	20	18	6	12	15	11	10	24	15	19	30	3	7	2	33	1	8	26	23	0	0					
		1.52%	2.12%	1.61%	1.93%	2.42%	1.55%	1.75%	2.37%	2.96%	0.36%	1.68%	1.51%	1.81%	3.13%	1.58%	0.56%	1.33%	0.80%	1.54%	1.32%	0.82%	1.15%	1.29%	1.26%	1.39%	0.63%	1.19%	1.88%	1.26%	2.04%	1.47%	1.44%	1.53%	0.78%	1.08%	1.44%	0.83%	0.80%	1.94%	1.31%	1.92%	2.00%	0.67%	1.07%	0.22%	2.32%	0.73%	1.06%	2.34%	2.68%	0.00%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
