Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
"Наименование Избирательной комиссии:    Ижевск, Индустриальная"																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1298	25	35	40	30	25	25	35	25	10	45	25	25	25	25	25	25	25	38	25	25	25	25	25	25	25	35	25	25	25	25	25	25	25	25	25	25	35	25	25	25	35	25	20	0	35	0	25	25	25	0	25	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	857	15	26	30	26	9	16	28	17	4	43	21	12	10	18	9	11	9	35	13	19	20	17	20	16	10	28	12	20	14	21	14	19	15	20	13	15	27	13	19	15	25	11	15	0	28	0	13	16	22	0	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1316	77	10	41	24	72	13	10	22	91	39	18	13	12	16	9	16	17	17	13	35	26	12	11	13	65	17	23	23	14	6	17	12	25	22	14	7	14	24	0	20	16	18	28	144	18	14	8	19	18	7	53	43					
14	Число погашенных неиспользованных открепительных удостоверений	441	10	9	10	4	16	9	7	8	6	2	4	13	15	7	16	14	16	3	12	6	5	8	5	9	15	7	13	5	11	4	11	6	10	5	12	10	8	12	6	10	10	14	5	0	7	0	12	9	3	0	17	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5826	103	166	107	136	82	155	148	110	105	115	109	92	104	161	78	122	73	189	131	97	101	145	113	133	122	163	96	142	149	134	122	117	84	127	126	156	167	113	122	100	175	66	56	24	182	27	107	97	81	16	42	38					
		12.24%	12.99%	16.34%	13.90%	13.11%	11.71%	13.93%	13.88%	12.28%	10.85%	13.43%	9.73%	12.28%	13.56%	15.80%	12.26%	15.86%	10.60%	15.40%	13.01%	10.90%	10.48%	13.45%	10.82%	12.90%	12.91%	10.81%	10.90%	12.66%	11.76%	12.16%	9.58%	10.45%	10.32%	12.28%	12.28%	13.16%	14.25%	10.28%	11.95%	11.49%	13.45%	11.26%	11.43%	3.67%	13.95%	10.04%	14.82%	10.10%	11.11%	12.90%	9.61%	9.84%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8348	119	162	141	148	86	202	178	148	179	154	169	136	95	180	122	161	143	220	153	149	181	152	194	182	155	271	157	189	216	212	206	225	155	177	177	211	188	172	219	129	212	103	132	246	231	42	170	180	110	15	69	25					
		17.53%	15.01%	15.94%	18.31%	14.27%	12.29%	18.15%	16.70%	16.52%	18.49%	17.99%	15.09%	18.16%	12.39%	17.66%	19.18%	20.94%	20.75%	17.93%	15.19%	16.74%	18.78%	14.10%	18.58%	17.65%	16.40%	17.97%	17.82%	16.84%	17.05%	19.24%	16.17%	20.09%	19.04%	17.12%	17.25%	17.81%	16.04%	15.65%	21.45%	14.83%	16.30%	17.58%	26.94%	37.61%	17.70%	15.61%	23.55%	18.75%	15.09%	12.10%	15.79%	6.48%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	2334	58	75	44	63	47	65	46	36	15	34	70	47	54	32	34	23	19	60	58	35	43	70	54	45	41	66	51	38	44	35	36	31	24	53	51	62	52	43	55	76	78	44	22	29	79	12	17	70	65	6	13	14					
		4.90%	7.31%	7.38%	5.71%	6.08%	6.71%	5.84%	4.32%	4.02%	1.55%	3.97%	6.25%	6.28%	7.04%	3.14%	5.35%	2.99%	2.76%	4.89%	5.76%	3.93%	4.46%	6.49%	5.17%	4.36%	4.34%	4.38%	5.79%	3.39%	3.47%	3.18%	2.83%	2.77%	2.95%	5.13%	4.97%	5.23%	4.44%	3.91%	5.39%	8.74%	5.99%	7.51%	4.49%	4.43%	6.05%	4.46%	2.35%	7.29%	8.92%	4.84%	2.97%	3.63%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9232	149	180	158	241	161	220	243	215	131	179	305	150	183	220	124	102	110	244	184	155	153	197	159	210	144	269	168	198	220	235	244	205	145	185	208	247	265	251	223	191	280	113	68	32	282	51	130	213	141	23	67	61					
		19.39%	18.79%	17.72%	20.52%	23.24%	23.00%	19.77%	22.80%	23.99%	13.53%	20.91%	27.23%	20.03%	23.86%	21.59%	19.50%	13.26%	15.97%	19.89%	18.27%	17.42%	15.87%	18.27%	15.23%	20.37%	15.24%	17.84%	19.07%	17.65%	17.36%	21.32%	19.15%	18.30%	17.81%	17.89%	20.27%	20.84%	22.61%	22.84%	21.84%	21.95%	21.52%	19.28%	13.88%	4.89%	21.61%	18.96%	18.01%	22.19%	19.34%	18.55%	15.33%	15.80%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2344	44	57	62	67	50	71	53	69	18	37	77	48	68	72	34	36	25	76	60	31	35	44	50	36	22	49	38	48	74	34	52	47	32	56	35	56	59	47	44	48	79	21	12	12	76	9	30	66	44	3	12	19					
		4.92%	5.55%	5.61%	8.05%	6.46%	7.14%	6.38%	4.97%	7.70%	1.86%	4.32%	6.88%	6.41%	8.87%	7.07%	5.35%	4.68%	3.63%	6.19%	5.96%	3.48%	3.63%	4.08%	4.79%	3.49%	2.33%	3.25%	4.31%	4.28%	5.84%	3.09%	4.08%	4.20%	3.93%	5.42%	3.41%	4.73%	5.03%	4.28%	4.31%	5.52%	6.07%	3.58%	2.45%	1.83%	5.82%	3.35%	4.16%	6.88%	6.04%	2.42%	2.75%	4.92%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18281	287	358	223	349	256	369	371	298	496	308	364	259	241	334	233	297	299	410	398	399	430	445	447	404	440	640	342	489	529	417	593	472	357	401	400	421	414	452	337	309	441	224	182	256	423	125	253	315	275	55	224	220					
		38.40%	36.19%	35.24%	28.96%	33.65%	36.57%	33.15%	34.80%	33.26%	51.24%	35.98%	32.50%	34.58%	31.42%	32.78%	36.64%	38.62%	43.40%	33.41%	39.52%	44.83%	44.61%	41.28%	42.82%	39.19%	46.56%	42.44%	38.82%	43.58%	41.75%	37.84%	46.55%	42.14%	43.86%	38.78%	38.99%	35.53%	35.32%	41.13%	33.01%	35.52%	33.90%	38.23%	37.14%	39.14%	32.41%	46.47%	35.04%	32.81%	37.72%	44.35%	51.26%	56.99%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	485	15	8	11	17	9	7	7	10	6	18	10	4	7	6	3	11	9	13	10	10	8	9	5	16	9	19	12	6	8	12	4	10	7	15	14	9	10	6	7	10	20	4	6	17	14	3	7	11	9	1	2	4					
		1.02%	1.89%	0.79%	1.43%	1.64%	1.29%	0.63%	0.66%	1.12%	0.62%	2.10%	0.89%	0.53%	0.91%	0.59%	0.47%	1.43%	1.31%	1.06%	0.99%	1.12%	0.83%	0.83%	0.48%	1.55%	0.95%	1.26%	1.36%	0.53%	0.63%	1.09%	0.31%	0.89%	0.86%	1.45%	1.36%	0.76%	0.85%	0.55%	0.69%	1.15%	1.54%	0.68%	1.22%	2.60%	1.07%	1.12%	0.97%	1.15%	1.23%	0.81%	0.46%	1.04%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
