Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    район Отрадное																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2742	90	125	50	50	50	54	71	45	65	62	55	50	70	75	55	55	45	40	40	55	45	60	50	60	60	54	56	45	55	45	40	72	58	60	50	45	50	45	60	50	40	54	40	50	50	50	56	37	60	43					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2694	90	125	50	46	48	54	70	45	61	62	55	49	70	75	55	53	41	40	34	55	43	60	47	60	60	53	54	42	55	44	40	71	58	56	50	45	50	44	59	49	40	53	40	50	50	49	55	36	60	43					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	3254	21	49	155	82	55	266	98	43	55	58	58	47	58	132	32	41	29	16	76	70	75	66	24	37	42	44	29	27	52	89	36	60	9	32	66	42	38	62	55	26	52	33	120	121	80	273	50	42	62	69					
14	Число погашенных неиспользованных открепительных удостоверений	48	0	0	0	4	2	0	1	0	4	0	0	1	0	0	0	2	4	0	6	0	2	0	3	0	0	1	2	3	0	1	0	1	0	4	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	997	8	17	21	18	19	19	28	35	23	15	21	21	41	52	15	21	17	11	14	28	11	21	20	21	20	11	27	13	6	10	6	18	20	19	23	32	5	16	35	25	21	26	20	17	10	17	12	26	18	27					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	1.Политическая партия «Аграрная партия России»	2074	24	37	47	34	49	51	50	41	41	41	52	61	50	39	33	45	37	21	46	39	49	36	52	102	44	36	22	32	30	29	37	48	33	34	31	44	31	47	46	48	34	44	35	58	29	34	45	38	46	42					
		3.07%	2.67%	3.69%	2.87%	2.17%	3.41%	2.99%	3.14%	2.98%	2.15%	2.99%	3.68%	4.37%	3.29%	2.30%	2.53%	3.70%	3.60%	2.70%	3.78%	3.27%	3.95%	2.35%	3.71%	6.53%	3.03%	3.15%	1.66%	2.58%	2.29%	2.07%	3.24%	3.31%	2.71%	3.05%	2.58%	3.60%	2.51%	3.28%	3.42%	3.83%	2.41%	3.05%	2.53%	3.74%	2.18%	2.10%	3.88%	2.84%	3.18%	2.92%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1751	15	11	52	36	38	73	61	42	44	32	43	38	32	67	27	44	25	23	18	30	23	44	27	40	41	27	30	31	40	30	38	23	30	31	34	19	39	19	36	35	43	32	39	49	30	32	27	32	36	43					
		2.59%	1.67%	1.10%	3.17%	2.29%	2.64%	4.28%	3.83%	3.05%	2.31%	2.33%	3.05%	2.72%	2.11%	3.95%	2.07%	3.62%	2.43%	2.96%	1.48%	2.51%	1.85%	2.88%	1.93%	2.56%	2.82%	2.36%	2.26%	2.50%	3.06%	2.14%	3.33%	1.59%	2.46%	2.78%	2.83%	1.55%	3.16%	1.33%	2.68%	2.80%	3.05%	2.22%	2.82%	3.16%	2.25%	1.97%	2.33%	2.39%	2.49%	2.99%					
20	3.Политическая партия «Демократическая партия России»	151	5	0	2	7	1	8	3	3	3	4	1	4	4	3	2	3	4	2	4	2	3	4	3	1	3	3	2	4	2	3	8	5	1	5	3	1	1	3	3	1	3	4	1	4	2	3	1	0	5	4					
		0.22%	0.56%	0.00%	0.12%	0.45%	0.07%	0.47%	0.19%	0.22%	0.16%	0.29%	0.07%	0.29%	0.26%	0.18%	0.15%	0.25%	0.39%	0.26%	0.33%	0.17%	0.24%	0.26%	0.21%	0.06%	0.21%	0.26%	0.15%	0.32%	0.15%	0.21%	0.70%	0.35%	0.08%	0.45%	0.25%	0.08%	0.08%	0.21%	0.22%	0.08%	0.21%	0.28%	0.07%	0.26%	0.15%	0.18%	0.09%	0.00%	0.35%	0.28%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8691	107	93	194	190	176	256	269	156	187	167	169	207	187	165	182	151	140	112	164	209	145	210	130	240	164	147	183	165	205	196	135	177	131	132	205	121	181	191	168	187	211	205	157	202	210	161	147	140	165	199					
		12.86%	11.89%	9.26%	11.84%	12.11%	12.25%	15.01%	16.88%	11.34%	9.81%	12.18%	11.97%	14.82%	12.31%	9.73%	13.97%	12.43%	13.62%	14.41%	13.49%	17.50%	11.67%	13.73%	9.29%	15.36%	11.28%	12.87%	13.79%	13.31%	15.66%	14.00%	11.82%	12.22%	10.75%	11.83%	17.05%	9.89%	14.66%	13.35%	12.49%	14.94%	14.98%	14.20%	11.37%	13.03%	15.77%	9.93%	12.67%	10.46%	11.40%	13.84%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1743	16	5	40	48	24	85	66	28	24	46	40	40	49	46	39	35	34	24	36	19	25	27	32	50	36	22	18	33	36	69	34	32	19	18	24	26	35	18	42	38	51	20	28	44	35	30	42	25	40	50					
		2.58%	1.78%	0.50%	2.44%	3.06%	1.67%	4.99%	4.14%	2.03%	1.26%	3.36%	2.83%	2.86%	3.23%	2.71%	2.99%	2.88%	3.31%	3.09%	2.96%	1.59%	2.01%	1.76%	2.29%	3.20%	2.48%	1.93%	1.36%	2.66%	2.75%	4.93%	2.98%	2.21%	1.56%	1.61%	1.99%	2.13%	2.83%	1.26%	3.12%	3.04%	3.62%	1.39%	2.03%	2.84%	2.63%	1.85%	3.62%	1.87%	2.76%	3.48%					
23	6.Политическая партия «Партия социальной справедливости»	298	4	4	12	3	7	10	8	4	2	7	2	6	8	12	13	4	4	3	8	6	3	2	15	5	7	4	2	6	10	2	3	7	5	5	10	7	8	7	10	6	5	5	5	4	4	8	2	7	1	6					
		0.44%	0.44%	0.40%	0.73%	0.19%	0.49%	0.59%	0.50%	0.29%	0.10%	0.51%	0.14%	0.43%	0.53%	0.71%	0.99%	0.33%	0.39%	0.39%	0.66%	0.50%	0.24%	0.13%	1.07%	0.32%	0.48%	0.35%	0.15%	0.48%	0.76%	0.14%	0.26%	0.48%	0.41%	0.45%	0.83%	0.57%	0.65%	0.49%	0.74%	0.48%	0.35%	0.35%	0.36%	0.26%	0.30%	0.49%	0.17%	0.52%	0.07%	0.42%					
24	7.Политическая партия «Либерально-демократическая партия России»	5250	104	151	120	101	111	131	105	148	112	120	115	87	133	160	99	92	86	51	79	82	88	106	103	99	121	104	104	84	82	103	106	105	93	80	82	117	72	105	103	101	116	122	100	164	92	119	83	78	128	103					
		7.77%	11.56%	15.04%	7.32%	6.44%	7.72%	7.68%	6.59%	10.76%	5.87%	8.75%	8.14%	6.23%	8.76%	9.44%	7.60%	7.57%	8.37%	6.56%	6.50%	6.87%	7.09%	6.93%	7.36%	6.34%	8.32%	9.11%	7.84%	6.77%	6.26%	7.36%	9.28%	7.25%	7.63%	7.17%	6.82%	9.57%	5.83%	7.34%	7.66%	8.07%	8.23%	8.45%	7.24%	10.58%	6.91%	7.34%	7.16%	5.83%	8.85%	7.16%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5587	61	69	158	116	128	162	130	111	139	139	106	116	125	154	123	117	106	68	89	91	106	112	117	125	114	90	106	106	88	126	82	123	105	94	93	95	120	119	103	107	103	116	112	140	105	142	92	102	123	113					
		8.26%	6.78%	6.87%	9.64%	7.39%	8.91%	9.50%	8.16%	8.07%	7.29%	10.14%	7.51%	8.30%	8.23%	9.09%	9.44%	9.63%	10.31%	8.75%	7.32%	7.62%	8.53%	7.32%	8.36%	8.00%	7.84%	7.88%	7.99%	8.55%	6.72%	9.00%	7.18%	8.49%	8.61%	8.42%	7.74%	7.77%	9.72%	8.32%	7.66%	8.55%	7.31%	8.03%	8.11%	9.03%	7.88%	8.75%	7.93%	7.62%	8.50%	7.86%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	952	15	16	22	28	17	29	21	22	35	18	17	18	25	15	19	27	8	8	14	23	9	30	26	23	15	13	25	23	24	19	33	10	9	14	20	10	8	22	11	17	11	32	19	14	18	29	11	18	24	18					
		1.41%	1.67%	1.59%	1.34%	1.78%	1.18%	1.70%	1.32%	1.60%	1.84%	1.31%	1.20%	1.29%	1.65%	0.88%	1.46%	2.22%	0.78%	1.03%	1.15%	1.93%	0.72%	1.96%	1.86%	1.47%	1.03%	1.14%	1.88%	1.85%	1.83%	1.36%	2.89%	0.69%	0.74%	1.25%	1.66%	0.82%	0.65%	1.54%	0.82%	1.36%	0.78%	2.22%	1.38%	0.90%	1.35%	1.79%	0.95%	1.35%	1.66%	1.25%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	36685	496	599	892	910	815	741	749	700	1221	682	763	680	819	932	668	641	504	400	668	621	725	848	816	768	822	626	743	670	679	732	582	843	718	632	626	728	657	810	745	632	742	752	776	761	741	976	627	842	789	776					
		54.27%	55.11%	59.66%	54.42%	57.99%	56.72%	43.46%	46.99%	50.87%	64.03%	49.74%	54.04%	48.68%	53.92%	54.99%	51.27%	52.76%	49.03%	51.48%	54.93%	52.01%	58.37%	55.42%	58.29%	49.17%	56.53%	54.82%	55.99%	54.03%	51.87%	52.29%	50.96%	58.18%	58.90%	56.63%	52.08%	59.53%	53.20%	56.60%	55.39%	50.48%	52.66%	52.08%	56.19%	49.10%	55.63%	60.17%	54.05%	62.93%	54.53%	53.96%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	3438	36	5	72	75	45	136	104	102	70	91	72	121	72	86	83	46	68	57	72	53	45	91	67	78	70	58	54	62	88	76	58	60	56	56	59	33	70	67	51	59	74	91	88	93	53	71	69	42	71	62					
		5.09%	4.00%	0.50%	4.39%	4.78%	3.13%	7.98%	6.52%	7.41%	3.67%	6.64%	5.10%	8.66%	4.74%	5.07%	6.37%	3.79%	6.61%	7.34%	5.92%	4.44%	3.62%	5.95%	4.79%	4.99%	4.81%	5.08%	4.07%	5.00%	6.72%	5.43%	5.08%	4.14%	4.59%	5.02%	4.91%	2.70%	5.67%	4.68%	3.79%	4.71%	5.25%	6.30%	6.37%	6.00%	3.98%	4.38%	5.95%	3.14%	4.91%	4.31%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
