Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Качканарская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972									
14	Число погашенных неиспользованных открепительных удостоверений	555	21	26	36	37	28	25	29	23	25	33	24	18	28	23	25	30	35	25	36	28									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	49	0	0	5	3	4	2	0	7	5	2	5	0	2	5	1	2	1	2	2	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	221	10	19	17	17	5	5	1	7	5	11	7	6	12	14	17	11	14	14	19	10									
		1.58%	1.40%	2.51%	1.87%	2.06%	0.96%	0.84%	0.22%	1.03%	0.93%	1.28%	0.80%	0.91%	2.19%	2.26%	2.84%	1.35%	1.93%	2.04%	2.17%	1.45%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	525	28	28	24	33	21	25	19	24	25	43	21	23	23	25	22	37	34	22	23	25									
		3.77%	3.92%	3.69%	2.65%	4.00%	4.04%	4.21%	4.21%	3.52%	4.66%	5.00%	2.40%	3.48%	4.19%	4.03%	3.67%	4.53%	4.70%	3.21%	2.63%	3.61%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	502	20	24	31	35	14	27	21	21	20	31	23	21	23	28	16	45	21	22	28	31									
		3.60%	2.80%	3.17%	3.42%	4.24%	2.69%	4.55%	4.66%	3.08%	3.72%	3.60%	2.63%	3.18%	4.19%	4.52%	2.67%	5.51%	2.90%	3.21%	3.20%	4.48%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4359	237	213	325	231	152	189	152	248	206	241	277	207	157	182	195	250	225	221	263	188									
		31.26%	33.19%	28.10%	35.83%	28.00%	29.23%	31.82%	33.70%	36.36%	38.36%	28.02%	31.62%	31.32%	28.60%	29.35%	32.55%	30.64%	31.08%	32.26%	30.09%	27.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	147	6	7	14	13	9	9	4	8	3	7	10	4	3	4	10	7	5	6	10	8									
		1.05%	0.84%	0.92%	1.54%	1.58%	1.73%	1.52%	0.89%	1.17%	0.56%	0.81%	1.14%	0.61%	0.55%	0.65%	1.67%	0.86%	0.69%	0.88%	1.14%	1.16%									
24	"6. Политическая партия ""Гражданская Платформа"""	30	4	4	2	1	0	0	1	1	2	3	1	2	3	1	0	3	1	0	1	0									
		0.22%	0.56%	0.53%	0.22%	0.12%	0.00%	0.00%	0.22%	0.15%	0.37%	0.35%	0.11%	0.30%	0.55%	0.16%	0.00%	0.37%	0.14%	0.00%	0.11%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2731	190	169	127	139	138	119	121	125	104	174	161	124	130	137	128	143	111	110	146	135									
		19.59%	26.61%	22.30%	14.00%	16.85%	26.54%	20.03%	26.83%	18.33%	19.37%	20.23%	18.38%	18.76%	23.68%	22.10%	21.37%	17.52%	15.33%	16.06%	16.70%	19.51%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	99	7	4	8	2	1	3	5	3	2	5	7	9	5	2	3	3	6	5	5	14									
		0.71%	0.98%	0.53%	0.88%	0.24%	0.19%	0.51%	1.11%	0.44%	0.37%	0.58%	0.80%	1.36%	0.91%	0.32%	0.50%	0.37%	0.83%	0.73%	0.57%	2.02%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	168	4	11	11	10	11	5	4	6	8	8	13	2	8	13	6	8	12	9	11	8									
		1.20%	0.56%	1.45%	1.21%	1.21%	2.12%	0.84%	0.89%	0.88%	1.49%	0.93%	1.48%	0.30%	1.46%	2.10%	1.00%	0.98%	1.66%	1.31%	1.26%	1.16%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	2	1	1	1	2	0	0	1	0	1	2	0	0	1	1	2	3	0	0	0									
		0.13%	0.28%	0.13%	0.11%	0.12%	0.38%	0.00%	0.00%	0.15%	0.00%	0.12%	0.23%	0.00%	0.00%	0.16%	0.17%	0.25%	0.41%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	172	6	7	14	15	5	5	2	6	6	10	15	6	3	8	5	11	13	9	19	7									
		1.23%	0.84%	0.92%	1.54%	1.82%	0.96%	0.84%	0.44%	0.88%	1.12%	1.16%	1.71%	0.91%	0.55%	1.29%	0.83%	1.35%	1.80%	1.31%	2.17%	1.01%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2686	130	155	165	175	98	119	73	129	97	200	165	124	104	118	104	146	147	126	155	156									
		19.26%	18.21%	20.45%	18.19%	21.21%	18.85%	20.03%	16.19%	18.91%	18.06%	23.26%	18.84%	18.76%	18.94%	19.03%	17.36%	17.89%	20.30%	18.39%	17.73%	22.54%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	0	3	4	7	7	1	0	2	1	0	5	6	1	0	3	3	2	3	7	2									
		0.41%	0.00%	0.40%	0.44%	0.85%	1.35%	0.17%	0.00%	0.29%	0.19%	0.00%	0.57%	0.91%	0.18%	0.00%	0.50%	0.37%	0.28%	0.44%	0.80%	0.29%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1892	46	84	133	134	35	72	44	84	49	110	144	114	69	80	70	123	115	124	162	100									
		13.57%	6.44%	11.08%	14.66%	16.24%	6.73%	12.12%	9.76%	12.32%	9.12%	12.79%	16.44%	17.25%	12.57%	12.90%	11.69%	15.07%	15.88%	18.10%	18.54%	14.45%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
