Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
"Наименование Избирательной комиссии:    Барнаул, Октябрьская"																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №1908	УИК №1909	УИК №1910	УИК №1911									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1340	60	40	35	30	25	35	35	50	60	60	55	40	45	55	55	55	40	50	40	35	35	40	20	45	15	35	50	35	45	15	55	30	20	0	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	918	42	19	34	27	24	24	35	40	37	39	31	31	31	38	37	36	35	33	13	22	20	36	18	28	7	32	27	18	29	8	35	20	12	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1179	17	33	7	10	23	11	20	18	33	20	24	117	27	15	16	20	14	78	17	28	18	23	13	27	16	21	43	25	38	26	44	30	19	208	25	37	18									
14	Число погашенных неиспользованных открепительных удостоверений	422	18	21	1	3	1	11	0	10	23	21	24	9	14	17	18	19	5	17	27	13	15	4	2	17	8	3	23	17	16	7	20	10	8	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	117	2	7	1	1	2	1	1	5	8	5	2	2	3	4	3	5	4	1	2	3	4	5	0	4	1	4	7	8	6	3	5	2	6	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	366	11	12	10	11	11	6	7	8	8	9	7	12	14	14	19	17	10	4	14	10	10	8	3	12	3	12	12	13	17	18	18	15	5	3	2	0	1									
		1.36%	1.26%	1.27%	1.23%	1.67%	2.24%	0.79%	0.99%	0.86%	0.92%	0.76%	0.94%	1.08%	1.70%	1.53%	2.30%	2.08%	1.29%	0.63%	1.69%	1.54%	1.57%	0.87%	0.57%	1.08%	0.77%	1.51%	1.37%	1.42%	2.12%	2.83%	1.82%	2.45%	1.03%	0.77%	1.38%	0.00%	0.88%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	809	27	36	23	29	22	14	30	31	21	23	18	24	23	35	13	25	26	21	37	18	18	23	22	47	12	11	26	32	28	13	26	14	16	13	4	3	5									
		3.01%	3.10%	3.82%	2.83%	4.39%	4.49%	1.83%	4.23%	3.35%	2.42%	1.95%	2.42%	2.16%	2.79%	3.82%	1.57%	3.06%	3.36%	3.33%	4.46%	2.77%	2.83%	2.49%	4.15%	4.25%	3.06%	1.39%	2.96%	3.50%	3.49%	2.05%	2.63%	2.29%	3.29%	3.35%	2.76%	2.00%	4.42%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	470	14	17	15	5	9	11	9	19	17	16	18	12	20	20	11	19	12	10	17	12	10	14	11	18	8	18	12	15	17	10	13	17	10	6	4	2	2									
		1.75%	1.61%	1.80%	1.85%	0.76%	1.84%	1.44%	1.27%	2.05%	1.96%	1.36%	2.42%	1.08%	2.42%	2.18%	1.33%	2.32%	1.55%	1.58%	2.05%	1.85%	1.57%	1.52%	2.08%	1.63%	2.04%	2.27%	1.37%	1.64%	2.12%	1.57%	1.32%	2.78%	2.06%	1.55%	2.76%	1.33%	1.77%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8913	331	285	260	180	147	278	261	295	303	548	237	388	256	237	284	229	241	202	228	217	175	319	188	323	137	268	275	374	260	219	316	179	147	152	62	64	48									
		33.21%	38.05%	30.25%	31.98%	27.27%	30.00%	36.44%	36.81%	31.89%	34.87%	46.48%	31.81%	34.86%	31.03%	25.85%	34.34%	27.99%	31.18%	32.01%	27.47%	33.44%	27.56%	34.56%	35.47%	29.20%	34.95%	33.75%	31.32%	40.96%	32.38%	34.49%	32.02%	29.25%	30.25%	39.18%	42.76%	42.67%	42.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	314	12	12	8	6	5	9	8	14	5	14	12	12	8	9	7	8	11	6	5	3	4	4	3	11	4	11	8	13	19	14	19	8	8	10	1	3	0									
		1.17%	1.38%	1.27%	0.98%	0.91%	1.02%	1.18%	1.13%	1.51%	0.58%	1.19%	1.61%	1.08%	0.97%	0.98%	0.85%	0.98%	1.42%	0.95%	0.60%	0.46%	0.63%	0.43%	0.57%	0.99%	1.02%	1.39%	0.91%	1.42%	2.37%	2.20%	1.93%	1.31%	1.65%	2.58%	0.69%	2.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	1	1	3	1	0	0	2	0	0	3	2	1	0	1	2	0	3	2	1	2	0	2	3	0	0	1	0	0	2	1	2	1	0	0	1	1	0									
		0.15%	0.11%	0.11%	0.37%	0.15%	0.00%	0.00%	0.28%	0.00%	0.00%	0.25%	0.27%	0.09%	0.00%	0.11%	0.24%	0.00%	0.39%	0.32%	0.12%	0.31%	0.00%	0.22%	0.57%	0.00%	0.00%	0.13%	0.00%	0.00%	0.25%	0.16%	0.20%	0.16%	0.00%	0.00%	0.69%	0.67%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5046	187	179	166	148	109	160	137	200	177	186	158	213	165	145	135	143	174	125	216	157	149	178	120	221	68	156	134	108	88	77	146	61	94	85	23	33	25									
		18.80%	21.49%	19.00%	20.42%	22.42%	22.24%	20.97%	19.32%	21.62%	20.37%	15.78%	21.21%	19.14%	20.00%	15.81%	16.32%	17.48%	22.51%	19.81%	26.02%	24.19%	23.46%	19.28%	22.64%	19.98%	17.35%	19.65%	15.26%	11.83%	10.96%	12.13%	14.79%	9.97%	19.34%	21.91%	15.86%	22.00%	22.12%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	234	3	7	10	8	8	1	5	7	8	9	7	9	3	12	7	4	7	6	4	4	3	9	4	6	2	5	18	8	7	7	17	5	7	6	0	1	0									
		0.87%	0.34%	0.74%	1.23%	1.21%	1.63%	0.13%	0.71%	0.76%	0.92%	0.76%	0.94%	0.81%	0.36%	1.31%	0.85%	0.49%	0.91%	0.95%	0.48%	0.62%	0.47%	0.98%	0.75%	0.54%	0.51%	0.63%	2.05%	0.88%	0.87%	1.10%	1.72%	0.82%	1.44%	1.55%	0.00%	0.67%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	304	14	14	5	7	4	4	6	12	8	9	10	10	17	11	10	6	8	4	14	6	7	4	4	8	2	14	9	11	14	16	15	13	4	4	0	0	0									
		1.13%	1.61%	1.49%	0.62%	1.06%	0.82%	0.52%	0.85%	1.30%	0.92%	0.76%	1.34%	0.90%	2.06%	1.20%	1.21%	0.73%	1.03%	0.63%	1.69%	0.92%	1.10%	0.43%	0.75%	0.72%	0.51%	1.76%	1.03%	1.20%	1.74%	2.52%	1.52%	2.12%	0.82%	1.03%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	38	3	0	1	1	0	2	1	1	2	0	0	0	2	0	3	1	0	0	3	1	2	2	0	2	2	0	0	2	2	0	3	1	0	0	0	0	1									
		0.14%	0.34%	0.00%	0.12%	0.15%	0.00%	0.26%	0.14%	0.11%	0.23%	0.00%	0.00%	0.00%	0.24%	0.00%	0.36%	0.12%	0.00%	0.00%	0.36%	0.15%	0.31%	0.22%	0.00%	0.18%	0.51%	0.00%	0.00%	0.22%	0.25%	0.00%	0.30%	0.16%	0.00%	0.00%	0.00%	0.00%	0.88%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	982	30	38	30	15	16	21	24	16	31	39	27	32	41	46	31	19	25	16	27	15	20	32	10	21	12	41	50	47	34	39	56	41	21	13	3	3	0									
		3.66%	3.45%	4.03%	3.69%	2.27%	3.27%	2.75%	3.39%	1.73%	3.57%	3.31%	3.62%	2.88%	4.97%	5.02%	3.75%	2.32%	3.23%	2.54%	3.25%	2.31%	3.15%	3.47%	1.89%	1.90%	3.06%	5.16%	5.69%	5.15%	4.23%	6.14%	5.67%	6.70%	4.32%	3.35%	2.07%	2.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4451	109	167	125	111	75	115	106	152	135	158	107	181	125	195	139	153	126	112	131	95	105	145	82	216	82	122	172	143	172	118	178	124	92	44	12	11	16									
		16.58%	12.53%	17.73%	15.38%	16.82%	15.31%	15.07%	14.95%	16.43%	15.54%	13.40%	14.36%	16.26%	15.15%	21.26%	16.81%	18.70%	16.30%	17.75%	15.78%	14.64%	16.54%	15.71%	15.47%	19.53%	20.92%	15.37%	19.59%	15.66%	21.42%	18.58%	18.03%	20.26%	18.93%	11.34%	8.28%	7.33%	14.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	73	7	2	1	2	0	1	0	4	2	3	1	2	2	3	4	1	2	0	4	1	1	0	4	3	0	2	4	4	1	3	3	1	2	3	0	0	0									
		0.27%	0.80%	0.21%	0.12%	0.30%	0.00%	0.13%	0.00%	0.43%	0.23%	0.25%	0.13%	0.18%	0.24%	0.33%	0.48%	0.12%	0.26%	0.00%	0.48%	0.15%	0.16%	0.00%	0.75%	0.27%	0.00%	0.25%	0.46%	0.44%	0.12%	0.47%	0.30%	0.16%	0.41%	0.77%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4123	107	149	137	115	72	118	93	137	133	150	116	197	126	168	139	179	106	98	105	86	103	153	61	181	50	118	144	125	128	83	157	115	71	42	26	24	11									
		15.36%	12.30%	15.82%	16.85%	17.42%	14.69%	15.47%	13.12%	14.81%	15.30%	12.72%	15.57%	17.70%	15.27%	18.32%	16.81%	21.88%	13.71%	15.53%	12.65%	13.25%	16.22%	16.58%	11.51%	16.37%	12.76%	14.86%	16.40%	13.69%	15.94%	13.07%	15.91%	18.79%	14.61%	10.82%	17.93%	16.00%	9.73%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
