Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Кировская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	970	40	40	40	30	30	30	40	30	30	30	20	40	40	10	10	10	30	30	30	30	10	10	20	20	50	50	20	30	10	10	20	10	10	30	30	20	20	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	280	29	12	18	7	14	20	22	9	4	7	4	2	9	1	3	0	0	5	15	21	0	0	9	3	5	9	0	6	0	3	5	3	0	10	7	13	3	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	199	25	9	12	9	27	12	7	14	2	2	5	3	5	2	3	2	1	3	4	4	3	1	0	2	2	5	2	1	1	0	4	3	2	2	10	6	1	3									
14	Число погашенных неиспользованных открепительных удостоверений	690	11	28	22	23	16	10	18	21	26	23	16	38	31	9	7	10	30	25	15	9	10	10	11	17	45	41	20	24	10	7	15	7	10	20	23	7	17	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	0	4	0	0	0	0	2	0	1	0	0	1	2	0	1	0	0	0	1	2	0	0	0	1	0	1	0	3	0	0	0	2	0	5	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	368	10	16	16	15	7	21	34	4	13	3	7	14	9	8	2	0	13	12	8	20	1	14	13	4	13	18	6	12	1	1	8	4	2	13	10	4	7	5									
		2.02%	0.93%	2.20%	1.54%	2.86%	1.13%	3.45%	5.21%	1.03%	3.21%	0.65%	1.28%	1.88%	1.12%	6.45%	0.94%	0.00%	2.75%	2.12%	1.27%	3.35%	1.02%	12.39%	3.28%	1.01%	1.53%	1.91%	2.49%	2.13%	1.08%	0.88%	1.50%	1.40%	1.26%	2.17%	1.61%	0.96%	2.11%	2.70%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	231	13	16	10	10	12	10	3	7	5	9	11	6	3	0	3	1	9	6	12	13	2	1	4	3	10	12	3	7	3	0	7	1	5	6	2	5	1	0									
		1.27%	1.20%	2.20%	0.96%	1.90%	1.94%	1.64%	0.46%	1.79%	1.23%	1.96%	2.02%	0.80%	0.37%	0.00%	1.41%	1.41%	1.90%	1.06%	1.90%	2.18%	2.04%	0.88%	1.01%	0.76%	1.18%	1.27%	1.24%	1.24%	3.23%	0.00%	1.31%	0.35%	3.14%	1.00%	0.32%	1.20%	0.30%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	160	9	13	16	3	5	4	6	4	4	4	4	2	10	0	1	2	7	6	6	10	1	0	1	3	8	6	3	6	2	1	1	2	0	4	4	1	1	0									
		0.88%	0.83%	1.79%	1.54%	0.57%	0.81%	0.66%	0.92%	1.03%	0.99%	0.87%	0.73%	0.27%	1.25%	0.00%	0.47%	2.82%	1.48%	1.06%	0.95%	1.68%	1.02%	0.00%	0.25%	0.76%	0.94%	0.64%	1.24%	1.06%	2.15%	0.88%	0.19%	0.70%	0.00%	0.67%	0.65%	0.24%	0.30%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13936	849	510	767	426	469	407	467	284	310	352	426	571	627	83	184	47	352	424	472	442	69	81	317	280	663	735	193	396	70	90	419	218	126	485	547	343	283	152									
		76.51%	78.54%	70.15%	73.68%	81.14%	75.65%	66.94%	71.63%	72.82%	76.54%	76.52%	78.17%	76.54%	78.18%	66.94%	86.38%	66.20%	74.42%	74.91%	74.92%	74.04%	70.41%	71.68%	80.05%	70.89%	78.00%	77.86%	80.08%	70.21%	75.27%	78.95%	78.46%	76.22%	79.25%	80.83%	88.23%	82.65%	85.50%	82.16%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	148	11	12	5	1	3	4	7	3	6	2	4	9	8	4	1	0	6	3	5	7	1	0	6	4	10	6	1	5	1	1	7	0	0	2	1	2	0	0									
		0.81%	1.02%	1.65%	0.48%	0.19%	0.48%	0.66%	1.07%	0.77%	1.48%	0.43%	0.73%	1.21%	0.99%	3.23%	0.47%	0.00%	1.27%	0.53%	0.79%	1.17%	1.02%	0.00%	1.52%	1.01%	1.18%	0.64%	0.41%	0.89%	1.08%	0.88%	1.31%	0.00%	0.00%	0.33%	0.16%	0.48%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	58	2	13	4	0	1	1	1	0	2	2	1	5	4	0	0	2	1	2	2	3	1	0	0	1	2	0	0	1	0	4	1	1	0	0	0	0	1	0									
		0.32%	0.19%	1.79%	0.38%	0.00%	0.16%	0.16%	0.15%	0.00%	0.49%	0.43%	0.18%	0.67%	0.50%	0.00%	0.00%	2.82%	0.21%	0.35%	0.32%	0.50%	1.02%	0.00%	0.00%	0.25%	0.24%	0.00%	0.00%	0.18%	0.00%	3.51%	0.19%	0.35%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1410	97	59	89	39	45	59	44	28	22	40	36	58	58	15	11	5	48	52	55	38	9	5	19	33	63	109	25	34	2	2	44	21	15	42	32	28	18	11									
		7.74%	8.97%	8.12%	8.55%	7.43%	7.26%	9.70%	6.75%	7.18%	5.43%	8.70%	6.61%	7.77%	7.23%	12.10%	5.16%	7.04%	10.15%	9.19%	8.73%	6.37%	9.18%	4.42%	4.80%	8.35%	7.41%	11.55%	10.37%	6.03%	2.15%	1.75%	8.24%	7.34%	9.43%	7.00%	5.16%	6.75%	5.44%	5.95%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	84	4	11	9	0	4	2	2	3	2	5	1	5	7	0	1	0	2	2	0	5	0	0	0	1	0	7	0	1	0	1	3	1	0	1	2	1	0	1									
		0.46%	0.37%	1.51%	0.86%	0.00%	0.65%	0.33%	0.31%	0.77%	0.49%	1.09%	0.18%	0.67%	0.87%	0.00%	0.47%	0.00%	0.42%	0.35%	0.00%	0.84%	0.00%	0.00%	0.00%	0.25%	0.00%	0.74%	0.00%	0.18%	0.00%	0.88%	0.56%	0.35%	0.00%	0.17%	0.32%	0.24%	0.00%	0.54%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	38	1	0	1	1	0	2	1	1	2	0	2	1	4	0	1	0	1	0	3	1	2	0	0	0	1	5	0	0	0	1	1	0	0	2	1	2	1	0									
		0.21%	0.09%	0.00%	0.10%	0.19%	0.00%	0.33%	0.15%	0.26%	0.49%	0.00%	0.37%	0.13%	0.50%	0.00%	0.47%	0.00%	0.21%	0.00%	0.48%	0.17%	2.04%	0.00%	0.00%	0.00%	0.12%	0.53%	0.00%	0.00%	0.00%	0.88%	0.19%	0.00%	0.00%	0.33%	0.16%	0.48%	0.30%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	1	0	0	0	0	1	2	0	2	1	2	0	2	0	0	1	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0									
		0.10%	0.09%	0.00%	0.00%	0.00%	0.00%	0.16%	0.31%	0.00%	0.49%	0.22%	0.37%	0.00%	0.25%	0.00%	0.00%	1.41%	0.21%	0.00%	0.16%	0.00%	0.00%	0.00%	0.25%	0.00%	0.12%	0.11%	0.00%	0.00%	1.08%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	124	3	9	7	1	3	5	3	2	4	1	2	7	12	4	1	0	3	4	14	2	0	0	2	4	4	2	0	5	6	1	0	2	2	0	3	1	2	3									
		0.68%	0.28%	1.24%	0.67%	0.19%	0.48%	0.82%	0.46%	0.51%	0.99%	0.22%	0.37%	0.94%	1.50%	3.23%	0.47%	0.00%	0.63%	0.71%	2.22%	0.34%	0.00%	0.00%	0.51%	1.01%	0.47%	0.21%	0.00%	0.89%	6.45%	0.88%	0.00%	0.70%	1.26%	0.00%	0.48%	0.24%	0.60%	1.62%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	970	48	32	51	24	46	68	63	36	26	27	17	37	25	3	2	9	16	33	30	26	10	11	17	21	40	25	10	69	3	4	34	23	6	26	11	23	9	9									
		5.33%	4.44%	4.40%	4.90%	4.57%	7.42%	11.18%	9.66%	9.23%	6.42%	5.87%	3.12%	4.96%	3.12%	2.42%	0.94%	12.68%	3.38%	5.83%	4.76%	4.36%	10.20%	9.73%	4.29%	5.32%	4.71%	2.65%	4.15%	12.23%	3.23%	3.51%	6.37%	8.04%	3.77%	4.33%	1.77%	5.54%	2.72%	4.86%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	2	2	2	0	1	1	5	0	1	1	3	0	3	0	1	1	2	4	1	3	0	0	3	0	1	2	0	2	1	0	2	0	0	0	1	1	1	0									
		0.26%	0.19%	0.28%	0.19%	0.00%	0.16%	0.16%	0.77%	0.00%	0.25%	0.22%	0.55%	0.00%	0.37%	0.00%	0.47%	1.41%	0.42%	0.71%	0.16%	0.50%	0.00%	0.00%	0.76%	0.00%	0.12%	0.21%	0.00%	0.35%	1.08%	0.00%	0.37%	0.00%	0.00%	0.00%	0.16%	0.24%	0.30%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	187	12	11	11	2	11	7	2	2	1	2	5	10	3	1	2	0	8	6	8	10	2	0	0	36	9	3	0	6	2	1	2	2	1	3	2	1	2	1									
		1.03%	1.11%	1.51%	1.06%	0.38%	1.77%	1.15%	0.31%	0.51%	0.25%	0.43%	0.92%	1.34%	0.37%	0.81%	0.94%	0.00%	1.69%	1.06%	1.27%	1.68%	2.04%	0.00%	0.00%	9.11%	1.06%	0.32%	0.00%	1.06%	2.15%	0.88%	0.37%	0.70%	0.63%	0.50%	0.32%	0.24%	0.60%	0.54%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
