Выборы Президента Российской Федерации																																																				
																																																				
Наименование Избирательной комиссии:    Калачеевская																																																				
																																																				
Итоги голосования 																																																				
																																																				
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645					
		2.02%	3.17%	2.96%	2.28%	2.11%	2.83%	1.95%	2.08%	2.32%	2.90%	0.00%	2.55%	1.14%	3.89%	3.24%	2.03%	0.31%	1.08%	1.51%	2.07%	0.87%	1.34%	0.83%	0.00%	0.98%	1.24%	0.58%	1.53%	2.81%	3.99%	1.83%	0.72%	1.22%	0.75%	1.22%	1.06%	0.90%	1.09%	1.33%	1.96%	1.52%	1.76%	0.87%	1.40%	0.76%	1.73%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
