Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    Щучанская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1100	УИК №1101	УИК №1102	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	2	4	2	1	0	3	1	2	0	8	1	0	0	0	1	0	0	1	3	0	0	0	0	2	0	3	0	2	0	1	0	1	0	1	1	1	0	0	0	0	2	0	0	2	0	0	4	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	1.Политическая партия «Аграрная партия России»	347	9	9	8	6	5	14	8	4	13	8	2	14	7	7	7	12	3	1	12	9	1	2	14	8	4	17	4	24	6	1	5	7	3	1	4	2	4	5	13	3	7	3	1	12	1	3	28	6					
		2.62%	2.13%	2.47%	1.73%	1.70%	1.44%	2.54%	2.48%	1.17%	1.65%	0.70%	1.06%	3.66%	3.33%	5.56%	2.95%	2.98%	2.01%	1.10%	4.14%	3.23%	1.06%	1.46%	7.22%	2.01%	4.35%	2.86%	2.88%	6.90%	3.95%	0.65%	6.85%	1.43%	2.34%	1.01%	0.93%	0.72%	4.49%	7.58%	5.35%	6.25%	2.82%	2.78%	1.79%	5.71%	1.39%	6.00%	4.58%	3.43%					
19	2.Всероссийская политическая партия «Гражданская Сила»	46	1	1	2	3	1	6	0	0	3	4	0	1	0	1	1	1	2	1	0	0	1	0	1	2	0	0	0	0	0	0	0	1	1	0	6	3	0	0	0	0	0	0	0	1	0	0	0	2					
		0.35%	0.24%	0.27%	0.43%	0.85%	0.29%	1.09%	0.00%	0.00%	0.38%	0.35%	0.00%	0.26%	0.00%	0.79%	0.42%	0.25%	1.34%	1.10%	0.00%	0.00%	1.06%	0.00%	0.52%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.78%	0.00%	1.39%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	1.14%					
20	3.Политическая партия «Демократическая партия России»	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1549	79	71	80	70	45	92	36	39	103	29	18	31	16	21	30	52	22	15	57	32	7	19	20	27	8	81	5	54	16	17	3	47	12	22	26	9	10	10	18	5	9	9	1	36	7	8	106	19					
		11.70%	18.72%	19.51%	17.32%	19.89%	12.93%	16.67%	11.18%	11.44%	13.04%	2.53%	9.52%	8.09%	7.62%	16.67%	12.66%	12.90%	14.77%	16.48%	19.66%	11.47%	7.45%	13.87%	10.31%	6.77%	8.70%	13.61%	3.60%	15.52%	10.53%	10.97%	4.11%	9.57%	9.38%	22.22%	6.02%	3.25%	11.24%	15.15%	7.41%	10.42%	3.63%	8.33%	1.79%	17.14%	9.72%	16.00%	17.32%	10.86%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	60	0	2	5	3	8	8	4	3	6	2	1	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0					
		0.45%	0.00%	0.55%	1.08%	0.85%	2.30%	1.45%	1.24%	0.88%	0.76%	0.17%	0.53%	0.26%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	21	0	0	0	0	1	2	0	2	1	3	1	0	0	0	0	0	0	0	2	4	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0					
		0.16%	0.00%	0.00%	0.00%	0.00%	0.29%	0.36%	0.00%	0.59%	0.13%	0.26%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	1.43%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1189	37	31	44	27	29	54	29	29	69	149	14	18	26	10	23	33	12	0	34	18	2	25	9	39	8	51	8	27	11	17	6	41	17	11	39	14	9	10	19	2	26	9	1	30	5	5	47	15					
		8.98%	8.77%	8.52%	9.52%	7.67%	8.33%	9.78%	9.01%	8.50%	8.73%	13.00%	7.41%	4.70%	12.38%	7.94%	9.70%	8.19%	8.05%	0.00%	11.72%	6.45%	2.13%	18.25%	4.64%	9.77%	8.70%	8.57%	5.76%	7.76%	7.24%	10.97%	8.22%	8.35%	13.28%	11.11%	9.03%	5.05%	10.11%	15.15%	7.82%	4.17%	10.48%	8.33%	1.79%	14.29%	6.94%	10.00%	7.68%	8.57%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	500	23	30	21	14	23	27	10	14	43	18	8	6	3	3	11	9	3	2	4	14	1	9	14	25	0	17	3	9	6	3	2	22	5	4	13	9	1	1	14	1	1	7	0	9	2	2	32	2					
		3.78%	5.45%	8.24%	4.55%	3.98%	6.61%	4.89%	3.11%	4.11%	5.44%	1.57%	4.23%	1.57%	1.43%	2.38%	4.64%	2.23%	2.01%	2.20%	1.38%	5.02%	1.06%	6.57%	7.22%	6.27%	0.00%	2.86%	2.16%	2.59%	3.95%	1.94%	2.74%	4.48%	3.91%	4.04%	3.01%	3.25%	1.12%	1.52%	5.76%	2.08%	0.40%	6.48%	0.00%	4.29%	2.78%	4.00%	5.23%	1.14%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	153	5	9	5	3	6	15	4	3	10	16	1	4	8	1	2	0	2	2	2	0	1	1	0	5	1	4	0	1	0	6	1	1	1	1	6	4	1	1	3	0	0	0	0	2	1	1	10	3					
		1.16%	1.18%	2.47%	1.08%	0.85%	1.72%	2.72%	1.24%	0.88%	1.27%	1.40%	0.53%	1.04%	3.81%	0.79%	0.84%	0.00%	1.34%	2.20%	0.69%	0.00%	1.06%	0.73%	0.00%	1.25%	1.09%	0.67%	0.00%	0.29%	0.00%	3.87%	1.37%	0.20%	0.78%	1.01%	1.39%	1.44%	1.12%	1.52%	1.23%	0.00%	0.00%	0.00%	0.00%	0.95%	1.39%	2.00%	1.63%	1.71%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9222	261	205	289	223	221	323	230	243	530	903	142	305	150	81	161	287	103	70	179	199	79	80	136	284	71	413	118	230	110	111	56	359	85	60	332	230	62	39	174	37	204	80	53	119	56	31	380	128					
		69.66%	61.85%	56.32%	62.55%	63.35%	63.51%	58.51%	71.43%	71.26%	67.09%	78.80%	75.13%	79.63%	71.43%	64.29%	67.93%	71.22%	69.13%	76.92%	61.72%	71.33%	84.04%	58.39%	70.10%	71.18%	77.17%	69.41%	84.89%	66.09%	72.37%	71.61%	76.71%	73.12%	66.41%	60.61%	76.85%	83.03%	69.66%	59.09%	71.60%	77.08%	82.26%	74.07%	94.64%	56.67%	77.78%	62.00%	62.09%	73.14%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	49	5	2	4	0	1	4	1	2	3	5	1	1	0	1	2	4	0	0	0	0	0	1	0	2	0	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0					
		0.37%	1.18%	0.55%	0.87%	0.00%	0.29%	0.72%	0.31%	0.59%	0.38%	0.44%	0.53%	0.26%	0.00%	0.79%	0.84%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.50%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
