Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Щучанская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1100	УИК №1101	УИК №1102	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116					
		1.07%	1.25%	1.21%	0.96%	1.89%	1.71%	3.16%	0.00%	0.88%	0.68%	1.85%	1.10%	1.47%	0.00%	2.13%	0.51%	0.00%	0.00%	1.56%	1.98%	0.84%	0.00%	0.80%	1.18%	1.45%	0.00%	1.01%	0.93%	0.00%	0.00%	0.00%	0.00%	1.29%	5.80%	0.00%	1.63%	1.27%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	1.56%	1.56%	0.00%	1.48%	1.69%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5464	93	67	229	115	42	146	80	166	241	55	771	154	97	55	91	201	82	43	126	153	60	65	93	178	33	241	69	108	66	87	21	163	30	22	218	159	46	28	99	22	123	62	25	88	44	13	234	60					
		50.47%	38.75%	40.61%	36.82%	43.40%	35.90%	35.44%	47.06%	48.82%	40.85%	50.93%	52.99%	56.41%	50.79%	58.51%	46.43%	61.47%	70.09%	67.19%	50.00%	64.02%	73.17%	52.00%	55.03%	51.45%	43.42%	48.88%	64.49%	44.44%	54.55%	70.73%	36.21%	52.75%	43.48%	34.92%	59.40%	67.09%	54.76%	43.75%	52.66%	51.16%	58.57%	65.96%	62.50%	45.83%	68.75%	39.39%	49.58%	50.85%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	33	1	0	1	1	1	1	0	4	2	1	6	1	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	2	0					
		0.30%	0.42%	0.00%	0.16%	0.38%	0.85%	0.24%	0.00%	1.18%	0.34%	0.93%	0.41%	0.37%	0.00%	0.00%	0.51%	0.61%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.41%	0.83%	0.00%	0.00%	0.32%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.03%	0.42%	0.00%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
