Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
Наименование Избирательной комиссии:    Щекинская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1388	37	20	14	15	10	15	8	10	10	13	40	46	35	57	34	54	34	48	40	11	20	38	20	43	50	40	29	42	48	37	13	45	5	45	38	20	20	20	29	15	5	10	7	10	10	24	29	10	10	5	5	10	6	5	5	14	30	5	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1356	37	20	13	14	10	15	8	4	10	13	40	46	35	55	34	54	34	48	40	9	19	38	19	43	49	40	29	42	48	37	11	45	2	45	38	19	20	20	29	11	5	10	7	10	10	24	29	10	6	5	2	10	6	5	5	14	30	5	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1234	41	105	4	9	8	4	4	2	1	5	15	29	20	26	21	105	20	27	15	7	17	27	110	136	61	26	21	16	16	72	11	51	15	20	23	7	5	5	8	8	9	3	4	10	12	5	8	9	3	2	5	7	1	4	1	7	6	10	5					
14	Число погашенных неиспользованных открепительных удостоверений	32	0	0	1	1	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	2	0	3	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	429	7	5	3	3	4	2	0	2	4	3	9	17	21	16	8	22	14	17	12	1	6	12	3	20	18	14	15	8	21	16	17	19	0	9	4	3	9	3	2	2	0	9	0	7	3	10	7	2	3	1	0	0	0	0	0	4	8	0	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3711	194	114	55	56	44	42	18	40	29	54	100	78	167	52	140	81	111	123	61	22	51	56	29	141	80	102	63	74	70	94	37	157	17	154	120	75	29	61	30	38	22	44	17	83	42	95	73	11	18	17	13	5	8	13	5	24	103	7	52					
		5.60%	11.16%	12.17%	10.64%	9.29%	8.45%	6.09%	7.69%	5.32%	3.51%	11.16%	5.55%	3.78%	9.27%	2.68%	6.14%	4.02%	5.70%	5.87%	3.31%	8.33%	5.94%	3.29%	2.64%	6.52%	4.30%	5.58%	4.86%	6.22%	4.24%	5.48%	4.12%	7.90%	4.79%	6.58%	5.71%	4.99%	1.72%	3.84%	2.63%	7.44%	6.38%	7.11%	5.35%	6.54%	5.98%	8.04%	4.66%	6.96%	5.63%	6.72%	6.22%	3.16%	4.00%	3.71%	2.22%	3.76%	6.53%	3.85%	4.53%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4785	181	66	39	65	55	81	28	56	31	59	154	95	177	117	91	104	106	200	94	25	95	174	80	148	165	144	96	68	114	100	61	179	12	157	152	112	72	82	61	37	25	42	33	70	58	100	91	20	48	22	14	11	16	29	18	47	132	10	66					
		7.22%	10.41%	7.04%	7.54%	10.78%	10.56%	11.74%	11.97%	7.45%	3.75%	12.19%	8.55%	4.60%	9.83%	6.03%	3.99%	5.16%	5.44%	9.54%	5.10%	9.47%	11.06%	10.22%	7.28%	6.84%	8.87%	7.88%	7.41%	5.72%	6.91%	5.83%	6.79%	9.00%	3.38%	6.70%	7.23%	7.45%	4.28%	5.17%	5.36%	7.24%	7.25%	6.79%	10.38%	5.51%	8.26%	8.46%	5.81%	12.66%	15.00%	8.70%	6.70%	6.96%	8.00%	8.29%	8.00%	7.36%	8.37%	5.49%	5.75%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	420	19	4	3	5	6	13	2	6	6	10	10	16	13	19	14	21	9	10	18	2	0	10	3	16	15	12	13	13	3	6	6	9	1	11	13	9	4	3	2	3	1	3	2	12	6	7	7	1	1	1	3	0	0	3	0	2	4	0	9					
		0.63%	1.09%	0.43%	0.58%	0.83%	1.15%	1.88%	0.85%	0.80%	0.73%	2.07%	0.56%	0.78%	0.72%	0.98%	0.61%	1.04%	0.46%	0.48%	0.98%	0.76%	0.00%	0.59%	0.27%	0.74%	0.81%	0.66%	1.00%	1.09%	0.18%	0.35%	0.67%	0.45%	0.28%	0.47%	0.62%	0.60%	0.24%	0.19%	0.18%	0.59%	0.29%	0.48%	0.63%	0.94%	0.85%	0.59%	0.45%	0.63%	0.31%	0.40%	1.44%	0.00%	0.00%	0.86%	0.00%	0.31%	0.25%	0.00%	0.78%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8628	284	187	40	57	70	94	20	57	67	64	290	342	256	382	258	305	362	266	344	24	107	223	175	299	220	222	193	151	231	300	163	274	32	316	236	220	138	221	98	67	24	59	31	132	60	91	118	11	48	21	24	13	13	18	8	41	132	29	100					
		13.02%	16.33%	19.96%	7.74%	9.45%	13.44%	13.62%	8.55%	7.58%	8.11%	13.22%	16.10%	16.57%	14.21%	19.70%	11.31%	15.14%	18.59%	12.68%	18.68%	9.09%	12.46%	13.09%	15.92%	13.82%	11.83%	12.15%	14.89%	12.70%	14.00%	17.50%	18.15%	13.78%	9.01%	13.49%	11.22%	14.63%	8.19%	13.93%	8.60%	13.11%	6.96%	9.53%	9.75%	10.39%	8.55%	7.70%	7.54%	6.96%	15.00%	8.30%	11.48%	8.23%	6.50%	5.14%	3.56%	6.42%	8.37%	15.93%	8.71%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1225	69	47	15	16	16	17	5	6	10	10	10	37	56	12	61	77	19	20	48	5	0	32	16	44	35	47	41	43	1	20	27	50	2	38	60	11	7	30	7	7	7	13	2	13	22	16	23	3	1	3	1	1	3	6	2	5	18	0	12					
		1.85%	3.97%	5.02%	2.90%	2.65%	3.07%	2.46%	2.14%	0.80%	1.21%	2.07%	0.56%	1.79%	3.11%	0.62%	2.67%	3.82%	0.98%	0.95%	2.61%	1.89%	0.00%	1.88%	1.46%	2.03%	1.88%	2.57%	3.16%	3.62%	0.06%	1.17%	3.01%	2.52%	0.56%	1.62%	2.85%	0.73%	0.42%	1.89%	0.61%	1.37%	2.03%	2.10%	0.63%	1.02%	3.13%	1.35%	1.47%	1.90%	0.31%	1.19%	0.48%	0.63%	1.50%	1.71%	0.89%	0.78%	1.14%	0.00%	1.05%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	46501	974	491	332	396	318	432	152	583	678	281	1225	1447	1093	1316	1700	1403	1316	1467	1252	184	602	1181	783	1496	1312	1279	875	821	1211	1120	585	1291	286	1599	1502	1045	1416	1140	934	355	266	454	232	949	505	863	1229	109	202	188	153	127	160	279	189	510	1175	135	903					
		70.20%	56.01%	52.40%	64.22%	65.67%	61.04%	62.61%	64.96%	77.53%	82.08%	58.06%	68.02%	70.11%	60.69%	67.87%	74.53%	69.66%	67.59%	69.96%	67.97%	69.70%	70.08%	69.35%	71.25%	69.16%	70.54%	70.01%	67.52%	69.05%	73.39%	65.34%	65.14%	64.94%	80.56%	68.27%	71.42%	69.48%	84.09%	71.83%	82.00%	69.47%	77.10%	73.34%	72.96%	74.72%	71.94%	73.01%	78.53%	68.99%	63.13%	74.31%	73.21%	80.38%	80.00%	79.71%	84.00%	79.81%	74.46%	74.18%	78.66%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	301	8	8	1	4	4	7	0	1	1	1	6	13	8	9	7	9	9	6	8	1	4	8	0	10	9	4	7	4	5	7	5	8	4	9	5	20	13	39	5	2	0	1	1	1	4	0	6	3	0	0	0	0	0	1	0	0	5	0	0					
		0.45%	0.46%	0.85%	0.19%	0.66%	0.77%	1.01%	0.00%	0.13%	0.12%	0.21%	0.33%	0.63%	0.44%	0.46%	0.31%	0.45%	0.46%	0.29%	0.43%	0.38%	0.47%	0.47%	0.00%	0.46%	0.48%	0.22%	0.54%	0.34%	0.30%	0.41%	0.56%	0.40%	1.13%	0.38%	0.24%	1.33%	0.77%	2.46%	0.44%	0.39%	0.00%	0.16%	0.31%	0.08%	0.57%	0.00%	0.38%	1.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.32%	0.00%	0.00%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
