Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																				
Дата голосования: 02.12.2007																																																																				
																																																																				
Наименование Избирательной комиссии:    Адлерская г.Сочи																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №4301	УИК №4302	УИК №4303	УИК №4304	УИК №4305	УИК №4306	УИК №4307	УИК №4308	УИК №4309	УИК №4310	УИК №4311	УИК №4312	УИК №4313	УИК №4314	УИК №4315	УИК №4316	УИК №4317	УИК №4318	УИК №4319	УИК №4320	УИК №4321	УИК №4322	УИК №4323	УИК №4324	УИК №4325	УИК №4326	УИК №4327	УИК №4328	УИК №4329	УИК №4330	УИК №4331	УИК №4332	УИК №4333	УИК №4334	УИК №4335	УИК №4336	УИК №4337	УИК №4338	УИК №4339	УИК №4340	УИК №4341	УИК №4342	УИК №4343	УИК №4344	УИК №4345	УИК №4346	УИК №4347	УИК №4348	УИК №4349	УИК №4350	УИК №4351	УИК №4352	УИК №4353	УИК №4354	УИК №4355	УИК №4356	УИК №4357	УИК №4358	УИК №4359	УИК №4360	УИК №4361					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	54	2	6	1	0	0	0	1	0	1	0	3	2	0	3	0	0	0	1	0	0	1	0	0	3	2	2	1	1	0	0	2	1	5	2	1	1	3	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
18	1.Политическая партия «Аграрная партия России»	746	3	0	1	15	7	0	7	22	6	29	13	21	5	14	10	6	20	4	14	10	27	16	21	40	16	1	29	11	15	8	26	19	30	9	12	27	21	20	11	7	4	4	9	16	4	13	11	7	17	3	1	1	9	21	2	4	2	13	5	21	6					
		1.92%	3.37%	0.00%	1.43%	1.86%	0.83%	0.00%	1.13%	1.80%	0.97%	2.81%	1.07%	2.21%	2.02%	1.98%	2.26%	1.11%	2.12%	0.93%	1.72%	1.67%	2.90%	2.26%	3.14%	3.35%	1.92%	0.54%	3.08%	2.04%	1.72%	2.07%	3.01%	2.15%	2.89%	1.22%	1.08%	2.20%	1.68%	3.88%	2.93%	1.08%	1.72%	1.04%	3.56%	2.76%	1.18%	1.36%	1.64%	0.95%	1.71%	0.71%	0.30%	0.55%	2.55%	2.35%	1.26%	1.59%	0.85%	2.46%	1.15%	3.91%	0.66%					
19	2.Всероссийская политическая партия «Гражданская Сила»	558	0	0	0	14	13	3	10	16	16	17	19	9	0	17	11	8	16	5	14	9	13	11	5	21	11	1	26	5	15	2	18	10	12	6	17	15	28	8	2	15	2	4	2	6	5	20	5	6	10	3	1	4	3	10	0	4	0	2	8	18	7					
		1.44%	0.00%	0.00%	0.00%	1.73%	1.54%	1.16%	1.62%	1.31%	2.58%	1.65%	1.57%	0.95%	0.00%	2.41%	2.49%	1.48%	1.70%	1.16%	1.72%	1.50%	1.40%	1.55%	0.75%	1.76%	1.32%	0.54%	2.76%	0.93%	1.72%	0.52%	2.08%	1.13%	1.15%	0.81%	1.53%	1.22%	2.24%	1.55%	0.53%	2.32%	0.86%	1.04%	0.79%	1.03%	1.47%	2.09%	0.74%	0.82%	1.01%	0.71%	0.30%	2.21%	0.85%	1.12%	0.00%	1.59%	0.00%	0.38%	1.84%	3.35%	0.77%					
20	3.Политическая партия «Демократическая партия России»	91	0	0	0	4	1	0	1	1	0	1	3	4	0	3	0	2	3	0	0	2	2	0	2	2	2	0	6	0	1	0	1	2	4	3	2	2	1	1	1	1	0	0	0	2	0	2	2	1	6	0	1	2	1	4	1	0	0	5	2	3	1					
		0.23%	0.00%	0.00%	0.00%	0.50%	0.12%	0.00%	0.16%	0.08%	0.00%	0.10%	0.25%	0.42%	0.00%	0.42%	0.00%	0.37%	0.32%	0.00%	0.00%	0.33%	0.21%	0.00%	0.30%	0.17%	0.24%	0.00%	0.64%	0.00%	0.11%	0.00%	0.12%	0.23%	0.38%	0.41%	0.18%	0.16%	0.08%	0.19%	0.27%	0.15%	0.00%	0.00%	0.00%	0.34%	0.00%	0.21%	0.30%	0.14%	0.60%	0.00%	0.30%	1.10%	0.28%	0.45%	0.63%	0.00%	0.00%	0.95%	0.46%	0.56%	0.11%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4490	9	5	9	59	38	7	43	140	63	149	199	156	41	85	52	50	119	46	123	95	148	134	82	208	138	12	149	67	104	83	131	99	119	76	95	153	193	65	75	58	31	23	17	55	19	77	80	55	98	23	16	14	35	85	10	9	16	19	29	57	45					
		11.55%	10.11%	3.25%	12.86%	7.31%	4.51%	2.71%	6.95%	11.45%	10.14%	14.42%	16.41%	16.44%	16.53%	12.04%	11.76%	9.24%	12.62%	10.70%	15.11%	15.83%	15.90%	18.90%	12.28%	17.44%	16.57%	6.52%	15.83%	12.43%	11.91%	21.50%	15.16%	11.22%	11.45%	10.28%	8.54%	12.48%	15.46%	12.62%	19.95%	8.98%	13.36%	5.96%	6.72%	9.48%	5.59%	8.06%	11.90%	7.47%	9.87%	5.46%	4.85%	7.73%	9.92%	9.52%	6.29%	3.59%	6.81%	3.59%	6.67%	10.61%	4.97%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	406	0	1	1	4	1	2	0	11	7	10	13	18	2	6	9	10	21	2	11	11	16	9	11	20	15	0	7	9	4	4	15	2	3	12	12	13	14	7	1	13	3	1	1	5	3	4	2	3	7	3	2	3	2	12	3	0	1	1	5	8	10					
		1.04%	0.00%	0.65%	1.43%	0.50%	0.12%	0.78%	0.00%	0.90%	1.13%	0.97%	1.07%	1.90%	0.81%	0.85%	2.04%	1.85%	2.23%	0.47%	1.35%	1.83%	1.72%	1.27%	1.65%	1.68%	1.80%	0.00%	0.74%	1.67%	0.46%	1.04%	1.74%	0.23%	0.29%	1.62%	1.08%	1.06%	1.12%	1.36%	0.27%	2.01%	1.29%	0.26%	0.40%	0.86%	0.88%	0.42%	0.30%	0.41%	0.70%	0.71%	0.61%	1.66%	0.57%	1.34%	1.89%	0.00%	0.43%	0.19%	1.15%	1.49%	1.10%					
23	6.Политическая партия «Партия социальной справедливости»	88	0	0	0	2	0	0	1	2	0	3	4	3	0	1	1	0	3	2	1	1	5	3	0	0	2	0	2	3	4	0	3	4	1	0	2	7	4	2	0	0	0	3	0	3	2	0	1	0	3	1	1	0	0	6	0	0	0	0	1	0	1					
		0.23%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.16%	0.16%	0.00%	0.29%	0.33%	0.32%	0.00%	0.14%	0.23%	0.00%	0.32%	0.47%	0.12%	0.17%	0.54%	0.42%	0.00%	0.00%	0.24%	0.00%	0.21%	0.56%	0.46%	0.00%	0.35%	0.45%	0.10%	0.00%	0.18%	0.57%	0.32%	0.39%	0.00%	0.00%	0.00%	0.78%	0.00%	0.52%	0.59%	0.00%	0.15%	0.00%	0.30%	0.24%	0.30%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.11%					
24	7.Политическая партия «Либерально-демократическая партия России»	3320	12	7	9	64	13	3	26	120	55	107	112	100	36	77	40	70	82	40	71	62	81	63	64	109	89	7	100	33	111	30	80	105	125	64	115	109	126	27	21	43	9	30	11	36	11	100	62	66	67	33	10	18	25	88	13	21	5	16	13	23	55					
		8.54%	13.48%	4.55%	12.86%	7.93%	1.54%	1.16%	4.20%	9.81%	8.86%	10.36%	9.23%	10.54%	14.52%	10.91%	9.05%	12.94%	8.70%	9.30%	8.72%	10.33%	8.70%	8.89%	9.58%	9.14%	10.68%	3.80%	10.63%	6.12%	12.71%	7.77%	9.26%	11.90%	12.03%	8.66%	10.34%	8.89%	10.10%	5.24%	5.59%	6.66%	3.88%	7.77%	4.35%	6.21%	3.24%	10.47%	9.23%	8.97%	6.75%	7.84%	3.03%	9.94%	7.08%	9.85%	8.18%	8.37%	2.13%	3.02%	2.99%	4.28%	6.07%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2436	0	5	0	21	25	1	29	49	35	68	85	66	17	41	32	16	50	39	68	53	67	58	63	103	75	10	80	40	74	52	61	68	94	42	60	87	78	41	49	35	23	8	8	26	11	53	41	42	43	10	3	12	24	53	7	7	9	61	19	23	16					
		6.26%	0.00%	3.25%	0.00%	2.60%	2.97%	0.39%	4.68%	4.01%	5.64%	6.58%	7.01%	6.95%	6.85%	5.81%	7.24%	2.96%	5.30%	9.07%	8.35%	8.83%	7.20%	8.18%	9.43%	8.63%	9.00%	5.43%	8.50%	7.42%	8.48%	13.47%	7.06%	7.71%	9.05%	5.68%	5.40%	7.10%	6.25%	7.96%	13.03%	5.42%	9.91%	2.07%	3.16%	4.48%	3.24%	5.55%	6.10%	5.71%	4.33%	2.38%	0.91%	6.63%	6.80%	5.94%	4.40%	2.79%	3.83%	11.53%	4.37%	4.28%	1.77%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	386	0	2	1	9	5	4	8	19	1	6	7	15	6	4	5	1	4	4	10	7	18	9	4	12	13	2	6	7	11	6	4	4	10	9	8	10	4	5	4	6	3	6	5	5	5	9	8	14	6	2	4	3	4	14	0	2	2	6	3	6	9					
		0.99%	0.00%	1.30%	1.43%	1.12%	0.59%	1.55%	1.29%	1.55%	0.16%	0.58%	0.58%	1.58%	2.42%	0.57%	1.13%	0.18%	0.42%	0.93%	1.23%	1.17%	1.93%	1.27%	0.60%	1.01%	1.56%	1.09%	0.64%	1.30%	1.26%	1.55%	0.46%	0.45%	0.96%	1.22%	0.72%	0.82%	0.32%	0.97%	1.06%	0.93%	1.29%	1.55%	1.98%	0.86%	1.47%	0.94%	1.19%	1.90%	0.60%	0.48%	1.21%	1.66%	1.13%	1.57%	0.00%	0.80%	0.85%	1.13%	0.69%	1.12%	0.99%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	24803	61	134	43	579	717	225	489	806	395	593	717	513	118	408	264	355	579	274	471	323	495	378	387	621	439	150	505	348	492	175	475	544	599	501	744	748	712	317	195	436	145	302	191	397	263	622	426	516	734	335	290	119	244	566	119	198	190	389	342	357	733					
		63.79%	68.54%	87.01%	61.43%	71.75%	85.15%	87.21%	78.99%	65.90%	63.61%	57.41%	59.11%	54.06%	47.58%	57.79%	59.73%	65.62%	61.40%	63.72%	57.86%	53.83%	53.17%	53.31%	57.93%	52.05%	52.70%	81.52%	53.67%	64.56%	56.36%	45.34%	54.98%	61.68%	57.65%	67.79%	66.91%	61.01%	57.05%	61.55%	51.86%	67.49%	62.50%	78.24%	75.49%	68.45%	77.35%	65.13%	63.39%	70.11%	73.92%	79.57%	87.88%	65.75%	69.12%	63.38%	74.84%	78.88%	80.85%	73.53%	78.62%	66.48%	80.91%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	716	0	0	6	17	6	3	4	16	21	23	18	24	9	15	15	10	29	7	20	17	33	19	14	36	14	1	15	6	28	14	25	11	14	6	22	26	26	7	14	17	10	3	3	1	4	23	8	10	2	6	0	2	6	14	1	1	1	0	2	6	5					
		1.84%	0.00%	0.00%	8.57%	2.11%	0.71%	1.16%	0.65%	1.31%	3.38%	2.23%	1.48%	2.53%	3.63%	2.12%	3.39%	1.85%	3.08%	1.63%	2.46%	2.83%	3.54%	2.68%	2.10%	3.02%	1.68%	0.54%	1.59%	1.11%	3.21%	3.63%	2.89%	1.25%	1.35%	0.81%	1.98%	2.12%	2.08%	1.36%	3.72%	2.63%	4.31%	0.78%	1.19%	0.17%	1.18%	2.41%	1.19%	1.36%	0.20%	1.43%	0.00%	1.10%	1.70%	1.57%	0.63%	0.40%	0.43%	0.00%	0.46%	1.12%	0.55%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
